 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14
191,8781.637,6631.000,8310.909,10007.259,7846.461,6877.000,6972.500,6318.625,6562.000,11568.900,6706.857,6182.333,5549.750,6431.250
192,8797.182,6560.222,8232.909,10024.448,7823.461,6892.000,6920.250,6352.125,6616.000,11663.100,6735.190,6219.143,5520.844,6410.000
193,8830.637,6574.333,8328.363,10056.069,7860.077,6873.864,6994.500,6233.000,6640.500,11656.100,6717.048,6223.571,5531.938,6374.250
194,8788.272,6582.556,8250.637,10008.345,7816.154,6869.159,7035.000,6321.750,6616.500,11667.700,6742.190,6195.476,5518.688,6373.500
195,8723.000,6546.667,8285.728,10007.914,7830.885,6891.977,7028.750,6335.625,6721.500,11618.200,6689.524,6208.238,5517.656,6375.750
196,8843.546,6580.667,8358.091,9989.931,7847.115,6890.205,7070.250,6321.500,6741.500,11567.600,6724.238,6202.762,5514.875,6443.000
197,8791.909,6551.444,8279.272,9974.018,7835.192,6893.886,6965.000,6315.125,6718.500,11621.900,6736.095,6276.619,5507.219,6437.625
198,8816.363,6607.556,8240.363,9983.241,7831.846,6880.591,7053.500,6320.875,6779.500,11611.900,6727.238,6228.857,5523.844,6425.000
199,8773.546,6585.000,8308.272,10005.966,7860.615,6904.591,6977.000,6300.875,6553.000,11627.500,6713.048,6223.905,5536.125,6387.750
200,8762.363,6594.667,8297.091,10011.638,7880.961,6868.636,7171.250,6345.875,6634.000,11729.500,6709.619,6241.857,5496.094,6413.375
201,8801.091,6541.111,8247.909,9993.052,7855.808,6872.727,6956.750,6187.500,6636.500,11678.400,6717.714,6231.857,5539.375,6404.500
202,8834.546,6542.000,8264.091,9982.552,7871.577,6877.750,7059.500,6283.375,6570.000,11632.200,6691.095,6264.667,5502.688,6460.875
203,8823.454,6571.889,8270.182,9978.173,7868.385,6894.455,7067.000,6265.375,6640.500,11590.700,6756.143,6227.571,5515.438,6378.875
204,8782.000,6657.778,8222.728,10024.725,7868.961,6875.023,6929.500,6135.250,6616.500,11644.700,6764.905,6263.190,5506.969,6401.000
205,8794.272,6569.889,8242.637,9992.448,7835.654,6879.182,6932.750,6193.125,6597.500,11638.600,6693.619,6256.476,5496.812,6489.500
206,8828.454,6562.889,8290.272,9986.207,7849.154,6856.864,7000.750,6132.250,6534.000,11652.400,6758.762,6300.048,5519.281,6422.125
207,8766.454,6630.556,8165.273,9968.155,7847.961,6860.682,6989.250,6228.000,6594.500,11600.700,6748.571,6249.905,5495.625,6493.125
208,8739.182,6676.111,8244.546,9974.569,7791.000,6884.432,6987.250,6068.750,6726.500,11651.000,6716.762,6290.095,5518.969,6406.875
209,8820.363,6552.000,8200.728,9967.707,7863.461,6888.727,6987.500,6039.125,6545.500,11559.000,6733.524,6266.905,5497.750,6400.375
210,8824.000,6639.222,8166.909,9965.207,7816.500,6923.227,6980.500,6106.875,6716.500,11701.400,6748.857,6267.524,5510.562,6378.875
211,8863.182,6587.444,8248.363,9930.896,7861.692,6885.932,6912.500,6081.375,6763.500,11685.700,6730.714,6293.667,5527.781,6336.750
212,8814.363,6568.556,8132.000,9935.793,7817.000,6856.659,6956.000,6138.250,6640.000,11670.300,6756.286,6301.762,5509.812,6352.750
213,8812.182,6613.556,8212.637,9932.948,7835.961,6882.455,7080.750,6128.125,6627.000,11631.900,6727.143,6251.143,5554.625,6308.375
214,8826.728,6624.889,8158.182,9942.173,7854.192,6851.273,6955.250,6068.750,6689.500,11579.300,6736.952,6275.286,5543.406,6417.375
215,8775.454,6572.667,8208.818,9935.638,7822.346,6901.341,6991.250,6039.375,6659.000,11542.200,6691.476,6273.810,5501.844,6391.375
216,8774.182,6612.000,8225.363,9947.396,7812.423,6860.523,7066.500,6084.375,6668.000,11568.500,6743.238,6297.714,5493.438,6553.750
217,8764.818,6575.778,8146.727,9966.569,7857.500,6849.727,6964.750,6124.625,6629.500,11546.900,6795.762,6305.476,5517.375,6429.000
218,8727.272,6548.000,8227.909,9905.155,7838.885,6867.023,6956.000,6060.000,6560.500,11542.000,6730.524,6303.810,5527.188,6401.625
219,8844.000,6625.111,8204.454,9916.638,7827.231,6827.227,6991.250,6026.875,6594.000,11578.100,6750.762,6305.238,5530.312,6361.125
220,8667.000,6534.778,8211.363,9906.725,7790.961,6853.432,6971.250,6025.750,6610.500,11581.100,6721.524,6283.714,5504.094,6371.625
221,8713.546,6573.111,8159.000,9908.052,7808.500,6813.182,6994.500,5990.875,6582.000,11570.300,6721.143,6305.238,5517.938,6360.500
222,8715.182,6567.889,8160.273,9893.604,7836.615,6825.045,6934.500,6067.125,6739.000,11535.400,6775.524,6301.190,5524.812,6442.625
223,8765.000,6519.778,8186.727,9899.914,7812.269,6830.023,7047.500,5983.750,6572.000,11426.400,6703.762,6343.000,5515.938,6401.750
224,8791.454,6541.778,8157.000,9892.914,7810.269,6846.727,6931.250,6070.625,6715.000,11534.300,6740.905,6315.190,5504.875,6375.250
225,8711.182,6618.222,8196.454,9877.845,7777.769,6857.432,7016.750,5926.375,6508.500,11592.700,6748.048,6301.238,5499.188,6429.000
226,8732.182,6616.889,8128.636,9859.345,7811.692,6826.909,6918.750,5930.500,6630.000,11529.100,6739.095,6324.429,5521.281,6370.250
227,8796.000,6535.889,8175.545,9874.018,7816.654,6817.795,7049.000,5952.000,6635.500,11564.500,6739.143,6311.381,5505.500,6419.250
228,8798.091,6559.556,8149.636,9882.207,7824.000,6819.068,6935.250,5996.750,6709.500,11613.300,6765.810,6317.000,5524.688,6478.250
229,8756.091,6584.667,8150.818,9875.707,7837.115,6823.750,6905.750,5992.750,6675.000,11551.600,6765.667,6304.286,5513.469,6412.375
230,8774.454,6553.111,8099.091,9833.534,7808.769,6833.159,6912.000,6005.500,6591.500,11598.800,6758.857,6309.238,5513.562,6348.125
231,8708.363,6591.000,8153.818,9838.431,7816.231,6822.182,6952.500,5959.375,6608.500,11458.000,6721.857,6311.238,5520.656,6372.625
232,8734.454,6603.111,8173.636,9857.155,7773.308,6818.364,6821.500,5914.875,6692.500,11596.500,6775.190,6319.762,5516.688,6351.125
233,8720.728,6564.889,8177.182,9843.466,7833.692,6806.705,6789.000,5920.875,6683.000,11505.700,6745.143,6312.714,5531.125,6376.625
234,8759.728,6573.667,8183.636,9823.448,7785.308,6806.318,6938.250,5922.625,6665.000,11463.200,6683.619,6342.143,5501.156,6389.125
235,8705.728,6516.444,8126.636,9826.518,7777.808,6802.500,7050.000,5959.750,6484.500,11478.300,6738.905,6326.095,5484.938,6364.625
236,8824.728,6522.333,8134.455,9834.482,7824.654,6802.864,6913.500,6011.625,6411.500,11517.600,6748.524,6321.905,5495.812,6361.375
237,8684.091,6563.889,8182.727,9842.741,7822.885,6803.250,6910.500,5918.625,6571.500,11533.500,6743.190,6271.667,5564.344,6430.250
238,8721.909,6522.111,8170.091,9833.431,7774.269,6812.500,6932.750,5887.125,6649.500,11526.800,6736.476,6344.143,5497.031,6481.375
239,8626.454,6618.667,8133.000,9789.862,7806.115,6806.614,6855.250,6019.750,6668.000,11486.900,6773.667,6300.476,5497.250,6380.250
240,8695.818,6498.778,8130.909,9772.293,7786.577,6801.682,6900.750,5830.250,6818.500,11416.100,6770.619,6352.762,5515.344,6391.000
241,8715.363,6590.222,8093.364,9808.655,7794.423,6780.432,6947.500,5870.750,6488.000,11526.500,6734.333,6332.714,5508.062,6450.125
242,8689.818,6520.778,8092.909,9800.914,7833.308,6823.932,6911.250,5906.125,6647.500,11457.000,6704.905,6309.857,5490.312,6379.750
243,8719.363,6563.667,8102.818,9810.311,7773.192,6829.705,6961.500,5788.000,6688.000,11529.400,6767.286,6309.667,5523.219,6359.875
244,8741.637,6474.333,8056.636,9785.138,7787.423,6807.614,6909.250,5818.750,6670.000,11564.500,6722.762,6336.619,5533.812,6406.875
245,8745.454,6537.556,8097.909,9771.982,7831.346,6812.500,6944.750,5793.375,6557.000,11486.000,6761.048,6312.286,5500.031,6458.625
246,8726.363,6586.333,8094.727,9784.914,7742.154,6782.841,6887.000,5841.000,6703.500,11476.300,6742.524,6328.048,5530.562,6453.625
247,8703.272,6505.778,8071.182,9715.879,7746.731,6777.886,6935.500,5794.500,6665.000,11608.800,6751.667,6356.095,5521.750,6395.125
248,8703.091,6530.222,8046.364,9727.225,7750.615,6751.227,6899.250,5870.875,6568.500,11517.700,6753.476,6336.905,5519.188,6361.875
249,8669.272,6502.111,8066.909,9737.466,7791.923,6797.636,6923.250,5858.375,6595.000,11615.000,6760.000,6365.667,5534.344,6419.375
250,8636.637,6548.556,8050.364,9720.207,7768.769,6799.886,6919.000,5798.500,6650.500,11493.000,6728.286,6292.952,5503.781,6351.625
251,8638.818,6601.111,8059.000,9709.362,7774.115,6780.023,6941.750,5801.625,6722.500,11412.900,6691.333,6297.190,5485.031,6389.625
252,8670.000,6510.333,7957.000,9712.518,7770.192,6784.977,6874.250,5782.625,6454.000,11535.000,6723.857,6298.333,5547.000,6367.250
253,8644.272,6560.111,7981.091,9726.552,7741.500,6790.227,6911.250,5747.500,6564.500,11399.400,6741.905,6356.048,5522.812,6430.500
254,8671.818,6495.778,8025.636,9681.034,7737.654,6743.523,6784.000,5754.250,6556.500,11495.800,6726.000,6353.381,5541.000,6441.125
255,8663.272,6564.333,8022.273,9684.138,7822.423,6770.636,6821.250,5801.500,6724.000,11496.900,6691.571,6293.000,5510.938,6377.625
256,8674.818,6508.889,8055.636,9671.896,7713.231,6774.182,6913.500,5750.500,6446.000,11431.200,6711.619,6310.190,5526.469,6337.750
257,8606.728,6572.333,8042.182,9653.327,7755.192,6820.159,6974.500,5714.750,6562.500,11472.900,6764.381,6328.381,5513.031,6383.750
258,8644.091,6557.444,8045.636,9701.621,7790.423,6776.386,7009.250,5711.625,6499.000,11430.800,6709.762,6320.810,5510.438,6414.625
259,8648.909,6553.778,8016.818,9672.241,7740.461,6807.795,6813.750,5668.125,6502.000,11448.200,6698.714,6303.857,5531.812,6354.250
260,8626.182,6589.111,8031.364,9662.173,7736.115,6774.682,6794.500,5675.625,6592.500,11443.300,6741.000,6353.571,5530.938,6389.750
261,8687.637,6546.111,8026.091,9696.052,7699.885,6756.068,6919.750,5621.875,6622.000,11491.600,6702.810,6399.905,5513.094,6308.750
262,8653.909,6528.889,8054.455,9681.259,7732.308,6729.364,6887.250,5640.125,6508.500,11382.800,6705.429,6357.952,5540.125,6365.125
263,8607.637,6529.889,8005.455,9664.896,7749.539,6732.909,6842.250,5626.500,6601.000,11527.400,6724.810,6317.286,5520.938,6389.500
264,8606.637,6547.333,7968.818,9634.225,7745.539,6762.091,6861.500,5681.250,6564.000,11454.600,6664.905,6337.762,5527.219,6383.375
265,8583.818,6521.333,7947.818,9628.448,7689.692,6772.364,6806.250,5776.625,6393.500,11459.700,6714.381,6293.905,5543.000,6353.375
266,8608.363,6540.889,7954.000,9589.811,7714.846,6748.523,6896.750,5670.375,6616.500,11359.900,6647.048,6303.714,5539.375,6396.000
267,8638.637,6448.111,7961.182,9620.534,7723.692,6731.773,6822.250,5627.375,6612.500,11416.200,6698.000,6300.571,5509.344,6283.625
268,8568.000,6476.222,7929.636,9590.569,7728.385,6729.000,6878.750,5653.875,6555.500,11347.100,6680.714,6298.381,5483.781,6324.375
269,8539.182,6449.778,7932.091,9589.586,7709.231,6719.568,6801.250,5661.750,6538.000,11405.800,6675.952,6278.048,5513.938,6391.625
270,8626.091,6556.333,7859.091,9595.604,7697.461,6741.455,6885.000,5628.500,6524.000,11476.500,6658.857,6296.143,5519.125,6370.750
271,8546.363,6501.667,7792.636,9607.018,7746.423,6726.750,6869.250,5662.500,6528.000,11442.600,6709.571,6280.571,5536.875,6343.250
272,8656.091,6455.333,7796.182,9588.018,7618.231,6753.636,6843.750,5561.750,6675.000,11431.400,6722.524,6305.048,5500.688,6331.625
273,8656.454,6502.444,7798.091,9570.121,7666.308,6734.091,6902.000,5546.375,6575.000,11459.200,6721.429,6253.190,5513.781,6346.375
274,8588.182,6548.556,7831.273,9532.259,7690.961,6734.705,6790.250,5575.875,6542.500,11403.900,6660.095,6278.619,5521.031,6336.000
275,8631.182,6484.556,7835.273,9576.621,7683.731,6717.523,6731.250,5587.625,6562.500,11324.700,6650.667,6272.571,5511.938,6362.000
276,8535.728,6500.444,7841.000,9560.586,7655.269,6751.932,6775.000,5571.375,6583.500,11291.800,6650.286,6258.238,5497.812,6251.125
277,8576.818,6497.556,7818.182,9597.414,7664.154,6688.909,6827.500,5695.750,6553.000,11418.200,6615.381,6241.524,5545.594,6309.375
278,8645.182,6489.000,7762.727,9573.793,7671.154,6742.932,6828.000,5493.375,6697.000,11305.900,6626.333,6273.143,5545.688,6327.000
279,8616.363,6467.667,7672.727,9588.655,7652.885,6708.591,6844.750,5576.625,6639.000,11354.400,6649.095,6239.905,5495.156,6351.625
280,8607.272,6436.111,7732.818,9550.155,7682.615,6709.477,6915.750,5550.875,6495.500,11383.100,6624.905,6247.381,5517.500,6313.625
281,8598.909,6486.667,7732.636,9546.586,7645.846,6722.682,6932.000,5563.250,6640.500,11326.000,6627.286,6245.381,5549.438,6302.625
282,8534.818,6463.333,7755.182,9572.673,7663.115,6722.864,6736.000,5525.250,6595.000,11284.800,6642.952,6229.714,5528.781,6322.250
283,8630.728,6459.778,7731.727,9567.914,7688.077,6721.932,6807.500,5508.375,6602.500,11440.500,6604.571,6220.190,5488.750,6329.625
284,8587.182,6487.444,7667.455,9574.104,7639.385,6699.545,6846.250,5497.125,6665.500,11392.200,6601.571,6240.905,5535.719,6307.750
285,8567.182,6463.111,7639.727,9537.879,7636.346,6679.955,6817.500,5486.375,6493.000,11305.700,6587.048,6234.571,5494.125,6348.125
286,8629.909,6474.556,7652.909,9528.914,7671.192,6717.477,6851.500,5524.125,6566.500,11386.900,6532.952,6223.000,5523.594,6265.250
287,8559.728,6468.778,7637.636,9521.034,7608.000,6688.955,6715.750,5458.000,6573.500,11312.200,6601.286,6204.952,5513.844,6296.000
288,8607.272,6424.444,7636.909,9556.396,7674.654,6705.591,6916.000,5454.000,6550.000,11326.400,6603.476,6238.762,5480.625,6288.125
289,8604.091,6448.556,7566.727,9551.552,7672.961,6665.659,6798.000,5423.625,6645.000,11269.400,6582.190,6211.857,5506.062,6349.000
290,8538.818,6513.000,7577.727,9517.982,7681.885,6700.500,6884.250,5458.625,6495.000,11303.600,6615.381,6241.952,5485.312,6262.250
291,8539.637,6437.667,7561.909,9502.604,7624.308,6709.182,6875.000,5473.500,6660.000,11342.400,6600.143,6197.714,5495.719,6278.500
292,8492.637,6422.000,7506.091,9531.448,7603.385,6719.568,6937.500,5448.875,6672.500,11420.100,6594.048,6221.667,5524.969,6301.125
293,8637.818,6400.222,7453.455,9515.655,7623.731,6729.227,6868.750,5470.000,6627.000,11320.400,6555.905,6241.810,5523.188,6372.250
294,8504.091,6460.889,7428.545,9484.396,7612.885,6717.727,6824.000,5455.875,6527.500,11301.000,6525.667,6187.143,5504.719,6269.750
295,8584.363,6438.667,7477.000,9481.604,7593.039,6709.409,6767.500,5471.000,6508.000,11229.600,6563.714,6207.095,5503.938,6304.375
296,8583.363,6482.222,7476.182,9514.121,7593.154,6668.136,6817.250,5428.125,6622.000,11292.800,6541.381,6207.000,5505.656,6356.875
297,8533.818,6440.556,7332.273,9490.311,7631.808,6668.000,6862.000,5400.875,6612.500,11251.300,6490.857,6210.619,5505.906,6262.375
298,8543.637,6487.444,7380.091,9520.655,7599.885,6693.182,6828.750,5428.000,6624.000,11307.700,6549.571,6144.619,5492.625,6262.500
299,8546.728,6506.778,7414.818,9528.759,7516.231,6685.114,6763.750,5427.000,6472.000,11330.200,6556.571,6152.190,5485.375,6289.500
300,8556.182,6466.000,7355.091,9486.482,7596.154,6643.205,6823.750,5345.250,6625.000,11358.200,6556.762,6151.667,5477.969,6282.000
301,8540.546,6433.111,7343.455,9545.621,7607.192,6651.636,6850.750,5398.125,6518.500,11203.200,6542.476,6144.762,5518.594,6310.375
302,8595.000,6527.778,7260.273,9508.466,7581.308,6634.455,6885.750,5357.000,6456.000,11311.200,6522.286,6127.333,5508.781,6327.000
303,8537.363,6439.333,7271.909,9499.311,7553.077,6656.750,6778.250,5357.375,6579.500,11288.300,6513.476,6146.762,5541.688,6261.375
304,8572.728,6480.667,7337.364,9460.827,7564.500,6652.636,6819.500,5399.625,6386.500,11219.200,6514.619,6112.476,5483.031,6309.125
305,8473.000,6406.778,7196.364,9486.621,7559.808,6687.159,6860.750,5373.375,6612.500,11261.100,6510.810,6130.238,5535.375,6318.625
306,8531.182,6445.222,7194.000,9455.448,7519.077,6661.205,6858.000,5346.750,6704.500,11263.400,6533.857,6165.762,5527.469,6343.125
307,8463.363,6431.222,7186.636,9470.673,7578.577,6628.341,6793.500,5341.125,6506.500,11238.300,6442.286,6157.714,5513.375,6297.000
308,8565.363,6451.222,7152.000,9438.345,7548.885,6662.000,6784.250,5412.750,6425.500,11214.800,6440.952,6103.048,5545.562,6266.875
309,8494.546,6384.111,7155.091,9421.586,7523.423,6620.432,6844.750,5362.250,6477.000,11284.500,6455.095,6125.905,5493.812,6254.500
310,8531.363,6367.889,7175.455,9419.121,7524.539,6623.318,6847.500,5338.875,6464.000,11282.900,6429.429,6073.286,5470.062,6256.875
311,8541.272,6444.556,7249.545,9401.689,7522.692,6600.841,6738.250,5337.500,6618.500,11220.000,6473.048,6097.190,5494.438,6266.250
312,8504.000,6421.111,7147.000,9388.466,7520.615,6662.091,6797.500,5281.375,6511.500,11226.200,6479.095,6065.857,5484.062,6286.375
313,8475.000,6431.111,7174.455,9390.138,7507.923,6605.568,6765.250,5270.875,6425.000,11237.600,6480.190,6071.381,5518.344,6273.375
314,8419.546,6426.556,7130.636,9399.069,7488.077,6630.386,6671.500,5283.375,6401.000,11239.500,6470.333,6074.333,5499.469,6281.750
315,8573.182,6463.111,7136.727,9333.518,7489.192,6618.568,6676.000,5255.625,6645.500,11166.600,6424.143,6091.905,5475.906,6274.750
316,8452.272,6364.333,7113.545,9313.293,7469.769,6610.295,6736.500,5285.250,6626.500,11227.100,6459.810,6052.238,5492.812,6302.625
317,8562.818,6423.111,7070.273,9346.793,7519.077,6582.000,6822.750,5320.375,6504.500,11147.700,6397.381,6044.762,5498.500,6291.125
318,8457.091,6350.778,7069.455,9335.155,7504.769,6614.068,6727.500,5285.250,6479.000,11253.000,6391.381,6074.381,5492.250,6313.750
319,8556.637,6376.889,7036.818,9281.982,7480.423,6606.159,6648.000,5261.375,6525.000,11210.800,6388.714,6109.238,5492.594,6273.625
320,8502.728,6480.000,7015.364,9279.104,7476.385,6603.318,6736.750,5257.000,6478.500,11224.600,6394.952,6103.810,5495.750,6247.000
321,8448.182,6424.333,7083.636,9309.845,7470.308,6605.318,6669.500,5146.750,6503.000,11195.300,6355.857,6083.571,5476.562,6366.750
322,8481.363,6418.556,7035.273,9281.345,7443.923,6576.614,6759.500,5261.500,6442.500,11154.900,6387.619,6003.810,5531.469,6287.875
323,8529.363,6380.333,7036.636,9283.155,7503.769,6575.114,6814.250,5335.000,6442.000,11173.400,6355.714,6072.524,5530.500,6240.500
324,8557.182,6444.000,6968.000,9297.104,7472.115,6606.227,6825.250,5162.000,6436.500,11237.300,6304.095,6044.762,5468.938,6287.625
325,8516.363,6421.667,7010.091,9302.138,7464.539,6582.727,6780.250,5205.000,6474.000,11189.300,6315.857,6025.190,5489.844,6308.750
326,8457.909,6396.000,6990.818,9319.000,7465.769,6595.659,6724.500,5231.125,6568.500,11210.200,6349.524,6028.857,5490.844,6282.625
327,8523.454,6431.222,7026.364,9305.759,7439.692,6623.114,6685.000,5204.750,6438.000,11214.300,6318.429,6078.571,5487.719,6218.125
328,8510.000,6423.000,6928.727,9318.448,7449.461,6598.818,6817.250,5234.750,6490.500,11170.900,6314.952,5987.286,5465.562,6242.750
329,8461.091,6396.889,6950.545,9314.741,7470.923,6594.045,6668.250,5258.625,6465.500,11101.300,6292.095,6068.190,5501.688,6233.625
330,8469.182,6409.778,6946.091,9319.966,7424.731,6584.477,6701.250,5245.625,6514.500,11190.100,6247.857,6015.286,5475.875,6292.875
331,8433.000,6398.000,6887.636,9258.948,7392.577,6578.659,6751.500,5164.000,6592.000,11124.400,6292.429,6074.619,5480.812,6268.000
332,8406.818,6355.778,6805.455,9274.896,7456.461,6576.091,6673.250,5222.375,6549.000,11178.000,6285.476,6007.952,5478.125,6229.500
333,8541.728,6389.556,6888.818,9291.000,7447.461,6559.841,6756.500,5185.000,6507.000,11139.700,6277.429,6058.905,5514.125,6268.750
334,8479.091,6404.889,6870.818,9271.018,7388.115,6569.750,6743.750,5166.250,6564.000,11205.600,6244.524,6054.048,5504.844,6238.125
335,8476.272,6392.000,6800.091,9281.034,7416.423,6533.750,6792.000,5153.500,6372.500,11222.000,6313.476,6000.857,5461.188,6210.000
336,8468.272,6401.444,6744.636,9314.862,7344.961,6574.159,6818.750,5131.750,6471.000,11180.200,6275.143,6030.381,5510.750,6279.750
337,8454.637,6369.444,6837.091,9314.034,7422.115,6533.909,6739.500,5203.625,6506.500,11143.000,6276.286,6034.952,5513.000,6218.750
338,8485.091,6455.556,6714.727,9310.982,7379.192,6550.886,6751.250,5202.750,6509.000,11219.200,6241.476,6039.000,5496.344,6205.250
339,8376.091,6365.222,6711.455,9268.379,7354.385,6520.977,6819.000,5098.750,6533.000,11132.400,6307.714,6012.619,5506.781,6256.875
340,8423.454,6423.111,6654.818,9291.052,7391.500,6562.159,6763.500,5115.375,6382.500,11112.200,6259.190,5992.762,5487.594,6221.750
341,8446.909,6328.333,6734.636,9267.207,7437.769,6550.523,6731.250,5116.125,6355.500,11140.600,6254.667,6022.381,5474.000,6282.000
342,8464.272,6381.778,6708.455,9271.241,7397.269,6546.886,6728.500,5143.500,6318.500,11167.100,6344.857,5992.905,5484.781,6271.125
343,8452.182,6369.778,6703.636,9283.759,7358.154,6561.591,6774.500,5088.375,6448.500,11127.500,6296.333,5966.143,5504.844,6147.250
344,8451.182,6415.111,6766.727,9260.707,7391.385,6552.568,6732.000,5106.375,6514.000,11174.000,6326.143,5983.714,5451.281,6239.875
345,8455.272,6340.222,6687.727,9215.845,7340.461,6537.295,6670.000,5030.625,6500.000,11139.400,6285.857,5981.048,5465.562,6267.375
346,8476.454,6349.667,6738.727,9209.896,7369.577,6518.932,6774.500,5069.750,6453.000,11183.500,6316.000,5987.333,5450.250,6182.125
347,8429.818,6380.111,6652.182,9166.982,7395.577,6545.977,6696.250,5106.125,6526.500,11313.300,6382.429,5986.429,5448.375,6290.875
348,8448.546,6384.222,6690.545,9148.052,7416.577,6535.955,6776.500,5100.500,6300.500,11228.600,6352.524,6002.476,5460.125,6261.250
349,8393.091,6453.111,6626.455,9172.259,7359.961,6553.886,6664.500,5130.250,6402.500,11247.400,6410.143,5957.571,5459.875,6262.875
350,8332.818,6430.333,6620.636,9125.793,7341.885,6503.409,6781.500,5114.875,6570.000,11191.900,6327.429,5992.143,5439.625,6256.625
351,8423.363,6397.333,6546.455,9153.707,7360.885,6517.136,6672.500,5087.250,6535.500,11190.500,6304.524,5991.190,5458.594,6176.500
352,8369.637,6371.000,6617.364,9099.914,7354.423,6536.159,6692.750,5046.625,6545.500,11231.300,6326.905,5975.381,5464.500,6220.875
353,8364.363,6414.556,6579.182,9089.655,7347.385,6535.545,6698.000,5013.250,6270.500,11267.100,6254.810,5998.000,5439.281,6260.250
354,8410.272,6387.111,6561.455,9071.327,7346.615,6499.864,6774.500,5057.000,6333.500,11246.600,6341.286,5961.524,5468.562,6233.625
355,8342.091,6392.667,6479.727,9096.345,7328.769,6497.455,6818.750,5079.375,6306.500,11335.300,6379.667,5968.857,5446.156,6148.500
356,8366.909,6359.444,6502.545,9080.362,7358.885,6495.591,6742.500,5032.125,6481.500,11250.000,6332.286,5903.714,5430.531,6225.000
357,8424.546,6357.111,6476.000,9055.362,7400.808,6472.023,6679.750,5053.625,6451.500,11284.200,6320.571,5962.048,5430.312,6139.000
358,8393.363,6396.222,6390.636,9041.948,7371.500,6502.818,6775.500,5060.375,6419.500,11198.400,6260.429,5981.333,5406.781,6178.250
359,8400.091,6377.222,6372.909,9027.431,7328.461,6464.659,6753.250,5043.250,6492.500,11249.600,6261.619,5943.190,5454.875,6166.000
360,8418.182,6399.111,6401.545,9059.104,7346.654,6463.000,6704.750,5089.125,6341.500,11236.500,6199.571,5905.238,5427.531,6191.500
361,8454.546,6349.444,6329.000,8973.725,7332.308,6504.773,6732.500,4993.375,6457.000,11246.000,6313.429,5915.762,5464.625,6216.250
362,8409.728,6289.000,6372.364,9021.793,7309.039,6505.432,6702.750,5004.375,6468.500,11224.600,6265.429,5911.905,5462.906,6189.375
363,8351.728,6400.444,6322.000,8995.293,7307.077,6502.682,6646.000,5020.625,6397.500,11337.000,6265.238,5902.667,5423.000,6155.750
364,8384.363,6314.778,6343.818,8950.879,7332.269,6469.477,6775.500,4963.875,6350.000,11273.100,6287.143,5902.667,5434.812,6205.125
365,8302.637,6374.667,6313.636,8945.673,7305.385,6468.614,6581.500,4940.375,6483.500,11170.700,6223.905,5921.333,5466.781,6190.500
366,8324.728,6361.889,6256.000,8937.793,7304.885,6462.159,6649.500,4959.500,6465.500,11282.600,6272.905,5849.381,5437.219,6206.375
367,8329.000,6322.000,6294.455,8937.138,7264.539,6462.000,6739.750,4941.500,6466.500,11260.600,6254.333,5896.095,5402.094,6177.875
368,8315.182,6344.889,6286.636,8941.845,7294.115,6424.386,6708.750,4955.375,6420.500,11182.900,6250.048,5879.571,5434.344,6190.750
369,8334.091,6325.667,6200.727,8935.362,7293.769,6481.568,6796.250,4982.875,6339.000,11212.700,6247.524,5916.381,5435.812,6199.000
370,8334.272,6393.000,6246.545,8914.673,7279.308,6467.341,6654.250,4924.750,6436.500,11120.700,6164.571,5876.429,5439.844,6259.250
371,8312.091,6324.222,6210.273,8883.259,7283.269,6455.682,6653.500,4992.250,6475.000,11318.000,6194.476,5880.190,5440.906,6105.250
372,8347.182,6417.333,6151.727,8876.345,7299.423,6432.818,6678.250,4968.000,6561.000,11264.000,6217.905,5899.714,5434.344,6195.250
373,8365.272,6387.889,6112.727,8920.707,7246.192,6437.386,6701.000,4992.750,6414.500,11259.500,6212.714,5875.857,5419.781,6192.500
374,8321.272,6337.000,6050.364,8827.948,7267.846,6459.091,6661.500,4949.375,6525.500,11317.200,6225.429,5867.143,5415.594,6177.875
375,8280.363,6323.444,6159.273,8871.879,7285.500,6448.659,6676.000,4938.125,6360.500,11246.000,6194.238,5861.000,5427.438,6272.250
376,8348.546,6400.556,6141.273,8813.482,7237.269,6444.295,6699.500,4963.125,6354.500,11294.500,6211.714,5815.429,5407.281,6146.750
377,8347.637,6373.556,6095.000,8833.862,7241.692,6448.045,6640.250,4948.000,6442.500,11217.800,6251.095,5866.857,5419.312,6136.125
378,8362.728,6396.333,6086.636,8814.189,7288.154,6456.614,6696.500,4932.375,6433.500,11265.100,6248.095,5826.190,5432.562,6103.375
379,8323.182,6409.444,6075.727,8836.241,7253.539,6456.000,6712.000,4881.250,6417.500,11214.700,6207.095,5787.667,5405.875,6145.375
380,8368.091,6326.111,6028.818,8810.931,7257.654,6464.455,6572.000,4805.125,6245.000,11263.800,6148.286,5806.714,5391.812,6199.500
381,8300.182,6358.556,6005.273,8782.845,7291.692,6429.068,6724.500,4931.625,6410.500,11288.600,6216.619,5844.048,5411.719,6157.625
382,8300.454,6409.111,5974.000,8793.086,7271.231,6417.091,6692.500,4863.125,6458.500,11187.000,6132.619,5825.333,5394.969,6137.125
383,8338.909,6292.333,5966.273,8779.362,7279.731,6421.591,6689.750,4927.000,6321.000,11268.500,6115.619,5807.571,5379.000,6138.125
