 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14
577,7792.455,6074.667,4845.182,7396.328,5947.461,5898.386,6116.250,3895.250,5983.500,10313.100,4985.524,4998.810,5005.781,5715.625
578,7772.727,6017.889,4861.727,7377.241,5922.539,5914.455,6104.750,3917.250,6046.000,10302.400,4974.095,4985.952,5015.688,5734.625
579,7879.636,5990.333,4828.727,7325.345,5879.154,5890.045,6197.500,3931.750,6003.000,10341.000,4945.810,4964.000,5028.094,5715.750
580,7749.455,6016.333,4836.455,7337.241,5890.885,5885.091,6123.250,3890.125,6081.500,10306.600,4971.571,4952.571,5050.531,5705.375
581,7813.909,5991.778,4846.182,7294.759,5904.846,5873.477,6171.750,3899.625,5995.500,10323.300,4909.571,4927.048,5041.719,5724.875
582,7850.273,6041.889,4848.364,7368.914,5962.808,5892.864,6199.250,3904.000,5980.000,10219.100,4932.571,4938.381,5035.344,5752.000
583,7767.455,6060.778,4811.545,7455.086,5981.461,5890.568,6133.500,3870.375,6040.500,10241.400,4881.286,4981.619,5036.031,5731.250
584,7816.091,5983.222,4812.818,7471.138,5988.385,5894.727,6189.000,3874.625,6004.500,10297.100,4866.048,4962.333,5025.844,5725.375
585,7836.182,5982.222,4807.455,7448.362,5996.385,5883.000,6155.500,3855.250,5914.000,10363.500,4878.905,4981.905,5036.438,5721.125
586,7778.364,6038.889,4816.000,7464.776,5984.308,5914.091,6226.250,3872.500,6029.500,10224.600,4852.095,4942.571,5032.875,5714.000
587,7744.364,6018.111,4807.091,7473.345,5970.346,5912.386,6157.750,3941.125,5904.000,10283.000,4963.667,4953.571,5044.062,5690.375
588,7846.182,6009.222,4803.091,7454.396,6055.500,5899.886,6202.000,3883.000,5956.500,10302.100,4969.381,4911.905,5052.594,5681.875
589,7773.818,5980.667,4901.091,7423.069,6015.692,5906.432,6174.000,3958.875,5943.500,10302.700,4979.714,4987.952,5040.906,5725.500
590,7829.364,6084.889,4909.273,7469.793,6046.692,5912.886,6220.500,3902.875,5965.500,10366.600,4999.143,5016.667,5059.125,5694.250
591,7765.909,6104.889,4883.455,7549.207,6045.231,5906.136,6129.250,3897.375,5875.500,10236.100,4994.429,5109.762,5096.312,5773.500
592,7804.182,6039.000,4847.182,7569.017,6059.461,5918.227,6156.500,3896.375,6120.000,10271.700,4975.952,5152.286,5108.438,5717.125
593,7810.364,6000.444,4986.364,7675.948,6052.808,5961.705,6174.000,3914.125,6045.000,10258.300,5047.048,5181.190,5112.625,5753.875
594,7806.909,6004.667,5042.636,7764.500,6051.539,5970.205,6228.250,3961.750,6162.000,10240.600,5078.143,5214.857,5120.312,5738.125
595,7814.818,6011.556,5095.000,7820.431,6066.692,5993.409,6188.250,3914.875,5983.500,10251.000,5101.857,5196.286,5146.531,5735.500
596,7862.364,6055.556,5085.909,7897.069,6052.231,5971.705,6245.500,3888.375,6160.000,10394.800,5134.952,5210.143,5123.125,5737.250
597,7867.182,5980.889,5203.182,7918.483,6064.346,6018.386,6174.000,3887.750,6049.000,10277.800,5169.810,5239.333,5149.531,5730.375
598,7848.818,6049.222,5192.818,7934.604,6102.115,6007.659,6203.250,3955.375,5972.000,10262.400,5176.476,5230.143,5170.562,5734.875
599,7904.909,5980.556,5300.273,7966.465,6073.961,6016.000,6385.750,3903.625,5937.000,10335.400,5182.190,5277.762,5173.625,5733.625
600,7843.727,6017.667,5391.364,8076.638,6087.423,5989.636,6286.000,3889.875,5944.500,10290.100,5188.905,5288.476,5205.375,5743.250
601,7839.636,6037.556,5471.455,8078.138,6085.461,6046.932,6309.500,3932.750,6058.000,10276.400,5184.429,5331.143,5206.969,5821.000
602,7851.818,6064.667,5397.273,8113.914,6155.539,6038.932,6140.500,3998.125,6021.000,10288.600,5192.095,5357.762,5246.938,5759.875
603,7852.091,6019.889,5457.545,8147.672,6142.269,6063.977,6266.500,3860.500,6061.000,10396.000,5168.524,5352.429,5203.531,5866.125
604,7901.000,6046.111,5499.545,8203.793,6197.692,6042.659,6258.500,3924.000,6046.500,10267.300,5228.857,5409.476,5241.906,5732.625
605,7841.182,6001.333,5558.727,8156.535,6268.039,6071.045,6262.500,3901.875,6094.000,10222.900,5234.952,5424.048,5238.688,5748.750
606,7880.818,6080.333,5519.364,8236.466,6176.654,6043.545,6296.500,3948.500,5990.000,10281.500,5247.238,5479.619,5225.344,5801.750
607,7841.455,6065.000,5553.182,8279.121,6223.154,6091.250,6325.750,3924.750,5942.000,10321.600,5281.095,5446.381,5245.312,5813.750
608,7908.091,5995.778,5538.909,8262.896,6225.269,6077.773,6161.750,3934.375,6177.000,10277.900,5316.238,5529.952,5227.156,5815.500
609,7875.636,6053.778,5575.909,8250.311,6206.846,6077.432,6224.750,3921.375,6043.500,10319.800,5359.810,5470.905,5261.781,5751.375
610,7838.818,6053.000,5632.455,8251.000,6237.846,6076.864,6231.000,3888.125,5943.500,10206.400,5340.905,5507.476,5237.438,5764.375
611,7834.000,6056.778,5622.000,8208.793,6198.115,6052.659,6302.500,3930.375,5987.000,10207.000,5347.095,5479.190,5265.375,5748.750
612,7816.000,6003.556,5685.364,8193.689,6229.961,6047.409,6240.500,3941.375,6064.500,10339.600,5325.714,5482.667,5206.312,5754.375
613,7799.818,6016.333,5603.182,8185.311,6242.961,6016.545,6263.750,3906.625,5948.500,10216.800,5330.667,5468.714,5214.062,5757.125
614,7792.364,6091.444,5651.909,8133.759,6228.654,6062.364,6264.250,3891.875,6130.500,10246.000,5314.571,5497.238,5210.906,5747.625
615,7788.000,6053.000,5655.000,8140.569,6190.385,6054.295,6285.000,3911.250,6048.500,10274.700,5280.524,5532.190,5195.719,5730.750
616,7853.364,6052.222,5670.909,8170.000,6209.654,6061.932,6200.000,3934.750,5984.500,10257.700,5237.190,5498.810,5210.031,5733.375
617,7817.000,5927.778,5674.364,8185.517,6187.769,6065.591,6268.750,3900.000,5909.500,10195.800,5257.905,5481.048,5185.812,5730.000
618,7827.000,5913.333,5657.545,8221.086,6184.692,6035.250,6234.000,3856.875,5887.500,10218.000,5229.190,5532.810,5188.156,5716.250
619,7850.000,6040.889,5580.182,8177.931,6197.808,6050.523,6137.750,3863.250,6211.500,10234.400,5216.333,5479.762,5210.375,5760.750
620,7799.818,6024.556,5594.455,8189.569,6179.654,6039.205,6206.000,3898.375,5923.500,10302.600,5216.571,5475.286,5164.531,5731.875
621,7829.455,6016.333,5561.909,8139.655,6146.577,6044.227,6207.000,3852.375,6110.500,10210.500,5157.095,5474.286,5140.156,5685.000
622,7771.182,5992.778,5609.455,8089.483,6150.385,6035.318,6233.500,3910.500,6015.000,10222.800,5140.667,5466.714,5184.531,5676.750
623,7763.000,6005.444,5492.909,8092.172,6124.654,5968.091,6080.000,3900.750,5961.000,10178.600,5156.762,5425.286,5180.500,5715.625
624,7797.545,6057.556,5486.000,8122.707,6092.692,6005.045,6144.500,3891.875,5899.500,10151.800,5082.619,5442.810,5153.125,5660.125
625,7877.545,6018.778,5496.364,8169.776,6112.154,6010.795,6233.250,3867.375,5866.000,10137.300,5081.714,5380.429,5140.656,5708.875
626,7774.818,6026.000,5477.545,8138.293,6109.961,5944.773,6179.000,3796.375,6053.500,10149.400,5066.524,5385.810,5126.344,5742.250
627,7684.091,5988.778,5442.182,8130.931,6085.154,5974.886,6204.250,3872.000,5990.500,10173.900,5093.333,5377.762,5129.094,5725.875
628,7806.364,5997.333,5386.909,8117.586,6074.308,5960.977,6170.750,3832.125,6071.000,10207.000,5024.762,5372.857,5111.562,5713.250
629,7772.909,6041.222,5386.909,8124.914,6065.961,5922.341,6156.250,3841.375,5814.000,10129.300,5045.619,5319.667,5110.281,5649.625
630,7804.455,6009.556,5364.455,8070.638,6072.769,5969.795,6264.250,3841.750,6038.000,10217.300,5009.000,5352.429,5112.844,5662.375
631,7746.818,6001.444,5338.818,8073.000,6043.923,5962.864,6157.000,3846.750,5948.500,10106.500,5022.429,5310.619,5101.906,5692.375
632,7771.182,6007.111,5381.636,8028.448,6046.000,5975.682,6201.250,3837.875,5882.500,10201.400,4962.714,5316.143,5090.156,5615.375
633,7727.182,5928.667,5368.364,7994.552,6069.192,5944.614,6123.750,3844.875,5965.500,10062.200,4997.333,5294.143,5082.906,5720.625
634,7763.091,5955.889,5401.909,7985.741,6086.192,5915.523,6201.000,3804.000,5986.500,10066.400,4924.524,5272.667,5105.312,5660.500
635,7767.727,6031.778,5409.000,7981.276,6061.000,5924.091,6143.750,3835.875,5828.000,10142.300,4964.143,5257.333,5077.094,5667.250
636,7796.273,5969.333,5289.545,8034.138,6102.192,5913.045,6180.750,3844.125,6101.000,10056.500,4938.286,5255.429,5079.781,5677.125
637,7773.273,5956.889,5361.364,8032.155,6092.192,5902.386,6135.250,3851.000,5930.500,10021.800,4912.619,5261.905,5080.375,5584.500
638,7765.182,5989.889,5331.364,8025.517,6079.846,5913.795,6175.250,3837.875,6010.500,9967.600,4923.095,5177.000,5037.719,5700.000
639,7698.273,5973.444,5269.182,8012.896,6053.846,5908.318,6102.000,3767.375,5885.500,10045.600,4911.619,5244.286,5050.031,5646.500
640,7753.727,5944.000,5243.364,8014.259,6061.769,5886.159,6153.500,3852.375,5943.000,10001.100,4888.857,5215.286,5044.000,5698.750
641,7719.727,5949.556,5229.818,7953.448,6019.308,5902.182,6068.500,3834.125,6009.500,10047.300,4913.238,5227.762,5038.875,5605.375
642,7758.455,5904.222,5298.545,7953.328,6003.846,5870.250,6028.750,3781.250,5800.000,9985.000,4896.143,5136.905,5050.844,5608.750
643,7765.727,5976.889,5286.636,7958.845,5982.423,5848.659,6127.500,3834.750,5942.500,9920.300,4855.476,5160.238,5045.938,5626.875
644,7670.636,5888.556,5178.000,7911.086,5987.154,5857.477,6078.000,3822.875,6028.500,9929.400,4872.905,5139.381,5054.281,5613.750
645,7702.091,5942.111,5145.818,7918.465,5942.423,5847.318,6089.000,3828.750,5966.500,9899.300,4844.571,5161.571,5028.625,5605.000
646,7765.000,6026.667,5182.364,7832.776,5988.539,5866.568,6022.500,3790.625,5743.500,9904.400,4841.667,5155.571,5023.562,5608.125
647,7644.000,5931.778,5152.364,7832.311,5944.654,5848.500,6109.750,3839.000,6014.500,9948.800,4856.524,5123.095,5028.094,5644.500
648,7712.545,5960.111,5086.273,7816.155,5990.461,5839.568,6071.000,3777.125,5984.500,9934.000,4820.190,5109.381,4995.969,5610.750
649,7756.091,5921.111,5113.455,7802.793,5917.692,5875.045,6023.250,3812.625,5929.000,9987.900,4826.381,5101.095,5001.281,5617.500
650,7712.000,5956.333,5120.273,7777.759,5911.615,5828.091,6005.000,3827.875,5826.500,9936.100,4816.048,5061.000,4979.812,5609.500
651,7639.909,5935.889,5094.364,7756.172,5908.923,5825.364,6071.250,3807.250,5837.500,9899.400,4798.857,5078.095,4998.594,5582.500
652,7647.364,5964.444,5090.000,7741.965,5853.308,5786.341,6067.250,3791.500,5922.500,9866.000,4770.667,5082.952,5022.375,5597.500
653,7704.364,5921.222,5066.364,7700.604,5866.077,5837.932,6180.250,3775.375,5897.000,9850.200,4784.857,5075.571,4964.750,5605.500
654,7616.727,5896.111,5072.455,7693.379,5850.269,5816.955,6004.750,3801.875,5946.500,9926.800,4804.143,5065.048,4985.625,5617.875
655,7657.091,5887.667,5047.818,7637.828,5845.961,5813.545,6044.250,3812.375,5981.500,9895.200,4759.143,5053.286,4956.969,5565.625
656,7682.545,5954.000,5043.273,7654.414,5827.192,5818.500,5986.750,3778.375,5798.500,9929.100,4812.190,5029.524,4952.438,5588.250
657,7642.000,5957.889,5022.636,7636.224,5810.423,5824.977,5882.500,3831.500,5778.000,9867.200,4765.429,5019.905,4965.562,5628.375
658,7614.182,5901.778,5015.000,7628.293,5821.500,5803.455,5924.000,3838.500,5734.000,9837.500,4751.286,5040.905,4954.750,5565.875
659,7669.909,5933.667,4985.091,7610.345,5795.346,5783.386,6032.250,3786.875,5945.000,9730.800,4741.048,5032.333,4937.406,5520.125
660,7662.091,5913.000,4965.182,7608.311,5804.115,5778.523,5902.750,3806.625,5810.500,9889.900,4751.571,5023.905,4955.594,5582.750
661,7627.000,5891.333,4927.455,7526.965,5776.808,5785.409,5911.000,3783.000,5837.500,9829.000,4763.286,5034.143,4954.125,5574.750
662,7647.455,5894.667,4955.455,7522.121,5785.231,5792.977,6030.000,3773.875,5769.000,9803.100,4740.905,4995.333,4935.219,5590.875
663,7588.273,5910.111,4973.182,7501.465,5784.346,5792.364,5962.500,3814.500,5839.500,9722.600,4735.524,5038.381,4929.906,5495.500
664,7629.818,5859.000,4889.636,7477.569,5743.231,5753.523,6025.250,3740.125,5860.000,9692.900,4750.000,4957.524,4911.438,5573.750
665,7608.818,5866.444,4958.818,7498.741,5735.077,5771.068,5982.000,3775.875,5887.500,9740.400,4717.714,4974.571,4950.438,5540.000
666,7591.818,5940.667,4916.182,7506.396,5755.192,5770.068,5839.250,3773.500,5902.000,9736.600,4743.619,4954.381,4963.062,5589.500
667,7613.545,5967.000,4937.636,7596.828,5742.692,5775.432,5942.500,3819.625,5892.000,9748.700,4713.619,4950.000,4921.719,5525.875
668,7611.000,5940.778,4932.727,7569.017,5715.615,5776.114,5905.250,3802.125,5793.000,9670.200,4707.667,4961.238,4907.156,5517.125
669,7592.364,5906.778,4904.818,7564.069,5695.269,5771.682,5946.500,3780.500,5862.000,9696.600,4763.619,4930.333,4914.000,5535.750
670,7640.818,5883.667,4895.000,7565.362,5732.231,5773.727,5907.250,3819.750,5745.500,9687.300,4731.857,4947.857,4898.281,5517.375
671,7628.455,5832.778,4884.545,7513.965,5679.039,5737.318,5885.500,3763.750,5742.500,9700.300,4696.238,4960.714,4911.406,5579.125
672,7643.909,5870.111,4961.727,7518.379,5643.923,5747.136,5929.250,3762.500,5784.000,9724.600,4702.000,4900.238,4926.031,5549.375
673,7542.818,5888.111,4881.000,7515.724,5664.385,5753.295,5988.250,3772.250,5776.000,9605.600,4710.381,4906.000,4890.969,5508.750
674,7592.909,5894.000,4895.818,7494.707,5659.500,5746.295,5916.500,3761.375,5724.500,9575.200,4700.905,4895.095,4900.438,5496.375
675,7613.545,5905.778,4820.455,7443.569,5632.654,5733.545,5938.500,3809.625,5842.000,9684.900,4754.810,4954.476,4883.906,5513.750
676,7619.364,5930.667,4890.727,7430.483,5636.731,5723.477,5945.500,3736.875,5742.000,9610.000,4688.476,4908.190,4890.719,5501.125
677,7634.545,5877.111,4893.273,7402.896,5605.461,5729.227,5993.500,3717.875,5766.500,9585.100,4726.381,4913.667,4894.906,5495.750
678,7604.636,5861.111,4889.364,7390.276,5595.577,5729.091,5916.000,3774.375,5812.000,9629.500,4687.333,4873.952,4869.500,5504.375
679,7528.364,5899.222,4857.000,7366.207,5600.269,5729.000,5898.750,3769.250,5695.500,9644.200,4687.190,4876.476,4866.125,5501.250
680,7499.636,5827.556,4866.000,7388.759,5578.115,5728.864,5964.250,3718.500,5726.000,9600.600,4692.952,4853.333,4858.156,5447.500
681,7551.091,5902.444,4853.000,7345.241,5584.961,5723.455,5925.750,3729.750,5911.500,9551.700,4683.810,4862.762,4881.375,5477.375
682,7569.727,5826.000,4826.091,7306.431,5577.346,5722.864,5969.750,3721.750,5763.500,9685.000,4685.048,4900.429,4848.219,5496.625
683,7554.818,5868.222,4881.455,7325.138,5590.961,5708.705,5924.250,3702.000,5685.000,9560.700,4689.286,4871.762,4828.688,5507.500
684,7488.727,5816.556,4835.000,7279.483,5579.539,5693.886,5832.750,3762.500,5881.500,9651.000,4648.238,4883.667,4859.750,5442.125
685,7544.727,5923.667,4842.000,7274.052,5577.346,5700.795,5835.500,3772.000,5717.000,9494.200,4723.143,4860.143,4831.750,5480.750
686,7552.545,5885.889,4857.818,7278.345,5561.115,5725.977,5824.500,3735.125,5775.000,9515.800,4644.429,4824.857,4818.188,5447.500
687,7488.455,5870.778,4734.455,7256.586,5566.846,5718.727,5858.500,3729.375,5788.500,9584.900,4678.000,4845.429,4846.875,5441.875
688,7561.182,5814.000,4799.091,7223.983,5537.615,5726.795,5864.750,3688.750,5784.000,9496.100,4652.429,4836.905,4828.969,5470.375
689,7499.364,5889.333,4807.636,7210.293,5549.885,5729.273,5832.750,3730.375,5657.000,9555.600,4656.476,4818.619,4819.000,5502.625
690,7592.909,5803.889,4818.182,7214.604,5501.423,5689.614,5958.500,3646.000,5803.500,9550.100,4684.524,4814.857,4832.750,5497.250
691,7535.545,5804.889,4831.545,7180.672,5492.692,5716.227,5839.000,3724.500,5770.500,9449.400,4657.476,4827.619,4820.719,5419.125
692,7528.636,5840.000,4797.000,7164.259,5511.115,5691.636,5891.500,3711.750,5628.000,9487.700,4676.667,4823.714,4793.344,5464.375
693,7494.091,5776.889,4778.364,7174.655,5489.308,5678.091,5901.250,3690.875,5885.000,9529.900,4666.429,4805.238,4806.594,5492.500
694,7499.182,5847.444,4794.545,7147.017,5466.731,5696.000,5915.500,3690.125,5807.500,9480.100,4646.810,4783.524,4792.281,5465.250
695,7472.455,5897.222,4778.636,7137.017,5488.385,5687.705,5783.500,3730.250,5719.500,9504.300,4648.381,4809.429,4829.062,5475.000
696,7508.818,5854.333,4780.545,7142.535,5456.615,5697.023,5871.500,3735.125,5768.000,9417.500,4645.952,4810.524,4819.000,5443.875
697,7498.818,5885.556,4815.636,7113.896,5432.923,5668.068,5820.250,3704.125,5675.500,9434.800,4667.571,4801.286,4800.156,5430.125
698,7475.727,5851.000,4783.273,7089.741,5450.154,5686.455,5868.750,3718.000,5639.500,9453.800,4615.476,4757.810,4786.906,5443.125
699,7505.636,5795.222,4790.909,7069.776,5468.654,5682.818,5879.250,3662.250,5729.500,9454.900,4650.762,4784.857,4783.031,5427.875
700,7558.455,5873.444,4804.273,7071.448,5467.115,5683.432,5965.000,3718.250,5724.500,9436.300,4643.238,4767.333,4791.531,5426.375
701,7425.455,5860.111,4748.182,7035.017,5447.769,5673.955,5892.250,3707.875,5767.500,9402.100,4657.905,4762.429,4783.719,5380.500
702,7454.182,5809.444,4773.182,7052.535,5446.577,5711.000,5895.500,3694.000,5696.000,9413.400,4632.762,4779.952,4767.375,5450.750
703,7488.000,5780.111,4776.545,6981.328,5465.885,5668.250,5851.500,3679.500,5744.000,9326.900,4644.190,4766.905,4771.406,5476.875
704,7417.909,5860.778,4775.909,7009.672,5452.115,5671.727,5757.500,3700.375,5569.500,9379.300,4630.952,4770.238,4768.156,5352.125
705,7490.091,5857.556,4722.909,7011.724,5421.115,5672.932,5690.250,3736.500,5768.000,9368.100,4625.619,4771.476,4772.656,5399.625
706,7491.909,5852.444,4761.364,6972.293,5420.923,5660.273,5873.000,3691.125,5718.500,9346.400,4620.857,4753.905,4750.375,5427.250
707,7460.000,5860.556,4731.091,7004.207,5434.654,5672.364,5852.250,3686.000,5640.500,9273.900,4600.190,4765.619,4757.250,5405.625
708,7413.818,5795.556,4742.545,6962.155,5438.346,5668.068,5751.000,3663.625,5595.000,9316.200,4634.286,4766.238,4733.625,5380.750
709,7438.455,5833.000,4750.000,6954.896,5433.077,5666.932,5855.500,3659.625,5705.000,9383.600,4651.857,4722.190,4718.531,5419.875
710,7405.000,5852.444,4718.909,6921.793,5424.231,5661.545,5810.750,3667.000,5660.500,9300.100,4633.524,4739.524,4741.344,5424.875
711,7408.364,5850.556,4745.727,6935.276,5426.385,5667.591,5890.000,3652.625,5718.000,9312.400,4637.762,4719.619,4730.625,5390.750
712,7447.182,5794.222,4751.636,6907.086,5418.346,5649.409,5854.250,3716.375,5843.500,9351.200,4625.667,4735.714,4750.156,5375.000
713,7483.636,5829.333,4794.636,6882.724,5384.385,5661.295,5809.000,3659.625,5524.500,9313.500,4626.286,4702.000,4710.156,5431.875
714,7447.727,5749.556,4732.000,6880.448,5396.192,5625.955,5856.500,3718.000,5785.000,9257.500,4652.238,4690.000,4731.156,5350.500
715,7501.636,5804.556,4698.909,6863.138,5425.231,5663.227,5808.000,3622.750,5726.500,9288.000,4610.762,4701.381,4741.344,5442.500
716,7479.727,5766.222,4740.636,6838.517,5417.769,5647.682,5841.500,3641.625,5591.000,9322.200,4619.714,4706.429,4724.062,5343.250
717,7461.455,5779.111,4722.273,6813.362,5398.923,5626.795,5812.000,3675.375,5834.000,9305.500,4611.762,4689.238,4726.719,5398.625
718,7401.909,5872.111,4761.636,6859.776,5413.539,5643.023,5810.750,3696.000,5642.500,9240.200,4628.000,4704.762,4725.562,5416.625
719,7408.636,5810.778,4744.182,6818.241,5409.346,5644.841,5819.500,3679.500,5698.000,9171.200,4610.857,4689.810,4735.156,5353.375
720,7509.727,5860.111,4729.727,6827.431,5354.731,5647.955,5823.000,3677.000,5683.000,9185.300,4610.000,4663.095,4714.344,5360.250
721,7450.636,5795.889,4774.455,6915.845,5370.077,5652.795,5822.000,3618.125,5695.000,9181.300,4602.524,4694.095,4718.156,5394.250
722,7482.182,5776.556,4741.909,6942.948,5368.961,5659.136,5754.500,3640.750,5727.000,9189.400,4645.048,4694.381,4694.906,5383.625
723,7458.818,5784.111,4683.000,6964.138,5352.346,5652.091,5736.000,3653.625,5722.000,9200.300,4619.333,4678.429,4703.562,5363.625
724,7440.909,5780.222,4673.273,6941.328,5374.115,5661.818,5799.750,3673.750,5586.000,9219.500,4607.143,4670.905,4683.469,5425.875
725,7484.273,5812.889,4734.273,6939.086,5369.385,5667.136,5772.500,3635.875,5571.000,9112.900,4604.905,4671.000,4710.750,5354.500
726,7473.182,5820.667,4717.091,6912.121,5353.346,5597.500,5740.750,3658.875,5631.500,9204.500,4602.810,4654.810,4711.406,5347.125
727,7403.455,5753.000,4760.091,6892.828,5345.500,5587.455,5783.500,3633.125,5631.000,9068.000,4616.524,4639.333,4685.719,5332.625
728,7392.455,5815.667,4709.182,6892.241,5348.923,5582.273,5841.250,3649.625,5598.000,9134.400,4618.048,4643.000,4692.375,5318.125
729,7348.909,5799.222,4673.818,6861.000,5330.923,5608.341,5805.000,3604.875,5731.000,9074.300,4575.810,4619.857,4676.719,5412.125
730,7439.091,5788.667,4746.636,6878.552,5349.846,5622.182,5799.750,3627.625,5655.000,9108.700,4572.667,4639.238,4653.562,5393.875
731,7482.364,5726.111,4725.545,6865.672,5334.731,5628.841,5717.500,3623.875,5633.000,9076.600,4597.333,4622.143,4684.312,5363.000
732,7417.000,5773.111,4698.182,6834.535,5308.154,5596.568,5803.750,3654.125,5551.500,9069.200,4583.286,4655.619,4667.750,5346.750
733,7427.545,5818.000,4730.636,6804.138,5252.461,5626.591,5788.750,3611.500,5529.000,9081.400,4607.714,4668.476,4652.500,5394.875
734,7380.273,5811.000,4670.364,6799.535,5277.077,5604.341,5801.250,3655.500,5565.500,9048.500,4589.190,4658.381,4662.688,5382.750
735,7394.545,5711.444,4660.364,6794.724,5298.846,5631.250,5735.250,3613.500,5609.500,9075.300,4544.429,4630.762,4666.188,5365.500
736,7379.000,5796.000,4701.182,6771.328,5288.192,5586.841,5749.250,3655.500,5604.000,9021.200,4573.095,4650.238,4661.938,5356.375
737,7446.273,5849.778,4670.091,6744.035,5299.154,5596.955,5758.750,3600.750,5639.000,8951.000,4586.667,4631.857,4668.500,5325.125
738,7346.273,5760.000,4718.000,6751.328,5266.269,5606.545,5688.250,3595.375,5377.000,9066.900,4633.952,4619.190,4654.969,5310.875
739,7422.818,5767.778,4721.091,6730.086,5259.385,5624.000,5783.000,3625.250,5611.000,9011.200,4572.762,4630.905,4640.938,5327.125
740,7436.727,5748.556,4668.091,6724.965,5275.346,5584.886,5704.500,3630.750,5478.500,8929.000,4575.381,4622.238,4637.031,5375.500
741,7409.545,5747.556,4684.000,6686.121,5248.615,5592.205,5776.250,3575.000,5605.500,8977.900,4598.714,4640.619,4614.625,5350.500
742,7334.000,5733.000,4675.545,6696.293,5274.769,5598.909,5713.750,3658.250,5625.000,9003.300,4600.714,4628.048,4653.062,5358.750
743,7412.364,5804.444,4684.091,6706.707,5234.769,5579.250,5756.000,3642.875,5616.000,9008.700,4590.048,4641.333,4626.438,5299.125
744,7398.727,5751.556,4727.636,6673.741,5221.539,5602.659,5791.000,3631.750,5560.000,8947.400,4580.762,4604.381,4635.844,5350.750
745,7444.727,5773.778,4690.091,6662.431,5250.885,5584.045,5816.250,3606.500,5422.500,8876.100,4574.714,4644.762,4622.625,5328.625
746,7385.818,5761.222,4636.455,6657.345,5230.192,5557.568,5773.250,3657.875,5581.000,9020.500,4584.190,4608.381,4621.000,5338.250
747,7410.182,5760.556,4690.636,6629.431,5210.769,5566.977,5766.750,3572.000,5595.000,8931.600,4634.143,4621.190,4626.812,5297.625
748,7348.727,5786.000,4668.636,6651.569,5215.615,5549.682,5683.500,3602.375,5374.500,8910.700,4724.143,4611.333,4605.688,5358.625
749,7380.273,5759.444,4711.000,6612.259,5206.154,5557.977,5735.250,3628.500,5675.500,8845.200,4742.571,4593.095,4587.844,5358.750
750,7406.727,5716.000,4674.182,6623.896,5182.577,5533.659,5707.750,3574.500,5541.500,8851.700,4704.524,4617.048,4581.312,5341.750
751,7425.727,5738.889,4666.455,6570.604,5205.000,5565.182,5737.500,3639.250,5557.500,8869.900,4741.952,4603.714,4594.875,5333.750
752,7332.091,5726.000,4689.636,6605.586,5171.654,5535.614,5796.250,3605.375,5566.500,8930.200,4705.857,4600.714,4625.938,5308.625
753,7358.909,5699.222,4673.455,6573.517,5160.961,5551.273,5719.000,3582.125,5399.500,8911.600,4691.000,4639.381,4626.594,5303.750
754,7387.818,5718.556,4707.364,6565.414,5203.039,5558.432,5770.000,3597.250,5600.500,8883.200,4672.190,4588.571,4613.031,5336.250
755,7373.909,5772.333,4636.818,6559.086,5166.077,5580.318,5713.750,3613.625,5591.500,8891.000,4700.905,4599.143,4606.469,5359.125
756,7355.818,5756.222,4633.545,6523.086,5127.423,5572.341,5760.750,3646.750,5494.000,8792.500,4682.667,4570.429,4581.719,5298.000
757,7348.000,5680.000,4683.455,6535.914,5137.885,5559.977,5675.000,3627.500,5369.000,8805.900,4694.857,4578.571,4602.781,5312.500
758,7445.636,5725.778,4634.364,6539.862,5125.885,5562.318,5628.500,3598.750,5514.000,8834.400,4657.381,4591.524,4601.156,5268.250
759,7393.000,5669.889,4690.091,6495.931,5132.308,5568.886,5635.750,3579.500,5467.500,8827.000,4645.190,4584.619,4602.969,5325.750
760,7377.818,5691.444,4657.000,6506.621,5125.846,5556.023,5666.500,3578.500,5535.000,8801.100,4614.095,4587.333,4546.062,5340.750
761,7365.273,5742.111,4617.000,6502.362,5118.269,5542.955,5673.750,3555.625,5454.000,8775.500,4649.810,4549.667,4575.062,5370.750
762,7324.000,5686.111,4653.182,6490.086,5110.461,5567.705,5692.750,3629.250,5558.500,8820.300,4605.857,4563.381,4587.219,5280.250
763,7389.636,5643.222,4656.182,6477.689,5133.154,5564.909,5714.000,3578.000,5403.500,8738.100,4613.000,4556.571,4568.906,5273.500
764,7328.182,5688.000,4652.727,6471.465,5101.539,5548.523,5662.750,3584.000,5467.000,8699.000,4627.190,4559.619,4579.750,5285.750
765,7279.818,5681.778,4668.727,6479.948,5112.615,5552.659,5730.750,3587.500,5552.000,8766.900,4617.857,4573.905,4553.094,5258.750
766,7379.727,5694.111,4633.364,6433.328,5098.539,5506.500,5679.500,3609.000,5585.000,8682.000,4621.333,4560.238,4543.750,5282.125
767,7381.091,5655.444,4618.091,6466.379,5127.461,5542.500,5698.750,3617.250,5577.500,8727.300,4591.333,4563.238,4564.906,5272.625
768,7329.000,5686.111,4627.091,6416.638,5113.577,5555.386,5595.000,3539.375,5486.000,8699.200,4578.190,4565.381,4594.656,5236.750
769,7372.182,5707.556,4655.636,6429.914,5105.039,5536.932,5656.250,3612.500,5563.000,8661.400,4572.048,4591.143,4574.250,5254.875
