 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16
167,5194.375,4581.861,4993.139,5404.192,4951.719,5478.737,5413.519,5832.175,6433.936,5927.273,5303.676,6004.273,5501.719,5389.250,4842.232,4305.948
168,5178.330,4571.750,5014.667,5365.692,4945.078,5466.431,5416.228,5820.750,6434.553,5899.227,5295.838,5970.943,5507.625,5390.550,4841.000,4303.435
169,5171.500,4566.083,5012.111,5364.654,4946.344,5476.401,5412.380,5817.237,6431.447,5906.205,5284.676,5960.136,5520.625,5364.800,4828.488,4291.669
170,5165.489,4571.889,4994.028,5386.077,4963.062,5470.460,5424.241,5864.425,6422.000,5901.545,5287.588,5939.136,5510.562,5348.462,4809.512,4300.200
171,5158.943,4556.778,4996.167,5366.885,4957.125,5453.183,5418.987,5827.612,6429.724,5909.955,5354.735,5884.250,5520.594,5359.100,4804.651,4293.122
172,5160.239,4559.000,5004.167,5405.846,4940.375,5461.993,5402.241,5824.750,6417.745,5889.523,5363.294,5955.284,5524.969,5325.450,4814.140,4286.817
173,5168.886,4541.583,4992.444,5360.692,4950.219,5462.803,5418.810,5767.125,6416.851,5903.909,5344.265,5984.205,5506.250,5295.675,4796.360,4296.461
174,5162.602,4566.278,5016.028,5372.731,4957.500,5472.861,5409.987,5759.587,6379.681,5892.045,5301.103,5979.852,5551.812,5294.050,4793.674,4283.687
175,5171.352,4581.778,4990.889,5345.923,4951.750,5428.686,5409.468,5763.250,6390.766,5882.045,5270.676,5942.943,5528.188,5341.712,4781.070,4294.417
176,5164.511,4570.444,5002.444,5367.077,4954.891,5415.438,5411.430,5770.325,6369.425,5915.705,5247.382,5935.614,5507.188,5320.188,4774.535,4289.365
177,5140.023,4577.806,4975.694,5320.654,4951.266,5400.810,5380.848,5748.388,6393.042,5853.295,5190.338,5884.989,5480.906,5308.125,4764.884,4288.313
178,5174.670,4551.056,4999.278,5349.577,4937.828,5356.913,5379.013,5779.050,6375.042,5856.818,5152.750,5830.330,5521.344,5281.163,4732.360,4281.200
179,5163.511,4557.611,4973.972,5371.077,4946.531,5350.971,5385.177,5783.675,6377.894,5868.886,5128.338,5788.875,5490.781,5228.312,4747.884,4281.861
180,5156.227,4580.111,4999.306,5328.923,4936.141,5320.913,5380.835,5781.700,6348.106,5878.568,5097.897,5739.773,5475.531,5216.763,4724.954,4280.026
181,5152.602,4565.194,4982.139,5359.154,4942.203,5299.190,5369.443,5746.913,6348.851,5856.364,5061.015,5719.659,5484.594,5209.487,4708.896,4275.817
182,5168.375,4557.056,4987.028,5330.961,4956.266,5287.007,5365.190,5792.300,6339.042,5864.773,5051.088,5671.057,5488.625,5169.650,4682.663,4279.435
183,5153.170,4578.083,4953.028,5343.231,4943.094,5266.518,5377.076,5771.650,6351.979,5844.364,5004.132,5623.932,5495.375,5141.638,4676.372,4247.113
184,5173.011,4558.222,4937.056,5356.923,4935.656,5297.190,5354.139,5747.938,6327.851,5853.773,4990.162,5615.102,5482.656,5133.362,4659.942,4258.374
185,5154.818,4574.556,4960.472,5337.423,4956.312,5355.087,5366.823,5712.938,6292.425,5828.341,4953.221,5557.568,5476.031,5107.487,4643.465,4268.817
186,5133.545,4534.944,4934.944,5342.154,4921.656,5373.869,5352.633,5693.737,6295.383,5825.705,4930.250,5532.489,5490.375,5072.550,4625.244,4266.365
187,5155.205,4548.639,4958.917,5328.539,4923.531,5372.007,5356.734,5667.438,6318.468,5841.136,4920.515,5479.682,5475.719,5063.062,4629.744,4256.765
188,5165.386,4573.639,4982.194,5332.961,4931.141,5372.497,5338.000,5695.425,6311.617,5803.318,4890.029,5457.966,5462.125,5031.237,4588.756,4261.878
189,5163.114,4540.778,4942.750,5288.231,4931.219,5348.891,5354.468,5712.263,6292.319,5765.864,4864.338,5411.670,5449.469,5012.337,4568.430,4260.504
190,5156.227,4563.083,4958.556,5293.808,4922.828,5325.628,5328.203,5666.875,6271.724,5810.318,4846.574,5380.557,5464.125,5010.487,4563.035,4256.122
191,5141.239,4532.861,4951.861,5262.846,4922.984,5296.044,5319.278,5689.625,6275.511,5794.750,4814.309,5351.114,5447.094,4970.812,4540.954,4253.052
192,5134.318,4558.944,4984.861,5297.846,4906.188,5265.891,5342.038,5713.000,6267.021,5802.045,4824.206,5326.705,5479.094,4958.375,4541.070,4246.991
193,5133.148,4537.083,4960.861,5297.077,4941.859,5252.708,5343.190,5682.400,6228.958,5807.273,4778.324,5290.716,5463.062,4947.712,4522.268,4231.617
194,5145.545,4551.500,4926.528,5289.269,4913.391,5224.482,5342.494,5668.300,6226.979,5779.114,4778.647,5256.466,5447.281,4941.962,4507.023,4229.322
195,5133.068,4524.972,4983.639,5290.808,4893.172,5202.066,5312.886,5639.150,6221.553,5766.091,4732.676,5221.193,5442.312,4929.388,4500.232,4200.931
196,5125.602,4557.250,4980.778,5279.000,4901.688,5176.394,5339.177,5614.788,6212.383,5778.409,4723.765,5196.761,5427.062,4909.013,4473.442,4234.948
197,5136.568,4560.000,4941.806,5254.269,4909.203,5162.307,5312.405,5585.125,6179.809,5753.295,4741.324,5178.727,5440.500,4890.125,4478.128,4219.331
198,5141.670,4510.333,4973.944,5274.000,4904.297,5149.949,5290.544,5552.513,6187.042,5770.091,4723.882,5168.659,5398.812,4847.425,4462.418,4205.922
199,5125.261,4521.194,4937.333,5274.039,4916.906,5124.183,5288.253,5520.525,6199.383,5732.591,4706.882,5125.864,5403.938,4850.562,4462.035,4200.130
200,5120.625,4546.861,4961.056,5277.615,4892.312,5105.503,5295.038,5490.087,6182.319,5733.909,4674.559,5116.614,5401.500,4844.337,4444.314,4178.939
201,5118.489,4516.500,4967.500,5247.346,4913.656,5084.934,5263.076,5464.737,6192.191,5730.523,4668.132,5065.568,5407.094,4835.525,4436.140,4205.574
202,5123.841,4537.750,4928.306,5232.000,4899.219,5062.978,5284.912,5447.288,6167.106,5759.159,4656.132,5056.716,5404.594,4811.050,4430.244,4192.557
203,5113.364,4531.750,4939.972,5220.231,4868.719,5056.832,5261.823,5412.075,6115.127,5760.705,4643.868,5023.761,5387.062,4777.538,4428.756,4190.948
204,5124.182,4527.167,4920.417,5202.115,4868.188,5032.781,5290.874,5399.575,6157.064,5763.750,4628.750,5019.375,5408.906,4784.763,4426.000,4179.339
205,5111.330,4512.528,4932.917,5223.500,4872.906,5007.963,5262.684,5447.638,6099.489,5748.886,4630.824,4984.716,5350.812,4761.038,4409.942,4186.261
206,5108.375,4508.861,4905.722,5215.385,4859.625,4996.139,5249.215,5426.688,6081.766,5765.205,4625.353,4978.352,5375.562,4732.462,4405.988,4194.278
207,5118.159,4534.417,4928.083,5224.769,4895.359,4987.102,5231.772,5424.825,6100.149,5762.545,4617.250,4944.250,5376.250,4746.175,4403.802,4197.026
208,5107.136,4521.028,4913.361,5207.115,4897.141,4970.357,5238.949,5424.725,6069.000,5763.909,4606.618,4926.682,5347.531,4740.013,4391.942,4185.896
209,5102.943,4512.417,4923.917,5211.423,4885.156,4958.569,5202.278,5396.225,6028.660,5739.886,4580.426,4882.364,5332.344,4704.075,4377.221,4183.000
210,5099.125,4530.278,4905.167,5194.385,4855.609,4947.861,5242.126,5371.212,6089.340,5763.705,4608.015,4878.761,5342.125,4697.825,4368.418,4165.461
211,5086.966,4517.528,4919.278,5192.692,4860.219,4930.285,5252.417,5335.350,6059.660,5730.841,4581.956,4873.693,5333.344,4687.225,4355.616,4163.669
212,5096.580,4536.444,4953.194,5153.000,4858.438,4923.671,5252.810,5292.250,6034.766,5710.477,4568.250,4829.830,5313.656,4686.862,4358.918,4131.513
213,5102.955,4515.944,4925.250,5170.731,4850.062,4911.292,5220.329,5287.775,6013.425,5702.636,4579.750,4832.966,5334.812,4681.975,4376.418,4137.278
214,5075.625,4504.361,4924.861,5209.923,4851.203,4906.087,5245.177,5240.737,6026.851,5692.841,4568.176,4827.864,5316.688,4664.413,4352.628,4122.018
215,5074.898,4535.972,4921.861,5197.577,4854.141,4878.730,5205.190,5224.425,6008.362,5734.705,4559.309,4799.080,5287.312,4664.175,4349.198,4088.635
216,5092.852,4534.611,4925.500,5139.115,4834.281,4866.752,5212.126,5198.237,5979.681,5698.727,4563.824,4779.898,5307.188,4645.525,4339.221,4093.278
217,5076.750,4546.889,4915.250,5190.346,4833.703,4853.985,5169.835,5167.212,5975.936,5642.659,4533.882,4746.170,5286.375,4636.388,4351.604,4069.661
218,5079.920,4509.528,4925.028,5161.346,4861.141,4840.233,5163.759,5141.538,5971.766,5667.227,4539.662,4734.261,5285.906,4629.288,4324.035,4056.730
219,5082.625,4522.583,4927.222,5171.500,4853.938,4836.394,5165.139,5131.875,5944.936,5648.568,4547.074,4722.557,5300.469,4603.087,4331.907,4055.670
220,5062.841,4524.833,4909.444,5169.269,4848.203,4818.905,5162.316,5081.413,5927.745,5666.795,4529.500,4707.341,5275.688,4594.200,4309.337,4039.313
221,5059.864,4521.222,4902.333,5178.577,4835.016,4796.956,5128.266,5078.163,5929.745,5659.636,4536.147,4710.443,5282.531,4588.013,4323.023,4037.574
222,5074.341,4531.444,4929.889,5163.385,4832.406,4791.759,5131.013,5049.987,5920.702,5646.614,4517.632,4711.193,5265.312,4578.862,4307.418,4017.209
223,5077.909,4505.694,4923.111,5149.615,4848.578,4794.161,5112.215,5051.500,5900.575,5657.205,4531.309,4698.932,5269.531,4576.038,4310.546,4016.809
224,5060.875,4507.389,4911.056,5141.192,4804.781,4774.153,5090.291,5036.438,5859.191,5658.659,4509.059,4669.341,5232.281,4569.938,4311.732,4018.922
225,5057.670,4527.583,4906.306,5140.769,4819.422,4773.059,5087.025,5001.125,5873.404,5636.614,4521.485,4656.648,5240.906,4566.025,4312.442,3994.070
226,5059.057,4523.778,4885.167,5097.846,4822.594,4753.124,5085.051,4975.688,5853.894,5656.841,4494.176,4655.443,5213.188,4529.712,4297.082,3988.235
227,5041.307,4505.194,4880.639,5118.461,4835.859,4734.540,5059.835,4951.038,5851.404,5636.591,4511.206,4634.227,5244.031,4538.450,4294.418,3991.817
228,5055.409,4525.417,4881.528,5111.231,4791.516,4737.730,5045.266,4944.312,5838.553,5658.318,4479.721,4617.898,5224.344,4543.950,4311.268,3977.800
229,5068.420,4507.056,4880.111,5110.885,4789.188,4729.628,5081.038,4931.425,5788.958,5630.159,4502.382,4608.739,5211.219,4527.600,4314.802,3973.713
230,5039.409,4486.917,4907.583,5076.769,4794.406,4723.416,5047.481,4915.525,5794.213,5688.591,4492.618,4609.534,5222.906,4513.812,4303.418,3964.452
231,5047.705,4494.611,4880.500,5143.115,4782.469,4720.467,5038.506,4904.263,5771.979,5693.955,4505.441,4600.966,5190.281,4524.150,4294.198,3955.313
232,5041.705,4487.583,4880.139,5121.500,4812.875,4716.949,5034.013,4887.200,5773.766,5647.864,4496.912,4572.080,5183.594,4509.075,4292.046,3936.939
233,5036.193,4508.000,4883.444,5094.615,4780.922,4708.153,5017.937,4867.100,5718.787,5646.114,4488.956,4578.784,5149.969,4504.625,4297.163,3947.713
234,5038.716,4510.917,4875.333,5091.308,4780.766,4690.701,5004.468,4870.825,5754.170,5617.386,4488.603,4565.795,5186.438,4479.175,4290.396,3934.730
235,5057.898,4502.722,4887.500,5129.308,4788.344,4686.161,4993.051,4847.538,5741.851,5645.114,4464.279,4561.557,5146.000,4478.013,4297.442,3914.539
236,5043.523,4485.139,4854.944,5124.577,4767.625,4671.073,4987.468,4829.975,5724.660,5602.591,4478.956,4548.841,5183.969,4471.075,4281.046,3924.783
237,5027.227,4499.250,4872.278,5083.885,4756.625,4662.270,4965.924,4797.000,5686.553,5607.409,4496.294,4537.182,5133.656,4486.875,4271.918,3912.722
238,5023.920,4515.444,4864.083,5057.692,4756.891,4662.205,4965.823,4797.562,5705.213,5583.614,4488.353,4534.511,5162.250,4463.100,4273.628,3902.539
239,5030.034,4497.611,4848.139,5095.539,4772.828,4654.854,4955.633,4802.575,5687.276,5566.273,4476.691,4530.773,5145.844,4452.312,4292.523,3888.757
240,5017.818,4496.472,4878.278,5109.615,4761.344,4657.489,4958.696,4770.175,5675.085,5583.091,4477.544,4517.432,5100.156,4458.413,4284.698,3902.322
241,5009.534,4516.194,4865.639,5083.500,4760.609,4649.934,4940.759,4771.712,5659.979,5556.023,4491.765,4505.330,5100.531,4442.450,4283.884,3900.774
242,4993.193,4486.278,4852.056,5052.154,4737.891,4640.518,4928.975,4780.650,5652.915,5565.386,4482.000,4499.886,5084.312,4435.888,4259.942,3897.356
243,5022.670,4520.333,4863.417,5058.231,4739.375,4633.941,4904.519,4741.775,5626.362,5577.341,4478.735,4476.966,5099.281,4427.087,4274.465,3888.522
244,5027.477,4493.083,4856.778,5053.654,4717.844,4616.584,4938.417,4723.862,5599.191,5599.364,4484.044,4472.261,5075.531,4425.675,4255.140,3874.052
245,5015.023,4493.000,4832.167,5072.423,4743.688,4622.080,4925.126,4737.288,5621.340,5598.977,4472.676,4476.761,5054.719,4441.425,4290.209,3899.087
246,5018.125,4498.528,4873.389,5050.769,4713.844,4622.153,4918.620,4726.638,5595.404,5622.136,4479.735,4473.580,5026.281,4426.188,4280.058,3893.661
247,5006.455,4465.194,4839.389,5066.385,4735.297,4613.584,4917.114,4728.938,5566.234,5601.045,4466.456,4454.568,5078.844,4417.188,4267.163,3882.052
248,5007.920,4492.472,4862.861,4972.423,4725.812,4617.321,4894.177,4703.825,5563.660,5544.773,4459.559,4452.886,5030.125,4405.425,4256.849,3877.383
249,5005.295,4475.583,4851.417,5007.500,4696.188,4609.117,4904.620,4697.837,5557.702,5566.705,4452.044,4445.795,5035.375,4404.775,4267.430,3877.504
250,5007.227,4484.056,4862.778,4992.000,4697.250,4608.467,4885.228,4688.975,5567.787,5563.409,4455.309,4440.091,5009.219,4386.700,4265.477,3865.791
251,5010.398,4499.306,4847.083,4965.231,4670.734,4592.971,4882.316,4694.175,5519.000,5602.045,4466.162,4424.182,5030.906,4397.425,4273.128,3865.887
252,4993.307,4471.806,4835.722,5001.692,4693.500,4583.270,4875.810,4697.600,5526.383,5578.136,4454.206,4438.489,4977.125,4383.237,4258.500,3863.757
253,4995.864,4452.500,4850.472,4986.461,4648.469,4587.737,4871.924,4673.562,5498.617,5637.614,4471.324,4412.511,4979.812,4393.612,4272.151,3864.156
254,4980.705,4468.472,4825.778,4957.846,4649.109,4572.270,4868.658,4669.300,5509.915,5613.159,4462.279,4401.170,4974.969,4366.688,4264.488,3855.469
255,4984.818,4476.889,4826.639,4982.731,4629.125,4574.876,4852.696,4658.925,5467.702,5643.386,4443.882,4401.727,4963.625,4378.600,4260.326,3865.087
256,4962.545,4490.333,4822.944,4946.077,4647.391,4584.161,4867.797,4649.325,5490.596,5630.909,4447.191,4409.295,4951.125,4365.150,4259.663,3859.635
257,4997.580,4507.694,4870.222,4926.000,4631.016,4579.321,4836.747,4657.300,5474.511,5569.727,4444.103,4398.614,4950.750,4349.763,4260.291,3859.348
258,4979.318,4481.528,4819.389,4918.461,4607.969,4572.314,4847.494,4644.525,5465.255,5580.295,4453.838,4401.727,4951.062,4356.688,4253.384,3846.817
259,4999.977,4447.056,4832.944,4968.923,4597.531,4564.978,4829.126,4649.025,5436.106,5548.045,4453.500,4376.750,4937.938,4353.788,4257.279,3852.252
260,4980.932,4451.722,4819.167,4914.000,4588.703,4564.423,4832.671,4638.337,5430.489,5557.909,4436.515,4380.466,4951.031,4366.112,4254.046,3850.991
261,4973.784,4470.000,4806.167,4906.000,4586.281,4565.869,4817.013,4627.062,5434.234,5519.159,4452.868,4378.682,4916.625,4360.688,4260.860,3843.617
262,4975.659,4472.722,4820.444,4918.346,4573.391,4560.781,4824.393,4615.337,5404.830,5568.727,4446.794,4386.398,4910.938,4340.125,4260.140,3856.522
263,4956.364,4502.472,4787.278,4895.461,4556.328,4562.365,4797.544,4602.750,5402.127,5529.568,4450.029,4363.705,4899.312,4343.837,4276.337,3854.826
264,4970.159,4458.056,4799.056,4872.692,4575.453,4552.277,4806.291,4604.913,5381.234,5571.523,4452.794,4382.875,4875.188,4330.312,4255.128,3851.104
265,4959.909,4463.417,4814.000,4891.231,4541.266,4548.080,4786.583,4609.400,5386.042,5565.318,4454.324,4375.614,4858.500,4347.163,4255.430,3849.730
266,4966.398,4481.667,4843.472,4863.461,4524.766,4550.701,4788.722,4604.612,5343.553,5566.545,4462.412,4347.977,4850.688,4332.350,4240.209,3837.339
267,4959.818,4453.222,4775.194,4853.808,4532.203,4545.489,4770.874,4596.700,5333.915,5572.795,4443.000,4381.239,4857.125,4329.237,4248.023,3830.687
268,4956.023,4512.639,4801.611,4844.077,4541.594,4542.584,4787.684,4596.125,5342.745,5535.000,4448.985,4364.830,4839.094,4329.987,4248.023,3840.209
269,4952.386,4473.806,4799.028,4847.923,4555.641,4548.161,4764.076,4620.263,5334.936,5536.750,4444.456,4356.795,4851.031,4323.388,4250.826,3842.391
270,4939.761,4435.306,4794.194,4852.808,4530.875,4541.649,4771.304,4601.862,5327.979,5506.636,4459.603,4340.477,4834.781,4328.925,4255.279,3834.609
271,4951.670,4490.194,4791.528,4825.885,4522.219,4535.197,4763.393,4594.200,5287.745,5503.045,4453.765,4347.239,4820.562,4324.862,4251.314,3833.365
272,4953.932,4496.056,4807.583,4811.654,4527.328,4543.153,4752.177,4581.800,5312.681,5496.955,4433.029,4342.136,4785.625,4323.850,4249.128,3841.626
273,4961.091,4454.722,4784.278,4817.115,4519.297,4532.971,4746.506,4586.725,5288.425,5468.136,4432.559,4349.739,4814.875,4316.312,4241.035,3822.861
274,4946.375,4443.472,4786.472,4828.115,4487.594,4534.139,4755.734,4588.513,5276.873,5491.750,4430.147,4340.239,4749.969,4318.200,4240.884,3828.148
275,4946.330,4474.417,4793.889,4790.769,4499.359,4528.379,4735.696,4597.750,5243.085,5469.477,4440.412,4331.761,4766.031,4332.925,4251.663,3825.322
276,4923.170,4458.972,4781.083,4821.192,4476.594,4534.401,4771.620,4568.188,5246.596,5443.909,4435.735,4331.489,4764.531,4313.163,4244.872,3830.713
277,4941.545,4484.833,4807.750,4766.846,4500.578,4522.767,4745.975,4570.750,5240.532,5457.455,4426.500,4314.716,4780.156,4306.625,4252.302,3827.844
278,4937.011,4450.750,4806.389,4779.654,4511.297,4528.971,4732.570,4588.225,5234.596,5458.682,4446.221,4333.023,4769.594,4295.750,4238.721,3836.496
279,4923.034,4460.722,4812.056,4771.461,4480.734,4525.482,4745.088,4553.763,5249.958,5506.795,4430.882,4338.614,4720.312,4315.600,4246.791,3821.748
280,4925.295,4449.500,4783.722,4752.423,4477.625,4525.263,4716.747,4579.388,5233.404,5530.795,4456.088,4327.182,4758.438,4294.737,4235.709,3830.913
281,4931.295,4440.250,4789.000,4743.577,4470.297,4518.351,4731.342,4559.188,5207.255,5507.250,4429.721,4312.841,4736.406,4297.825,4238.582,3820.522
282,4916.614,4453.944,4764.861,4782.615,4489.250,4521.015,4726.481,4563.212,5198.298,5513.568,4442.015,4304.091,4726.500,4308.975,4237.128,3813.748
283,4923.886,4457.833,4752.583,4751.461,4477.625,4522.000,4697.532,4574.087,5186.745,5508.636,4431.721,4310.670,4730.688,4287.175,4242.616,3822.774
284,4927.841,4435.222,4791.306,4750.192,4450.938,4507.643,4725.051,4553.475,5180.596,5495.091,4441.103,4329.216,4701.312,4311.225,4235.768,3832.235
285,4910.432,4449.889,4766.778,4744.808,4458.406,4507.497,4706.570,4567.962,5161.660,5515.500,4427.676,4313.670,4724.531,4289.650,4233.977,3821.122
286,4919.159,4454.500,4751.972,4738.077,4453.000,4517.044,4693.861,4571.862,5173.234,5498.955,4422.853,4301.955,4702.125,4309.938,4241.698,3822.383
287,4918.977,4416.194,4773.806,4712.192,4474.031,4506.109,4669.266,4538.875,5131.425,5493.818,4435.588,4292.318,4690.531,4288.438,4231.256,3826.704
288,4900.398,4448.000,4778.806,4724.615,4459.266,4520.277,4686.494,4566.788,5134.127,5524.136,4432.559,4305.477,4678.688,4294.263,4251.663,3829.852
289,4908.477,4464.667,4778.639,4679.885,4452.844,4517.621,4661.126,4555.475,5148.936,5513.727,4438.750,4288.716,4666.750,4297.888,4233.012,3825.452
290,4915.341,4431.389,4770.111,4707.692,4449.203,4514.767,4671.494,4552.975,5130.191,5459.932,4433.162,4301.795,4665.469,4279.600,4247.604,3816.235
291,4892.284,4437.944,4765.889,4710.115,4427.281,4503.467,4686.620,4559.600,5113.255,5444.409,4442.618,4309.000,4651.438,4302.712,4238.477,3835.774
292,4899.034,4454.472,4780.472,4709.039,4447.594,4523.044,4680.354,4545.625,5118.702,5498.023,4423.250,4296.102,4650.594,4290.388,4231.477,3818.817
293,4895.818,4417.750,4750.000,4687.346,4424.938,4509.351,4668.823,4553.975,5100.404,5528.273,4436.147,4295.693,4644.125,4270.425,4238.826,3816.870
294,4901.830,4455.194,4742.972,4668.577,4436.078,4504.343,4674.304,4559.100,5054.681,5553.545,4437.618,4279.648,4642.406,4262.112,4228.791,3820.565
295,4897.932,4445.667,4748.083,4651.423,4451.141,4500.029,4663.886,4545.837,5069.255,5514.227,4426.044,4292.750,4622.000,4257.837,4239.418,3810.156
296,4885.341,4427.139,4767.639,4697.115,4442.734,4515.087,4652.417,4540.750,5063.830,5488.409,4431.985,4294.807,4583.875,4283.025,4247.663,3826.339
297,4892.830,4449.389,4743.333,4641.769,4432.422,4496.423,4670.203,4546.837,5058.745,5470.841,4432.824,4282.966,4607.219,4268.812,4224.872,3819.687
298,4900.045,4437.778,4752.944,4616.961,4443.391,4497.270,4661.190,4536.663,5054.724,5455.614,4420.882,4283.682,4581.531,4286.250,4231.500,3824.191
299,4889.420,4439.556,4750.694,4647.346,4443.422,4497.825,4658.975,4541.062,5045.638,5433.795,4435.662,4275.659,4597.969,4276.900,4237.198,3829.696
300,4883.500,4415.833,4729.361,4617.192,4454.469,4490.394,4657.430,4535.587,5035.809,5427.795,4403.647,4280.318,4588.375,4272.438,4217.616,3815.130
301,4864.886,4453.250,4721.000,4618.539,4432.000,4489.401,4644.747,4533.587,5003.787,5436.182,4438.824,4271.080,4582.625,4270.650,4231.954,3820.496
302,4887.602,4401.611,4742.194,4629.615,4403.969,4496.949,4636.266,4544.062,5005.873,5431.205,4417.956,4273.023,4558.375,4274.500,4238.640,3805.722
303,4872.705,4442.333,4746.778,4638.269,4444.656,4486.212,4660.367,4530.312,5019.830,5458.045,4421.324,4274.614,4592.344,4274.625,4235.221,3831.148
304,4872.943,4438.444,4712.389,4601.269,4404.438,4504.913,4626.924,4534.888,4985.340,5490.682,4431.956,4266.375,4559.875,4271.837,4234.674,3807.096
305,4876.080,4414.306,4735.333,4594.885,4421.641,4480.679,4630.532,4538.337,4975.702,5480.159,4432.132,4272.580,4556.844,4262.462,4242.174,3808.452
306,4865.284,4427.472,4738.139,4612.346,4410.359,4494.795,4624.393,4518.650,5006.319,5444.523,4410.647,4263.114,4556.031,4268.337,4230.837,3811.748
307,4868.784,4410.694,4721.222,4579.423,4403.922,4488.978,4625.203,4536.788,4981.127,5432.500,4429.309,4248.148,4537.062,4254.913,4222.768,3807.061
308,4868.784,4437.500,4698.333,4595.000,4416.594,4491.584,4641.912,4514.263,4987.383,5472.864,4408.691,4258.705,4554.719,4254.300,4214.140,3807.139
309,4863.057,4447.472,4737.806,4544.577,4431.266,4486.649,4618.152,4530.663,4965.830,5506.955,4417.338,4263.080,4523.219,4273.725,4234.698,3811.417
310,4857.670,4411.000,4683.250,4555.615,4415.094,4482.329,4628.304,4535.913,4943.638,5494.841,4421.044,4264.466,4527.531,4272.050,4221.721,3820.974
311,4850.432,4430.167,4733.472,4581.077,4409.078,4496.080,4624.532,4526.737,4972.617,5503.886,4416.721,4266.705,4524.125,4256.538,4237.477,3822.626
312,4841.261,4424.917,4721.361,4560.769,4418.062,4501.613,4602.000,4535.388,4933.511,5486.023,4401.412,4280.034,4533.562,4258.250,4242.558,3816.852
313,4853.114,4438.889,4711.889,4552.692,4412.250,4485.351,4609.646,4518.763,4943.340,5470.523,4417.176,4258.205,4517.250,4260.612,4241.523,3822.409
314,4836.000,4430.556,4689.500,4568.231,4415.625,4487.591,4597.924,4529.138,4908.936,5465.227,4415.132,4246.455,4482.656,4262.513,4232.779,3810.878
315,4835.886,4439.806,4698.806,4552.577,4418.922,4484.497,4582.646,4519.500,4919.362,5436.136,4420.147,4274.511,4479.969,4273.200,4232.779,3818.870
316,4841.670,4424.667,4701.833,4562.231,4402.812,4481.161,4598.038,4520.100,4923.702,5407.341,4432.324,4273.523,4460.969,4251.600,4227.837,3804.809
317,4812.330,4429.944,4704.389,4531.539,4395.453,4469.708,4583.304,4535.837,4884.362,5412.341,4391.426,4276.045,4481.406,4264.050,4223.232,3810.478
318,4824.034,4400.944,4702.417,4546.961,4394.594,4474.898,4592.468,4522.250,4899.340,5381.500,4424.824,4264.011,4463.750,4247.638,4220.558,3810.304
319,4825.523,4398.806,4714.333,4475.846,4394.641,4476.839,4577.684,4521.312,4888.681,5379.432,4417.750,4259.398,4462.500,4250.350,4214.651,3797.443
320,4823.943,4410.917,4725.528,4522.577,4387.828,4476.693,4587.000,4510.575,4877.532,5370.023,4422.574,4272.500,4427.812,4243.438,4212.849,3809.852
321,4829.148,4404.806,4678.694,4508.039,4405.656,4482.934,4585.544,4530.450,4861.724,5364.682,4437.882,4256.636,4476.938,4253.300,4238.884,3794.278
322,4807.625,4424.417,4717.139,4503.692,4388.125,4495.497,4593.494,4530.275,4870.127,5329.364,4417.500,4267.955,4421.719,4232.087,4238.744,3808.930
323,4818.466,4403.361,4678.028,4499.000,4390.984,4483.285,4590.747,4520.850,4874.127,5334.045,4416.971,4279.909,4484.438,4263.050,4224.546,3819.391
324,4817.273,4400.806,4673.861,4508.615,4401.141,4483.409,4591.987,4528.138,4874.787,5324.182,4446.721,4273.466,4456.156,4258.175,4235.140,3814.504
325,4803.614,4388.333,4669.944,4495.269,4394.391,4475.175,4579.266,4515.112,4873.873,5336.727,4442.044,4263.261,4432.406,4255.100,4235.977,3812.983
326,4793.875,4401.806,4665.778,4459.577,4385.062,4484.628,4570.126,4531.038,4837.085,5340.205,4452.471,4277.557,4466.969,4240.538,4208.686,3811.809
327,4806.670,4394.361,4660.889,4481.500,4409.234,4474.613,4546.076,4528.038,4857.276,5396.205,4421.441,4263.011,4414.312,4259.763,4225.046,3809.061
328,4802.352,4400.889,4669.556,4483.154,4407.484,4471.292,4570.316,4502.400,4828.127,5437.659,4433.912,4246.352,4440.969,4253.850,4230.512,3815.026
329,4801.034,4382.167,4656.111,4463.539,4383.516,4476.131,4558.924,4506.638,4852.745,5424.591,4424.250,4245.750,4430.781,4244.050,4215.988,3801.591
330,4784.102,4349.250,4650.389,4503.346,4369.766,4480.255,4575.835,4521.587,4816.660,5449.705,4436.779,4258.682,4418.875,4239.450,4237.907,3805.409
331,4786.841,4389.889,4667.111,4461.269,4392.484,4479.131,4559.899,4515.800,4829.979,5457.136,4434.779,4254.216,4411.281,4268.750,4212.930,3802.609
332,4785.739,4365.278,4633.861,4446.039,4401.188,4484.190,4570.823,4530.850,4817.724,5384.864,4446.971,4279.011,4406.938,4252.362,4233.128,3799.617
333,4775.386,4351.000,4625.528,4467.654,4389.156,4469.649,4569.848,4489.888,4808.191,5397.568,4409.132,4272.568,4421.219,4240.438,4223.070,3809.130
334,4789.409,4394.556,4649.833,4442.885,4395.719,4465.401,4545.228,4518.925,4833.170,5377.045,4434.456,4270.193,4426.219,4244.350,4211.465,3797.565
335,4776.193,4373.500,4664.528,4460.039,4379.016,4477.212,4551.874,4515.612,4804.362,5394.864,4422.206,4258.170,4406.812,4233.888,4237.454,3813.504
