 ,Mean1,Mean2,Mean3,Mean4,Mean5
515,4911.108,4389.250,4452.615,4749.969,4474.450
516,4917.703,4397.406,4436.519,4725.656,4459.800
517,4962.973,4395.812,4454.039,4743.688,4480.500
518,4909.648,4373.688,4453.192,4744.906,4454.100
519,4919.405,4378.062,4438.789,4718.062,4420.100
520,4921.703,4371.062,4445.365,4711.688,4443.600
521,4944.162,4357.312,4456.154,4707.188,4486.750
522,4923.919,4367.688,4439.615,4700.438,4461.150
523,4938.108,4382.531,4464.539,4748.406,4441.600
524,4915.865,4370.438,4426.289,4704.062,4449.650
525,4913.081,4345.031,4452.423,4721.469,4463.100
526,4941.271,4348.562,4437.000,4751.406,4459.600
527,4951.433,4365.719,4446.500,4723.344,4441.300
528,4923.054,4393.281,4454.327,4718.906,4435.000
529,4933.000,4341.562,4443.885,4731.875,4446.850
530,4932.514,4329.688,4448.058,4722.875,4453.750
531,4916.081,4370.375,4456.000,4692.750,4436.400
532,4908.081,4351.094,4446.000,4713.531,4437.300
533,4929.054,4309.656,4441.808,4751.750,4450.000
534,4927.378,4320.781,4437.711,4734.062,4431.700
535,4924.000,4345.688,4463.731,4699.438,4440.750
536,4928.919,4340.562,4450.923,4704.562,4447.500
537,4900.784,4327.281,4424.442,4727.281,4459.450
538,4918.054,4317.406,4449.539,4710.969,4420.050
539,4892.486,4319.156,4440.981,4705.281,4446.000
540,4909.135,4309.938,4447.308,4715.188,4463.600
541,4911.973,4301.031,4433.596,4710.719,4418.300
542,4880.784,4296.250,4437.154,4681.719,4418.050
543,4899.703,4299.562,4435.404,4726.844,4459.000
544,4897.595,4291.969,4447.096,4677.406,4414.350
545,4884.081,4280.531,4431.577,4702.344,4438.100
546,4871.189,4267.250,4469.115,4716.000,4427.150
547,4899.243,4292.281,4427.423,4695.406,4418.700
548,4862.162,4273.250,4431.423,4708.625,4421.350
549,4876.216,4289.375,4425.231,4683.156,4397.600
550,4882.297,4272.531,4424.615,4724.188,4428.650
551,4871.000,4259.688,4445.865,4692.781,4406.900
552,4842.081,4249.281,4444.346,4682.156,4429.100
553,4852.946,4247.281,4436.558,4693.500,4422.750
554,4856.352,4212.812,4432.981,4693.406,4454.250
555,4861.271,4235.188,4415.423,4703.438,4407.900
556,4886.027,4245.688,4439.961,4695.719,4364.900
557,4865.081,4268.188,4444.769,4721.438,4439.900
558,4839.054,4254.312,4443.211,4681.375,4434.250
559,4863.108,4236.500,4439.885,4695.812,4398.650
560,4859.919,4233.688,4437.577,4681.969,4414.900
561,4865.811,4217.500,4427.635,4698.469,4430.550
562,4869.865,4217.375,4442.250,4679.156,4427.350
563,4852.729,4204.906,4442.077,4695.875,4414.150
564,4859.162,4183.156,4422.577,4700.094,4433.900
565,4852.271,4214.375,4426.058,4689.938,4421.000
566,4857.216,4202.656,4433.481,4694.844,4446.100
567,4860.757,4181.625,4437.923,4660.344,4461.200
568,4838.162,4196.094,4424.981,4664.438,4422.800
569,4855.108,4188.406,4418.923,4687.656,4424.950
570,4836.622,4174.469,4413.961,4676.375,4420.650
571,4869.541,4174.219,4440.500,4695.781,4411.750
572,4843.271,4160.000,4421.327,4689.562,4416.700
573,4848.514,4147.844,4409.269,4669.344,4413.350
574,4823.973,4151.562,4421.808,4681.719,4432.950
575,4850.892,4154.844,4425.558,4661.969,4422.500
576,4836.405,4150.250,4432.808,4686.375,4419.550
577,4858.108,4164.781,4420.711,4695.250,4407.800
578,4818.757,4147.188,4419.077,4638.906,4393.950
579,4839.297,4139.281,4416.404,4673.125,4424.400
580,4794.243,4115.594,4401.692,4643.000,4394.350
581,4817.946,4128.781,4405.077,4628.594,4392.100
582,4801.216,4113.281,4410.019,4653.969,4430.550
583,4819.919,4120.188,4388.635,4650.312,4388.300
584,4828.757,4103.875,4398.731,4662.281,4420.200
585,4832.324,4108.906,4409.827,4656.562,4378.050
586,4818.919,4113.562,4393.519,4661.438,4395.900
587,4810.676,4102.656,4423.711,4637.031,4422.950
588,4787.676,4100.531,4423.865,4626.375,4393.950
589,4797.189,4074.500,4408.827,4660.594,4400.150
590,4810.486,4084.531,4403.365,4643.688,4386.200
591,4815.676,4062.875,4410.269,4630.219,4406.700
592,4786.243,4048.906,4408.731,4628.156,4396.800
593,4808.135,4076.906,4406.211,4659.625,4417.150
594,4799.271,4047.406,4416.654,4621.844,4382.650
595,4815.324,4024.000,4394.865,4641.969,4421.450
596,4798.622,4054.406,4382.846,4639.469,4421.600
597,4797.054,4034.531,4439.404,4630.125,4403.300
598,4808.297,4033.531,4420.231,4628.688,4409.050
599,4773.027,4038.406,4420.981,4593.188,4418.550
600,4784.729,4028.562,4397.096,4632.312,4413.600
601,4766.946,4020.531,4405.481,4621.406,4354.800
602,4778.135,4030.750,4408.692,4641.062,4384.250
603,4769.081,4011.938,4383.577,4631.781,4397.100
604,4773.729,4021.094,4392.596,4607.938,4386.250
605,4740.676,4003.500,4412.539,4631.750,4418.950
606,4768.081,3996.094,4389.981,4622.625,4390.250
607,4752.648,4003.594,4386.500,4616.031,4378.600
608,4759.054,4013.062,4392.577,4616.906,4397.050
609,4739.541,3951.344,4394.385,4656.438,4387.200
610,4726.459,3993.625,4384.731,4629.781,4372.700
611,4744.459,3987.750,4392.731,4625.188,4393.100
612,4738.784,3966.156,4395.846,4634.438,4399.700
613,4701.973,3950.656,4393.942,4659.125,4409.150
614,4741.919,3960.469,4377.635,4616.062,4411.000
615,4757.919,3961.281,4365.039,4615.969,4381.900
616,4748.973,3979.562,4366.135,4602.344,4413.400
617,4726.297,3950.812,4388.039,4594.375,4406.000
618,4734.433,3948.250,4360.039,4618.594,4384.900
619,4726.729,3924.250,4368.827,4619.344,4399.450
620,4742.189,3931.844,4399.231,4592.562,4405.300
621,4731.324,3936.750,4386.115,4608.219,4383.950
622,4723.973,3924.469,4388.789,4608.531,4356.050
623,4722.811,3911.000,4379.039,4584.719,4335.500
624,4701.892,3944.312,4370.115,4626.438,4382.300
625,4710.514,3906.656,4371.039,4594.156,4402.500
626,4701.567,3908.375,4377.654,4600.812,4379.350
627,4692.324,3927.969,4379.961,4618.156,4399.200
628,4712.135,3894.906,4374.327,4595.656,4380.200
629,4712.000,3884.281,4365.808,4605.188,4370.400
630,4719.352,3918.688,4380.942,4599.094,4420.800
631,4684.324,3891.719,4372.846,4597.562,4343.000
632,4702.648,3881.750,4389.635,4609.438,4370.500
633,4698.973,3916.875,4349.077,4589.469,4397.650
634,4662.405,3880.875,4383.577,4611.156,4394.300
635,4683.216,3889.500,4375.192,4576.688,4373.300
636,4657.378,3866.062,4391.019,4570.906,4385.200
637,4668.108,3858.500,4364.461,4612.312,4401.500
638,4650.433,3880.844,4365.211,4609.406,4364.500
639,4649.919,3864.625,4372.885,4621.000,4337.950
640,4642.405,3858.969,4376.500,4588.750,4361.700
641,4661.324,3852.562,4383.192,4623.156,4362.350
642,4613.352,3863.875,4344.808,4575.000,4372.300
643,4630.352,3848.688,4382.500,4607.500,4389.450
644,4627.108,3864.000,4356.385,4622.969,4344.550
645,4642.352,3847.188,4367.731,4602.281,4376.350
646,4612.081,3840.875,4350.058,4574.938,4360.100
647,4600.729,3842.906,4372.346,4610.625,4365.050
648,4600.838,3849.281,4370.654,4618.281,4349.750
649,4623.676,3841.531,4344.115,4577.281,4360.750
650,4605.757,3862.719,4327.154,4611.531,4373.000
651,4574.811,3832.062,4339.327,4560.812,4364.250
652,4630.352,3830.562,4357.461,4582.469,4339.850
653,4620.081,3802.844,4358.385,4596.625,4351.050
654,4611.595,3805.219,4361.154,4573.125,4362.450
655,4601.216,3832.531,4364.673,4555.375,4368.250
656,4607.757,3813.844,4336.077,4581.250,4333.450
657,4587.433,3798.156,4342.942,4573.188,4364.650
658,4597.676,3811.750,4367.115,4574.719,4402.750
659,4594.567,3808.469,4363.981,4589.312,4360.000
660,4600.216,3825.500,4364.673,4590.812,4300.000
661,4579.135,3787.750,4363.019,4583.250,4348.050
662,4592.216,3810.594,4351.692,4582.531,4343.750
663,4596.271,3786.219,4361.942,4553.312,4321.350
664,4593.865,3764.000,4331.539,4557.688,4319.650
665,4577.541,3789.500,4366.404,4547.219,4350.950
666,4582.514,3805.219,4336.596,4590.438,4343.400
667,4558.108,3798.344,4343.981,4555.281,4337.500
668,4553.486,3784.281,4344.789,4575.562,4369.450
669,4519.243,3768.031,4327.558,4578.125,4347.500
670,4524.892,3773.062,4327.615,4581.906,4322.700
671,4538.811,3790.031,4346.211,4594.406,4317.600
672,4560.135,3778.125,4361.711,4578.000,4312.300
673,4511.729,3777.750,4340.846,4593.094,4336.350
674,4523.622,3766.688,4352.211,4555.594,4320.000
675,4512.108,3776.875,4321.385,4554.000,4354.800
676,4530.216,3775.531,4343.192,4555.938,4292.500
677,4523.027,3761.750,4328.596,4555.000,4334.700
678,4504.784,3765.719,4337.269,4559.812,4352.750
679,4499.648,3745.250,4332.365,4543.625,4337.450
680,4510.514,3743.000,4330.673,4556.219,4356.100
681,4489.567,3739.812,4319.115,4552.906,4326.850
682,4513.054,3738.750,4323.827,4568.094,4344.950
683,4499.973,3729.500,4313.327,4565.062,4342.200
684,4469.567,3742.781,4308.615,4579.969,4304.150
685,4489.108,3737.750,4315.365,4548.375,4319.200
686,4489.459,3722.000,4336.846,4562.969,4313.400
687,4476.271,3738.906,4323.481,4549.469,4333.050
688,4473.486,3740.750,4322.750,4579.375,4325.650
689,4474.946,3745.438,4314.250,4522.938,4357.800
690,4476.324,3711.750,4308.096,4551.469,4346.950
691,4458.433,3729.500,4300.635,4542.969,4327.550
692,4458.838,3695.531,4324.808,4561.375,4308.950
693,4466.324,3722.156,4317.385,4575.969,4364.100
694,4444.541,3696.500,4312.865,4565.375,4347.350
695,4447.757,3718.812,4312.539,4518.438,4282.650
696,4445.622,3703.031,4301.577,4579.531,4352.650
697,4405.135,3718.656,4305.904,4551.125,4301.300
698,4462.459,3683.938,4301.981,4573.781,4379.750
699,4432.648,3696.219,4301.019,4564.719,4320.400
700,4442.081,3698.719,4314.308,4537.844,4310.450
701,4431.838,3698.906,4318.115,4569.375,4352.000
702,4423.271,3693.844,4279.981,4522.750,4313.250
703,4449.297,3694.000,4346.211,4556.844,4311.050
704,4425.135,3681.000,4313.135,4553.281,4327.850
705,4390.081,3674.344,4318.789,4540.906,4326.650
706,4404.567,3692.938,4317.885,4548.375,4286.800
707,4405.514,3699.594,4312.442,4568.969,4291.750
708,4391.567,3672.375,4309.846,4568.062,4328.400
709,4411.378,3676.500,4338.154,4549.938,4296.350
710,4389.162,3660.344,4311.154,4527.906,4294.350
711,4392.595,3665.906,4302.500,4556.031,4332.200
712,4388.027,3672.375,4325.539,4540.531,4306.450
713,4399.567,3670.250,4317.346,4533.656,4279.850
714,4381.162,3654.812,4273.461,4532.812,4278.750
715,4387.216,3697.000,4290.019,4534.938,4286.550
716,4346.595,3658.656,4297.731,4508.219,4264.200
717,4374.243,3675.625,4300.692,4507.312,4302.250
718,4373.324,3667.375,4305.385,4539.406,4298.100
719,4365.135,3645.344,4268.346,4525.031,4294.150
720,4356.162,3665.875,4281.711,4543.688,4307.750
721,4333.973,3646.938,4284.904,4539.719,4273.800
722,4346.514,3682.188,4328.981,4523.562,4283.950
723,4364.297,3648.969,4312.173,4532.625,4275.750
724,4360.946,3648.562,4298.519,4524.281,4277.400
725,4346.216,3626.219,4303.077,4533.344,4284.400
726,4355.514,3629.812,4287.865,4548.875,4307.500
727,4332.405,3655.438,4312.500,4530.406,4287.250
728,4358.541,3633.531,4305.135,4527.250,4298.650
729,4338.081,3639.594,4291.961,4521.219,4287.350
730,4361.729,3621.531,4282.865,4519.688,4277.200
731,4340.595,3627.000,4295.346,4536.688,4311.000
732,4329.459,3612.094,4313.039,4539.500,4324.800
733,4325.729,3617.688,4316.077,4554.781,4245.650
734,4292.514,3632.719,4296.231,4536.844,4289.800
735,4320.081,3632.938,4292.731,4512.969,4306.150
736,4303.486,3642.875,4298.115,4515.844,4289.250
737,4295.757,3648.219,4303.327,4530.156,4306.400
738,4316.892,3619.594,4315.039,4552.750,4283.200
739,4301.567,3637.875,4281.019,4531.812,4297.250
740,4292.297,3607.844,4290.750,4560.031,4270.700
741,4274.189,3633.531,4290.539,4526.250,4260.100
742,4324.027,3632.375,4296.961,4531.281,4285.400
743,4267.541,3640.219,4280.077,4535.000,4288.750
744,4292.838,3625.688,4313.481,4515.062,4243.850
745,4274.405,3604.375,4308.558,4523.281,4288.400
746,4259.486,3629.031,4289.577,4501.906,4298.300
747,4288.243,3627.594,4319.308,4544.875,4284.000
748,4285.297,3619.656,4309.058,4524.844,4248.900
749,4289.081,3622.875,4305.211,4525.250,4259.500
750,4284.838,3641.531,4304.385,4554.969,4278.950
751,4247.973,3631.031,4290.827,4536.625,4278.150
752,4249.703,3618.281,4283.750,4555.406,4270.700
753,4256.459,3605.906,4298.231,4515.438,4257.000
754,4244.271,3627.594,4287.308,4541.062,4280.400
755,4268.541,3617.094,4289.731,4509.969,4253.600
756,4266.271,3606.125,4305.231,4528.594,4246.450
757,4261.189,3620.906,4292.365,4508.219,4247.850
758,4257.000,3627.656,4299.692,4563.125,4257.350
759,4250.784,3627.031,4303.019,4525.844,4230.550
760,4238.000,3601.031,4290.904,4530.719,4255.950
761,4229.054,3611.812,4317.750,4544.938,4257.750
762,4237.378,3617.625,4298.135,4513.750,4258.200
763,4219.135,3593.219,4283.058,4520.500,4271.650
764,4248.378,3634.281,4297.981,4527.062,4238.100
765,4219.648,3625.969,4293.077,4518.938,4269.650
766,4209.271,3595.188,4292.058,4488.719,4251.100
767,4221.405,3591.062,4317.750,4523.531,4237.850
768,4210.271,3592.844,4290.385,4512.750,4274.000
769,4214.648,3590.656,4295.250,4494.688,4241.850
770,4224.405,3602.188,4300.019,4535.375,4255.050
771,4222.892,3607.531,4303.961,4525.375,4235.050
772,4191.486,3615.000,4292.269,4532.094,4220.950
773,4184.243,3606.125,4289.192,4534.000,4262.300
774,4212.486,3600.875,4292.096,4531.312,4242.750
775,4180.838,3572.531,4281.577,4484.781,4262.400
776,4180.486,3640.250,4310.000,4535.625,4268.450
777,4180.162,3601.969,4291.827,4551.938,4219.550
778,4178.486,3577.000,4292.846,4531.344,4253.900
779,4193.514,3582.719,4287.289,4502.438,4280.500
780,4170.135,3613.312,4262.731,4533.781,4219.350
781,4183.271,3583.000,4286.731,4533.844,4216.350
782,4169.946,3586.094,4299.077,4547.062,4207.850
783,4192.946,3599.781,4284.942,4510.844,4235.400
784,4159.811,3590.000,4282.558,4505.719,4206.200
785,4166.000,3575.750,4271.077,4515.844,4217.200
786,4160.189,3582.719,4283.923,4521.531,4201.800
787,4155.919,3612.000,4286.000,4543.156,4218.050
788,4154.000,3598.594,4297.577,4516.594,4241.250
789,4155.838,3568.844,4287.615,4526.750,4227.000
790,4166.027,3601.375,4288.135,4547.875,4216.150
791,4137.135,3590.406,4280.808,4534.656,4195.400
792,4130.081,3554.156,4304.827,4513.812,4203.850
793,4126.189,3606.062,4296.211,4523.250,4232.600
794,4129.892,3584.938,4282.711,4525.094,4228.150
795,4128.784,3589.500,4309.981,4497.188,4190.500
796,4147.541,3572.938,4294.173,4533.812,4226.350
797,4113.514,3584.219,4287.577,4523.781,4206.850
798,4110.243,3571.406,4294.000,4508.969,4225.450
799,4125.324,3570.438,4290.423,4530.812,4201.300
800,4122.027,3576.406,4278.039,4491.906,4201.350
