 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11
241,6276.581,6172.150,6090.909,7192.167,5779.694,4563.167,4470.000,5020.539,5347.677,5577.000,4747.324
242,6213.774,6180.950,6035.364,7209.583,5777.500,4543.708,4439.381,4995.000,5383.355,5569.286,4773.735
243,6291.387,6168.750,6052.455,7223.667,5783.028,4599.375,4511.762,5010.961,5368.645,5551.571,4738.647
244,6256.419,6147.150,6119.273,7170.250,5786.000,4589.708,4483.190,5047.500,5340.064,5547.857,4739.294
245,6265.774,6152.750,6093.909,7189.042,5785.889,4584.125,4485.000,4982.154,5306.000,5544.238,4756.265
246,6254.645,6154.000,6079.182,7248.083,5755.472,4592.417,4462.714,5002.231,5308.484,5541.905,4728.176
247,6271.387,6156.250,6045.818,7195.208,5783.361,4558.667,4480.476,4993.461,5348.000,5537.286,4765.971
248,6258.193,6151.350,6061.818,7215.417,5784.611,4590.333,4447.333,4996.346,5333.064,5564.810,4741.676
249,6240.000,6198.050,6104.091,7174.583,5787.056,4533.917,4442.429,4984.269,5306.129,5537.238,4729.412
250,6223.323,6132.450,6109.636,7167.333,5778.500,4558.375,4462.571,5002.692,5331.581,5555.095,4728.029
251,6219.291,6188.300,6004.909,7179.167,5795.444,4536.792,4423.571,5011.615,5322.613,5555.429,4687.647
252,6255.097,6191.350,6042.727,7196.375,5768.917,4561.125,4497.190,5010.269,5357.193,5515.952,4733.941
253,6237.709,6167.150,6076.091,7176.917,5778.639,4569.375,4438.190,5001.385,5317.968,5547.762,4711.324
254,6220.355,6144.550,6045.909,7215.042,5782.083,4544.583,4427.810,5003.461,5338.291,5499.476,4725.941
255,6226.871,6144.500,6058.909,7222.625,5757.500,4547.375,4467.095,5026.539,5330.936,5508.762,4704.618
256,6229.226,6150.100,6075.273,7204.583,5759.889,4542.208,4459.714,4983.961,5321.709,5487.952,4740.294
257,6220.355,6134.000,6126.455,7174.333,5732.333,4560.792,4458.381,4980.269,5313.097,5487.571,4722.824
258,6214.419,6125.050,6000.182,7170.333,5751.667,4553.375,4491.952,5009.039,5319.807,5531.714,4721.618
259,6224.291,6188.150,6020.909,7102.250,5758.806,4567.208,4480.143,4997.308,5329.581,5515.619,4694.765
260,6246.516,6135.200,6089.727,7120.000,5762.722,4537.875,4438.286,5023.500,5314.064,5523.381,4698.265
261,6204.129,6158.550,6000.091,7130.875,5764.222,4515.292,4480.429,4969.500,5317.484,5491.333,4688.412
262,6236.677,6162.500,6124.909,7134.042,5759.833,4513.042,4474.000,4992.039,5332.807,5493.619,4692.618
263,6215.807,6171.000,6014.909,7183.042,5758.917,4503.292,4441.190,5013.615,5324.839,5484.381,4705.618
264,6207.871,6170.950,6107.091,7104.667,5742.694,4497.542,4441.143,4975.385,5312.742,5489.000,4677.412
265,6200.064,6157.650,6084.636,7122.167,5743.361,4543.375,4456.476,5000.000,5306.226,5468.238,4697.588
266,6176.064,6173.500,6080.818,7133.750,5779.556,4504.292,4443.476,4979.615,5321.129,5434.857,4699.882
267,6216.677,6155.250,6066.545,7126.542,5735.556,4541.958,4459.810,4964.615,5325.355,5426.857,4711.794
268,6223.387,6103.350,6068.727,7110.583,5752.611,4517.583,4432.667,4964.808,5316.226,5484.810,4698.529
269,6188.871,6159.850,6058.818,7155.792,5749.250,4514.000,4424.190,4968.808,5319.226,5459.810,4698.294
270,6217.355,6141.300,6020.455,7097.875,5749.611,4491.000,4428.238,5016.885,5336.064,5459.810,4692.676
271,6193.807,6126.450,6042.455,7157.708,5749.306,4516.042,4476.429,4976.961,5312.032,5472.619,4695.088
272,6202.484,6173.450,6070.818,7139.542,5750.139,4489.750,4436.190,4990.731,5331.355,5476.905,4686.853
273,6200.516,6108.150,6080.909,7138.958,5741.833,4462.833,4455.762,5001.885,5303.581,5452.429,4667.647
274,6181.613,6172.550,6019.818,7104.708,5750.972,4472.792,4424.333,5003.885,5288.161,5478.476,4678.853
275,6203.774,6126.300,6039.636,7111.542,5747.694,4500.042,4437.667,5005.269,5310.291,5452.333,4656.794
276,6176.516,6146.600,6113.091,7091.458,5754.583,4475.917,4471.238,4993.769,5315.129,5471.952,4654.412
277,6208.581,6139.400,6077.364,7122.958,5730.889,4479.125,4488.667,4986.808,5340.613,5477.095,4686.588
278,6154.161,6143.600,5996.455,7105.333,5738.278,4449.250,4437.000,5025.039,5299.193,5498.333,4691.706
279,6155.129,6120.050,6045.818,7151.458,5725.861,4462.792,4442.905,4987.615,5300.355,5495.619,4664.529
280,6162.645,6119.400,5955.091,7112.000,5732.472,4499.875,4449.810,5006.346,5321.677,5487.048,4635.441
281,6206.742,6144.500,6008.636,7109.750,5737.917,4460.000,4437.857,4976.077,5293.097,5419.857,4678.647
282,6154.193,6143.100,6075.182,7114.417,5713.028,4461.708,4440.762,4944.308,5302.774,5480.952,4675.735
283,6186.226,6136.700,6069.818,7073.042,5750.917,4500.125,4421.143,4973.692,5312.129,5447.857,4663.706
284,6186.484,6158.600,6054.636,7079.167,5740.056,4444.167,4425.190,4990.385,5305.258,5448.810,4664.324
285,6171.516,6100.200,6010.818,7107.792,5716.222,4468.083,4435.333,4951.461,5297.258,5471.095,4657.265
286,6145.871,6164.300,6066.455,7061.958,5729.944,4451.333,4456.905,4972.077,5279.484,5454.381,4668.088
287,6195.742,6176.850,6051.909,7094.583,5740.694,4454.458,4420.810,4965.769,5259.613,5462.857,4671.500
288,6177.548,6102.250,6026.364,7084.333,5733.139,4477.708,4419.381,4966.346,5294.097,5477.810,4659.912
289,6154.903,6148.900,6008.000,7088.042,5758.139,4474.375,4433.190,4995.539,5303.581,5449.810,4695.235
290,6159.677,6124.800,6006.364,7046.583,5724.306,4445.042,4389.333,4961.308,5282.936,5457.667,4650.294
291,6157.064,6099.250,6003.909,7072.417,5730.667,4466.083,4439.810,4944.577,5274.161,5439.429,4648.676
292,6141.613,6175.950,6046.909,7053.500,5732.278,4451.375,4437.476,4973.461,5261.871,5478.952,4666.441
293,6166.000,6099.350,6022.909,6990.958,5721.639,4457.292,4464.286,4970.692,5274.064,5473.190,4631.118
294,6125.516,6133.950,6022.273,7036.083,5740.028,4415.458,4468.381,4962.615,5255.161,5513.429,4642.529
295,6164.807,6097.950,6088.909,7093.292,5718.472,4422.958,4466.571,4982.077,5276.774,5476.524,4648.882
296,6168.677,6083.300,6035.091,7074.583,5704.889,4469.583,4410.333,4921.961,5271.291,5478.048,4663.706
297,6136.516,6092.100,5959.273,7119.250,5710.694,4424.833,4431.619,4958.039,5264.839,5489.619,4634.382
298,6154.677,6076.400,6065.182,7060.125,5724.278,4437.250,4407.238,4982.385,5279.581,5452.048,4659.588
299,6159.387,6134.650,6060.636,7057.750,5703.944,4440.542,4445.381,4984.731,5273.581,5507.571,4631.794
300,6134.097,6082.900,6012.091,7073.292,5682.722,4428.125,4409.476,4969.731,5258.903,5454.429,4654.324
301,6132.064,6127.600,5954.727,7063.125,5699.889,4406.833,4418.762,4928.577,5262.871,5461.381,4629.294
302,6163.839,6121.950,5984.545,7015.625,5702.417,4417.042,4451.857,4966.423,5278.709,5449.571,4623.529
303,6128.968,6112.850,5939.273,7055.125,5736.694,4406.708,4429.714,4924.115,5280.387,5426.238,4639.324
304,6121.613,6081.250,6031.455,7017.333,5707.528,4443.542,4422.762,4970.615,5264.193,5446.000,4617.441
305,6113.645,6091.400,6013.182,7060.125,5705.222,4422.875,4429.905,4946.692,5285.613,5450.667,4639.618
306,6125.613,6144.850,5978.364,7046.833,5728.139,4431.708,4410.524,4950.577,5259.258,5454.333,4634.412
307,6104.193,6123.500,5976.909,7023.750,5710.944,4382.042,4423.286,4925.539,5250.968,5443.952,4633.765
308,6121.903,6118.600,5976.091,7048.750,5725.139,4451.250,4418.000,4954.731,5250.129,5394.238,4658.588
309,6117.387,6101.200,5988.636,7038.333,5717.056,4413.875,4389.524,4936.192,5257.064,5390.381,4636.118
310,6146.193,6114.700,6002.455,7025.208,5704.611,4422.000,4402.476,4948.846,5253.709,5400.333,4626.265
311,6161.936,6104.250,5990.636,7033.917,5696.139,4446.500,4420.857,4984.961,5265.903,5408.714,4642.059
312,6111.516,6102.850,6005.727,7047.500,5717.278,4429.083,4416.667,4995.154,5230.355,5400.571,4608.294
313,6068.581,6093.150,5933.364,7061.125,5690.694,4403.000,4425.238,4975.769,5272.774,5391.524,4624.529
314,6094.484,6075.650,6008.091,7026.125,5701.000,4378.417,4435.476,4957.077,5234.774,5385.905,4657.588
315,6141.452,6102.700,5994.000,7012.917,5687.167,4427.333,4457.048,4918.461,5245.161,5400.571,4635.765
316,6097.581,6115.050,5908.636,7002.208,5704.806,4374.833,4423.571,4958.423,5285.548,5414.238,4618.147
317,6118.291,6084.800,5928.818,7027.167,5689.694,4424.875,4458.000,4916.654,5265.323,5417.762,4620.588
318,6126.064,6076.900,6037.636,7038.125,5667.028,4418.167,4405.857,4927.269,5231.355,5450.810,4602.618
319,6093.161,6068.200,5985.636,7032.333,5702.361,4394.250,4439.714,4910.346,5223.355,5428.476,4626.706
320,6104.161,6090.500,5936.455,6976.000,5684.722,4382.125,4431.333,4914.539,5255.968,5405.762,4623.765
321,6149.323,6093.000,5960.727,6993.500,5698.056,4433.375,4432.857,4953.961,5231.968,5440.762,4590.794
322,6111.355,6033.450,5982.273,7029.458,5692.028,4401.208,4456.000,4950.846,5227.193,5430.714,4627.118
323,6111.581,6045.300,5964.909,7022.292,5706.778,4401.667,4415.095,4925.000,5228.871,5424.286,4624.882
324,6143.677,6082.800,5977.909,7007.833,5738.694,4400.708,4413.381,4946.115,5221.677,5426.476,4618.912
325,6061.452,6072.350,5997.455,6994.500,5679.889,4374.750,4411.238,4915.615,5234.581,5431.000,4634.176
326,6084.645,6080.150,5975.364,6989.167,5726.111,4376.750,4425.429,4949.115,5213.355,5413.810,4630.706
327,6079.323,6094.500,6016.364,6974.042,5684.556,4396.667,4443.952,4931.385,5253.871,5396.619,4632.206
328,6069.968,6065.050,5971.364,6984.375,5662.750,4427.583,4394.524,4925.577,5226.774,5412.238,4621.118
329,6079.774,6056.200,5999.727,6992.333,5684.917,4386.125,4377.095,4910.461,5213.452,5438.571,4605.529
330,6082.129,6048.350,5998.636,6988.792,5656.472,4407.708,4402.857,4915.769,5231.807,5437.381,4620.912
331,6097.129,6025.650,6007.182,7031.458,5663.889,4412.667,4420.286,4937.769,5220.000,5429.238,4609.382
332,6067.548,6067.400,6004.182,6986.458,5649.306,4376.500,4429.762,4914.115,5213.419,5423.190,4600.794
333,6114.097,6065.700,5998.000,6988.250,5672.056,4360.667,4401.286,4946.654,5238.871,5444.619,4619.500
334,6082.258,6074.900,6011.818,7000.167,5686.694,4392.792,4414.571,4916.692,5227.774,5480.190,4598.882
335,6096.903,6089.600,5948.818,6973.458,5688.194,4377.042,4397.905,4941.692,5206.709,5497.333,4594.324
336,6089.677,6042.200,5992.091,6992.917,5647.833,4422.208,4399.762,4928.885,5214.452,5452.810,4596.882
337,6081.548,6062.650,5966.091,6990.792,5673.083,4385.833,4410.143,4913.039,5196.903,5446.000,4610.912
338,6100.032,6028.950,5998.636,6928.208,5688.417,4385.708,4416.143,4934.923,5200.161,5429.143,4627.441
339,6074.064,6055.700,5971.818,6966.167,5692.778,4385.083,4444.857,4892.000,5210.419,5464.190,4618.941
340,6061.936,6041.250,5982.636,7003.375,5662.528,4382.667,4411.190,4893.154,5224.484,5460.905,4596.912
341,6078.387,6043.750,5981.273,6990.833,5665.528,4391.000,4403.905,4888.346,5202.291,5431.905,4593.324
342,6051.709,6069.350,5963.636,6988.333,5677.917,4391.708,4416.048,4913.269,5223.387,5466.667,4615.676
343,6089.064,6028.200,5970.545,7000.667,5669.139,4368.542,4403.619,4902.885,5183.709,5421.667,4635.941
344,6065.968,6032.800,6041.000,6936.083,5667.417,4405.917,4431.238,4905.654,5195.064,5430.810,4615.000
345,6052.871,6069.800,5926.000,6950.250,5662.528,4325.417,4417.286,4909.461,5207.387,5424.619,4630.529
346,6097.742,6049.000,5999.091,7014.792,5696.639,4393.333,4436.429,4926.615,5220.839,5396.857,4631.912
347,6095.193,6014.100,6007.182,6957.875,5686.556,4379.500,4409.857,4927.346,5220.258,5430.048,4610.618
348,6030.742,6062.750,5999.818,6974.417,5678.167,4378.542,4393.524,4924.654,5179.936,5452.857,4620.529
349,6060.871,6042.850,5975.818,6927.625,5655.556,4378.542,4396.905,4898.077,5203.097,5458.000,4595.118
350,6030.613,6027.200,5932.727,6963.542,5682.889,4360.250,4385.381,4877.808,5189.645,5410.857,4620.176
351,6070.645,6077.750,5938.545,6954.167,5673.833,4397.000,4404.381,4905.461,5183.193,5428.905,4601.294
352,6040.193,6001.350,6005.909,6930.667,5638.361,4393.208,4406.857,4917.000,5168.387,5379.190,4616.941
353,6018.677,6026.350,5975.273,6962.792,5653.556,4371.083,4395.048,4899.385,5197.774,5390.429,4589.441
354,6043.903,6040.400,5982.091,6951.792,5655.972,4353.000,4393.762,4900.269,5185.903,5396.333,4613.559
355,6043.807,6013.400,5996.545,6972.583,5658.833,4366.000,4428.619,4882.577,5164.548,5434.810,4598.294
356,6051.032,6014.700,5974.182,6969.917,5655.611,4365.583,4420.619,4908.115,5181.968,5374.476,4598.265
357,6053.742,6028.350,6008.091,6931.625,5652.667,4371.417,4380.714,4879.961,5195.291,5411.762,4611.824
358,6033.774,6017.400,6033.091,6917.417,5637.583,4366.125,4385.714,4896.577,5175.839,5413.143,4615.500
359,6044.613,6014.650,6019.364,6951.583,5638.778,4373.875,4366.143,4859.269,5171.323,5389.810,4628.588
360,6028.484,6051.550,5917.727,6902.417,5638.639,4385.042,4443.095,4875.154,5161.968,5443.476,4586.971
361,6031.548,6064.100,5974.000,6944.042,5640.722,4385.083,4418.905,4911.385,5174.064,5434.762,4607.706
362,6041.774,6018.750,5994.364,6857.917,5663.500,4349.500,4405.286,4889.385,5181.032,5391.762,4587.382
363,6027.193,5965.950,5969.000,6939.167,5606.528,4354.500,4410.810,4899.885,5179.677,5428.286,4617.206
364,6019.291,6009.350,5951.818,6920.292,5628.722,4351.458,4438.667,4874.808,5194.000,5395.524,4613.559
365,6029.516,5976.500,5919.091,6884.333,5614.361,4390.000,4427.952,4895.654,5174.742,5405.286,4611.235
366,6065.419,6018.800,5957.636,6882.250,5621.222,4363.833,4423.905,4895.923,5143.968,5460.524,4598.235
367,6026.613,6026.850,5919.909,6861.542,5632.056,4360.000,4418.905,4904.077,5149.742,5430.476,4600.265
368,6044.323,6004.850,5958.455,6872.417,5653.944,4387.292,4402.905,4867.423,5168.161,5427.381,4581.176
369,6021.064,6025.450,5922.364,6914.708,5650.833,4370.750,4391.429,4893.308,5177.484,5435.429,4585.029
370,6025.484,6025.550,5940.818,6874.375,5653.583,4371.333,4386.667,4882.500,5153.936,5410.476,4612.529
371,5995.774,5977.300,5952.273,6876.500,5663.083,4364.375,4411.810,4882.000,5183.774,5416.952,4575.647
372,6019.774,6010.950,5911.727,6853.125,5627.583,4353.708,4397.571,4888.000,5187.387,5354.524,4571.118
373,6006.581,6042.950,5941.182,6904.417,5596.194,4374.417,4392.429,4859.692,5181.645,5427.476,4603.706
374,5998.452,5955.550,5965.909,6866.583,5649.889,4362.208,4396.571,4878.077,5168.355,5394.238,4567.118
375,6025.968,5990.700,5971.182,6853.667,5617.167,4396.750,4358.571,4895.423,5144.484,5391.810,4614.206
376,5989.355,6019.850,5976.455,6866.083,5626.528,4368.417,4374.238,4872.885,5157.355,5397.667,4608.912
377,5985.613,5983.050,5989.273,6890.375,5621.139,4385.792,4400.952,4883.154,5161.291,5401.143,4598.647
378,5996.807,6041.250,6005.455,6882.708,5628.111,4362.750,4390.238,4872.731,5162.839,5424.143,4587.412
379,6024.129,5993.300,5937.364,6900.500,5595.500,4371.625,4427.333,4878.731,5138.452,5350.857,4559.118
380,6058.291,5999.650,5966.545,6828.458,5612.556,4346.125,4361.429,4887.577,5178.548,5387.381,4591.618
381,6004.161,6004.300,5885.818,6886.583,5662.972,4408.500,4400.000,4900.615,5166.193,5412.857,4583.618
382,6005.903,5995.750,5953.636,6902.542,5632.139,4335.792,4325.857,4882.269,5195.323,5426.143,4585.971
383,6019.387,5996.450,5957.182,6878.875,5646.944,4364.625,4407.143,4838.961,5189.742,5395.476,4607.118
384,5983.097,6002.150,5932.727,6873.375,5631.333,4391.667,4388.762,4872.269,5168.064,5402.048,4595.147
385,5983.291,6021.750,5935.091,6871.917,5611.750,4375.500,4371.667,4835.039,5167.387,5407.000,4581.206
386,5992.484,5968.900,5938.091,6897.708,5629.111,4383.750,4394.810,4866.539,5171.452,5415.952,4598.412
387,6015.516,6024.400,5978.636,6815.500,5592.222,4363.292,4396.857,4860.192,5186.484,5438.190,4588.000
388,5992.968,6010.200,5896.091,6868.500,5638.000,4381.333,4361.762,4874.692,5136.097,5439.143,4589.882
389,6015.323,6014.300,5943.636,6824.875,5621.667,4372.417,4406.143,4840.346,5143.936,5413.190,4582.206
390,6011.516,6004.600,5938.727,6841.792,5640.806,4366.625,4389.476,4887.346,5193.645,5443.524,4589.618
391,5975.548,6006.200,5913.364,6856.708,5598.722,4377.917,4393.857,4854.846,5153.903,5401.762,4594.235
392,5990.871,5972.650,5911.273,6861.583,5624.000,4388.000,4381.952,4876.385,5140.774,5392.810,4600.235
393,6026.742,6007.550,5934.545,6842.500,5588.972,4382.167,4390.000,4836.077,5160.774,5384.429,4592.912
394,5973.807,5977.400,5884.818,6850.750,5624.861,4368.708,4406.667,4887.500,5140.452,5419.905,4568.353
395,5950.419,6006.350,5989.545,6843.625,5607.194,4362.167,4391.429,4825.539,5165.968,5410.952,4584.676
396,5954.323,5991.850,5891.364,6825.042,5602.500,4355.542,4380.524,4863.423,5169.419,5425.238,4599.676
397,5985.807,6042.000,5958.091,6820.917,5593.056,4357.583,4375.810,4854.615,5136.291,5394.238,4586.912
398,5971.968,5995.500,5918.091,6817.792,5624.194,4359.500,4393.381,4819.615,5141.161,5402.095,4577.941
399,6008.226,5994.300,5988.455,6808.708,5608.833,4353.542,4390.381,4843.269,5126.581,5360.143,4579.412
400,6006.839,5986.700,5941.000,6807.583,5603.639,4343.000,4376.905,4824.654,5114.419,5399.333,4577.088
401,6009.484,5962.250,5987.182,6834.542,5622.139,4363.125,4369.714,4836.846,5172.677,5380.381,4600.147
402,5988.581,6025.600,5894.545,6823.667,5599.972,4362.875,4401.143,4835.269,5151.484,5388.571,4565.559
403,5971.516,5998.700,5908.455,6790.583,5574.889,4354.208,4390.667,4832.615,5112.000,5384.476,4583.118
404,5978.129,6007.500,5940.182,6847.458,5628.139,4350.042,4374.286,4819.923,5123.032,5356.476,4592.588
405,5992.774,5970.250,5935.909,6827.958,5611.667,4323.875,4375.952,4791.192,5122.129,5358.762,4580.471
406,5966.484,6004.700,5917.182,6859.375,5598.917,4369.792,4368.952,4827.961,5104.839,5352.762,4562.029
407,6000.452,6000.750,5917.091,6838.833,5607.111,4356.042,4381.762,4829.961,5143.419,5411.143,4573.265
408,5977.419,5961.150,5934.545,6761.500,5601.639,4375.417,4385.667,4827.039,5110.323,5353.095,4576.088
409,5945.742,5969.700,5908.364,6806.125,5604.556,4361.417,4365.476,4809.461,5138.097,5352.429,4577.559
410,5993.871,5976.950,5968.545,6805.333,5554.472,4358.542,4379.810,4839.731,5126.419,5350.619,4584.676
411,6015.968,5891.100,6001.182,6775.000,5583.500,4343.125,4347.476,4859.461,5144.129,5332.333,4539.588
412,5970.774,5942.150,5954.727,6849.750,5573.833,4336.792,4376.952,4802.577,5134.581,5334.857,4568.029
413,5958.581,5967.050,5934.364,6764.250,5571.389,4372.167,4393.429,4826.000,5130.226,5311.952,4586.059
414,5981.291,5935.750,5911.727,6755.917,5582.722,4343.542,4346.762,4821.577,5117.193,5337.048,4597.618
415,5975.968,5930.300,5911.727,6828.542,5588.056,4346.292,4348.000,4838.461,5099.645,5314.476,4558.588
416,5946.226,5951.950,5975.273,6820.292,5600.889,4343.833,4379.476,4813.039,5134.193,5301.857,4572.853
417,6006.774,5970.500,5921.818,6767.417,5587.056,4314.417,4363.286,4808.077,5132.936,5281.429,4537.382
418,5950.968,5959.000,5937.909,6814.208,5594.944,4342.167,4357.476,4793.923,5124.291,5307.476,4552.618
419,5961.581,5964.200,5921.273,6788.042,5564.167,4344.792,4396.190,4814.885,5100.161,5337.381,4565.794
420,5944.936,5961.700,5936.727,6784.417,5563.417,4320.833,4364.857,4798.808,5130.032,5354.095,4550.824
421,5961.097,5943.150,5900.727,6768.000,5551.611,4354.000,4378.667,4825.885,5107.161,5362.810,4559.912
422,5934.419,5965.050,5874.636,6773.375,5558.917,4328.958,4385.381,4848.269,5101.645,5386.476,4584.706
423,5942.936,5929.200,5917.000,6767.125,5565.694,4355.083,4396.524,4816.423,5146.839,5355.810,4568.912
424,5968.548,5965.450,5889.727,6831.542,5556.333,4345.833,4369.190,4871.077,5132.581,5348.571,4557.559
425,5947.968,5973.150,5898.909,6756.375,5574.472,4339.667,4363.857,4815.269,5121.903,5385.762,4584.471
426,5936.452,5965.250,5880.364,6788.333,5565.583,4348.000,4353.476,4827.154,5106.258,5345.667,4565.235
427,5942.871,5911.500,5876.091,6763.750,5566.583,4332.292,4366.857,4803.577,5115.677,5354.143,4594.206
428,5926.677,5910.250,5929.455,6740.208,5611.778,4331.750,4408.143,4821.961,5107.677,5349.476,4566.500
429,5940.323,5926.300,5915.273,6787.958,5544.972,4355.333,4356.095,4806.154,5097.258,5360.286,4575.500
430,5989.258,5965.550,5885.091,6737.833,5560.056,4356.125,4378.381,4835.808,5124.516,5352.333,4582.412
431,5928.613,5959.050,5937.273,6712.500,5553.056,4337.417,4373.333,4789.423,5070.097,5290.857,4586.941
432,5953.452,5937.700,5866.455,6736.542,5564.083,4334.833,4376.381,4796.961,5120.032,5325.476,4564.000
433,5943.387,5925.650,5886.364,6791.375,5550.556,4349.333,4363.667,4794.808,5084.774,5291.762,4555.647
434,5927.193,5954.950,5907.636,6770.125,5529.472,4345.375,4385.571,4801.961,5102.387,5265.762,4571.324
435,5973.871,5939.900,5844.545,6748.958,5554.667,4329.458,4379.333,4774.885,5132.000,5281.762,4561.706
436,5939.516,5946.600,5891.273,6714.417,5544.722,4333.125,4375.476,4801.846,5110.677,5268.381,4572.735
437,5959.677,5935.600,5875.455,6741.167,5551.528,4311.042,4359.048,4825.461,5088.000,5359.476,4574.382
438,5921.387,5968.000,5909.273,6730.042,5551.722,4338.833,4388.810,4819.500,5099.968,5264.905,4577.794
439,5944.839,5917.550,5947.636,6692.708,5559.250,4338.958,4365.952,4804.769,5110.903,5315.857,4572.853
440,5891.839,5947.250,5914.545,6753.667,5561.083,4321.208,4364.000,4791.039,5066.807,5305.000,4582.000
441,5941.387,5872.850,5907.273,6699.917,5560.250,4321.875,4375.286,4812.423,5092.484,5290.048,4540.912
442,5929.677,5904.950,5851.818,6731.792,5545.250,4355.292,4370.000,4802.077,5100.581,5307.762,4573.824
443,5910.452,5915.850,5898.636,6743.042,5538.750,4328.625,4383.381,4790.423,5119.323,5258.810,4564.206
444,5950.452,5955.900,5864.182,6712.667,5538.944,4335.000,4355.905,4833.269,5084.452,5273.762,4545.647
445,5937.387,5902.400,5906.091,6683.333,5555.361,4328.042,4383.667,4808.885,5117.903,5248.381,4569.559
446,5900.000,5933.250,5911.636,6669.000,5549.972,4332.250,4394.667,4787.577,5116.419,5236.095,4573.118
447,5935.161,5925.250,5849.545,6704.375,5521.361,4332.375,4361.714,4810.231,5125.613,5237.571,4538.853
448,5917.387,5919.750,5841.182,6702.458,5531.139,4342.083,4358.095,4779.077,5082.323,5244.762,4544.353
449,5957.548,5924.250,5850.818,6698.042,5517.944,4344.875,4348.048,4796.039,5075.226,5271.381,4573.706
450,5969.677,5875.300,5860.455,6710.333,5527.417,4327.208,4390.762,4785.731,5069.516,5289.333,4569.471
451,5939.129,5910.650,5839.636,6704.333,5531.750,4333.583,4338.476,4786.154,5085.936,5272.810,4540.882
452,5896.839,5931.000,5907.727,6683.583,5518.222,4359.792,4375.048,4758.731,5100.226,5247.333,4570.588
453,5892.097,5926.150,5829.727,6690.458,5541.722,4336.875,4394.286,4799.192,5038.484,5287.429,4578.706
454,5889.516,5919.800,5922.636,6673.208,5501.389,4330.583,4375.000,4769.692,5097.419,5280.238,4555.618
455,5881.645,5892.900,5789.364,6695.458,5505.444,4360.875,4337.190,4787.385,5045.709,5271.333,4551.912
456,5877.484,5879.850,5844.545,6703.625,5519.694,4331.083,4356.857,4790.615,5098.774,5314.571,4521.382
457,5902.548,5926.400,5855.727,6728.750,5513.167,4331.375,4360.810,4798.461,5068.645,5326.000,4575.000
458,5919.677,5861.700,5814.909,6679.750,5539.139,4321.208,4373.762,4810.461,5061.936,5367.952,4550.412
459,5938.903,5899.350,5862.909,6657.167,5553.694,4350.000,4367.095,4746.500,5062.548,5325.857,4559.441
460,5897.548,5870.400,5853.091,6685.583,5528.500,4352.167,4366.571,4790.385,5058.452,5320.095,4557.794
461,5911.807,5876.600,5896.818,6691.167,5535.778,4330.333,4388.048,4782.846,5061.323,5269.381,4547.735
462,5880.936,5891.100,5775.364,6699.500,5496.861,4331.500,4341.857,4800.231,5065.193,5301.524,4552.147
463,5894.968,5887.550,5875.636,6687.542,5508.028,4305.000,4348.429,4757.269,5083.226,5309.095,4541.559
464,5933.677,5886.900,5900.455,6684.292,5548.361,4332.708,4375.476,4773.769,5069.097,5332.048,4516.794
465,5908.484,5854.150,5834.091,6628.708,5523.278,4287.750,4370.381,4799.808,5055.516,5281.095,4535.294
466,5888.645,5872.250,5819.364,6655.417,5527.778,4299.042,4329.000,4805.885,5083.387,5278.476,4542.118
467,5866.613,5883.450,5842.273,6643.958,5514.806,4304.000,4352.571,4787.154,5068.355,5307.714,4548.471
468,5862.323,5877.050,5842.545,6685.500,5542.417,4320.583,4371.143,4781.769,5036.258,5313.762,4561.500
469,5923.419,5878.450,5875.909,6651.958,5524.194,4301.000,4364.286,4778.500,5054.968,5341.048,4584.735
470,5919.709,5877.050,5841.545,6658.250,5530.889,4309.833,4422.429,4770.269,5054.484,5311.476,4555.912
471,5901.645,5851.150,5858.273,6655.792,5517.000,4316.250,4362.571,4794.539,5035.709,5309.429,4573.618
472,5906.516,5867.250,5862.273,6638.375,5523.583,4309.042,4349.000,4745.000,5045.742,5350.095,4560.147
473,5858.419,5870.250,5788.909,6655.792,5502.111,4339.042,4357.905,4760.654,5056.387,5315.190,4547.529
474,5911.129,5881.400,5834.273,6666.042,5488.750,4316.375,4370.857,4752.308,5077.032,5338.048,4568.765
475,5882.129,5855.600,5865.000,6653.750,5519.639,4306.750,4347.714,4738.077,5053.581,5342.619,4550.647
476,5889.355,5861.600,5849.455,6636.083,5537.694,4327.375,4347.619,4755.231,5078.742,5271.381,4556.824
477,5898.484,5885.300,5821.182,6641.750,5516.861,4325.917,4352.762,4747.077,5058.968,5334.143,4572.382
478,5842.613,5869.350,5888.273,6630.750,5533.139,4340.125,4372.810,4754.423,5034.258,5331.952,4577.529
479,5901.097,5861.550,5832.273,6641.833,5511.583,4324.667,4348.333,4758.461,5076.613,5329.333,4546.147
480,5878.097,5860.750,5863.727,6617.292,5487.139,4319.667,4342.476,4785.654,5079.097,5338.000,4549.529
481,5891.064,5862.650,5840.182,6645.500,5508.056,4328.958,4363.381,4771.769,5063.419,5284.619,4561.412
482,5874.258,5808.950,5844.545,6643.625,5504.556,4321.958,4366.095,4765.269,5055.903,5280.810,4539.706
483,5877.871,5872.150,5803.182,6611.667,5497.389,4322.333,4353.619,4779.654,5040.161,5256.190,4568.088
484,5896.355,5874.450,5835.000,6625.458,5522.528,4319.958,4368.000,4752.192,5038.032,5279.905,4570.824
