 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10
177,6411.556,5623.387,5549.443,6743.271,6031.238,6242.750,7860.193,7330.731,5317.875,4885.269
178,6359.667,5600.645,5530.329,6763.271,6072.381,6232.375,7966.742,7372.885,5363.406,4933.500
179,6385.278,5576.645,5543.372,6748.352,6111.238,6253.625,8074.839,7405.346,5416.156,4922.192
180,6417.750,5593.871,5534.229,6779.324,6116.095,6215.875,8118.936,7423.885,5426.844,4900.231
181,6406.917,5616.807,5541.400,6782.352,6106.619,6226.938,8226.193,7418.269,5500.469,4906.923
182,6381.667,5615.291,5556.372,6779.811,6083.810,6238.188,8315.419,7395.423,5564.469,4929.808
183,6411.306,5569.387,5570.800,6772.324,6152.762,6236.062,8373.322,7409.192,5600.875,4906.692
184,6406.306,5590.613,5539.043,6773.919,6164.857,6274.000,8410.000,7437.923,5662.250,4939.039
185,6411.611,5598.839,5546.443,6778.459,6186.524,6286.750,8500.613,7433.154,5679.000,4902.846
186,6419.583,5561.323,5565.186,6754.378,6181.952,6275.500,8527.161,7436.192,5727.781,4911.077
187,6380.694,5608.129,5554.243,6770.567,6195.190,6273.500,8568.354,7454.885,5751.562,4917.346
188,6357.111,5579.129,5551.614,6731.946,6221.190,6247.625,8585.387,7414.539,5833.812,4929.423
189,6385.778,5603.419,5545.986,6769.081,6181.095,6296.562,8653.032,7484.423,5847.375,4915.692
190,6361.139,5568.484,5552.471,6774.729,6233.286,6294.125,8728.290,7446.269,5911.000,4919.346
191,6388.194,5592.516,5562.471,6773.703,6227.048,6235.750,8736.742,7461.923,5988.469,4905.692
192,6394.111,5549.419,5570.057,6770.216,6243.000,6294.062,8755.968,7494.615,5972.812,4904.308
193,6370.056,5591.903,5577.114,6749.892,6260.476,6284.062,8823.258,7482.231,6031.000,4895.192
194,6380.111,5577.064,5583.943,6718.108,6298.667,6284.312,8856.839,7436.885,6035.438,4937.769
195,6404.028,5580.968,5559.714,6795.567,6246.952,6228.000,8900.451,7479.346,6101.562,4920.115
196,6392.389,5592.807,5559.386,6736.784,6276.810,6274.812,8883.226,7471.808,6082.156,4897.961
197,6394.306,5566.000,5558.714,6742.243,6262.048,6254.938,8896.161,7453.961,6155.656,4934.154
198,6372.333,5592.226,5582.500,6755.271,6238.190,6253.688,8942.613,7446.192,6213.500,4904.269
199,6379.083,5595.097,5574.414,6743.811,6320.667,6210.625,8953.483,7496.846,6202.562,4938.385
200,6356.861,5564.871,5566.429,6728.946,6276.667,6242.375,8942.871,7470.154,6225.125,4865.231
201,6376.417,5603.742,5564.300,6752.297,6281.476,6220.438,8962.871,7489.846,6212.156,4903.115
202,6361.750,5577.032,5579.043,6729.973,6295.952,6219.000,8943.774,7440.731,6237.969,4882.500
203,6330.583,5549.226,5561.686,6776.648,6255.143,6216.875,9016.839,7454.385,6214.750,4905.923
204,6316.111,5536.291,5562.943,6784.243,6298.857,6248.062,8936.646,7464.154,6276.812,4936.077
205,6331.056,5568.581,5558.357,6791.784,6322.190,6258.062,8928.839,7438.385,6269.375,4907.423
206,6356.417,5547.064,5562.186,6747.595,6269.238,6273.562,8986.936,7477.039,6248.969,4907.923
207,6339.361,5519.936,5567.600,6757.676,6297.810,6238.500,8961.678,7453.308,6287.750,4933.308
208,6344.500,5535.226,5556.900,6748.189,6302.762,6240.875,8973.483,7435.269,6305.312,4928.039
209,6326.806,5534.387,5565.386,6797.027,6288.190,6227.875,8949.936,7426.461,6328.406,4912.423
210,6319.750,5539.452,5550.529,6793.324,6330.571,6165.062,8911.161,7441.961,6313.094,4917.846
211,6328.778,5581.064,5537.243,6794.757,6308.048,6225.562,8904.322,7438.923,6288.781,4925.423
212,6329.194,5541.193,5572.900,6752.486,6323.952,6211.188,8921.354,7436.885,6299.375,4923.385
213,6310.222,5529.548,5556.900,6768.433,6333.619,6252.438,8915.032,7381.346,6264.531,4890.000
214,6311.806,5552.129,5560.857,6803.027,6301.333,6261.125,8905.193,7407.192,6233.156,4906.500
215,6263.944,5527.936,5558.128,6774.865,6326.238,6216.750,8889.032,7378.231,6259.875,4927.846
216,6281.472,5568.097,5529.843,6807.405,6374.571,6214.375,8797.354,7388.039,6210.875,4897.308
217,6261.861,5503.258,5546.486,6781.297,6318.714,6217.375,8838.936,7380.846,6202.469,4889.192
218,6270.806,5543.193,5539.814,6778.946,6331.476,6221.750,8777.483,7379.192,6226.594,4920.346
219,6302.583,5513.581,5547.757,6826.378,6303.190,6218.312,8774.807,7378.461,6196.062,4951.115
220,6269.778,5534.032,5554.814,6775.784,6347.429,6194.688,8727.968,7365.808,6179.312,4929.615
221,6235.667,5531.871,5552.186,6782.757,6338.905,6201.062,8737.871,7371.539,6156.906,4906.539
222,6266.194,5483.161,5536.514,6833.459,6304.333,6171.750,8748.646,7308.692,6161.000,4923.846
223,6259.917,5512.161,5542.872,6820.648,6379.238,6228.250,8704.064,7334.923,6109.188,4906.115
224,6272.333,5505.613,5532.329,6803.811,6387.857,6225.562,8655.678,7315.115,6130.625,4905.192
225,6248.528,5520.193,5527.000,6787.757,6363.810,6195.000,8643.678,7329.923,6087.375,4948.308
226,6260.444,5491.258,5555.729,6819.946,6360.381,6214.500,8615.419,7315.577,6068.281,4923.000
227,6263.944,5500.193,5555.957,6775.405,6328.905,6193.312,8619.322,7281.577,6059.375,4920.654
228,6264.361,5494.097,5533.372,6810.189,6343.095,6171.875,8582.129,7283.846,6084.938,4925.923
