 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6
113,3633.619,4481.794,4265.323,3620.806,3592.912,4574.188
114,3772.095,4595.441,4285.097,4123.806,3980.529,4683.812
115,3859.928,4697.176,4396.709,4596.694,4359.147,4728.344
116,3975.976,4792.235,4522.032,4995.694,4770.529,4806.750
117,4055.548,4839.912,4647.064,5254.722,5113.176,4869.781
118,4124.357,4855.059,4762.903,5469.556,5463.088,4919.062
119,4167.976,4882.676,4839.452,5582.806,5754.882,4915.812
120,4176.000,4907.559,4860.129,5675.722,6022.147,4960.781
121,4214.524,4924.941,4912.581,5724.028,6194.324,4965.375
122,4205.429,4951.265,4951.484,5738.889,6391.029,4981.375
123,4236.452,4943.941,5014.677,5790.667,6437.353,4987.719
124,4259.500,4949.853,5033.323,5798.972,6489.824,4982.531
125,4266.381,4959.324,5021.387,5828.556,6541.235,5018.219
126,4275.262,4959.029,5028.871,5860.250,6576.853,4990.719
127,4273.548,4965.176,5053.387,5804.083,6574.471,4976.875
128,4282.762,4982.912,5085.452,5871.333,6617.647,4972.875
129,4263.452,4935.441,5074.936,5862.806,6593.824,4971.500
130,4269.714,4949.118,5078.548,5852.389,6600.118,4959.938
131,4257.476,4973.853,5103.968,5822.000,6626.382,4989.062
132,4241.643,4952.324,5078.355,5785.556,6641.647,4947.688
133,4224.643,4972.412,5055.516,5816.194,6626.706,4911.062
134,4229.357,4973.882,5015.129,5848.056,6563.441,4916.719
135,4200.762,4944.618,4983.839,5854.583,6567.676,4895.625
136,4189.714,4952.559,4958.839,5852.167,6538.794,4852.281
137,4184.071,4995.971,4947.581,5846.694,6500.588,4864.719
138,4173.095,4956.382,4928.581,5849.389,6486.706,4837.688
139,4157.405,4953.235,4889.548,5818.917,6455.500,4815.094
140,4169.262,4938.324,4835.936,5792.750,6526.735,4803.438
141,4113.786,4962.206,4785.936,5783.222,6446.441,4796.750
142,4097.143,4930.941,4798.807,5793.944,6446.706,4809.531
143,4078.548,4898.618,4787.936,5771.861,6359.500,4821.594
144,4059.881,4936.382,4775.936,5837.389,6366.647,4835.531
145,4076.976,4969.412,4730.387,5809.361,6343.235,4797.000
146,4065.881,4914.676,4738.709,5800.361,6297.353,4781.875
147,4052.952,4889.471,4685.742,5734.333,6311.088,4771.562
148,4038.190,4910.471,4697.709,5749.000,6289.706,4751.062
149,4032.262,4891.529,4637.226,5761.361,6264.588,4734.844
150,3998.548,4868.471,4643.129,5745.389,6240.559,4727.156
151,3997.572,4906.412,4603.903,5779.694,6252.647,4705.625
152,3962.000,4893.088,4620.323,5708.167,6157.559,4666.625
153,3952.810,4920.471,4573.226,5778.333,6135.235,4711.844
154,3935.333,4861.971,4586.258,5698.056,6068.941,4676.875
155,3921.833,4881.029,4535.032,5711.861,6034.441,4653.938
156,3903.476,4932.206,4515.903,5722.167,6028.147,4645.656
157,3889.119,4839.853,4531.355,5702.250,5986.765,4666.469
158,3882.072,4890.676,4511.291,5700.639,5959.176,4655.562
159,3874.405,4879.265,4502.742,5718.417,5926.029,4632.406
160,3860.357,4864.853,4469.129,5628.417,5845.529,4648.500
161,3863.738,4833.912,4430.097,5642.972,5784.794,4601.000
162,3824.333,4815.500,4409.161,5616.917,5774.324,4586.688
163,3818.167,4826.676,4438.452,5607.111,5705.265,4592.844
164,3815.500,4798.559,4430.677,5570.056,5664.588,4612.031
165,3784.690,4796.912,4411.226,5552.611,5643.353,4576.906
166,3774.000,4764.735,4415.645,5478.500,5578.206,4589.656
167,3757.857,4745.441,4418.742,5494.806,5536.765,4568.719
168,3750.810,4725.147,4400.839,5468.250,5483.529,4587.625
169,3716.048,4694.765,4385.258,5494.000,5476.088,4547.062
170,3721.428,4667.294,4391.677,5481.083,5476.176,4554.000
171,3711.000,4622.235,4364.581,5496.139,5421.412,4565.562
172,3690.500,4647.971,4371.581,5458.417,5418.118,4571.906
173,3644.762,4671.765,4371.581,5357.806,5397.706,4544.594
174,3647.238,4684.000,4361.129,5355.278,5355.559,4544.000
175,3640.405,4687.176,4352.516,5335.750,5303.088,4546.312
176,3633.690,4664.382,4338.903,5375.833,5221.029,4520.656
177,3623.762,4639.618,4321.709,5279.500,5176.941,4490.750
178,3604.143,4603.029,4313.161,5249.111,5146.941,4516.250
179,3592.976,4615.147,4341.258,5247.667,5142.971,4520.781
180,3584.000,4559.882,4314.161,5220.250,5103.706,4540.156
181,3580.024,4578.882,4318.484,5187.583,5083.618,4508.469
182,3572.238,4540.206,4308.645,5150.056,5021.324,4478.656
183,3539.928,4529.559,4330.516,5110.639,4973.676,4507.062
184,3534.500,4493.765,4295.032,5097.306,4958.206,4538.938
185,3534.500,4478.176,4308.968,5093.028,4901.088,4524.688
186,3517.000,4492.794,4284.032,5066.444,4868.412,4523.344
187,3517.762,4443.912,4264.774,5025.806,4817.235,4492.188
188,3516.881,4416.647,4306.226,4993.472,4800.588,4501.719
189,3479.095,4384.206,4291.709,4969.444,4777.853,4516.406
190,3481.048,4392.235,4279.097,4964.472,4714.971,4505.094
191,3464.524,4395.294,4279.452,4900.611,4679.265,4477.031
192,3466.143,4385.235,4264.936,4867.306,4680.059,4477.219
193,3456.310,4346.882,4274.742,4816.778,4630.941,4482.594
194,3448.833,4335.118,4273.742,4845.167,4608.294,4470.625
195,3432.119,4321.912,4253.839,4818.278,4626.265,4486.156
196,3427.119,4321.147,4259.613,4791.083,4569.647,4500.188
197,3422.333,4285.500,4275.581,4749.333,4526.118,4476.344
198,3421.810,4304.382,4260.613,4682.778,4519.412,4485.688
199,3424.572,4294.706,4270.032,4723.083,4474.882,4487.719
200,3396.452,4286.941,4251.000,4712.250,4450.971,4486.125
201,3403.476,4256.147,4276.291,4653.306,4419.794,4468.625
202,3383.000,4255.706,4269.097,4633.833,4388.471,4467.719
203,3395.357,4238.559,4267.677,4641.750,4353.000,4483.219
204,3380.857,4229.088,4242.097,4545.722,4348.118,4477.344
205,3396.786,4199.441,4232.323,4519.778,4317.853,4462.344
206,3370.572,4225.706,4241.226,4498.694,4326.794,4478.500
207,3376.286,4217.618,4222.064,4461.333,4324.000,4492.656
208,3358.881,4202.500,4264.871,4437.194,4298.647,4488.531
209,3349.072,4187.235,4203.226,4424.972,4292.265,4485.156
210,3354.214,4220.176,4238.161,4402.083,4298.912,4480.438
211,3350.095,4192.735,4246.419,4373.139,4253.794,4479.438
212,3351.000,4159.853,4248.323,4369.389,4206.059,4469.031
213,3335.381,4188.912,4244.258,4367.083,4206.441,4482.781
214,3323.548,4148.676,4244.258,4331.444,4165.618,4479.156
215,3331.072,4170.324,4242.581,4320.667,4142.647,4492.875
216,3312.714,4129.882,4235.193,4290.861,4136.706,4482.250
217,3314.786,4158.735,4214.936,4269.528,4123.029,4499.469
218,3332.310,4167.294,4268.871,4260.194,4110.559,4480.594
219,3324.000,4155.000,4261.581,4248.611,4051.559,4482.219
220,3305.214,4134.147,4219.936,4225.056,4070.677,4487.094
221,3293.500,4128.853,4232.548,4240.667,4025.588,4500.812
222,3321.690,4128.029,4221.064,4215.167,4029.853,4469.500
223,3301.119,4119.559,4242.936,4178.472,4022.971,4462.469
224,3284.072,4122.176,4249.516,4201.889,3995.971,4466.281
225,3296.238,4132.353,4231.097,4178.333,3975.265,4460.531
226,3308.310,4108.853,4241.064,4153.917,3984.706,4497.250
227,3287.143,4099.088,4219.839,4154.833,3947.559,4477.594
228,3302.643,4112.353,4219.774,4110.861,3922.941,4449.312
229,3277.857,4126.029,4217.452,4108.611,3912.294,4445.125
230,3281.976,4112.324,4244.387,4114.000,3896.912,4470.750
231,3263.310,4093.735,4216.516,4032.278,3897.088,4499.125
232,3272.143,4106.235,4240.774,3998.583,3892.971,4465.219
233,3271.690,4094.618,4236.677,4023.667,3851.294,4448.219
234,3262.095,4102.353,4182.387,4007.222,3866.088,4456.000
235,3251.024,4083.353,4275.903,3972.889,3833.971,4455.906
236,3251.476,4082.147,4211.936,3968.333,3853.265,4440.656
237,3248.714,4104.882,4231.193,3938.472,3801.588,4449.625
238,3273.881,4085.412,4202.581,3925.333,3806.529,4450.250
239,3236.428,4099.618,4234.581,3896.417,3780.941,4461.438
240,3259.857,4075.353,4215.419,3903.833,3779.118,4448.156
241,3256.690,4100.824,4214.452,3872.500,3779.794,4471.469
242,3248.762,4089.441,4219.516,3865.639,3728.529,4460.906
243,3249.190,4080.735,4220.677,3845.139,3753.647,4453.375
244,3245.976,4078.823,4222.258,3852.028,3715.882,4453.625
245,3242.833,4080.235,4218.226,3836.694,3734.235,4469.875
246,3226.881,4069.471,4232.032,3823.278,3715.941,4466.250
247,3250.643,4083.912,4240.548,3832.806,3715.735,4463.094
248,3246.262,4073.294,4231.291,3853.222,3756.353,4480.969
249,3226.333,4089.794,4220.355,3861.333,3761.559,4481.000
250,3255.262,4088.177,4224.871,3866.472,3760.088,4472.469
251,3256.143,4056.588,4239.291,3838.750,3768.353,4470.656
252,3243.310,4080.912,4236.871,3857.806,3743.265,4464.312
253,3248.857,4078.265,4232.774,3809.333,3734.823,4482.531
254,3228.405,4095.618,4227.064,3836.167,3737.735,4461.844
255,3232.381,4071.147,4199.387,3820.306,3730.794,4457.406
256,3227.214,4040.823,4208.645,3785.472,3684.029,4477.344
257,3233.238,4082.059,4215.193,3789.028,3710.353,4465.719
258,3224.476,4059.323,4209.807,3772.833,3656.735,4470.500
259,3230.714,4065.206,4224.161,3748.833,3646.941,4479.562
260,3227.119,4047.353,4200.064,3719.556,3658.029,4451.969
261,3239.952,4035.677,4209.161,3733.167,3642.588,4464.938
262,3224.143,4058.000,4219.064,3688.000,3643.529,4440.938
263,3219.190,4040.735,4183.032,3691.194,3627.706,4463.500
264,3222.643,4080.529,4218.226,3653.778,3602.177,4433.938
265,3221.310,4069.882,4226.645,3629.639,3603.235,4478.969
266,3229.595,4063.618,4198.581,3629.417,3612.353,4446.000
267,3228.928,4053.794,4225.193,3634.806,3606.706,4472.562
268,3221.905,4045.618,4226.226,3580.861,3598.912,4451.812
269,3203.928,4062.147,4218.226,3561.806,3609.059,4471.219
270,3228.881,4068.323,4217.097,3568.861,3577.735,4463.594
271,3211.928,4024.823,4231.709,3556.500,3582.971,4443.906
272,3219.952,4060.559,4179.774,3569.417,3553.853,4463.344
273,3223.095,4058.147,4218.774,3537.917,3550.059,4434.750
274,3192.333,4049.794,4234.258,3526.139,3542.000,4448.438
275,3207.119,4047.118,4223.129,3514.889,3543.294,4461.500
276,3211.667,4041.794,4203.323,3509.556,3534.500,4465.844
277,3200.833,4046.882,4183.516,3504.056,3540.441,4462.969
278,3223.167,4057.000,4204.613,3494.028,3518.118,4440.906
279,3182.119,4046.000,4210.291,3483.917,3514.647,4434.688
280,3206.428,4042.118,4192.839,3481.556,3525.823,4437.438
281,3213.357,4064.235,4230.161,3498.111,3510.029,4463.094
282,3193.500,4033.382,4224.419,3477.417,3496.559,4455.281
283,3214.714,4064.323,4210.064,3466.139,3492.088,4480.375
284,3205.357,4040.647,4193.355,3444.861,3492.000,4455.031
285,3187.714,4046.412,4213.129,3445.667,3502.412,4441.438
286,3196.500,4065.147,4242.709,3437.639,3493.177,4458.781
287,3218.143,4038.265,4193.871,3414.972,3462.853,4464.406
288,3199.667,4039.677,4212.032,3434.250,3464.441,4463.750
289,3195.476,4029.941,4204.968,3411.528,3456.382,4451.938
290,3206.310,4045.000,4202.774,3385.722,3433.853,4429.562
291,3207.238,4057.323,4201.291,3409.611,3457.177,4439.094
292,3205.976,4050.794,4226.677,3418.250,3476.323,4456.469
293,3191.524,4044.853,4213.291,3392.806,3462.088,4442.344
294,3206.262,4054.941,4234.871,3408.278,3419.588,4451.719
295,3207.976,4062.441,4210.903,3375.028,3426.147,4458.906
296,3193.786,4027.412,4202.452,3373.639,3409.882,4439.062
297,3207.762,4041.294,4219.548,3375.722,3432.206,4430.531
298,3190.667,4045.500,4202.516,3358.972,3422.029,4450.844
299,3168.714,4023.177,4188.774,3347.611,3402.647,4426.156
300,3182.381,4044.118,4231.452,3341.944,3416.765,4440.500
301,3186.476,4047.529,4210.548,3345.361,3396.588,4453.812
302,3169.310,4031.559,4191.709,3342.667,3389.235,4438.094
303,3188.286,4041.500,4185.903,3321.389,3391.206,4432.250
304,3174.190,4009.029,4203.323,3324.306,3398.735,4449.750
305,3193.286,4023.941,4189.291,3316.278,3378.559,4480.188
306,3184.476,4034.382,4192.484,3305.306,3389.559,4442.938
307,3193.000,4049.294,4213.677,3292.139,3398.500,4446.719
308,3207.810,4043.235,4196.709,3294.167,3376.412,4447.781
309,3192.786,4030.882,4199.839,3307.611,3386.088,4442.875
310,3192.000,4028.382,4200.193,3277.361,3399.853,4454.844
311,3169.476,4027.088,4223.742,3272.389,3382.677,4447.969
312,3184.833,4028.765,4216.774,3267.167,3365.265,4434.781
313,3188.976,4043.765,4200.709,3259.306,3370.706,4460.562
314,3182.548,4019.912,4189.839,3240.611,3358.206,4433.938
315,3181.048,4015.588,4212.452,3254.917,3372.412,4422.125
316,3177.214,4035.588,4209.419,3239.167,3381.029,4431.594
317,3173.143,4049.088,4198.581,3247.306,3367.177,4444.938
318,3180.190,4032.500,4194.000,3254.389,3342.118,4437.125
319,3183.095,4057.500,4186.839,3232.611,3373.500,4431.250
320,3178.476,4039.706,4201.161,3227.389,3342.588,4450.188
321,3193.762,4022.147,4185.936,3223.500,3364.382,4428.188
322,3192.238,4049.029,4198.968,3231.750,3346.235,4448.375
323,3192.690,4026.882,4181.677,3232.444,3358.323,4435.406
324,3189.667,4038.765,4217.226,3232.194,3331.500,4435.062
325,3191.833,4066.412,4189.645,3214.056,3333.735,4448.125
326,3162.143,4045.177,4189.064,3211.278,3336.588,4437.844
327,3163.143,4029.823,4198.709,3214.472,3318.441,4409.938
328,3189.286,4030.500,4198.097,3206.500,3331.323,4450.719
329,3175.167,4041.118,4168.097,3209.000,3328.971,4414.156
330,3176.643,4025.382,4211.968,3210.306,3331.235,4455.656
331,3155.928,4045.529,4206.516,3201.222,3306.794,4449.875
332,3185.690,4051.412,4205.291,3209.806,3357.441,4405.156
333,3159.786,4017.941,4181.903,3198.444,3304.147,4441.406
334,3172.214,4027.088,4204.323,3195.306,3292.971,4424.969
335,3171.500,4019.912,4208.903,3202.222,3319.735,4443.875
336,3175.524,4005.323,4204.032,3187.944,3299.235,4450.688
337,3181.190,4021.765,4191.968,3189.611,3282.382,4457.562
338,3173.572,4029.412,4210.548,3194.333,3304.853,4441.406
339,3178.905,4021.794,4221.807,3182.861,3316.823,4433.750
340,3162.095,4007.559,4201.871,3185.444,3307.677,4434.500
341,3152.095,4012.177,4171.516,3156.639,3301.412,4454.750
342,3167.690,4020.294,4219.871,3150.611,3308.323,4449.531
343,3162.333,4040.206,4178.677,3153.806,3287.647,4452.438
344,3174.333,4023.529,4179.903,3165.028,3297.706,4444.250
345,3167.881,4032.853,4192.097,3162.028,3274.177,4445.812
346,3169.024,4024.559,4198.742,3183.000,3285.177,4437.969
347,3174.119,4032.441,4190.419,3163.861,3284.500,4426.625
348,3167.357,4038.000,4213.516,3165.889,3289.941,4422.188
349,3165.976,4039.618,4171.258,3149.194,3273.882,4431.875
350,3177.024,4018.088,4181.968,3142.806,3286.206,4437.469
351,3166.310,4032.853,4177.645,3146.972,3289.529,4412.469
352,3184.048,4024.794,4217.226,3142.861,3262.029,4411.844
353,3168.548,4037.029,4184.548,3127.500,3285.147,4439.469
354,3161.452,4034.294,4213.968,3153.083,3294.441,4436.906
355,3167.405,4004.853,4189.226,3169.083,3268.735,4437.531
356,3168.619,4024.029,4198.774,3154.750,3290.088,4421.969
357,3164.572,4026.735,4178.291,3144.611,3274.235,4440.375
358,3156.381,4022.353,4205.000,3121.778,3270.353,4437.594
359,3174.000,3999.000,4215.419,3123.528,3294.912,4442.438
360,3171.357,4015.647,4189.097,3134.833,3275.147,4423.750
361,3162.572,4018.971,4208.677,3124.111,3296.265,4447.719
362,3169.810,4022.971,4183.097,3136.611,3263.823,4447.156
363,3176.190,4017.118,4211.452,3126.833,3266.118,4438.812
364,3175.524,4034.441,4194.709,3123.139,3254.147,4429.812
365,3184.238,4026.412,4188.000,3119.306,3277.323,4449.875
366,3173.428,3999.323,4210.839,3096.722,3268.265,4433.562
367,3172.619,4038.823,4185.387,3121.389,3272.294,4426.531
368,3176.381,4023.912,4179.161,3135.333,3263.441,4433.156
369,3154.905,4029.971,4195.709,3121.778,3248.588,4440.531
370,3178.905,4017.294,4218.000,3121.222,3253.647,4421.719
371,3163.952,4031.265,4181.936,3120.417,3254.500,4432.938
372,3159.786,4007.853,4192.193,3106.444,3267.294,4453.438
373,3157.500,4009.353,4189.613,3111.611,3257.588,4427.688
374,3181.738,3998.677,4226.581,3102.000,3250.029,4454.469
375,3176.452,3994.706,4216.000,3127.361,3250.265,4431.438
376,3153.095,4032.177,4185.000,3106.694,3262.177,4441.906
377,3160.024,4007.441,4183.032,3106.167,3237.029,4446.312
378,3147.167,4021.206,4171.258,3118.167,3255.235,4448.062
379,3149.500,4015.059,4178.291,3097.417,3242.235,4446.594
380,3172.238,4016.529,4175.161,3120.556,3247.971,4453.156
381,3164.119,4032.735,4207.258,3083.750,3254.765,4448.062
382,3174.928,4038.059,4197.387,3105.417,3233.471,4436.906
383,3190.214,4037.059,4179.129,3111.389,3246.118,4435.438
384,3157.024,4025.382,4155.774,3102.639,3226.735,4436.250
385,3169.286,4011.912,4180.000,3058.167,3242.647,4419.719
386,3156.833,4023.529,4206.709,3081.917,3233.853,4428.219
387,3163.619,4023.147,4172.355,3080.083,3244.177,4461.844
388,3172.857,4042.441,4193.387,3100.917,3243.235,4424.156
389,3180.786,4019.971,4180.226,3086.583,3221.677,4435.062
390,3174.143,4007.412,4190.258,3068.750,3227.265,4442.000
391,3153.000,4026.500,4196.581,3072.806,3233.000,4455.562
392,3164.833,4030.529,4199.742,3071.028,3240.941,4461.094
393,3187.714,4020.147,4183.484,3088.167,3247.382,4456.375
394,3171.167,4032.206,4167.323,3081.000,3249.206,4451.250
395,3180.833,4015.000,4189.064,3079.778,3245.441,4447.219
396,3166.452,4015.235,4191.807,3065.972,3224.500,4421.375
397,3160.928,4036.294,4158.581,3056.083,3228.647,4452.625
398,3178.190,4025.177,4197.419,3050.028,3247.206,4426.562
399,3152.714,4030.323,4168.064,3062.028,3254.823,4417.125
400,3178.928,4010.382,4188.807,3065.222,3253.471,4423.875
401,3158.428,4033.382,4184.032,3053.972,3229.471,4426.656
402,3150.905,4021.559,4186.000,3063.278,3237.794,4438.094
403,3178.119,4040.059,4199.613,3040.167,3228.559,4453.656
404,3185.619,4045.618,4209.774,3050.083,3246.559,4449.188
405,3176.572,4030.177,4200.129,3049.361,3234.618,4442.438
406,3176.238,4053.265,4190.581,3057.500,3233.265,4454.188
407,3168.048,4023.559,4228.193,3065.056,3221.323,4435.812
408,3171.262,4021.294,4218.645,3046.778,3231.559,4435.281
409,3177.190,4036.147,4198.258,3039.694,3234.765,4441.469
410,3169.905,4028.147,4198.000,3072.583,3246.147,4425.594
411,3169.072,4033.882,4198.936,3050.111,3224.706,4432.250
412,3172.167,4027.088,4201.097,3044.750,3221.794,4413.656
413,3171.619,4035.529,4201.709,3060.361,3224.912,4430.125
414,3164.310,4022.941,4197.129,3073.000,3197.765,4436.125
415,3179.690,4031.441,4226.419,3051.194,3211.500,4403.906
416,3176.619,4015.853,4177.968,3040.750,3233.147,4452.688
417,3162.214,4011.000,4192.677,3037.361,3237.853,4424.688
418,3167.714,4014.382,4199.323,3038.083,3242.677,4427.375
419,3145.214,4024.353,4216.000,3023.000,3234.941,4438.406
420,3182.881,4000.382,4202.936,3040.417,3222.000,4439.875
421,3173.572,4037.647,4185.677,3036.389,3229.000,4454.031
422,3143.976,4002.618,4190.291,3032.194,3231.823,4433.500
423,3157.428,4046.441,4188.645,3042.417,3224.382,4414.750
424,3136.143,4024.206,4186.677,3037.806,3213.147,4433.500
425,3158.952,4038.147,4196.193,3038.333,3211.206,4456.344
426,3169.167,4003.265,4225.774,3037.306,3219.323,4432.875
427,3163.548,4025.471,4214.677,3051.694,3200.971,4450.500
428,3172.928,4053.529,4205.129,3033.972,3226.206,4414.250
429,3175.381,4026.677,4228.419,3054.361,3203.500,4439.688
430,3176.310,4025.471,4200.000,3044.528,3216.706,4439.281
431,3154.762,4041.294,4190.484,3050.944,3211.147,4436.500
432,3164.214,4029.000,4195.226,3038.111,3193.323,4460.000
433,3160.452,4039.529,4187.516,3035.528,3227.412,4466.000
434,3142.952,4021.647,4175.452,3053.028,3212.088,4436.344
435,3184.881,4020.765,4181.839,3032.861,3207.823,4454.594
