 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6
436,3179.190,4007.853,4204.903,3014.694,3217.147,4446.094
437,3164.524,4033.882,4199.516,3025.389,3220.853,4420.344
438,3171.548,4014.765,4211.709,2995.111,3202.559,4433.594
439,3176.167,4009.765,4224.677,3066.861,3221.853,4445.688
440,3166.119,4036.677,4217.097,3018.417,3210.618,4429.094
441,3161.690,4013.294,4191.903,3041.583,3199.441,4449.406
442,3159.810,4047.647,4200.742,3024.417,3218.588,4457.656
443,3138.714,4022.588,4193.839,3007.417,3210.471,4441.062
444,3156.310,4018.000,4176.742,3013.500,3214.765,4430.031
445,3141.643,4034.529,4188.968,3034.972,3232.177,4450.469
446,3151.833,4025.471,4184.581,3030.472,3213.618,4444.656
447,3169.238,4027.618,4175.419,3044.083,3219.588,4388.125
448,3161.928,4020.294,4196.516,3018.917,3203.912,4422.844
449,3143.762,4041.971,4201.064,3025.361,3202.000,4453.656
450,3184.524,4019.294,4192.645,3015.056,3200.882,4444.375
451,3166.238,4033.118,4191.871,3025.889,3214.735,4432.312
452,3173.048,4024.677,4202.484,3033.389,3192.353,4440.750
453,3146.738,4033.941,4191.645,3001.694,3201.177,4448.000
454,3164.833,4044.059,4213.000,3023.250,3206.971,4444.750
455,3167.619,4036.706,4187.709,3014.250,3209.059,4431.781
456,3152.905,4034.706,4179.419,3036.694,3208.941,4453.281
457,3170.405,4019.677,4181.968,3010.722,3207.912,4413.062
458,3156.262,4038.500,4200.677,3014.778,3226.441,4442.469
459,3135.310,4018.500,4205.742,3017.389,3178.323,4438.438
460,3156.500,4024.559,4189.000,3016.333,3199.882,4405.344
461,3172.810,4036.029,4195.193,3021.389,3217.735,4456.281
462,3162.405,4013.853,4203.000,3011.806,3175.265,4451.688
463,3150.048,4015.441,4187.258,3019.972,3195.500,4441.562
464,3152.572,4013.559,4206.613,3030.472,3216.529,4417.719
465,3147.119,4009.294,4228.516,3013.278,3203.088,4438.969
466,3169.928,4010.441,4190.419,3011.917,3206.235,4430.688
467,3154.452,4020.353,4217.677,3020.417,3207.853,4464.000
468,3165.095,4025.294,4185.387,3011.722,3212.823,4437.281
469,3158.595,4042.529,4201.032,3000.083,3208.206,4441.312
470,3157.976,4010.677,4220.258,3003.639,3184.323,4429.031
471,3143.738,4015.853,4156.323,2997.000,3207.177,4449.188
472,3157.810,4003.294,4208.936,2996.167,3180.912,4452.188
473,3154.214,4024.029,4180.968,3001.806,3207.412,4438.469
474,3154.690,4027.618,4197.355,3002.778,3189.382,4439.531
475,3151.452,4046.118,4200.064,3025.889,3182.853,4439.375
476,3146.476,4054.118,4200.839,3005.250,3199.706,4435.656
477,3154.857,4036.500,4185.968,3000.028,3217.323,4461.906
478,3168.976,4031.471,4217.871,3012.889,3186.588,4427.969
479,3164.310,4052.559,4190.903,3015.333,3213.529,4450.281
480,3159.690,4014.529,4193.161,2985.778,3190.500,4438.156
481,3168.428,4035.441,4165.645,3014.917,3177.853,4442.281
482,3166.119,4028.382,4194.323,3011.167,3184.941,4437.312
483,3175.881,4017.059,4193.968,3004.444,3210.794,4443.906
484,3163.072,4036.441,4208.677,3001.639,3193.559,4457.125
485,3150.405,4028.912,4176.807,3005.806,3211.206,4435.750
486,3166.810,4011.706,4185.613,3032.111,3188.382,4433.156
487,3161.524,4025.971,4212.097,3012.111,3204.235,4464.750
488,3157.500,4045.235,4216.387,3005.694,3195.265,4448.531
489,3178.810,4039.823,4196.936,2991.556,3220.823,4412.844
490,3154.500,4029.294,4199.581,3000.611,3181.441,4425.188
491,3165.833,4050.735,4182.000,2994.444,3200.765,4437.562
492,3147.262,4025.000,4200.742,3013.361,3188.618,4429.406
493,3168.595,4029.823,4221.129,3013.889,3188.853,4425.094
494,3172.928,4004.029,4208.291,3011.806,3193.177,4446.812
495,3149.452,4023.853,4177.807,2988.611,3183.294,4469.781
496,3150.905,4040.735,4195.484,2969.944,3200.118,4421.500
497,3165.714,4009.971,4173.742,2998.167,3175.559,4456.594
498,3155.000,4026.912,4188.807,2988.778,3193.647,4459.875
499,3156.500,3998.765,4181.000,2989.667,3192.971,4453.344
500,3143.310,4023.059,4191.129,3010.056,3185.294,4449.719
501,3161.643,4012.794,4186.323,3005.639,3211.353,4447.438
502,3155.714,4025.853,4202.903,3002.278,3200.323,4458.969
503,3153.238,4026.941,4169.742,2993.056,3195.765,4458.531
504,3180.500,4005.382,4219.839,3008.167,3206.412,4431.562
505,3161.381,4039.706,4181.226,3017.194,3183.412,4450.062
506,3167.500,4023.323,4197.452,2993.361,3199.735,4429.781
507,3166.286,4016.618,4194.548,3015.889,3190.118,4448.688
508,3150.381,4052.765,4211.807,3002.250,3198.941,4437.312
509,3162.857,4044.912,4178.677,3027.167,3194.118,4445.656
510,3182.405,4056.706,4171.548,3009.667,3195.912,4470.750
511,3170.000,4036.823,4184.323,3026.028,3204.294,4421.312
512,3156.476,4050.382,4207.452,3025.583,3207.441,4459.469
513,3152.262,4056.382,4190.871,3020.750,3217.735,4451.344
514,3153.810,4055.412,4190.226,3016.972,3214.735,4452.906
515,3181.500,4049.471,4184.709,3014.222,3209.735,4465.000
516,3171.167,4022.853,4175.903,3030.639,3202.177,4436.469
517,3164.476,4054.147,4235.613,3025.306,3206.618,4441.469
518,3170.690,4025.647,4165.129,3011.194,3191.323,4456.688
519,3154.905,4022.471,4200.419,3010.083,3207.941,4453.031
520,3178.595,4016.971,4165.226,3004.639,3204.559,4429.000
521,3145.738,4030.265,4188.709,3006.528,3212.794,4451.656
522,3147.905,3998.412,4205.936,3021.417,3175.088,4459.844
523,3165.572,4018.677,4181.419,3023.361,3176.353,4457.688
524,3161.833,4012.882,4185.323,2991.889,3175.088,4434.531
525,3154.905,4030.735,4193.774,3012.111,3206.235,4428.625
526,3161.643,4033.029,4191.709,3014.083,3169.500,4437.062
527,3173.905,4018.882,4198.032,3007.917,3184.059,4471.094
528,3168.119,4017.882,4193.581,3009.333,3183.265,4474.812
529,3175.500,4035.029,4201.129,3014.694,3192.294,4453.688
530,3159.976,4003.735,4207.613,3001.944,3174.559,4451.875
531,3165.428,4026.735,4203.258,2997.556,3187.559,4446.312
532,3160.286,4041.471,4186.968,2982.833,3166.706,4452.156
533,3168.428,4015.382,4212.419,3005.917,3176.147,4443.594
534,3170.762,4029.265,4182.613,2975.389,3175.618,4446.875
535,3163.714,4033.088,4192.387,2995.306,3193.941,4458.062
536,3187.214,4025.471,4216.677,2991.361,3179.677,4446.719
537,3173.619,4018.147,4186.968,2974.083,3190.206,4454.125
538,3166.572,4034.265,4197.484,2992.167,3181.088,4429.688
539,3156.690,4025.147,4209.032,2995.500,3176.382,4424.562
540,3168.000,4009.588,4201.452,2998.972,3195.941,4447.906
541,3172.762,4022.059,4167.129,2983.500,3180.853,4431.188
542,3169.333,4018.088,4228.516,2976.528,3171.500,4462.562
543,3148.214,4002.177,4216.903,2978.583,3192.882,4431.875
544,3166.572,4031.177,4210.291,2992.972,3186.588,4437.125
545,3173.810,4020.529,4206.709,2957.111,3195.412,4438.000
546,3162.667,4037.618,4199.387,2973.667,3175.088,4471.500
547,3169.333,4017.882,4197.839,2962.444,3179.441,4425.156
548,3168.190,3999.147,4196.839,2986.194,3189.559,4436.750
549,3167.000,4040.294,4199.291,2975.167,3165.794,4469.594
550,3159.572,4003.441,4215.968,2980.722,3179.823,4460.781
551,3175.810,3995.029,4178.677,3006.861,3190.971,4426.906
552,3172.167,4030.029,4194.871,2978.639,3171.706,4450.375
553,3164.810,4004.559,4186.032,2960.639,3170.618,4448.344
554,3161.833,4013.529,4199.226,2978.167,3169.265,4439.688
555,3141.786,4031.177,4219.419,2962.778,3175.294,4420.938
556,3159.428,3999.735,4195.355,2977.000,3201.265,4416.125
557,3165.428,4014.412,4187.516,2983.750,3195.059,4455.438
558,3142.405,4036.706,4203.387,2966.556,3195.441,4445.438
559,3173.095,4014.647,4210.484,2959.500,3179.794,4430.625
560,3170.333,4047.235,4185.064,2965.722,3177.588,4455.375
561,3171.500,4001.882,4185.613,2957.972,3197.912,4444.188
562,3177.762,4041.177,4199.871,2977.889,3157.235,4458.750
563,3152.905,4023.147,4200.677,2978.611,3175.471,4447.406
564,3159.786,4031.353,4192.548,2963.222,3180.559,4428.938
565,3152.072,3995.882,4207.677,3000.111,3181.853,4438.969
566,3167.190,4005.382,4210.839,2975.250,3194.000,4440.469
567,3169.952,3978.294,4192.645,2980.194,3185.323,4464.156
568,3173.452,4040.735,4204.000,2967.500,3170.735,4411.188
569,3179.572,4026.118,4182.484,2972.861,3197.559,4423.656
570,3166.881,4020.618,4204.226,2998.083,3197.177,4474.719
571,3152.405,4008.529,4184.097,2958.639,3179.088,4446.906
572,3152.667,4021.882,4211.613,2966.361,3191.147,4440.875
573,3155.595,4027.118,4222.677,2980.083,3165.941,4454.219
574,3174.072,4036.147,4187.871,2968.333,3178.647,4441.312
575,3149.619,4024.559,4165.452,2965.389,3196.529,4449.719
576,3143.786,4014.735,4188.613,2976.917,3179.471,4459.219
577,3154.119,4027.088,4195.742,2964.917,3185.382,4422.812
578,3177.500,4006.382,4216.097,2978.111,3170.765,4447.625
579,3178.310,4034.323,4200.871,2984.611,3176.029,4431.031
580,3161.667,4012.265,4195.193,2978.722,3192.118,4440.125
581,3163.095,4014.235,4187.129,2983.278,3183.147,4435.844
582,3163.548,4014.000,4190.452,2971.000,3172.000,4447.344
583,3160.310,4015.971,4169.548,2976.694,3176.294,4438.344
584,3172.428,4022.706,4180.742,2973.361,3201.559,4407.531
585,3163.143,4039.500,4175.000,2963.167,3169.000,4469.844
586,3150.524,4009.735,4181.226,2961.639,3188.147,4409.438
587,3172.928,4024.382,4189.774,2967.583,3162.177,4443.062
588,3161.619,4021.794,4186.677,2964.333,3164.500,4457.750
589,3139.738,4016.765,4197.291,2953.056,3188.559,4435.406
590,3176.548,4021.294,4187.968,2950.611,3195.088,4432.281
591,3149.476,4008.147,4173.129,2985.722,3161.177,4427.969
592,3146.333,4008.794,4163.452,2962.333,3162.706,4446.500
593,3164.072,4037.088,4184.323,2966.778,3183.000,4444.031
594,3162.952,4024.794,4207.516,2961.833,3158.823,4445.156
595,3153.810,4023.177,4211.291,2959.722,3166.559,4416.875
596,3156.738,4003.118,4188.484,2955.444,3169.353,4426.750
597,3154.738,4004.441,4186.807,2940.806,3182.765,4437.188
598,3162.595,3999.882,4193.452,2966.194,3176.618,4440.812
599,3171.714,4012.029,4199.645,2934.167,3179.882,4458.219
600,3162.762,4028.059,4174.097,2959.222,3172.882,4461.875
601,3156.405,4011.735,4200.709,2968.972,3177.412,4466.656
602,3157.381,3991.765,4169.129,2959.111,3164.735,4471.531
603,3154.119,4025.823,4204.709,2961.444,3179.029,4439.594
604,3150.738,4006.588,4199.064,2954.083,3174.118,4451.156
605,3140.310,4013.088,4172.903,2952.583,3165.588,4415.750
606,3168.500,4029.647,4185.645,2957.667,3174.059,4452.031
607,3162.619,4030.735,4210.387,2961.694,3190.412,4467.000
608,3155.262,4019.147,4168.226,2974.861,3163.559,4428.188
609,3166.262,4009.471,4204.677,2953.556,3182.029,4435.469
610,3161.238,4021.735,4206.226,2947.972,3195.323,4454.438
611,3171.738,4020.529,4189.968,2956.222,3174.000,4430.781
612,3164.428,4025.618,4212.709,2972.583,3181.882,4456.250
613,3154.452,4010.059,4182.968,2942.889,3163.823,4453.812
614,3171.619,4025.029,4220.774,2954.389,3163.059,4430.062
615,3171.190,4001.559,4186.355,2942.833,3188.765,4425.375
616,3145.024,4026.471,4191.032,2943.139,3181.618,4454.812
617,3160.952,4012.177,4203.742,2924.972,3175.441,4442.781
618,3169.476,4025.559,4217.258,2936.500,3180.677,4430.625
619,3147.928,4018.500,4177.807,2933.139,3188.853,4440.281
620,3159.548,4050.706,4182.258,2935.194,3189.559,4431.500
621,3170.714,4024.706,4207.323,2934.833,3171.088,4458.500
622,3157.905,4009.000,4206.129,2938.667,3174.177,4435.750
623,3174.119,4025.853,4188.452,2920.944,3161.059,4441.750
624,3158.333,4026.147,4215.516,2933.556,3179.382,4461.969
625,3158.524,4045.823,4213.484,2926.611,3186.735,4453.438
626,3157.786,4011.059,4180.419,2935.417,3180.941,4428.906
627,3160.667,4007.500,4196.258,2920.278,3183.765,4437.875
628,3170.548,4011.029,4181.613,2935.500,3163.677,4442.688
629,3155.428,4031.794,4191.291,2924.611,3150.500,4474.719
630,3146.619,4005.177,4196.000,2930.778,3187.206,4471.031
631,3157.310,4029.471,4201.000,2920.778,3170.441,4426.125
632,3154.619,4033.088,4191.581,2923.472,3184.677,4445.406
633,3167.428,4004.441,4182.452,2918.417,3187.000,4436.812
634,3152.572,4021.235,4166.774,2916.139,3161.147,4453.531
635,3157.690,3998.882,4196.097,2922.944,3181.441,4442.625
636,3145.833,4031.912,4208.548,2933.444,3178.235,4444.781
637,3171.119,3988.177,4185.774,2927.639,3177.706,4456.469
638,3146.381,4021.882,4182.774,2927.500,3172.647,4412.938
639,3145.833,4033.235,4200.774,2944.972,3174.706,4432.594
640,3155.572,4027.677,4201.129,2945.528,3189.294,4482.250
641,3153.738,4026.706,4155.258,2923.778,3195.029,4431.844
642,3165.738,4018.529,4223.839,2920.639,3184.118,4456.531
643,3153.762,4026.882,4206.613,2945.944,3176.353,4424.531
644,3148.548,4040.677,4172.452,2919.639,3156.294,4449.031
645,3171.262,4028.500,4178.291,2932.167,3178.941,4468.938
646,3167.833,4022.265,4180.968,2936.222,3174.118,4431.125
647,3173.643,4012.588,4188.516,2925.861,3170.559,4466.875
648,3145.286,4027.618,4211.613,2930.028,3180.235,4434.562
649,3154.167,4029.677,4201.516,2945.833,3196.941,4431.125
650,3130.643,4018.118,4182.709,2937.278,3169.265,4444.062
651,3166.690,4036.118,4213.032,2931.389,3178.588,4463.281
652,3154.524,4011.323,4204.064,2941.056,3163.588,4448.000
653,3159.452,4014.735,4208.387,2925.972,3157.647,4450.312
654,3134.952,3994.706,4172.774,2920.139,3162.265,4449.875
655,3174.072,4029.794,4187.291,2923.028,3184.706,4446.594
656,3162.976,4028.529,4184.613,2917.000,3200.412,4459.375
657,3171.214,4007.206,4192.419,2923.833,3176.971,4451.969
658,3166.548,4031.265,4202.839,2921.667,3190.029,4453.750
659,3158.667,4024.265,4189.936,2897.750,3155.559,4437.875
660,3171.476,4029.235,4161.226,2924.806,3160.382,4463.125
661,3173.048,3994.794,4193.871,2918.972,3182.941,4428.125
662,3185.524,4026.882,4228.774,2914.583,3189.441,4448.531
663,3164.595,4019.353,4186.709,2911.333,3172.441,4445.625
664,3140.119,4038.029,4190.323,2911.111,3182.971,4415.625
665,3151.952,4031.971,4215.581,2921.333,3190.382,4424.406
666,3180.024,4010.971,4219.645,2909.111,3208.706,4435.031
667,3172.976,4033.323,4202.323,2909.028,3191.647,4446.031
668,3147.976,4015.618,4221.548,2935.917,3159.000,4448.812
669,3160.762,4013.765,4202.387,2910.250,3178.735,4442.906
670,3165.881,4025.529,4195.774,2938.611,3184.941,4441.250
671,3140.667,4057.323,4206.581,2919.417,3183.382,4412.938
672,3167.167,4030.912,4160.291,2924.389,3174.323,4442.656
673,3169.667,4022.441,4183.291,2933.528,3171.323,4437.312
674,3148.072,4007.882,4203.968,2908.778,3174.971,4450.625
675,3171.381,4025.706,4203.936,2926.556,3181.265,4442.625
676,3159.143,4024.823,4217.032,2906.222,3163.323,4457.750
677,3161.000,4029.382,4214.645,2924.333,3176.382,4448.375
678,3170.190,4023.823,4208.355,2930.306,3176.735,4460.531
679,3143.167,4026.118,4208.839,2921.583,3174.265,4447.531
680,3149.190,4038.118,4200.645,2922.556,3183.588,4459.188
681,3163.428,4042.029,4215.645,2934.361,3182.382,4454.688
682,3167.833,4043.088,4236.516,2941.944,3187.206,4444.469
683,3177.690,4018.971,4178.936,2904.806,3187.677,4451.250
684,3163.928,4042.941,4195.193,2933.583,3165.559,4443.375
685,3147.595,4018.029,4208.968,2926.639,3183.559,4434.719
686,3158.119,4023.294,4204.709,2915.667,3158.265,4468.000
687,3149.762,4011.029,4219.355,2923.333,3179.294,4453.594
688,3161.690,4029.441,4188.032,2915.833,3181.382,4445.969
689,3190.357,4035.882,4201.516,2912.639,3181.559,4444.406
690,3149.405,4026.971,4195.774,2930.750,3168.647,4462.000
691,3165.595,4032.294,4207.452,2908.833,3176.471,4436.469
692,3154.000,4037.206,4190.774,2906.361,3170.559,4463.969
693,3167.333,4002.412,4186.709,2923.056,3190.529,4456.219
694,3164.310,4029.029,4200.774,2918.389,3170.618,4470.500
695,3165.643,4019.559,4202.871,2919.444,3168.147,4434.812
696,3160.452,3994.118,4224.193,2912.806,3178.412,4481.531
697,3169.357,4054.647,4207.129,2927.972,3163.823,4418.406
698,3159.881,4028.794,4205.032,2901.667,3175.882,4466.031
699,3163.024,4018.000,4193.968,2920.611,3180.765,4466.062
700,3164.452,4014.647,4228.193,2920.972,3162.941,4471.438
701,3160.167,3996.029,4206.968,2938.917,3172.265,4458.156
702,3156.952,4052.147,4176.581,2922.222,3169.412,4469.844
703,3165.476,4046.677,4187.000,2911.278,3160.029,4447.812
704,3177.119,4031.088,4208.032,2929.806,3161.294,4456.125
705,3175.476,4007.971,4202.161,2921.333,3163.559,4474.344
706,3160.238,4029.353,4223.774,2941.000,3173.941,4451.594
707,3145.333,4024.059,4187.258,2938.083,3195.471,4488.312
708,3164.286,4029.235,4193.484,2926.889,3178.941,4467.938
709,3167.333,3983.471,4183.226,2935.111,3179.500,4452.375
710,3159.833,4045.088,4212.226,2917.500,3181.323,4450.406
711,3161.928,4016.765,4217.000,2916.167,3164.794,4442.812
712,3177.976,4037.088,4181.064,2918.500,3184.971,4463.125
713,3175.857,4038.647,4209.677,2928.806,3175.971,4441.125
714,3163.595,4021.971,4210.581,2935.194,3180.147,4457.438
715,3153.048,4017.971,4202.871,2921.972,3160.265,4472.906
716,3149.381,4030.353,4211.291,2930.250,3168.735,4447.094
717,3146.000,4023.823,4214.774,2936.472,3177.000,4445.125
718,3179.928,4013.353,4206.161,2924.194,3177.618,4442.969
719,3164.167,4016.177,4198.064,2942.167,3160.588,4424.250
720,3163.048,4021.971,4203.484,2928.889,3174.323,4431.750
721,3165.405,4040.000,4225.613,2940.472,3157.529,4472.438
722,3165.976,4009.559,4219.323,2919.750,3196.353,4436.250
723,3178.333,4038.118,4212.903,2911.833,3152.177,4453.562
724,3159.286,4022.323,4226.839,2915.694,3163.529,4430.281
725,3150.072,4020.735,4182.129,2919.667,3164.794,4440.688
726,3156.881,4022.412,4210.936,2917.056,3184.765,4423.438
727,3161.905,4013.882,4216.516,2919.944,3188.853,4464.000
728,3156.333,4039.118,4193.419,2926.806,3176.823,4487.938
729,3162.381,4040.500,4211.064,2913.722,3161.677,4478.406
730,3159.857,4041.265,4204.355,2929.667,3190.559,4440.000
731,3169.286,4022.765,4226.613,2913.250,3157.323,4456.625
732,3172.024,4021.588,4232.903,2931.000,3166.382,4445.562
733,3162.072,4021.794,4199.323,2920.056,3186.441,4454.094
734,3162.619,4022.177,4195.807,2917.472,3185.735,4454.500
735,3159.500,4021.823,4190.581,2916.444,3162.441,4438.875
736,3145.548,4023.912,4197.129,2908.667,3182.294,4448.000
737,3156.262,4022.382,4212.064,2916.389,3167.500,4453.625
738,3176.214,4035.118,4193.645,2904.639,3169.000,4456.938
739,3156.262,4028.147,4214.516,2929.500,3156.588,4435.125
740,3148.072,3998.853,4214.903,2926.500,3185.559,4442.375
741,3152.143,3999.118,4188.387,2918.194,3168.147,4473.500
742,3167.333,4007.500,4215.548,2899.056,3173.206,4475.844
743,3182.024,4031.441,4187.129,2916.000,3182.235,4472.438
744,3170.000,4025.912,4195.419,2914.278,3177.882,4450.969
745,3158.833,4006.912,4211.936,2903.028,3175.618,4463.406
746,3170.143,4041.618,4188.193,2897.194,3171.882,4457.531
747,3179.238,4033.412,4210.548,2908.028,3190.588,4461.531
748,3157.238,4014.971,4183.903,2896.861,3169.735,4468.375
749,3153.976,4009.206,4192.709,2917.028,3194.618,4441.344
750,3152.500,4025.559,4221.807,2918.778,3166.029,4430.375
751,3147.048,4031.294,4213.709,2928.556,3168.147,4438.188
752,3174.524,4041.353,4208.387,2924.556,3191.147,4476.500
753,3152.024,4008.412,4201.452,2910.056,3160.059,4457.188
754,3168.452,4032.912,4211.258,2931.917,3182.235,4454.594
755,3158.976,4029.588,4195.161,2922.917,3161.765,4477.875
756,3163.690,4013.765,4180.323,2908.944,3209.912,4472.250
757,3153.667,4006.029,4191.032,2922.417,3177.941,4426.688
758,3159.190,4022.353,4203.968,2913.583,3176.294,4420.188
759,3159.572,4005.618,4205.677,2902.167,3179.059,4447.062
760,3170.572,4002.912,4218.936,2895.417,3183.735,4454.594
761,3165.000,4025.677,4174.161,2902.194,3181.412,4429.188
762,3161.119,4007.971,4209.452,2906.194,3204.323,4431.344
763,3151.333,4047.000,4210.355,2917.194,3163.853,4455.906
764,3149.476,4011.912,4191.903,2908.778,3146.647,4424.031
765,3157.262,4022.765,4211.387,2885.528,3166.823,4453.156
766,3149.738,4012.882,4189.645,2899.528,3176.853,4439.062
767,3164.857,4002.823,4197.936,2914.444,3180.177,4414.969
768,3173.095,3977.588,4189.323,2918.500,3180.088,4440.969
769,3158.405,4026.500,4210.387,2897.694,3170.441,4448.781
770,3152.214,4016.471,4201.000,2915.917,3193.618,4445.156
771,3155.738,4003.412,4226.677,2909.167,3157.294,4456.906
772,3164.833,4024.382,4187.355,2913.444,3162.441,4437.969
773,3158.262,4014.735,4189.581,2908.139,3161.706,4431.562
774,3151.500,4006.294,4206.452,2917.583,3163.412,4450.938
775,3132.428,4018.412,4195.064,2910.528,3167.059,4455.500
776,3145.810,4006.882,4188.226,2896.278,3153.912,4434.656
777,3146.095,3994.294,4161.839,2908.972,3151.588,4419.656
778,3138.810,4001.853,4180.452,2909.361,3149.235,4427.719
779,3156.572,4010.706,4198.193,2911.833,3184.235,4434.312
780,3136.119,4004.735,4182.871,2926.278,3159.294,4424.188
781,3146.262,3992.500,4188.936,2918.583,3155.206,4445.469
782,3146.595,4011.912,4209.548,2914.444,3136.147,4448.594
783,3163.048,3996.412,4184.387,2923.500,3184.353,4445.500
784,3143.786,4013.323,4158.323,2921.417,3163.000,4461.531
785,3147.119,4024.559,4166.291,2921.611,3150.088,4436.281
786,3145.881,3995.323,4171.516,2904.389,3168.735,4441.812
787,3150.024,3992.441,4200.645,2925.056,3155.794,4456.062
788,3158.667,3989.059,4171.291,2929.028,3165.147,4429.969
789,3147.072,4012.471,4184.258,2929.111,3162.882,4426.312
790,3159.976,4015.000,4165.807,2922.000,3158.059,4441.781
791,3158.690,3992.059,4194.161,2923.917,3147.500,4425.062
792,3128.167,4011.794,4168.484,2913.750,3166.618,4433.000
793,3146.810,4037.912,4216.709,2907.472,3154.382,4397.500
794,3143.119,4013.323,4179.742,2905.861,3177.294,4419.906
795,3176.643,4004.118,4163.161,2914.972,3159.618,4455.469
796,3148.810,4021.029,4202.581,2913.694,3146.912,4440.375
797,3153.333,4011.677,4188.807,2918.639,3149.000,4397.188
798,3156.214,3975.765,4196.581,2919.639,3144.823,4441.906
799,3147.143,4011.088,4185.129,2906.444,3148.853,4440.000
800,3146.024,4007.853,4198.032,2916.139,3143.853,4437.344
