 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12
667,4295.972,6599.961,4835.795,6015.917,3936.177,3867.750,4801.333,4376.033,4629.519,4255.048,4603.364,4618.000
668,4309.694,6600.923,4840.136,6021.750,3923.882,3896.625,4771.333,4396.167,4613.039,4310.714,4572.000,4661.833
669,4292.778,6603.077,4872.091,5966.833,3936.294,3818.375,4780.333,4386.683,4620.981,4251.952,4635.909,4626.667
670,4278.000,6640.846,4810.386,6063.917,3959.500,3814.500,4718.500,4384.767,4615.308,4266.476,4651.273,4625.083
671,4311.583,6651.577,4809.750,5977.417,3948.441,3876.000,4835.833,4385.367,4610.942,4264.286,4661.818,4613.917
672,4279.556,6636.923,4812.818,6046.500,3973.088,3903.750,4755.000,4393.067,4637.269,4272.810,4647.000,4604.833
673,4275.694,6627.000,4827.750,6008.333,3937.118,3835.625,4776.833,4395.700,4631.250,4270.524,4626.909,4651.667
674,4297.194,6583.154,4795.023,6009.667,3957.794,3812.500,4800.000,4399.283,4627.577,4273.000,4639.455,4592.083
675,4267.750,6576.115,4828.091,6020.500,3914.147,3885.625,4767.000,4392.600,4604.039,4264.667,4636.273,4629.167
676,4298.222,6608.692,4785.432,5998.833,3924.206,3830.875,4801.167,4396.183,4616.961,4259.762,4587.909,4612.833
677,4264.972,6603.346,4795.159,6000.083,3958.088,3911.875,4716.000,4390.417,4600.865,4265.571,4616.455,4608.417
678,4299.361,6597.077,4808.023,5965.750,3932.882,3871.750,4770.833,4406.067,4605.327,4312.048,4650.455,4611.000
679,4287.528,6663.039,4808.318,6005.917,3959.471,3847.750,4729.333,4356.683,4605.058,4232.952,4662.364,4567.000
680,4296.639,6601.115,4807.182,5971.750,3938.500,3845.625,4716.333,4380.250,4622.135,4270.429,4569.818,4603.917
681,4274.972,6613.308,4748.568,5989.500,3927.059,3865.625,4786.667,4381.633,4644.154,4261.333,4622.182,4602.417
682,4280.083,6599.461,4779.409,5977.417,3942.823,3815.375,4737.167,4396.400,4614.269,4274.905,4645.455,4573.500
683,4278.556,6602.846,4762.818,5979.917,3940.941,3847.750,4829.667,4391.217,4626.211,4278.571,4620.364,4566.000
684,4313.583,6650.192,4728.205,6028.417,3964.677,3821.000,4757.833,4400.150,4599.519,4254.952,4598.727,4544.583
685,4293.917,6668.577,4746.136,6038.167,3937.677,3804.125,4730.167,4393.300,4628.115,4265.048,4634.000,4565.250
686,4269.472,6639.539,4682.182,5892.500,3940.971,3800.250,4769.833,4368.050,4600.827,4264.381,4628.000,4575.083
687,4264.361,6583.769,4727.295,5965.333,3946.323,3806.500,4753.333,4376.150,4626.019,4250.762,4604.818,4598.833
688,4295.361,6616.077,4701.341,6010.083,3957.912,3848.000,4725.000,4394.650,4620.115,4221.000,4620.273,4586.167
689,4276.250,6628.577,4739.068,5988.583,3946.059,3862.500,4736.333,4383.517,4620.442,4245.524,4626.818,4577.250
690,4292.028,6587.769,4721.841,5988.917,3922.588,3779.500,4806.000,4387.767,4614.404,4282.667,4600.727,4588.583
691,4279.806,6616.885,4699.932,5942.250,3945.235,3857.125,4790.333,4394.067,4622.500,4247.857,4617.636,4590.583
692,4265.306,6610.461,4724.068,5989.750,3926.323,3806.375,4759.333,4383.633,4597.019,4245.476,4603.545,4560.083
693,4281.472,6580.039,4682.659,5947.333,3933.882,3860.875,4751.667,4384.583,4630.865,4272.476,4621.273,4594.000
694,4263.111,6631.961,4699.114,5997.750,3950.706,3817.375,4774.667,4400.083,4628.058,4257.571,4572.182,4603.000
695,4277.139,6608.539,4702.136,5996.333,3930.147,3835.000,4814.333,4393.783,4618.192,4225.571,4596.818,4592.917
696,4273.306,6615.269,4699.818,5993.083,3930.647,3903.750,4713.000,4379.417,4615.885,4289.238,4585.455,4610.750
697,4271.333,6636.808,4718.023,5941.083,3933.765,3828.250,4772.167,4390.233,4616.442,4236.190,4596.909,4594.083
698,4267.944,6631.154,4703.091,6002.750,3942.647,3859.625,4777.667,4370.150,4620.769,4259.619,4595.545,4582.167
699,4278.417,6606.385,4701.250,5933.083,3943.441,3832.000,4823.833,4369.250,4600.346,4242.952,4579.364,4531.750
700,4272.806,6619.923,4684.909,5994.000,3934.265,3871.250,4745.667,4379.800,4613.404,4270.952,4617.091,4510.417
701,4248.028,6581.577,4670.864,5999.917,3955.971,3915.375,4789.333,4389.633,4601.039,4251.952,4553.182,4529.833
702,4275.722,6587.269,4688.909,5958.667,3950.088,3819.500,4752.000,4375.750,4613.865,4279.333,4635.455,4574.167
703,4279.333,6629.731,4646.114,5939.250,3936.000,3838.375,4830.667,4392.000,4617.077,4266.857,4552.182,4581.667
704,4289.833,6621.692,4712.818,5981.750,3938.794,3845.375,4811.000,4381.683,4602.385,4249.619,4620.455,4562.833
705,4273.333,6648.154,4652.114,5940.083,3944.059,3838.875,4713.667,4377.850,4614.539,4242.095,4612.182,4589.750
706,4281.583,6592.769,4658.091,5929.500,3941.000,3854.250,4750.500,4383.433,4608.615,4244.238,4611.273,4526.583
707,4257.417,6571.423,4663.932,5956.417,3968.559,3836.375,4736.833,4379.567,4625.865,4270.571,4595.909,4516.250
708,4272.528,6586.423,4658.205,6004.833,3947.029,3833.250,4723.000,4389.317,4629.385,4278.429,4624.091,4575.000
709,4244.444,6587.769,4643.545,5922.417,3954.500,3872.375,4703.500,4387.367,4619.461,4243.000,4539.182,4573.417
710,4260.806,6588.039,4655.727,5963.000,3942.882,3886.500,4826.167,4397.283,4632.558,4231.333,4601.182,4556.917
711,4274.278,6607.000,4617.386,5939.750,3944.323,3839.625,4734.000,4377.083,4639.865,4268.810,4599.091,4574.417
712,4246.861,6579.923,4617.227,5965.750,3948.118,3843.750,4737.833,4385.500,4624.058,4255.714,4561.455,4561.083
713,4251.583,6620.808,4629.818,5935.333,3954.500,3823.375,4793.833,4374.817,4602.981,4215.810,4630.818,4619.333
714,4270.111,6608.077,4654.295,5942.083,3933.588,3843.250,4754.333,4359.683,4603.481,4236.857,4573.364,4537.750
715,4248.611,6623.039,4631.955,6012.583,3932.177,3789.375,4784.333,4397.983,4601.231,4255.095,4599.818,4605.417
716,4263.000,6643.039,4590.705,5965.833,3946.853,3821.000,4756.167,4392.167,4614.000,4244.524,4568.727,4584.917
717,4264.944,6638.808,4621.591,5971.333,3919.912,3809.875,4707.000,4391.833,4624.596,4242.381,4597.000,4554.417
718,4274.222,6656.269,4622.023,5930.500,3950.147,3829.375,4833.167,4403.883,4615.885,4238.714,4564.455,4542.833
719,4262.944,6585.577,4625.636,5997.333,3962.000,3804.125,4832.500,4380.167,4624.461,4216.810,4598.727,4580.750
720,4268.389,6680.577,4610.727,5948.167,3939.882,3812.875,4808.833,4395.917,4607.269,4268.095,4556.818,4554.583
721,4241.722,6633.808,4625.705,5965.833,3954.853,3797.750,4785.500,4383.650,4631.096,4211.000,4551.364,4552.333
722,4260.889,6596.615,4597.432,5945.333,3957.206,3851.125,4781.500,4377.417,4617.827,4254.667,4581.000,4561.750
723,4283.250,6584.654,4611.705,5970.417,3949.735,3859.375,4743.833,4384.067,4612.904,4269.952,4612.182,4556.750
724,4272.139,6596.539,4630.227,5929.583,3948.706,3814.750,4779.000,4371.767,4626.481,4245.810,4561.364,4567.250
725,4255.306,6598.769,4584.659,5898.833,3946.441,3829.750,4741.333,4393.500,4628.423,4261.952,4615.909,4545.500
726,4247.278,6661.923,4564.386,6001.417,3943.912,3831.750,4769.500,4398.167,4621.211,4248.333,4523.000,4533.333
727,4250.694,6612.923,4607.909,5945.667,3904.588,3827.500,4807.500,4380.467,4622.923,4253.095,4605.545,4569.000
728,4254.417,6658.077,4562.545,5935.583,3936.941,3863.250,4774.833,4396.700,4603.000,4247.714,4504.909,4511.833
729,4284.417,6571.000,4594.455,5912.583,3949.529,3833.750,4812.667,4387.967,4612.000,4244.143,4596.545,4538.333
730,4254.194,6584.731,4583.000,5956.750,3924.647,3850.875,4771.000,4385.000,4617.865,4266.762,4596.273,4547.333
731,4265.750,6639.192,4576.705,5978.250,3939.206,3824.000,4830.500,4381.983,4637.039,4259.952,4580.545,4541.500
732,4274.528,6623.192,4549.909,5946.917,3939.265,3834.375,4728.000,4382.200,4631.731,4266.190,4555.000,4496.250
733,4247.500,6609.539,4571.864,5947.500,3941.265,3856.750,4828.000,4387.333,4609.846,4241.571,4605.636,4528.417
734,4245.556,6595.308,4560.955,5918.667,3928.177,3829.625,4793.667,4395.833,4635.711,4242.857,4542.091,4556.750
735,4267.444,6578.885,4522.364,5952.167,3942.088,3797.750,4779.833,4382.767,4628.385,4288.000,4612.545,4512.083
736,4250.944,6568.654,4538.932,5966.500,3956.882,3866.750,4858.500,4405.817,4627.731,4256.714,4572.636,4548.667
737,4261.889,6652.269,4547.750,5928.083,3957.765,3847.625,4763.167,4384.150,4622.173,4215.190,4571.091,4537.250
738,4272.278,6585.731,4521.045,5887.167,3937.941,3839.625,4813.000,4385.550,4633.711,4234.381,4584.000,4580.417
739,4288.417,6572.423,4571.227,5935.667,3951.265,3849.000,4814.833,4380.033,4651.442,4261.714,4595.909,4541.083
740,4306.083,6577.808,4534.045,5936.667,3924.882,3820.125,4759.000,4372.567,4641.827,4252.810,4604.909,4556.667
741,4292.278,6630.461,4512.523,5924.417,3948.823,3874.375,4803.833,4405.800,4632.692,4238.238,4553.000,4548.833
742,4284.611,6592.039,4545.773,5905.583,3959.618,3896.375,4731.167,4409.983,4667.500,4263.190,4597.818,4516.000
743,4297.833,6588.885,4539.136,5913.833,3962.118,3842.625,4821.667,4415.417,4628.750,4271.571,4595.545,4526.500
744,4276.889,6643.577,4485.841,5970.750,3994.294,3801.250,4795.667,4419.283,4650.154,4255.000,4572.273,4499.250
745,4283.639,6603.500,4495.341,5952.083,4010.882,3824.000,4746.333,4416.967,4638.115,4241.667,4522.909,4495.417
746,4297.583,6620.885,4503.295,5937.417,4001.265,3803.875,4821.500,4414.150,4646.461,4265.810,4575.727,4532.583
747,4272.611,6601.539,4493.977,5902.750,4018.588,3837.625,4727.167,4422.183,4648.327,4238.714,4566.545,4536.750
748,4306.333,6564.808,4496.682,5915.500,3997.588,3885.750,4797.333,4401.617,4664.731,4283.143,4601.182,4524.500
749,4270.194,6596.461,4467.386,5910.917,3985.441,3852.125,4766.500,4397.317,4635.558,4260.000,4577.364,4521.500
750,4272.917,6579.385,4450.091,5892.500,3958.382,3838.125,4815.333,4416.783,4642.000,4239.286,4573.000,4572.667
751,4269.139,6571.039,4478.705,5920.083,3978.441,3838.250,4766.000,4418.417,4642.711,4229.333,4620.727,4474.333
752,4288.833,6578.039,4465.750,5935.667,3981.823,3827.625,4781.667,4407.667,4639.692,4264.000,4523.273,4545.000
753,4274.500,6609.385,4445.727,5867.083,3957.088,3804.250,4756.000,4409.933,4633.846,4231.095,4548.455,4546.833
754,4283.500,6601.846,4453.909,5854.250,3984.912,3804.875,4721.833,4391.117,4643.327,4228.619,4599.909,4507.583
755,4281.278,6619.731,4427.000,5935.417,3992.735,3786.875,4812.833,4386.183,4641.058,4255.381,4557.182,4538.167
756,4264.889,6586.846,4454.909,5913.917,3988.353,3819.125,4792.167,4385.133,4631.731,4233.048,4592.636,4515.833
757,4283.722,6634.846,4450.409,5906.833,3987.823,3809.000,4734.667,4405.067,4653.442,4262.857,4511.727,4532.000
758,4256.694,6620.154,4450.114,5883.583,4027.559,3832.250,4796.500,4396.833,4671.173,4246.905,4539.909,4542.500
759,4249.472,6629.461,4421.818,5878.750,4017.706,3766.625,4801.000,4395.383,4662.539,4224.619,4588.364,4553.333
760,4276.806,6585.769,4439.000,5919.833,4036.323,3867.000,4771.000,4411.533,4662.423,4252.000,4508.909,4512.917
761,4292.806,6615.500,4454.932,5878.417,4023.353,3854.500,4802.667,4397.017,4670.115,4244.524,4593.000,4548.167
762,4270.278,6592.769,4425.545,5886.333,4010.118,3807.250,4806.667,4403.250,4644.654,4255.952,4574.545,4527.000
763,4290.806,6619.500,4422.068,5956.833,4018.912,3817.000,4765.667,4400.417,4658.385,4269.857,4608.091,4509.583
764,4265.639,6628.346,4441.545,5877.667,4022.941,3833.000,4779.833,4378.283,4665.308,4250.048,4590.273,4522.667
765,4266.028,6570.808,4398.000,5910.500,4010.088,3847.500,4753.667,4373.133,4665.461,4219.333,4607.273,4523.583
766,4229.861,6616.500,4452.227,5909.167,4025.441,3815.000,4730.167,4377.550,4668.269,4224.952,4547.818,4499.167
767,4255.611,6618.346,4421.295,5887.667,3991.941,3839.375,4796.000,4394.033,4649.096,4225.905,4570.727,4483.083
768,4249.667,6622.539,4407.727,5890.417,4004.177,3815.750,4748.667,4405.267,4657.635,4229.048,4570.818,4493.167
769,4260.194,6613.346,4383.932,5890.583,3991.265,3814.000,4716.667,4401.783,4639.211,4251.429,4593.091,4515.500
770,4259.556,6583.423,4394.545,5862.000,3992.853,3834.750,4724.000,4374.900,4641.654,4211.190,4586.636,4471.083
771,4268.361,6610.692,4379.159,5868.583,3992.265,3842.250,4820.667,4410.233,4638.423,4249.952,4542.091,4511.917
772,4285.750,6619.269,4372.591,5858.833,3996.235,3793.500,4783.667,4382.133,4655.923,4211.048,4534.455,4520.667
773,4285.278,6579.423,4392.386,5927.500,3985.794,3838.250,4687.833,4396.333,4630.308,4204.571,4565.182,4519.750
774,4282.917,6652.192,4341.636,5876.250,3960.882,3799.125,4698.667,4380.833,4633.923,4262.476,4515.818,4534.083
775,4288.889,6568.154,4348.091,5842.250,3984.500,3813.000,4773.167,4381.983,4634.904,4227.667,4527.636,4498.833
776,4303.583,6599.808,4377.773,5889.167,3996.559,3803.000,4758.000,4409.367,4625.596,4209.048,4543.909,4512.583
777,4267.917,6607.308,4386.227,5914.750,3986.147,3793.500,4737.000,4397.250,4622.558,4254.333,4527.091,4528.500
778,4278.417,6581.500,4344.068,5836.167,4001.382,3889.000,4738.000,4364.350,4642.231,4263.476,4518.818,4528.500
779,4287.833,6592.192,4364.955,5869.667,3966.882,3843.500,4754.333,4388.200,4619.846,4226.476,4484.000,4529.583
780,4258.667,6573.731,4344.273,5880.833,3953.559,3811.250,4755.667,4384.683,4638.327,4226.667,4516.182,4524.667
781,4276.889,6611.654,4319.477,5860.917,3975.559,3809.000,4790.333,4394.667,4622.385,4224.810,4508.727,4488.250
782,4275.083,6585.231,4361.341,5902.750,3956.235,3822.875,4736.833,4363.583,4610.692,4215.238,4496.636,4500.750
783,4243.111,6570.077,4367.795,5874.917,3952.765,3776.125,4769.000,4377.083,4607.692,4207.857,4531.364,4534.833
784,4283.250,6617.231,4294.636,5870.083,3962.441,3787.500,4769.667,4386.883,4625.673,4205.095,4502.364,4500.750
785,4248.667,6544.961,4338.659,5820.083,3958.441,3763.125,4730.167,4378.067,4617.904,4237.476,4489.818,4504.667
786,4271.778,6639.615,4299.841,5942.500,3963.588,3821.500,4746.500,4387.700,4628.039,4231.286,4510.727,4514.667
787,4274.000,6577.039,4308.523,5863.500,3938.235,3807.750,4758.833,4384.683,4635.346,4234.952,4505.818,4495.750
788,4259.833,6585.039,4338.250,5881.000,3953.823,3836.375,4847.833,4376.500,4591.635,4272.286,4514.727,4482.500
789,4271.556,6614.423,4304.318,5811.750,3939.735,3790.000,4754.833,4391.433,4587.211,4180.762,4475.545,4560.083
790,4241.139,6611.808,4285.523,5891.833,3919.118,3833.250,4804.333,4355.717,4626.885,4214.810,4464.364,4540.000
791,4251.750,6583.808,4308.750,5849.250,3962.882,3828.125,4730.000,4380.033,4609.865,4232.238,4493.091,4506.417
792,4271.556,6622.231,4316.727,5874.000,3935.971,3783.250,4701.833,4380.750,4618.692,4166.619,4472.091,4493.000
793,4282.556,6582.269,4277.182,5847.000,3959.412,3792.125,4738.500,4376.350,4604.750,4211.048,4491.182,4491.500
794,4219.694,6620.654,4232.773,5850.083,3940.823,3760.375,4683.167,4385.383,4608.539,4235.857,4506.545,4507.000
795,4232.000,6573.539,4294.477,5936.750,3945.029,3788.750,4707.667,4379.100,4589.904,4199.190,4485.636,4522.167
796,4228.833,6609.308,4227.500,5874.083,3921.882,3793.750,4762.167,4372.967,4618.769,4218.190,4431.364,4523.000
797,4252.611,6631.231,4280.000,5859.083,3947.382,3767.375,4751.667,4378.050,4602.481,4247.810,4451.455,4526.583
798,4258.167,6583.039,4301.909,5896.583,3943.382,3791.375,4753.333,4357.567,4605.942,4207.857,4444.545,4531.917
799,4272.500,6612.539,4251.500,5855.833,3969.235,3767.375,4805.000,4383.350,4589.327,4208.286,4447.182,4500.750
800,4252.444,6615.308,4224.500,5861.500,3928.294,3803.250,4739.167,4362.883,4610.327,4203.048,4466.091,4527.083
