 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10
168,5159.375,6487.019,6664.861,5149.808,8179.350,7091.083,5811.735,5448.393,5670.281,6022.778
169,5181.500,6456.154,6654.444,5192.846,8194.037,7035.833,5882.588,5442.536,5723.844,6028.639
170,5168.922,6474.711,6660.056,5217.769,8142.350,7091.806,5882.382,5427.250,5710.781,6043.389
171,5182.516,6468.481,6665.444,5176.461,8176.075,7063.222,5846.765,5417.500,5695.625,6073.500
172,5192.516,6443.577,6645.972,5219.731,8142.712,7117.278,5840.529,5437.679,5714.375,6049.917
173,5175.344,6459.269,6684.833,5204.269,8156.087,7095.444,5851.676,5413.036,5698.562,6048.639
174,5186.594,6460.808,6670.083,5219.615,8207.862,7113.306,5876.500,5452.571,5669.938,6098.361
175,5175.312,6428.635,6657.472,5248.961,8206.888,7109.333,5828.824,5423.643,5700.406,6067.778
176,5159.422,6460.173,6669.056,5225.039,8177.025,7072.167,5883.147,5462.464,5697.000,6076.722
177,5168.797,6447.192,6653.806,5236.385,8158.125,7115.194,5824.529,5430.179,5676.281,6085.194
178,5174.281,6445.058,6661.056,5217.769,8168.125,7110.222,5845.000,5404.429,5674.594,6113.417
179,5177.828,6459.096,6669.278,5211.539,8178.788,7107.361,5853.971,5426.893,5699.906,6096.750
180,5162.141,6442.308,6641.861,5211.731,8188.475,7106.139,5837.706,5430.643,5684.281,6075.972
181,5208.031,6438.404,6665.639,5280.231,8195.725,7102.722,5849.912,5430.036,5698.219,6087.556
182,5182.391,6441.154,6661.333,5265.846,8161.188,7137.833,5869.412,5399.750,5728.250,6088.667
183,5188.672,6454.731,6718.500,5247.269,8184.075,7127.056,5880.206,5396.286,5721.562,6148.944
184,5191.812,6459.615,6696.778,5280.231,8162.725,7125.083,5870.853,5461.607,5683.656,6097.500
185,5182.062,6452.654,6667.611,5265.000,8117.638,7131.556,5861.088,5421.214,5707.031,6079.333
186,5217.969,6448.096,6676.778,5295.846,8167.862,7128.167,5872.000,5432.821,5670.969,6087.417
187,5171.844,6462.865,6664.250,5300.885,8146.538,7150.278,5889.794,5417.964,5711.156,6103.639
188,5199.781,6430.827,6686.083,5280.231,8155.650,7120.278,5848.676,5410.429,5683.219,6107.667
189,5184.203,6448.981,6699.806,5287.423,8155.125,7136.889,5860.441,5405.000,5674.312,6135.722
190,5165.344,6436.942,6722.139,5284.654,8149.500,7135.000,5875.765,5423.179,5692.531,6124.889
191,5212.562,6431.654,6676.833,5297.000,8111.712,7129.861,5847.471,5402.214,5721.281,6095.000
192,5191.047,6449.096,6696.500,5300.192,8138.138,7146.444,5889.824,5431.000,5677.125,6103.111
193,5174.766,6438.135,6677.917,5328.423,8132.112,7135.306,5848.147,5414.000,5707.594,6121.472
194,5168.719,6422.885,6700.056,5317.539,8119.375,7135.444,5813.265,5407.821,5676.781,6084.972
195,5194.828,6446.654,6682.667,5289.231,8095.438,7139.750,5860.912,5405.643,5698.625,6115.833
196,5194.453,6431.942,6673.417,5334.923,8134.788,7117.833,5849.618,5423.500,5675.031,6118.639
197,5189.547,6451.923,6691.028,5298.615,8074.725,7141.389,5857.088,5407.536,5683.062,6136.000
198,5196.156,6452.077,6713.861,5316.577,8070.800,7152.472,5867.676,5405.286,5688.594,6129.972
199,5164.938,6444.539,6692.167,5304.077,8103.188,7145.083,5855.382,5448.143,5673.469,6109.167
200,5176.328,6438.692,6675.694,5318.192,8088.312,7136.889,5889.765,5426.571,5677.562,6139.806
201,5164.031,6438.461,6650.194,5312.692,8094.663,7168.389,5856.588,5414.536,5696.594,6162.083
202,5183.531,6450.942,6705.472,5349.654,8094.663,7139.000,5874.794,5442.143,5647.938,6090.444
203,5183.359,6430.308,6686.083,5338.808,8096.400,7157.667,5868.147,5381.000,5656.875,6109.667
204,5202.156,6433.981,6664.306,5343.308,8088.250,7138.917,5829.000,5447.607,5683.781,6133.472
205,5183.734,6444.539,6671.278,5352.385,8088.288,7168.472,5877.265,5408.036,5683.500,6184.167
206,5189.125,6434.577,6688.250,5387.885,8087.188,7173.500,5853.941,5435.679,5662.781,6149.583
207,5187.578,6434.039,6688.556,5339.423,8069.438,7137.667,5881.265,5420.357,5674.844,6147.833
208,5187.656,6431.654,6663.417,5380.192,8065.725,7171.167,5858.588,5386.071,5678.438,6142.472
209,5198.719,6427.058,6674.417,5349.461,8084.025,7188.528,5831.353,5398.143,5674.750,6126.194
210,5184.609,6464.096,6664.972,5390.154,8063.038,7151.889,5860.206,5395.929,5696.781,6177.722
