 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10
243,6297.932,4737.461,6421.162,6538.486,5568.227,4682.709,5768.929,5407.083,4497.451,5128.429
244,6294.136,4747.308,6441.567,6532.611,5548.068,4686.548,5781.857,5411.521,4485.843,5132.667
245,6301.792,4743.731,6425.703,6536.847,5566.727,4681.387,5770.964,5394.812,4470.000,5100.381
246,6283.131,4726.231,6428.567,6536.056,5526.750,4646.291,5762.321,5374.312,4439.373,5122.286
247,6261.975,4730.846,6408.459,6511.833,5541.182,4639.807,5784.821,5369.250,4423.216,5093.571
248,6257.648,4704.461,6388.216,6510.806,5520.750,4612.677,5745.500,5336.438,4422.176,5134.976
249,6270.428,4666.308,6423.352,6492.250,5485.250,4628.645,5705.214,5384.854,4399.196,5090.976
250,6251.144,4659.115,6397.081,6506.472,5500.909,4615.936,5685.857,5342.292,4388.490,5108.310
251,6234.589,4664.115,6425.946,6500.458,5477.955,4581.709,5657.321,5315.917,4392.196,5102.190
252,6223.665,4615.577,6423.622,6486.458,5465.591,4571.000,5638.750,5337.604,4382.000,5105.643
253,6219.025,4627.961,6413.622,6515.958,5473.864,4553.839,5568.929,5287.354,4361.098,5061.595
254,6219.063,4598.539,6397.378,6487.083,5469.818,4543.161,5591.393,5296.167,4364.196,5094.333
255,6214.212,4574.808,6394.271,6503.444,5461.591,4543.677,5529.571,5315.917,4342.529,5077.548
256,6195.517,4559.077,6403.919,6488.458,5437.364,4522.064,5509.714,5292.333,4337.510,5091.000
257,6187.890,4540.961,6377.811,6490.556,5413.000,4494.871,5469.786,5275.521,4313.294,5101.214
258,6186.394,4514.769,6388.514,6476.431,5414.182,4525.774,5410.964,5286.250,4297.549,5078.810
259,6176.610,4527.654,6391.729,6456.083,5394.386,4528.291,5390.500,5278.042,4300.353,5051.000
260,6163.835,4498.846,6355.865,6465.361,5386.295,4496.097,5363.107,5250.417,4288.294,5055.262
261,6161.136,4493.923,6344.000,6434.069,5402.545,4493.936,5353.143,5255.729,4286.059,5037.238
262,6138.267,4459.769,6314.243,6456.056,5385.886,4468.000,5380.679,5256.333,4287.137,5073.143
