 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6
434,6533.067,4926.265,6812.104,8262.823,5490.975,6640.405
435,6532.767,4920.162,6802.594,8250.099,5482.775,6654.196
436,6526.133,4900.941,6809.198,8269.198,5502.413,6668.608
437,6520.850,4909.103,6803.250,8236.255,5479.100,6654.608
438,6508.500,4903.926,6804.229,8242.646,5464.962,6653.852
439,6532.817,4912.147,6807.057,8217.359,5475.650,6647.304
440,6509.100,4922.868,6797.099,8210.011,5471.875,6633.453
441,6527.083,4914.529,6794.463,8264.667,5495.325,6661.439
442,6497.200,4885.941,6796.359,8246.823,5480.212,6641.716
443,6495.250,4914.382,6807.688,8222.927,5463.087,6637.027
444,6518.800,4895.618,6800.505,8211.521,5472.100,6623.993
445,6497.267,4918.368,6773.109,8206.750,5468.825,6634.757
446,6518.917,4906.691,6787.838,8217.417,5484.612,6639.412
447,6513.350,4904.147,6772.656,8233.464,5484.712,6641.338
448,6502.633,4917.941,6781.630,8201.808,5471.013,6625.865
449,6519.017,4916.074,6787.740,8189.422,5453.850,6628.223
450,6505.317,4900.662,6774.906,8178.078,5453.150,6631.939
451,6525.900,4912.103,6792.547,8197.614,5466.450,6635.459
452,6532.200,4927.926,6779.469,8192.714,5474.288,6620.683
453,6504.500,4898.147,6765.833,8192.026,5484.750,6628.574
454,6480.567,4927.456,6776.266,8174.224,5451.688,6628.845
455,6486.533,4914.265,6774.594,8183.375,5455.650,6615.229
456,6484.367,4924.382,6767.787,8191.120,5481.100,6619.696
457,6509.833,4898.059,6762.724,8160.250,5453.462,6616.797
458,6476.433,4899.529,6771.609,8170.917,5475.587,6616.067
459,6455.867,4913.618,6770.755,8180.656,5451.138,6623.027
460,6497.517,4906.750,6766.448,8160.068,5447.100,6614.203
461,6480.767,4910.706,6739.458,8170.115,5470.175,6618.986
462,6501.933,4898.985,6749.734,8145.750,5454.112,6623.311
463,6486.417,4894.206,6750.099,8158.938,5447.562,6617.014
464,6483.017,4925.353,6756.380,8152.833,5465.025,6613.628
465,6488.300,4903.853,6745.302,8133.281,5457.375,6607.946
466,6487.800,4920.985,6751.078,8149.880,5466.225,6611.797
467,6494.783,4890.235,6740.162,8126.083,5458.900,6627.628
468,6480.100,4895.838,6732.531,8171.542,5457.550,6618.831
469,6479.933,4898.397,6708.443,8128.531,5453.737,6627.466
470,6455.150,4895.897,6722.755,8114.073,5458.275,6614.412
471,6488.583,4889.456,6706.120,8130.229,5449.413,6633.027
472,6468.383,4896.926,6722.370,8132.865,5444.900,6627.493
473,6470.300,4898.088,6719.026,8143.172,5466.663,6619.554
474,6470.167,4888.676,6726.391,8121.880,5435.950,6616.203
475,6471.067,4899.971,6713.469,8107.234,5463.225,6619.236
476,6442.867,4898.132,6721.510,8114.599,5435.587,6600.027
477,6480.367,4903.412,6706.958,8119.526,5460.050,6630.953
478,6459.417,4899.676,6703.906,8133.198,5473.425,6606.176
479,6460.567,4900.176,6710.604,8089.838,5430.425,6629.311
480,6449.833,4890.265,6705.906,8092.193,5436.087,6601.398
481,6463.850,4878.544,6690.719,8101.583,5464.575,6592.858
482,6471.050,4895.574,6693.297,8073.005,5438.087,6583.426
483,6485.650,4904.515,6699.604,8087.375,5479.362,6592.784
484,6452.867,4882.103,6691.693,8066.828,5465.175,6597.521
485,6466.950,4895.176,6689.729,8057.010,5418.700,6577.196
486,6467.567,4870.574,6695.396,8064.396,5459.737,6577.581
487,6478.717,4894.794,6697.255,8049.167,5457.688,6585.236
488,6456.700,4887.485,6681.005,8061.271,5419.138,6576.196
489,6469.083,4896.779,6685.662,8053.162,5444.150,6571.729
490,6454.967,4884.691,6681.078,8052.365,5464.938,6579.764
491,6453.450,4888.603,6692.109,8052.812,5423.150,6575.297
492,6439.333,4890.971,6666.792,8030.391,5426.487,6585.784
493,6484.500,4887.397,6684.094,8063.573,5431.775,6575.257
494,6450.200,4911.897,6673.833,8018.260,5423.750,6568.865
495,6436.983,4910.176,6650.068,8048.068,5441.962,6569.243
496,6432.217,4884.324,6662.812,8029.432,5440.325,6576.716
497,6443.517,4892.691,6650.109,8020.667,5431.587,6564.588
498,6469.317,4894.397,6652.724,8034.182,5456.013,6562.108
499,6452.483,4881.265,6664.438,8016.802,5426.237,6579.581
500,6445.917,4884.191,6663.573,8006.713,5447.850,6564.493
501,6450.900,4880.574,6643.818,8015.984,5429.362,6558.966
502,6445.900,4895.279,6649.302,8007.708,5433.400,6550.297
503,6449.283,4879.088,6633.302,8016.838,5445.362,6560.615
504,6432.983,4904.412,6651.156,7993.724,5431.013,6561.703
505,6433.983,4892.015,6630.177,7996.677,5445.812,6578.061
506,6434.417,4897.956,6638.781,7976.672,5426.150,6548.979
507,6441.367,4873.294,6624.698,7957.354,5405.913,6549.811
508,6423.067,4880.456,6621.516,7982.271,5432.438,6558.250
509,6413.717,4873.000,6643.057,7974.375,5430.938,6551.250
510,6420.617,4883.294,6619.943,7966.729,5433.112,6542.534
511,6421.550,4887.029,6617.302,7956.682,5425.025,6540.858
512,6385.833,4895.706,6626.797,7937.531,5418.013,6541.933
513,6407.550,4890.441,6606.312,7949.703,5431.587,6528.398
514,6421.117,4892.074,6604.776,7944.870,5432.312,6537.709
515,6453.800,4879.103,6599.896,7943.370,5422.475,6541.966
516,6411.383,4889.574,6588.177,7921.479,5412.350,6533.628
517,6418.917,4879.221,6594.229,7915.885,5420.975,6537.622
518,6432.333,4872.529,6597.979,7953.865,5435.450,6540.966
519,6437.050,4886.809,6597.713,7918.891,5433.712,6536.628
520,6427.300,4881.941,6593.130,7908.963,5409.612,6528.817
521,6410.650,4885.294,6588.177,7887.135,5404.300,6536.608
522,6398.933,4880.206,6578.682,7894.042,5420.087,6522.135
523,6413.217,4861.294,6570.734,7911.713,5428.913,6525.588
524,6418.683,4878.074,6588.547,7901.338,5415.300,6532.183
525,6404.100,4896.559,6582.302,7876.047,5394.462,6498.709
526,6390.433,4866.691,6570.495,7884.963,5412.862,6510.081
527,6431.833,4875.574,6568.010,7892.276,5409.538,6526.750
528,6394.300,4874.103,6566.557,7871.516,5431.788,6531.979
529,6424.867,4876.250,6573.234,7872.573,5415.212,6516.209
530,6404.550,4866.015,6573.838,7873.891,5432.200,6531.074
531,6414.300,4863.074,6555.213,7851.578,5418.375,6515.088
532,6413.483,4866.353,6543.953,7863.963,5434.500,6525.628
533,6404.083,4855.985,6545.688,7864.328,5397.288,6513.926
534,6393.900,4872.485,6533.750,7863.338,5417.888,6517.034
535,6399.933,4877.132,6542.318,7820.625,5404.175,6492.176
536,6408.783,4868.029,6542.552,7833.885,5417.138,6530.264
537,6396.900,4871.824,6552.984,7862.995,5433.587,6525.433
538,6422.000,4847.662,6533.859,7831.208,5416.650,6532.655
539,6405.583,4853.691,6516.719,7810.479,5416.388,6501.176
540,6406.683,4880.647,6522.963,7818.526,5415.275,6488.514
541,6398.100,4879.441,6528.292,7819.849,5398.500,6525.595
542,6402.017,4862.103,6534.703,7838.859,5405.400,6524.676
543,6393.617,4850.632,6511.125,7833.797,5427.987,6542.128
544,6390.600,4867.132,6522.438,7813.891,5392.862,6503.446
545,6400.867,4859.426,6509.005,7785.016,5383.950,6501.662
546,6396.633,4869.588,6499.443,7804.505,5401.112,6505.115
547,6380.850,4848.456,6512.818,7817.359,5388.638,6508.135
548,6385.183,4858.765,6521.740,7774.792,5388.212,6529.014
549,6377.633,4872.529,6538.182,7787.948,5386.725,6503.061
550,6378.717,4853.956,6541.588,7774.740,5381.900,6488.554
551,6389.317,4856.309,6538.943,7784.526,5389.562,6485.716
552,6383.617,4851.250,6535.812,7773.922,5420.675,6505.250
553,6385.883,4852.176,6523.078,7786.453,5407.087,6510.250
554,6370.083,4851.882,6514.927,7759.599,5392.913,6496.264
555,6374.633,4862.824,6512.651,7760.766,5396.763,6469.236
556,6381.267,4859.603,6512.604,7745.818,5396.688,6486.615
557,6361.933,4851.985,6495.906,7752.266,5404.388,6494.459
558,6377.533,4864.956,6495.182,7726.891,5388.975,6474.588
559,6360.217,4860.544,6494.573,7760.547,5414.288,6497.689
560,6380.317,4866.044,6489.276,7733.912,5403.875,6485.534
561,6357.367,4850.882,6479.365,7739.516,5394.875,6475.453
562,6375.617,4837.559,6474.974,7737.458,5389.712,6487.378
563,6346.067,4853.971,6488.948,7723.594,5400.062,6497.574
564,6376.417,4838.956,6470.854,7721.281,5390.025,6454.074
565,6384.033,4869.735,6450.328,7738.844,5413.837,6485.203
566,6368.167,4847.485,6459.380,7731.385,5368.038,6471.014
567,6381.167,4854.235,6440.010,7706.490,5375.625,6447.622
568,6355.733,4858.029,6451.370,7688.932,5409.962,6470.507
569,6350.233,4840.059,6458.125,7727.995,5411.712,6478.933
570,6349.600,4832.676,6428.177,7673.406,5382.800,6483.507
571,6364.883,4848.309,6416.838,7681.625,5386.950,6450.229
572,6398.900,4842.824,6443.557,7700.260,5390.600,6487.608
573,6364.350,4835.485,6410.094,7679.688,5386.550,6477.926
574,6347.367,4842.412,6394.917,7701.912,5404.638,6481.277
575,6347.367,4846.074,6400.646,7690.016,5402.250,6468.581
576,6358.867,4832.235,6404.177,7674.760,5380.000,6464.872
577,6338.017,4844.662,6386.031,7652.792,5370.438,6458.959
578,6353.967,4833.515,6396.807,7678.427,5387.850,6476.554
579,6336.117,4836.265,6377.068,7656.062,5389.875,6466.939
580,6347.283,4835.500,6383.266,7659.391,5393.075,6461.054
581,6346.850,4845.176,6389.719,7639.188,5383.987,6465.500
582,6362.733,4837.044,6375.224,7655.172,5391.312,6462.784
583,6332.383,4841.912,6359.000,7645.526,5379.888,6480.257
584,6335.833,4858.515,6348.948,7658.188,5377.538,6462.602
585,6386.133,4831.779,6368.266,7628.599,5383.450,6480.392
586,6339.283,4839.368,6346.906,7607.557,5367.550,6473.648
587,6350.967,4821.500,6362.219,7640.073,5394.250,6478.912
588,6343.933,4840.618,6345.578,7631.016,5379.263,6477.155
589,6353.233,4873.147,6338.146,7632.599,5383.763,6464.027
590,6341.200,4844.750,6340.912,7634.297,5391.050,6475.196
591,6358.850,4834.118,6339.432,7634.125,5387.525,6472.122
592,6350.933,4833.559,6319.537,7609.083,5382.200,6462.433
593,6335.717,4835.838,6329.688,7674.396,5382.325,6451.905
594,6331.533,4834.809,6332.588,7693.797,5386.575,6466.574
595,6321.133,4835.662,6326.135,7692.245,5374.862,6441.743
596,6317.533,4831.206,6308.406,7702.333,5389.462,6450.933
597,6342.683,4847.324,6318.042,7699.677,5388.675,6449.095
598,6338.650,4833.368,6297.667,7689.438,5380.500,6426.615
599,6334.767,4836.103,6308.724,7663.594,5384.950,6448.885
600,6341.733,4841.897,6294.943,7671.115,5372.150,6461.507
601,6358.100,4846.926,6296.328,7668.198,5367.150,6449.797
602,6352.717,4826.721,6282.802,7650.958,5370.675,6437.419
603,6348.733,4829.235,6277.490,7648.203,5344.312,6454.074
604,6367.083,4857.279,6272.771,7638.104,5367.788,6431.372
605,6351.917,4821.441,6264.167,7638.391,5364.425,6446.061
606,6343.033,4842.000,6264.766,7640.427,5372.275,6446.757
607,6345.083,4814.191,6251.615,7635.521,5390.150,6442.196
608,6326.900,4818.559,6249.037,7603.026,5353.750,6413.486
609,6316.417,4812.676,6258.802,7607.276,5368.275,6441.433
610,6324.267,4822.882,6245.854,7609.995,5365.438,6430.622
611,6338.750,4823.985,6238.802,7627.365,5360.325,6461.095
612,6339.983,4818.765,6236.698,7598.573,5361.987,6418.479
613,6313.150,4819.691,6232.099,7599.328,5368.225,6424.398
614,6326.367,4832.132,6234.365,7582.463,5362.175,6431.209
615,6351.450,4827.662,6221.927,7599.354,5373.650,6449.750
616,6338.833,4818.574,6206.880,7583.453,5372.975,6438.567
617,6323.433,4827.750,6208.771,7577.755,5364.612,6426.838
618,6350.633,4816.574,6214.958,7578.391,5373.100,6443.595
619,6316.317,4843.426,6190.505,7569.891,5359.125,6427.683
620,6324.283,4826.794,6184.521,7558.099,5340.163,6437.297
621,6341.400,4829.338,6201.573,7568.349,5358.062,6435.892
622,6296.133,4836.765,6186.307,7548.167,5348.312,6449.729
623,6335.000,4829.059,6179.338,7575.526,5372.600,6448.662
624,6302.133,4821.897,6167.912,7560.953,5353.462,6442.595
625,6327.850,4835.853,6160.255,7546.375,5369.612,6447.385
626,6315.067,4820.706,6159.573,7554.495,5356.025,6445.986
627,6348.383,4820.603,6147.083,7519.229,5354.450,6427.236
628,6316.683,4810.353,6151.474,7540.547,5368.175,6427.852
629,6287.433,4810.868,6130.990,7517.615,5349.562,6452.791
630,6315.033,4817.956,6152.583,7532.016,5358.337,6430.831
631,6299.400,4823.735,6128.526,7529.406,5347.875,6415.074
632,6313.483,4825.971,6109.474,7514.338,5337.650,6422.142
633,6293.217,4820.235,6099.099,7508.766,5360.925,6439.479
634,6266.717,4805.324,6110.948,7497.484,5358.962,6433.514
635,6316.833,4800.691,6100.031,7486.568,5333.000,6428.716
636,6276.433,4810.544,6103.021,7488.391,5345.188,6420.642
637,6316.917,4796.706,6081.568,7470.088,5341.288,6415.257
638,6309.083,4814.618,6080.229,7504.370,5346.487,6437.939
639,6314.850,4803.044,6081.073,7479.318,5361.788,6429.115
640,6285.317,4794.779,6063.729,7486.219,5349.250,6421.304
641,6297.483,4784.647,6079.745,7467.771,5326.413,6418.439
642,6294.367,4798.588,6065.792,7459.516,5351.987,6419.648
643,6287.800,4809.794,6060.719,7499.042,5351.150,6434.054
644,6303.300,4797.471,6040.755,7466.130,5333.312,6414.561
645,6275.983,4816.897,6034.698,7472.995,5344.800,6408.581
646,6299.850,4802.574,6032.370,7486.875,5372.413,6420.534
647,6284.033,4796.338,6034.995,7450.412,5338.900,6408.959
648,6293.067,4814.397,6025.427,7471.370,5352.237,6432.973
649,6288.283,4819.897,6022.880,7453.969,5333.725,6425.541
650,6307.667,4830.265,6018.552,7431.401,5323.425,6429.858
651,6289.200,4805.294,6013.963,7443.354,5333.938,6415.074
652,6280.300,4790.765,5997.568,7424.979,5345.850,6413.479
653,6295.500,4789.324,6002.380,7437.474,5346.862,6426.398
654,6297.717,4801.500,5989.521,7428.229,5357.750,6415.250
655,6270.033,4784.221,5996.297,7429.026,5334.013,6412.439
656,6265.183,4810.706,5979.005,7409.938,5341.600,6399.291
657,6256.833,4782.221,6042.953,7407.713,5344.700,6385.148
658,6283.650,4786.206,6067.333,7428.380,5341.288,6417.979
659,6302.550,4786.029,6085.609,7424.812,5346.913,6425.095
660,6299.483,4785.971,6075.062,7387.807,5322.125,6416.933
661,6292.033,4802.956,6077.620,7410.276,5327.925,6401.514
662,6252.350,4796.162,6052.208,7392.208,5328.775,6394.317
663,6278.167,4791.000,6032.854,7382.599,5339.288,6384.655
664,6281.350,4806.912,6017.005,7375.109,5342.812,6421.946
665,6269.667,4790.441,6024.016,7410.526,5331.350,6395.345
666,6275.433,4805.279,6016.849,7371.865,5305.388,6384.554
667,6282.600,4815.074,6011.599,7365.787,5312.188,6375.176
668,6262.550,4797.426,5997.479,7365.287,5328.150,6366.858
669,6229.367,4799.765,5990.703,7377.438,5328.250,6396.662
670,6241.483,4783.471,5980.182,7374.047,5311.775,6412.554
671,6254.850,4779.779,5963.042,7377.271,5337.300,6403.304
672,6282.133,4777.574,5963.490,7344.932,5312.600,6381.135
673,6255.317,4802.926,5951.208,7367.995,5306.163,6411.683
674,6242.067,4790.324,5948.245,7376.073,5322.737,6403.561
675,6253.417,4770.912,5946.229,7378.479,5310.188,6384.817
676,6267.617,4799.015,5931.042,7343.849,5314.875,6387.642
677,6253.983,4794.838,5936.807,7348.427,5301.475,6389.291
678,6255.683,4803.691,5925.818,7327.838,5317.688,6390.628
679,6266.817,4773.868,5914.724,7342.677,5337.462,6389.257
680,6255.483,4773.838,5915.453,7352.474,5329.938,6399.561
681,6253.250,4779.162,5897.266,7347.604,5315.763,6390.622
682,6252.717,4766.471,5884.901,7333.745,5320.812,6412.014
683,6249.633,4781.603,5895.052,7333.713,5307.612,6393.771
684,6234.933,4760.397,5886.490,7336.828,5306.013,6386.229
685,6250.967,4765.000,5879.422,7341.588,5326.138,6378.750
686,6259.433,4783.103,5853.787,7331.240,5321.062,6373.466
687,6255.117,4770.382,5852.083,7319.891,5317.513,6370.628
688,6247.383,4753.882,5835.172,7334.766,5314.388,6383.229
689,6235.200,4778.029,5827.693,7329.307,5319.250,6392.358
690,6247.650,4756.809,5829.245,7340.328,5305.763,6381.527
691,6233.283,4775.559,5825.177,7318.130,5312.850,6393.027
692,6229.350,4759.926,5810.922,7326.021,5320.087,6397.047
693,6234.367,4757.103,5812.333,7305.130,5273.987,6361.574
694,6237.150,4766.588,5791.604,7318.463,5300.700,6374.979
695,6237.900,4766.221,5797.537,7313.745,5292.300,6375.534
696,6225.233,4777.471,5779.562,7288.297,5307.362,6357.933
697,6207.500,4751.868,5769.625,7303.693,5301.450,6391.014
698,6223.500,4767.632,5760.260,7288.781,5304.200,6378.933
699,6222.717,4764.500,5746.635,7262.776,5290.862,6364.912
700,6215.183,4756.574,5750.776,7306.115,5299.913,6389.345
701,6190.983,4768.059,5741.625,7272.912,5290.138,6388.696
702,6217.733,4749.265,5731.755,7278.182,5302.812,6357.155
703,6220.700,4763.279,5733.615,7268.724,5303.362,6373.602
704,6227.250,4749.603,5722.010,7271.094,5257.337,6357.655
705,6206.750,4745.809,5707.156,7273.302,5296.275,6354.412
706,6207.233,4764.456,5791.750,7272.370,5277.388,6378.304
707,6204.650,4763.338,5829.979,7268.307,5301.500,6376.547
708,6181.883,4774.456,5834.474,7252.667,5282.875,6373.128
709,6212.750,4733.088,5836.588,7258.021,5301.250,6345.655
710,6199.683,4743.794,5825.307,7251.443,5297.400,6357.865
711,6199.117,4744.897,5807.349,7256.021,5301.638,6379.007
712,6192.250,4742.309,5804.573,7252.338,5306.650,6375.264
713,6220.750,4739.456,5798.271,7257.052,5323.913,6383.196
714,6200.967,4721.574,5799.630,7224.417,5267.525,6358.554
715,6213.950,4732.426,5768.922,7253.578,5286.288,6361.000
716,6185.767,4761.162,5761.443,7242.677,5277.025,6354.878
717,6167.450,4723.147,5756.594,7234.276,5281.237,6343.567
718,6183.817,4728.000,5737.838,7217.172,5284.013,6351.628
719,6206.450,4733.456,5732.812,7226.896,5282.538,6365.135
720,6190.533,4717.868,5716.724,7213.620,5265.638,6332.527
721,6196.333,4730.176,5720.625,7217.948,5291.862,6333.561
722,6183.483,4715.794,5707.802,7215.349,5272.050,6356.088
723,6187.150,4737.368,5704.391,7224.734,5290.188,6344.764
724,6167.283,4724.456,5683.359,7193.135,5270.462,6327.885
725,6188.900,4718.029,5678.958,7202.938,5272.788,6341.433
726,6180.367,4714.265,5668.297,7188.021,5251.038,6331.521
727,6158.183,4727.647,5662.354,7171.292,5281.675,6338.547
728,6163.667,4700.382,5658.693,7165.708,5270.450,6328.007
729,6167.800,4723.662,5639.135,7180.734,5247.225,6330.845
730,6161.550,4717.676,5630.755,7164.037,5252.013,6318.027
731,6184.533,4718.221,5627.802,7165.453,5248.913,6319.054
732,6158.000,4721.191,5618.448,7167.615,5241.525,6332.804
733,6183.883,4710.794,5616.521,7160.828,5251.700,6327.757
734,6154.150,4708.838,5592.849,7170.922,5259.663,6346.655
735,6139.317,4694.265,5589.922,7148.245,5260.475,6331.419
736,6143.767,4691.000,5573.453,7163.599,5254.188,6331.007
737,6137.983,4710.647,5583.255,7151.016,5239.500,6326.229
738,6135.517,4716.897,5559.734,7159.255,5270.812,6330.169
739,6151.517,4714.029,5587.682,7169.583,5268.725,6333.257
740,6159.950,4712.176,5648.490,7168.427,5235.962,6343.811
741,6157.400,4714.412,5670.901,7146.463,5241.675,6340.574
742,6156.350,4695.794,5656.745,7171.479,5253.163,6338.324
743,6143.667,4702.324,5650.484,7133.745,5268.050,6347.554
744,6125.850,4720.309,5641.734,7168.865,5271.212,6323.405
745,6164.550,4706.471,5649.651,7141.656,5229.163,6333.635
746,6177.433,4715.368,5635.604,7140.083,5252.337,6317.027
747,6154.567,4700.971,5615.849,7141.750,5266.450,6322.946
748,6151.883,4709.529,5610.885,7138.682,5258.250,6359.041
749,6150.917,4697.912,5606.844,7148.771,5252.875,6327.122
750,6119.183,4688.426,5602.375,7153.490,5266.038,6333.243
751,6153.883,4700.059,5587.250,7128.734,5241.150,6310.723
752,6123.167,4694.647,5569.297,7119.599,5248.050,6327.142
753,6122.133,4697.985,5566.401,7131.833,5251.600,6324.689
754,6132.667,4687.191,5559.797,7140.193,5263.525,6323.547
755,6127.200,4688.868,5552.135,7118.635,5258.700,6327.817
756,6128.917,4686.132,5552.932,7099.068,5230.688,6309.324
757,6124.500,4695.176,5541.094,7099.713,5256.312,6339.764
758,6109.117,4687.985,5527.656,7104.167,5254.212,6339.628
759,6105.583,4697.750,5519.510,7100.537,5239.925,6326.554
760,6102.817,4683.926,5509.010,7095.417,5235.575,6330.061
761,6130.617,4674.588,5505.068,7075.229,5244.425,6281.973
762,6112.233,4674.926,5503.088,7077.844,5229.000,6293.392
763,6128.667,4691.059,5489.135,7075.266,5228.850,6329.311
764,6092.517,4690.691,5465.438,7080.260,5227.862,6309.189
765,6102.183,4674.353,5485.609,7068.312,5229.288,6322.041
766,6105.400,4670.529,5457.781,7065.208,5216.925,6302.771
767,6091.483,4686.500,5444.083,7061.588,5223.600,6304.750
768,6097.667,4679.765,5449.318,7042.224,5219.513,6300.398
769,6121.467,4660.721,5438.641,7053.500,5212.388,6331.919
770,6102.083,4672.265,5425.047,7051.708,5217.663,6323.074
771,6109.850,4673.588,5426.979,7063.578,5215.675,6306.264
772,6075.733,4667.147,5406.438,7030.099,5222.150,6300.216
773,6101.633,4673.221,5413.604,7026.385,5210.350,6289.622
774,6083.017,4687.588,5395.552,7038.010,5222.925,6330.567
775,6088.367,4672.632,5398.708,7054.615,5206.600,6329.507
776,6085.500,4652.132,5382.302,7014.500,5207.075,6314.736
777,6082.783,4637.368,5371.479,7014.963,5197.562,6316.602
778,6081.533,4649.897,5377.443,7017.562,5202.812,6306.291
779,6086.650,4661.559,5358.307,7031.354,5226.325,6320.102
780,6077.533,4652.632,5353.453,6997.479,5209.587,6318.554
781,6082.817,4652.515,5362.521,7021.990,5224.750,6328.743
782,6072.250,4647.706,5338.276,6977.125,5197.550,6303.284
783,6078.567,4654.118,5341.802,6986.807,5216.925,6306.067
784,6077.833,4655.838,5335.963,7026.865,5212.100,6312.628
785,6088.383,4663.838,5326.969,7000.073,5191.850,6305.324
786,6083.967,4639.779,5331.490,6995.432,5218.788,6325.352
787,6036.500,4651.618,5315.880,6977.047,5200.263,6316.209
788,6080.333,4650.000,5307.396,6990.141,5197.025,6314.169
789,6042.450,4643.735,5287.260,6971.740,5206.462,6305.128
790,6045.917,4649.265,5295.391,6976.802,5216.975,6301.041
791,6047.283,4633.897,5279.781,6975.198,5203.550,6306.324
792,6063.167,4633.515,5293.578,6954.469,5210.688,6287.878
793,6061.983,4633.485,5280.010,6960.917,5177.562,6295.993
794,6039.600,4630.368,5261.453,6953.927,5213.375,6302.047
795,6033.267,4629.838,5247.297,6956.016,5189.075,6299.959
796,6049.967,4622.309,5258.443,6964.052,5209.087,6315.831
797,6054.183,4627.044,5251.901,6958.438,5192.975,6299.135
798,6030.317,4620.691,5233.537,6962.250,5201.312,6301.986
799,6034.767,4628.059,5231.083,6945.203,5204.050,6299.372
800,6063.700,4639.853,5230.193,6951.021,5193.375,6303.500
