 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13
196,4353.145,6466.536,5402.517,7391.176,6693.385,5668.743,5246.345,5372.589,5304.712,4513.823,5131.803,5428.456,5336.290
197,4322.339,6446.957,5430.333,7414.235,6692.192,5650.929,5236.667,5369.863,5301.075,4539.927,5113.295,5454.232,5298.304
198,4363.121,6450.536,5416.400,7385.333,6698.654,5647.100,5254.714,5396.815,5300.812,4522.198,5112.836,5433.812,5323.174
199,4338.314,6432.000,5391.283,7403.274,6704.211,5666.514,5272.583,5401.993,5290.038,4530.000,5090.049,5430.750,5309.377
200,4338.387,6441.609,5444.683,7412.373,6686.885,5642.729,5278.488,5408.206,5284.600,4528.510,5115.410,5449.768,5315.493
201,4316.589,6452.985,5414.317,7415.667,6705.346,5654.486,5297.012,5414.493,5296.850,4544.177,5119.524,5431.634,5318.942
202,4321.411,6420.594,5419.183,7395.882,6701.164,5634.214,5307.667,5421.260,5298.337,4541.094,5099.295,5441.688,5314.290
203,4324.436,6457.971,5386.050,7383.079,6710.317,5655.600,5299.429,5436.794,5297.700,4547.229,5103.033,5435.688,5303.768
204,4309.209,6429.913,5425.567,7399.471,6694.586,5653.486,5310.726,5452.658,5285.500,4546.531,5109.377,5426.723,5320.116
205,4293.677,6438.435,5398.483,7447.157,6700.779,5649.743,5321.155,5453.356,5315.350,4538.510,5109.459,5432.750,5312.884
206,4307.298,6461.058,5414.000,7428.137,6671.471,5649.000,5320.607,5451.418,5277.562,4544.271,5119.738,5441.964,5323.087
207,4291.597,6431.623,5397.867,7412.647,6685.846,5648.086,5333.417,5468.884,5282.812,4553.729,5105.033,5431.831,5315.696
208,4304.541,6466.971,5379.533,7403.921,6678.240,5651.414,5332.238,5491.363,5276.888,4542.031,5112.328,5416.036,5319.391
209,4291.927,6453.391,5402.150,7415.627,6690.750,5640.243,5331.643,5478.479,5298.600,4533.365,5120.312,5430.786,5318.841
210,4301.476,6425.797,5414.817,7407.314,6693.577,5669.114,5340.893,5501.096,5281.100,4559.396,5113.656,5447.804,5319.985
211,4271.709,6433.710,5375.850,7393.824,6688.086,5637.357,5341.190,5520.199,5304.737,4559.031,5110.180,5429.857,5328.015
212,4279.726,6455.565,5418.300,7388.941,6700.798,5636.600,5334.536,5511.103,5291.175,4567.094,5111.541,5443.544,5347.015
213,4279.484,6427.609,5394.400,7419.588,6676.586,5644.471,5333.000,5521.514,5308.638,4558.427,5100.426,5430.544,5296.043
214,4279.911,6431.594,5396.650,7403.588,6696.760,5633.429,5328.345,5518.397,5296.312,4566.010,5102.361,5441.375,5299.043
215,4270.129,6428.580,5422.850,7391.333,6670.423,5638.771,5341.345,5525.973,5288.237,4568.760,5121.246,5434.232,5309.623
216,4272.121,6405.464,5404.483,7435.255,6669.385,5639.628,5334.619,5541.356,5290.087,4565.354,5098.836,5424.000,5304.362
217,4265.581,6428.522,5407.750,7433.863,6673.923,5647.014,5336.262,5554.123,5275.300,4571.750,5109.295,5448.009,5303.580
218,4281.573,6415.710,5402.667,7426.647,6687.654,5629.400,5332.702,5558.493,5265.175,4564.104,5101.606,5421.777,5328.449
219,4243.541,6417.449,5404.233,7421.706,6683.356,5655.314,5363.369,5581.637,5286.513,4579.938,5074.853,5435.152,5300.174
220,4265.581,6413.435,5390.367,7397.608,6683.173,5643.357,5329.940,5568.740,5274.337,4565.615,5091.246,5437.062,5301.145
221,4222.879,6441.942,5399.667,7400.961,6679.010,5615.800,5347.429,5582.712,5292.987,4560.385,5116.017,5441.348,5304.348
222,4225.887,6423.087,5384.917,7419.333,6675.164,5622.514,5371.631,5582.137,5278.413,4575.677,5116.017,5425.750,5288.406
223,4253.718,6442.188,5382.300,7387.451,6662.192,5639.014,5374.393,5584.842,5272.875,4571.104,5111.853,5406.339,5300.507
224,4235.992,6430.652,5403.867,7417.451,6680.827,5636.443,5376.202,5599.260,5278.375,4586.229,5098.902,5429.741,5312.174
225,4206.661,6414.333,5372.467,7375.765,6669.404,5632.743,5354.286,5605.952,5267.587,4598.521,5106.721,5435.741,5298.319
226,4211.395,6411.275,5389.533,7412.412,6660.865,5626.829,5363.310,5613.952,5290.600,4600.833,5089.229,5423.169,5280.870
227,4220.653,6422.913,5371.067,7397.000,6662.894,5637.628,5356.143,5626.356,5301.263,4578.948,5092.115,5437.438,5287.725
228,4199.113,6424.667,5394.400,7380.588,6664.298,5626.057,5350.440,5635.281,5277.562,4568.708,5123.344,5425.393,5295.304
229,4184.984,6435.478,5396.417,7397.627,6648.231,5608.814,5370.250,5626.034,5263.737,4587.240,5083.951,5431.714,5282.449
230,4202.831,6407.058,5393.750,7392.921,6641.039,5628.900,5361.595,5626.891,5273.100,4580.729,5072.590,5411.259,5295.768
231,4186.629,6420.102,5383.600,7403.667,6662.606,5628.614,5359.702,5634.671,5285.862,4571.635,5093.541,5440.956,5298.971
232,4195.000,6408.609,5388.683,7413.921,6653.750,5635.086,5374.202,5642.966,5264.763,4586.510,5103.721,5412.348,5307.841
233,4187.814,6424.043,5368.017,7390.333,6657.683,5615.586,5372.345,5671.986,5268.337,4584.281,5085.541,5402.732,5274.102
234,4159.129,6423.188,5389.317,7410.882,6670.519,5603.200,5363.012,5664.740,5258.750,4595.427,5064.377,5429.536,5285.667
235,4177.000,6426.203,5379.533,7404.961,6650.192,5638.643,5373.440,5678.021,5272.975,4590.323,5094.000,5416.491,5283.130
236,4160.097,6422.580,5377.600,7356.314,6659.952,5619.300,5373.179,5649.562,5246.150,4585.500,5081.262,5415.071,5284.667
237,4182.589,6439.753,5376.150,7375.804,6648.125,5594.543,5384.024,5655.158,5284.675,4586.719,5080.033,5420.402,5266.623
238,4148.976,6414.870,5355.183,7376.314,6641.183,5611.457,5389.929,5655.014,5246.900,4577.688,5062.229,5408.786,5300.362
239,4134.807,6414.551,5370.967,7380.118,6623.846,5606.057,5378.298,5669.712,5268.125,4583.208,5096.935,5417.429,5268.261
240,4153.653,6419.029,5375.450,7375.118,6645.827,5606.529,5374.036,5681.575,5264.837,4582.177,5086.442,5415.706,5276.898
241,4146.427,6429.870,5372.533,7356.137,6638.769,5633.643,5367.929,5668.945,5252.438,4589.281,5066.754,5414.286,5289.217
242,4122.057,6411.507,5379.617,7365.451,6633.144,5609.114,5376.548,5681.753,5273.000,4588.896,5084.558,5425.768,5299.478
243,4142.782,6430.522,5376.550,7357.902,6620.904,5618.314,5378.774,5670.165,5253.675,4570.552,5073.935,5417.259,5243.884
244,4131.242,6438.739,5382.283,7354.118,6632.981,5613.400,5378.679,5673.630,5266.413,4585.708,5088.606,5418.938,5261.536
245,4135.032,6421.261,5368.150,7365.588,6613.086,5611.872,5376.702,5672.507,5242.038,4606.062,5076.508,5421.411,5284.536
246,4127.791,6449.145,5367.750,7374.176,6657.221,5598.929,5387.393,5694.835,5262.438,4583.750,5062.721,5423.277,5274.130
247,4104.177,6463.812,5359.483,7358.863,6650.202,5591.043,5380.405,5700.740,5227.913,4582.854,5063.672,5426.232,5275.102
248,4086.734,6433.420,5340.333,7378.627,6646.346,5613.157,5366.452,5706.986,5241.612,4582.531,5049.410,5406.919,5281.928
249,4090.048,6413.377,5374.283,7325.980,6645.394,5617.843,5375.440,5709.185,5250.000,4571.552,5071.213,5402.018,5269.420
250,4071.992,6451.725,5354.750,7376.824,6641.760,5614.771,5369.417,5693.856,5245.712,4575.104,5081.394,5410.562,5261.174
251,4072.089,6422.435,5362.050,7351.726,6632.202,5575.943,5380.595,5723.938,5248.700,4574.781,5055.508,5417.875,5260.725
252,4082.556,6428.913,5361.350,7334.373,6631.510,5609.843,5371.571,5728.665,5254.050,4572.990,5069.688,5407.500,5277.942
253,4048.839,6447.130,5366.150,7334.882,6629.106,5604.829,5351.405,5716.603,5268.000,4571.646,5063.082,5415.125,5259.913
254,4060.927,6435.478,5355.317,7354.059,6633.817,5606.743,5374.310,5726.760,5257.138,4559.698,5069.623,5402.946,5239.362
255,4076.266,6440.145,5342.333,7368.412,6647.942,5627.186,5380.512,5731.979,5254.862,4573.833,5062.885,5403.821,5256.406
256,4044.468,6447.391,5346.033,7344.274,6636.385,5592.529,5372.464,5717.329,5234.087,4595.406,5075.672,5396.294,5246.768
257,4054.758,6425.348,5362.417,7342.079,6616.635,5592.386,5370.095,5732.438,5244.050,4569.271,5054.442,5414.419,5243.304
258,4054.113,6437.478,5354.717,7360.647,6620.433,5600.743,5383.262,5731.342,5218.850,4562.458,5045.476,5403.714,5236.667
259,4040.411,6418.870,5369.867,7331.020,6617.981,5592.786,5369.917,5733.891,5227.362,4574.125,5047.951,5390.411,5254.015
260,4056.105,6414.696,5360.733,7340.569,6623.481,5575.900,5382.190,5746.178,5255.125,4553.021,5060.672,5394.607,5240.290
261,4044.145,6433.159,5346.333,7352.176,6626.125,5568.529,5376.940,5758.233,5223.000,4560.323,5030.688,5408.098,5242.188
262,4040.000,6420.188,5334.167,7322.333,6612.135,5570.800,5373.512,5759.651,5232.913,4561.354,5046.361,5395.161,5239.928
263,4019.637,6415.420,5352.717,7353.784,6610.279,5579.229,5367.500,5778.130,5202.763,4567.292,5038.869,5401.161,5230.870
264,4069.532,6405.957,5336.533,7341.921,6614.721,5588.614,5351.036,5772.438,5240.263,4559.656,5049.246,5406.179,5233.884
265,4024.194,6395.015,5343.267,7311.137,6600.260,5587.600,5362.571,5768.116,5199.750,4555.073,5027.410,5392.491,5210.913
266,4038.460,6414.870,5357.983,7311.294,6580.298,5571.671,5361.048,5777.493,5225.263,4560.938,5041.771,5409.044,5225.522
267,4044.548,6405.174,5344.717,7320.392,6598.067,5563.300,5349.679,5788.068,5199.013,4550.646,5058.426,5405.286,5236.188
268,4035.202,6405.594,5349.083,7291.373,6583.029,5587.486,5356.131,5784.007,5180.050,4546.573,5019.558,5376.366,5217.116
269,4013.742,6425.406,5337.367,7306.863,6590.586,5562.543,5352.095,5795.397,5190.250,4554.219,5043.574,5398.866,5227.913
270,4010.758,6415.391,5343.517,7313.510,6602.683,5574.900,5327.905,5774.665,5194.913,4565.896,5036.164,5406.714,5230.898
271,3996.702,6403.870,5362.083,7294.274,6594.452,5555.357,5359.976,5783.493,5188.625,4548.031,5020.738,5373.348,5207.985
272,4002.782,6392.753,5357.917,7276.471,6587.356,5562.586,5343.429,5789.870,5202.350,4562.604,5057.246,5400.509,5222.855
273,4003.508,6413.319,5349.983,7315.255,6586.471,5573.271,5366.917,5791.068,5191.587,4547.490,5036.017,5385.125,5201.290
274,4013.661,6390.753,5349.133,7283.726,6585.414,5560.271,5351.000,5791.829,5172.237,4547.271,5027.328,5395.893,5210.145
275,3982.444,6406.087,5355.383,7286.294,6595.394,5559.643,5338.702,5795.835,5189.100,4556.250,5043.590,5386.777,5225.174
276,4001.242,6406.072,5367.567,7301.157,6588.211,5568.343,5335.619,5797.007,5176.788,4561.344,5036.000,5395.509,5227.043
277,3996.008,6399.174,5347.517,7275.255,6586.894,5536.829,5346.274,5813.253,5188.362,4534.177,5031.115,5396.000,5208.985
278,3986.016,6382.884,5350.850,7253.235,6586.029,5557.657,5353.571,5806.329,5176.975,4548.448,5037.065,5388.821,5217.739
279,3996.984,6386.609,5347.183,7246.824,6585.990,5558.628,5349.690,5811.500,5192.750,4553.708,5015.918,5383.848,5221.768
280,3976.064,6382.971,5366.117,7287.235,6570.558,5541.229,5346.298,5826.527,5176.612,4550.115,5009.295,5376.098,5199.783
281,3966.210,6399.826,5350.267,7255.588,6560.067,5555.586,5349.155,5840.712,5185.875,4542.625,5034.115,5392.250,5200.420
282,3981.597,6375.478,5344.317,7244.373,6557.404,5550.157,5312.190,5829.452,5181.013,4552.802,5019.442,5377.027,5187.667
283,3976.710,6401.058,5351.233,7253.118,6566.952,5553.257,5342.333,5827.884,5192.350,4542.469,5014.000,5388.009,5213.826
284,3965.524,6399.493,5361.400,7240.667,6568.154,5536.986,5338.595,5826.151,5174.100,4529.510,4998.885,5388.777,5190.551
285,3953.282,6381.174,5352.883,7233.118,6549.760,5544.029,5317.429,5830.911,5179.850,4520.677,5020.312,5374.491,5188.870
286,3953.314,6381.913,5366.267,7257.510,6539.115,5552.571,5334.107,5829.993,5200.425,4519.906,5000.902,5377.169,5192.870
287,3930.355,6381.826,5331.633,7245.804,6562.923,5536.514,5328.583,5823.897,5193.288,4546.812,4994.705,5357.821,5185.855
288,3942.911,6401.913,5337.467,7233.921,6563.077,5529.214,5321.976,5834.904,5187.675,4550.865,5012.213,5379.759,5170.478
289,3922.532,6377.783,5316.383,7249.608,6552.183,5519.671,5318.060,5815.733,5175.638,4541.604,5018.574,5381.946,5181.536
290,3904.621,6400.435,5341.650,7250.608,6547.789,5545.186,5329.107,5830.637,5177.350,4531.125,5021.000,5383.893,5183.985
291,3922.750,6388.406,5338.200,7226.431,6541.404,5550.814,5324.452,5810.651,5182.288,4541.781,5007.967,5364.473,5179.420
292,3901.694,6403.710,5316.083,7251.490,6563.490,5524.943,5316.000,5811.027,5158.850,4548.146,4986.639,5367.688,5166.203
293,3904.782,6378.985,5328.900,7187.824,6549.221,5534.057,5333.571,5825.253,5170.388,4529.021,4966.918,5370.598,5167.478
294,3873.823,6387.884,5330.833,7190.314,6558.067,5541.257,5334.595,5820.911,5184.850,4535.802,5000.361,5371.616,5191.174
295,3885.444,6361.029,5307.067,7168.706,6551.933,5535.529,5327.869,5806.253,5192.400,4528.125,4993.164,5371.982,5171.942
296,3878.387,6381.377,5300.133,7135.510,6526.164,5532.886,5334.060,5816.863,5181.938,4533.917,4987.803,5364.107,5204.319
297,3881.823,6371.275,5309.817,7175.176,6537.692,5547.343,5316.226,5815.726,5181.425,4535.135,4985.229,5373.134,5155.812
298,3872.766,6379.913,5300.167,7139.431,6567.481,5532.686,5322.905,5815.747,5162.388,4531.031,4979.492,5374.527,5180.058
299,3882.984,6380.333,5301.117,7113.451,6531.615,5518.771,5310.286,5832.041,5167.975,4538.406,4996.410,5381.241,5185.725
300,3852.145,6385.087,5270.283,7133.196,6543.115,5534.686,5317.702,5816.459,5174.350,4553.594,5001.672,5378.884,5191.015
301,3863.968,6361.333,5273.983,7125.529,6574.769,5542.071,5313.952,5806.835,5186.112,4545.781,4991.672,5360.991,5176.290
302,3833.694,6391.913,5280.800,7114.667,6519.029,5522.971,5318.905,5797.870,5182.275,4537.865,4978.541,5365.152,5167.058
303,3830.387,6380.855,5296.000,7137.137,6522.144,5538.500,5322.250,5814.165,5195.688,4536.094,4995.853,5358.134,5156.391
304,3826.363,6396.913,5310.500,7124.216,6540.673,5537.271,5326.155,5819.226,5193.938,4556.417,4978.606,5366.723,5152.594
305,3824.113,6372.783,5288.817,7091.824,6534.981,5538.571,5311.512,5797.747,5172.638,4546.896,4970.131,5361.938,5147.203
306,3839.194,6353.667,5282.317,7130.647,6528.442,5542.057,5309.357,5817.500,5193.737,4545.417,4983.147,5361.429,5139.116
307,3837.806,6353.898,5277.700,7155.333,6524.221,5504.286,5318.274,5810.329,5172.737,4538.583,4967.049,5374.500,5137.710
308,3824.073,6386.667,5266.283,7114.216,6518.798,5517.557,5303.762,5807.062,5175.913,4544.635,4985.344,5345.536,5135.638
309,3823.879,6348.985,5266.450,7102.804,6527.490,5529.157,5310.083,5787.034,5170.250,4541.771,4991.558,5367.062,5141.928
310,3820.323,6350.333,5256.800,7123.137,6520.385,5536.200,5303.940,5811.706,5172.900,4546.510,4961.853,5357.223,5129.478
311,3824.089,6359.812,5287.367,7084.529,6516.289,5520.957,5308.929,5796.507,5168.212,4537.500,4971.836,5354.446,5149.478
312,3808.468,6385.638,5265.850,7072.098,6532.144,5530.557,5285.214,5796.473,5163.913,4547.000,4972.262,5372.411,5117.319
313,3814.589,6362.710,5262.100,7087.608,6525.836,5518.214,5290.631,5803.116,5181.825,4535.406,4939.000,5365.679,5114.884
314,3824.919,6329.348,5276.167,7081.020,6503.817,5522.671,5291.476,5787.678,5174.025,4531.917,4967.344,5360.456,5123.130
315,3804.798,6361.928,5262.133,7055.431,6512.529,5527.843,5307.000,5807.562,5146.288,4512.312,4955.377,5364.223,5106.783
316,3798.460,6341.087,5274.967,7082.098,6515.990,5521.800,5290.429,5803.904,5166.075,4536.698,4951.623,5354.527,5102.638
317,3780.556,6371.247,5257.400,7058.157,6515.856,5525.000,5299.667,5792.897,5178.625,4538.052,4949.771,5348.946,5116.015
318,3789.903,6378.985,5268.017,7044.882,6510.683,5501.357,5285.750,5796.493,5139.925,4535.323,4931.328,5365.419,5100.594
319,3770.048,6337.275,5255.517,7053.157,6500.750,5507.071,5282.429,5782.322,5136.400,4535.573,4943.721,5361.464,5102.420
320,3799.637,6364.391,5256.450,7088.314,6518.173,5510.300,5296.095,5786.500,5145.388,4530.500,4937.639,5349.071,5110.797
321,3777.282,6358.768,5239.617,7052.902,6522.471,5530.086,5276.988,5793.733,5137.913,4533.344,4949.836,5351.331,5115.377
322,3779.831,6363.551,5246.750,7041.941,6512.394,5518.700,5264.929,5798.712,5130.663,4543.115,4938.754,5354.598,5101.449
323,3768.387,6357.362,5251.333,7035.569,6500.731,5528.586,5279.440,5794.726,5138.612,4536.750,4924.410,5342.107,5096.638
324,3757.911,6367.928,5245.000,7030.529,6506.192,5533.843,5253.286,5783.178,5149.925,4525.656,4939.049,5349.179,5099.971
325,3753.936,6350.652,5258.283,7005.608,6507.500,5503.171,5257.488,5800.486,5145.675,4527.812,4913.426,5356.857,5123.377
326,3773.895,6356.855,5234.783,7004.020,6508.519,5501.643,5250.274,5791.377,5147.438,4522.198,4925.902,5347.554,5109.391
327,3759.129,6360.247,5220.317,7021.824,6483.250,5508.000,5265.369,5798.109,5125.100,4518.052,4933.017,5353.679,5127.551
328,3775.734,6349.232,5248.883,7013.804,6514.856,5511.000,5270.214,5794.541,5126.163,4523.219,4909.771,5357.411,5116.971
329,3773.564,6335.681,5240.650,7024.118,6507.135,5502.400,5262.321,5790.445,5115.175,4524.375,4905.492,5335.714,5098.580
330,3759.298,6366.072,5236.967,6972.745,6499.164,5502.086,5241.560,5803.658,5128.837,4519.000,4915.229,5347.562,5089.957
331,3753.040,6334.725,5212.333,6962.392,6502.635,5503.957,5236.929,5790.932,5117.913,4525.552,4926.836,5346.982,5097.188
332,3750.436,6335.507,5216.200,6960.726,6497.356,5498.429,5237.595,5805.356,5112.875,4514.396,4905.164,5336.509,5108.174
333,3736.968,6351.232,5230.367,6984.294,6482.173,5510.214,5247.583,5798.514,5108.175,4523.458,4916.000,5339.839,5115.449
334,3728.782,6365.102,5218.217,6997.980,6470.596,5506.457,5233.786,5790.548,5089.750,4516.958,4917.656,5326.688,5117.391
335,3732.169,6349.087,5244.367,6971.274,6494.414,5514.714,5224.405,5800.308,5091.200,4532.219,4901.869,5349.581,5086.290
336,3721.806,6339.928,5225.267,6956.020,6499.644,5503.957,5228.250,5792.671,5088.112,4524.438,4910.721,5353.277,5096.275
337,3731.177,6359.783,5230.550,6964.216,6496.586,5497.843,5220.786,5795.870,5076.938,4537.740,4906.295,5325.054,5102.174
338,3735.984,6320.710,5208.917,6941.314,6504.654,5514.057,5212.250,5787.884,5055.688,4497.812,4887.180,5334.821,5093.087
339,3714.008,6361.000,5244.033,6966.059,6480.164,5499.471,5215.226,5797.747,5065.925,4526.635,4902.656,5346.625,5068.522
340,3718.476,6322.638,5201.683,6952.020,6500.798,5492.900,5207.643,5794.021,5080.525,4522.719,4877.967,5336.304,5070.029
341,3712.814,6325.971,5214.033,6934.765,6489.971,5495.628,5205.024,5795.932,5048.288,4532.969,4900.115,5321.634,5089.623
342,3714.548,6311.812,5226.683,6915.235,6491.414,5500.329,5207.048,5800.678,5037.688,4515.292,4890.574,5343.312,5054.478
343,3713.669,6338.841,5220.700,6892.627,6479.106,5502.414,5186.810,5791.404,5043.987,4518.240,4869.738,5341.071,5069.029
344,3703.234,6343.290,5211.300,6883.882,6462.586,5507.743,5188.833,5812.486,5043.312,4501.958,4880.639,5327.375,5055.116
345,3699.871,6301.174,5214.350,6921.274,6487.673,5487.329,5174.060,5800.993,5034.062,4510.833,4896.508,5315.009,5069.928
346,3709.564,6343.145,5209.650,6933.686,6478.260,5504.729,5210.607,5797.870,5016.487,4515.958,4862.524,5342.000,5086.319
347,3705.605,6336.145,5212.767,6878.882,6472.961,5493.372,5202.357,5777.226,5028.638,4527.938,4875.590,5342.723,5056.826
348,3705.218,6338.855,5194.417,6940.431,6451.106,5492.300,5178.667,5771.473,5021.688,4519.292,4843.590,5332.991,5048.232
349,3695.879,6331.348,5214.800,6937.549,6451.596,5481.786,5195.167,5789.466,5027.038,4529.958,4859.885,5326.866,5052.841
350,3714.427,6327.478,5200.833,6925.588,6471.461,5494.557,5190.631,5804.562,5028.112,4516.948,4872.344,5317.196,5046.580
351,3694.524,6326.841,5211.000,6949.333,6459.923,5489.286,5176.167,5781.267,5032.075,4522.573,4836.590,5313.768,5044.507
352,3676.589,6336.333,5188.983,6920.647,6461.086,5486.771,5176.488,5766.952,5024.925,4513.500,4861.295,5326.312,5025.797
353,3694.105,6319.058,5210.400,6927.902,6456.673,5463.000,5159.917,5793.891,5018.087,4505.615,4873.967,5325.500,5001.377
354,3679.661,6302.985,5201.483,6898.196,6465.125,5463.443,5182.131,5780.432,5019.462,4520.021,4847.033,5354.688,5019.319
355,3674.403,6304.696,5191.750,6907.863,6461.702,5474.743,5170.131,5774.165,5010.712,4522.615,4853.131,5338.929,5044.739
356,3683.153,6312.333,5189.517,6894.510,6461.086,5486.514,5179.369,5765.794,4997.200,4513.510,4829.377,5331.473,5041.217
357,3678.056,6320.319,5182.217,6877.961,6462.385,5481.214,5167.583,5782.089,5020.525,4521.792,4868.229,5331.393,5051.464
358,3670.436,6317.725,5183.733,6893.255,6454.500,5484.571,5134.595,5766.753,5037.050,4515.677,4838.688,5333.339,5027.188
359,3669.936,6309.290,5201.667,6850.921,6449.673,5491.314,5134.000,5753.911,5019.987,4519.854,4848.656,5342.902,5079.826
360,3646.113,6312.043,5181.267,6836.235,6433.673,5473.786,5121.964,5772.335,5040.237,4506.510,4818.902,5335.643,5068.565
361,3654.831,6304.855,5180.783,6887.726,6463.596,5465.529,5130.345,5749.658,5026.350,4517.750,4821.164,5328.107,5056.681
362,3665.605,6315.333,5180.550,6884.216,6446.914,5468.414,5127.012,5766.925,5041.837,4500.406,4832.558,5327.902,5046.116
363,3648.032,6306.406,5167.600,6851.647,6458.981,5469.786,5122.595,5755.288,5057.888,4503.740,4837.492,5331.804,5051.464
364,3641.540,6320.362,5187.450,6841.020,6439.529,5466.786,5109.369,5741.459,5044.000,4510.646,4821.459,5321.777,5061.348
365,3644.750,6308.522,5185.133,6842.373,6460.654,5455.971,5131.357,5729.692,5029.975,4496.344,4815.738,5324.143,5042.348
366,3637.653,6305.898,5163.933,6847.569,6433.260,5455.429,5103.226,5753.521,5018.325,4501.000,4817.147,5318.518,5041.928
367,3628.444,6300.174,5186.483,6882.686,6420.567,5473.914,5098.548,5739.630,5038.212,4509.156,4811.476,5321.348,5039.841
368,3646.508,6296.725,5183.833,6851.020,6407.423,5469.714,5085.000,5760.007,5026.663,4485.771,4807.869,5311.036,5044.159
369,3632.621,6307.725,5193.700,6825.392,6422.721,5469.357,5088.143,5748.582,5012.900,4481.510,4797.656,5310.518,5027.130
370,3638.411,6322.015,5183.500,6852.471,6416.606,5459.400,5053.310,5739.706,5004.263,4489.708,4814.869,5324.893,5044.725
371,3634.298,6295.985,5154.683,6818.412,6424.567,5458.171,5049.679,5753.911,4982.700,4501.417,4779.606,5332.223,5035.072
372,3626.186,6292.985,5156.683,6829.529,6423.010,5460.314,5072.345,5744.068,4991.263,4484.198,4787.524,5310.331,5012.855
373,3615.282,6299.130,5178.150,6831.471,6405.433,5443.600,5064.595,5753.774,4969.225,4489.792,4773.672,5318.973,5013.304
374,3624.234,6309.681,5191.367,6835.059,6420.750,5442.386,5042.655,5753.822,4953.975,4485.490,4767.049,5311.259,4983.275
375,3624.669,6310.043,5158.683,6852.137,6414.067,5453.929,5035.488,5761.144,4990.375,4494.562,4771.033,5313.286,5002.797
376,3608.516,6322.753,5169.783,6844.765,6416.086,5459.686,5051.500,5740.616,4993.538,4498.031,4766.147,5308.929,5017.348
377,3619.895,6294.913,5162.467,6806.824,6406.183,5461.300,5047.369,5761.706,4987.900,4489.604,4754.213,5300.036,5011.551
378,3622.694,6286.565,5176.883,6825.627,6420.279,5440.257,5023.107,5732.767,4978.450,4491.125,4748.721,5306.250,5008.870
379,3610.919,6288.130,5170.717,6784.784,6414.875,5442.971,5007.214,5724.712,4971.688,4486.240,4745.394,5312.044,5015.826
380,3613.774,6290.029,5178.900,6780.412,6398.914,5409.543,5015.845,5731.877,4953.737,4473.490,4751.656,5306.786,5008.826
381,3610.919,6296.130,5172.467,6811.824,6383.452,5430.971,4991.976,5750.021,4969.475,4490.000,4748.508,5306.089,5001.870
382,3615.484,6302.188,5184.417,6797.020,6406.346,5448.686,5009.405,5738.103,4951.275,4482.271,4770.328,5316.366,5003.957
383,3628.798,6306.725,5171.917,6799.216,6399.442,5416.400,5042.250,5737.294,4979.200,4478.708,4746.721,5302.214,5008.159
384,3624.524,6293.304,5164.917,6776.490,6391.586,5421.357,5025.845,5732.877,4966.275,4477.760,4751.279,5311.464,5008.333
385,3600.774,6294.565,5171.200,6816.373,6411.596,5434.257,5000.310,5726.288,4973.825,4468.823,4727.983,5319.402,4976.870
386,3608.226,6270.420,5160.317,6811.255,6399.346,5433.657,4997.786,5726.555,4956.888,4474.365,4721.049,5311.554,4967.594
387,3616.589,6275.130,5168.133,6804.235,6386.423,5415.471,4987.607,5725.582,4935.663,4473.417,4745.935,5315.366,4968.015
388,3607.669,6259.232,5184.767,6800.412,6377.394,5451.671,4971.512,5722.267,4939.650,4471.656,4726.983,5307.973,5006.928
389,3600.113,6286.971,5168.283,6750.529,6382.596,5436.786,4973.083,5733.500,4933.413,4472.188,4715.623,5311.393,4992.623
390,3603.992,6274.753,5181.800,6775.863,6373.779,5426.157,4974.024,5724.870,4918.938,4464.990,4700.869,5315.518,5000.406
391,3596.298,6273.522,5187.500,6791.020,6383.664,5434.957,4983.060,5729.521,4918.750,4470.927,4694.328,5311.848,5007.087
392,3599.524,6289.594,5177.917,6805.569,6383.952,5443.314,4978.988,5715.274,4921.263,4489.292,4699.312,5310.777,4970.971
393,3602.411,6271.449,5168.233,6830.667,6388.192,5452.029,4977.083,5735.822,4922.200,4489.531,4717.705,5308.491,4998.841
394,3584.218,6284.536,5171.483,6822.020,6369.856,5429.057,4975.083,5711.603,4927.125,4481.198,4698.820,5308.054,4991.783
395,3612.919,6285.768,5192.133,6821.412,6387.836,5415.143,4983.000,5721.123,4921.388,4490.010,4696.033,5309.446,4976.971
396,3572.903,6252.898,5189.417,6822.647,6369.211,5436.957,4964.631,5711.109,4925.337,4489.094,4696.918,5305.036,4989.362
397,3596.306,6246.159,5183.867,6804.941,6364.567,5418.771,4971.726,5705.123,4909.413,4474.094,4689.082,5311.812,4982.898
398,3590.331,6278.884,5172.150,6807.549,6366.019,5440.157,4968.310,5696.562,4897.087,4490.479,4698.558,5304.661,4991.753
399,3588.774,6277.420,5170.700,6787.137,6362.164,5421.929,4961.845,5703.144,4878.888,4493.708,4657.377,5308.027,5002.681
400,3559.242,6276.188,5186.600,6799.686,6364.202,5409.714,4935.036,5693.863,4878.938,4492.469,4693.328,5318.169,4988.102
401,3582.677,6269.971,5176.383,6810.373,6359.231,5412.857,4942.619,5698.712,4860.663,4492.010,4649.082,5300.277,4958.247
402,3574.597,6265.884,5185.800,6802.824,6373.125,5403.414,4934.036,5701.096,4845.175,4477.333,4689.902,5290.491,4987.217
