 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13
403,3566.984,6265.130,5173.467,6777.392,6333.942,5427.529,4903.964,5699.178,4846.788,4479.240,4666.017,5316.661,4961.174
404,3582.476,6258.913,5176.833,6766.157,6352.798,5420.957,4928.714,5703.418,4825.288,4479.927,4649.541,5310.438,4982.072
405,3584.669,6257.565,5176.850,6759.529,6342.058,5417.586,4898.679,5699.384,4840.200,4466.323,4657.721,5294.589,4964.870
406,3568.040,6229.391,5182.700,6743.216,6358.933,5419.872,4884.119,5693.712,4834.737,4473.760,4649.492,5310.831,4960.275
407,3583.855,6249.015,5184.567,6780.451,6337.375,5435.257,4893.714,5707.596,4829.487,4473.979,4637.885,5307.232,4964.594
408,3586.524,6272.087,5181.217,6778.118,6348.519,5402.057,4914.107,5701.527,4824.337,4477.771,4653.902,5301.232,4956.043
409,3579.379,6235.942,5203.083,6770.294,6338.635,5403.743,4900.286,5691.760,4805.612,4478.510,4634.606,5310.134,4947.870
410,3577.839,6261.145,5178.200,6744.863,6350.423,5431.900,4883.929,5687.294,4783.375,4461.823,4631.853,5313.938,4938.087
411,3571.960,6258.290,5174.650,6753.020,6343.106,5414.486,4898.226,5698.082,4797.975,4462.594,4616.869,5305.794,4946.536
412,3554.460,6252.913,5186.233,6732.784,6320.769,5404.628,4870.476,5682.507,4774.413,4472.281,4623.459,5303.259,4992.565
413,3573.790,6232.130,5191.350,6740.020,6345.894,5410.586,4890.917,5686.932,4808.138,4492.479,4611.377,5295.232,4931.406
414,3567.266,6253.043,5196.017,6765.157,6341.760,5417.086,4901.393,5675.842,4816.462,4476.854,4637.000,5281.009,4921.565
415,3553.710,6264.783,5179.600,6761.902,6346.346,5417.000,4895.202,5694.438,4820.600,4476.875,4614.590,5303.429,4948.783
416,3545.177,6249.971,5172.150,6753.157,6343.904,5406.329,4898.143,5685.192,4822.688,4467.281,4607.869,5289.169,4951.536
417,3545.556,6250.130,5185.967,6758.980,6315.375,5405.943,4891.429,5676.000,4807.987,4481.167,4593.295,5309.419,4933.058
418,3526.105,6253.102,5167.717,6769.471,6332.644,5390.829,4914.667,5679.267,4804.538,4469.031,4583.688,5295.321,4924.406
419,3540.750,6226.753,5173.817,6764.980,6342.673,5387.114,4910.560,5679.658,4800.438,4468.698,4579.147,5292.652,4932.971
420,3543.500,6237.406,5163.800,6730.588,6344.779,5415.029,4905.464,5679.288,4796.888,4457.385,4580.361,5297.669,4911.058
421,3525.661,6253.812,5188.167,6751.294,6327.183,5411.386,4884.405,5674.932,4781.138,4471.833,4594.229,5308.071,4932.696
422,3519.831,6267.087,5186.533,6703.431,6309.933,5390.929,4870.048,5669.007,4790.100,4453.615,4571.410,5285.893,4932.623
423,3506.105,6250.072,5183.183,6706.765,6322.635,5395.429,4882.024,5687.568,4765.362,4477.448,4560.967,5303.411,4942.565
424,3518.298,6242.029,5181.617,6719.137,6314.211,5408.957,4847.440,5678.548,4765.325,4454.490,4583.115,5290.402,4939.072
425,3516.581,6223.985,5161.417,6733.627,6330.904,5386.714,4833.536,5663.966,4753.625,4473.073,4582.049,5291.116,4932.333
426,3522.847,6234.710,5162.017,6701.333,6320.606,5375.443,4836.833,5675.185,4754.075,4451.240,4566.853,5278.027,4926.667
427,3506.976,6235.841,5175.950,6724.510,6308.625,5380.857,4863.631,5681.397,4735.375,4443.167,4573.459,5293.706,4979.580
428,3503.766,6248.290,5168.700,6734.726,6298.990,5393.486,4846.964,5687.644,4744.325,4460.031,4550.967,5292.768,4952.681
429,3514.524,6212.667,5192.433,6733.020,6306.404,5407.957,4855.452,5664.692,4728.888,4463.583,4553.312,5286.956,4952.145
430,3483.823,6203.072,5164.000,6716.647,6326.808,5398.043,4838.393,5685.391,4698.337,4476.375,4552.361,5292.357,4951.870
431,3505.097,6251.753,5178.300,6758.471,6312.019,5373.571,4848.786,5668.507,4696.688,4455.760,4540.672,5311.991,4958.000
432,3499.831,6236.753,5183.517,6746.726,6304.452,5381.571,4852.750,5653.158,4700.487,4440.938,4524.361,5309.938,4967.188
433,3481.387,6233.797,5172.833,6771.333,6309.519,5367.714,4820.762,5664.616,4692.775,4464.208,4541.492,5289.196,4956.884
434,3496.169,6223.797,5182.050,6784.961,6303.308,5377.586,4823.488,5663.582,4713.175,4465.854,4536.820,5297.491,4950.913
435,3500.331,6248.884,5188.900,6778.079,6309.933,5395.886,4786.060,5649.822,4710.075,4466.625,4533.705,5307.393,4937.478
436,3516.726,6233.304,5194.867,6759.608,6292.346,5382.086,4790.714,5641.527,4719.025,4470.438,4519.606,5294.402,4953.217
437,3508.484,6222.783,5182.000,6755.333,6296.779,5361.229,4779.083,5654.527,4724.312,4475.167,4507.935,5302.206,4937.536
438,3514.234,6224.942,5188.867,6733.882,6304.933,5375.386,4769.500,5643.425,4715.600,4465.104,4523.639,5294.009,4951.594
439,3500.460,6222.739,5177.133,6711.333,6315.289,5389.214,4765.024,5646.493,4725.062,4466.646,4531.131,5306.643,4935.870
440,3493.218,6222.362,5172.533,6716.373,6304.115,5382.014,4746.024,5649.144,4699.575,4469.198,4507.279,5299.268,4955.797
441,3500.177,6234.493,5176.517,6707.667,6291.615,5368.514,4734.238,5646.137,4703.025,4449.125,4504.377,5292.786,4937.058
442,3486.032,6228.116,5175.100,6710.020,6295.817,5377.128,4745.226,5643.500,4704.862,4435.896,4509.246,5293.241,4946.855
443,3481.847,6222.174,5157.567,6752.196,6292.750,5372.586,4745.929,5649.206,4683.775,4455.573,4502.410,5298.491,4928.029
444,3499.524,6226.667,5173.267,6727.059,6295.019,5370.714,4741.857,5645.096,4680.938,4441.271,4505.147,5284.973,4939.652
445,3469.218,6230.261,5199.867,6734.941,6279.779,5382.686,4765.131,5635.938,4676.975,4468.094,4482.033,5286.393,4928.478
446,3485.363,6196.797,5154.850,6708.314,6292.625,5368.171,4759.345,5641.068,4674.513,4464.406,4475.836,5299.384,4919.464
447,3495.379,6217.232,5156.483,6734.490,6291.058,5379.257,4753.393,5632.966,4651.475,4455.156,4485.115,5312.956,4933.536
448,3469.113,6226.116,5160.433,6742.196,6287.817,5387.414,4746.893,5648.103,4648.075,4455.219,4491.754,5286.134,4951.203
449,3472.944,6225.536,5159.183,6707.196,6277.760,5374.814,4734.131,5641.356,4631.400,4452.042,4466.394,5302.714,4913.290
450,3464.266,6222.217,5159.850,6728.765,6273.433,5377.128,4704.226,5655.747,4616.650,4439.708,4458.902,5295.741,4921.913
451,3462.548,6195.304,5164.550,6701.745,6271.721,5363.243,4718.524,5643.699,4645.375,4472.521,4464.590,5290.964,4924.623
452,3459.605,6221.696,5170.767,6730.824,6272.683,5390.457,4759.179,5634.322,4645.325,4447.594,4468.524,5277.964,4930.029
453,3463.089,6219.362,5143.817,6715.451,6278.183,5368.029,4744.655,5641.418,4674.837,4460.135,4468.771,5298.161,4933.333
454,3455.064,6228.145,5156.250,6677.431,6271.192,5378.529,4739.298,5615.130,4643.138,4470.156,4458.983,5291.777,4918.406
455,3430.686,6196.898,5137.783,6731.294,6298.586,5370.986,4739.274,5617.658,4664.038,4457.948,4459.000,5293.098,4892.174
456,3471.210,6224.043,5165.233,6689.784,6283.471,5359.886,4727.702,5612.781,4651.400,4464.760,4440.065,5307.839,4898.391
457,3459.250,6216.174,5176.533,6692.569,6278.000,5374.014,4728.548,5607.719,4644.663,4470.885,4441.262,5301.607,4920.333
458,3441.573,6235.478,5151.700,6673.961,6271.154,5373.600,4712.048,5630.206,4638.650,4455.531,4425.131,5293.688,4919.753
459,3445.936,6207.652,5134.550,6682.255,6253.683,5372.557,4702.012,5609.781,4634.900,4463.260,4439.623,5286.714,4917.551
460,3446.234,6232.348,5144.033,6672.333,6257.048,5356.757,4690.476,5596.459,4684.788,4471.260,4441.459,5294.446,4922.043
461,3440.323,6205.681,5144.733,6676.980,6270.711,5379.714,4691.607,5586.849,4687.125,4453.250,4433.508,5304.723,4901.609
462,3427.621,6197.174,5148.267,6675.980,6262.173,5368.443,4676.060,5605.109,4684.487,4460.031,4444.394,5298.831,4954.217
463,3418.540,6245.957,5147.733,6689.765,6266.125,5343.529,4651.536,5604.699,4687.337,4424.958,4432.738,5296.429,4939.898
464,3417.742,6213.029,5145.417,6668.216,6273.048,5356.128,4659.631,5598.247,4694.975,4457.000,4437.394,5286.419,4938.753
465,3431.669,6204.812,5133.350,6684.314,6285.404,5364.971,4645.869,5586.548,4678.538,4447.688,4424.033,5296.509,4921.841
466,3414.097,6216.015,5162.917,6700.294,6269.702,5368.529,4678.226,5600.349,4666.800,4456.042,4427.344,5296.196,4946.102
467,3417.064,6221.478,5136.717,6687.706,6243.846,5365.514,4684.524,5587.993,4665.812,4461.250,4427.721,5303.893,4922.507
468,3423.097,6214.102,5153.000,6700.157,6249.711,5354.786,4687.440,5606.877,4640.950,4450.385,4410.295,5287.464,4918.580
469,3424.234,6205.391,5126.800,6681.157,6272.164,5359.686,4663.595,5591.945,4636.925,4444.094,4394.656,5294.616,4914.768
470,3407.089,6201.420,5118.500,6682.255,6265.115,5354.071,4665.310,5608.925,4639.288,4430.760,4424.295,5287.206,4938.783
471,3418.056,6221.942,5155.983,6696.667,6259.058,5352.543,4641.060,5599.384,4634.438,4429.438,4389.869,5304.411,4919.217
472,3412.492,6207.638,5127.417,6681.353,6258.308,5354.171,4623.929,5590.301,4605.337,4436.906,4401.164,5280.456,4929.681
473,3409.282,6227.333,5137.617,6702.726,6237.500,5361.000,4629.036,5588.801,4613.275,4446.021,4393.229,5276.054,4934.145
474,3406.314,6211.667,5127.050,6698.235,6260.471,5356.986,4660.440,5595.233,4593.175,4440.094,4393.721,5276.919,4914.522
475,3412.153,6216.087,5137.867,6712.706,6244.192,5338.543,4658.512,5583.103,4593.987,4459.385,4387.918,5285.348,4890.667
476,3409.024,6226.275,5140.433,6726.510,6230.423,5358.571,4658.595,5587.760,4593.862,4451.167,4395.738,5277.062,4896.710
477,3404.347,6210.753,5148.533,6710.471,6226.702,5335.043,4668.310,5584.712,4582.200,4448.188,4398.115,5286.714,4885.797
478,3408.677,6187.551,5122.300,6694.804,6243.615,5362.157,4664.071,5576.301,4562.362,4450.073,4389.656,5293.009,4884.928
479,3391.258,6194.391,5148.850,6695.373,6245.490,5330.486,4641.988,5577.384,4560.837,4446.354,4375.590,5300.366,4879.188
480,3389.984,6207.102,5146.733,6727.588,6220.336,5325.786,4636.119,5584.027,4534.062,4441.740,4396.098,5281.607,4876.783
481,3400.210,6193.753,5160.900,6729.039,6240.481,5341.757,4615.083,5577.274,4542.688,4431.812,4392.836,5269.946,4885.130
482,3391.742,6207.232,5140.967,6699.137,6233.711,5335.600,4633.857,5569.500,4550.362,4443.396,4384.033,5266.277,4889.290
483,3395.564,6192.753,5138.300,6718.314,6239.048,5336.457,4650.440,5566.911,4574.712,4447.375,4370.279,5284.143,4891.275
484,3401.532,6214.102,5143.683,6713.549,6227.010,5328.671,4667.560,5566.212,4581.850,4451.896,4369.361,5293.589,4869.058
485,3388.202,6177.667,5128.517,6718.745,6241.452,5315.086,4651.060,5561.363,4607.350,4433.292,4350.836,5286.446,4894.797
486,3374.855,6192.102,5166.717,6694.000,6218.769,5336.086,4649.774,5576.055,4596.413,4436.521,4352.344,5278.134,4891.898
487,3375.532,6199.029,5124.350,6671.706,6231.414,5324.814,4657.512,5564.055,4586.800,4436.458,4351.803,5283.241,4920.565
488,3391.347,6186.826,5123.133,6673.549,6231.548,5342.614,4647.774,5554.835,4586.188,4440.365,4356.082,5300.402,4919.116
489,3388.653,6184.102,5135.183,6682.745,6215.490,5332.614,4667.262,5565.021,4593.612,4437.406,4335.558,5286.723,4916.174
490,3386.605,6201.507,5120.600,6698.804,6211.539,5326.943,4658.964,5561.767,4636.600,4449.635,4370.983,5293.429,4887.942
491,3355.968,6177.797,5138.833,6737.079,6219.856,5325.814,4665.321,5561.842,4612.750,4453.688,4354.082,5285.938,4907.783
492,3374.710,6181.609,5142.167,6713.882,6206.202,5314.486,4662.917,5541.863,4626.038,4442.010,4357.558,5297.402,4904.247
493,3380.137,6204.797,5148.317,6707.412,6232.067,5315.886,4651.417,5544.432,4625.500,4452.094,4352.606,5280.831,4892.000
494,3374.218,6167.130,5143.133,6711.941,6192.289,5320.643,4656.560,5551.794,4619.875,4446.646,4324.803,5283.027,4909.493
495,3361.637,6198.942,5103.533,6692.882,6201.077,5319.386,4628.536,5557.432,4623.925,4441.021,4348.820,5283.473,4892.000
496,3356.323,6189.493,5109.467,6647.863,6221.711,5322.043,4634.107,5562.945,4592.737,4443.521,4352.213,5280.134,4905.217
497,3365.694,6195.217,5146.283,6672.784,6209.452,5341.186,4626.345,5570.301,4588.225,4440.240,4336.246,5284.759,4871.217
498,3369.476,6184.667,5132.500,6713.863,6200.625,5340.757,4614.988,5573.068,4578.888,4438.927,4334.508,5287.393,4898.174
499,3361.210,6186.043,5121.667,6715.353,6198.981,5330.729,4613.690,5561.808,4603.350,4447.448,4357.295,5289.384,4897.652
500,3357.548,6179.870,5154.583,6676.333,6216.615,5320.343,4630.690,5564.171,4615.087,4445.740,4327.705,5278.456,4875.217
501,3349.911,6209.029,5137.750,6706.373,6196.010,5317.900,4631.571,5545.247,4613.612,4459.750,4348.672,5281.152,4897.478
502,3343.048,6203.333,5151.633,6710.137,6200.760,5333.486,4621.940,5547.548,4634.962,4440.323,4330.246,5275.098,4890.232
503,3353.056,6190.333,5122.600,6679.274,6198.740,5302.686,4610.690,5529.267,4626.400,4446.073,4335.951,5280.554,4904.015
504,3342.710,6181.594,5152.300,6728.921,6192.961,5317.400,4606.274,5553.144,4624.150,4441.573,4333.639,5286.196,4875.319
505,3358.242,6180.783,5132.333,6697.804,6175.404,5302.557,4594.238,5546.651,4621.750,4456.875,4335.098,5281.625,4859.015
506,3351.887,6193.681,5133.483,6714.902,6188.336,5320.200,4579.857,5525.384,4614.200,4442.104,4315.803,5280.152,4839.783
507,3351.540,6181.971,5138.783,6720.902,6179.750,5340.686,4578.381,5533.397,4586.913,4448.823,4305.771,5298.268,4869.362
508,3339.718,6197.464,5124.167,6704.000,6182.914,5294.057,4575.976,5522.555,4591.638,4450.469,4317.459,5287.750,4876.768
509,3336.492,6189.435,5123.900,6662.000,6176.135,5307.471,4565.310,5527.363,4560.562,4443.292,4313.344,5286.062,4854.217
510,3327.790,6180.652,5129.050,6665.510,6163.586,5301.314,4557.583,5539.103,4545.538,4432.562,4304.377,5276.732,4849.377
511,3352.379,6215.913,5117.200,6676.961,6169.058,5298.014,4534.369,5510.342,4541.625,4426.510,4314.033,5283.946,4859.928
512,3327.661,6184.681,5129.467,6649.569,6182.981,5313.186,4538.345,5525.486,4539.075,4429.865,4318.147,5276.027,4889.145
513,3327.710,6173.739,5128.267,6645.569,6174.029,5306.000,4527.929,5542.863,4515.425,4432.396,4304.065,5276.054,4870.652
514,3334.194,6198.116,5119.983,6617.745,6164.346,5316.243,4512.048,5539.178,4512.462,4427.635,4301.771,5279.562,4870.464
515,3320.258,6172.159,5107.567,6624.274,6163.375,5304.614,4487.274,5528.055,4511.188,4435.594,4272.049,5291.482,4878.247
516,3314.871,6168.493,5107.517,6613.980,6160.558,5311.014,4466.929,5534.966,4494.212,4415.323,4311.098,5281.544,4872.855
517,3319.863,6170.826,5092.233,6604.529,6156.971,5301.657,4508.429,5530.500,4482.263,4424.031,4293.410,5277.938,4865.015
518,3321.500,6189.130,5125.667,6598.686,6161.327,5315.800,4520.655,5541.452,4460.938,4424.177,4310.705,5275.054,4850.464
519,3319.726,6193.739,5119.550,6619.353,6178.798,5290.529,4550.893,5527.952,4468.487,4432.396,4301.295,5272.634,4819.985
520,3311.548,6184.159,5089.600,6617.353,6138.308,5315.743,4530.143,5529.096,4482.300,4424.562,4296.328,5276.919,4828.812
521,3322.194,6151.768,5111.783,6574.471,6148.000,5295.443,4506.321,5504.555,4455.025,4421.438,4314.115,5278.625,4856.159
522,3315.040,6177.261,5117.650,6569.333,6152.827,5300.800,4539.286,5523.863,4427.550,4419.021,4307.721,5282.169,4836.768
523,3313.186,6142.725,5102.533,6611.333,6135.019,5296.843,4519.964,5526.342,4442.400,4413.344,4268.574,5265.946,4822.435
524,3314.936,6156.247,5132.067,6601.196,6136.692,5312.229,4499.024,5504.719,4424.812,4429.125,4287.918,5277.581,4835.507
525,3320.911,6183.217,5094.750,6608.255,6113.135,5309.857,4472.619,5514.103,4414.450,4429.000,4280.869,5275.804,4834.696
526,3312.669,6155.102,5127.667,6586.863,6136.914,5281.786,4464.083,5511.706,4398.462,4418.417,4293.213,5265.134,4837.928
527,3308.613,6159.753,5097.783,6569.921,6133.644,5267.171,4468.607,5502.829,4405.663,4411.656,4263.492,5266.857,4836.391
528,3307.968,6168.536,5087.450,6627.921,6113.856,5295.214,4466.798,5515.904,4411.188,4419.260,4298.524,5258.812,4852.971
529,3317.411,6184.768,5093.033,6604.079,6104.394,5283.443,4462.607,5510.315,4446.700,4418.010,4303.524,5269.250,4867.594
530,3309.226,6158.435,5116.867,6615.667,6142.183,5287.714,4456.488,5487.103,4447.450,4419.646,4282.017,5261.821,4879.072
531,3295.734,6145.174,5115.983,6566.745,6104.086,5302.571,4446.631,5494.685,4477.725,4414.146,4293.935,5264.634,4896.870
532,3295.290,6169.870,5117.683,6545.079,6112.010,5283.786,4428.548,5492.384,4482.950,4411.115,4289.312,5270.875,4883.884
533,3304.782,6173.797,5107.567,6553.745,6122.885,5300.071,4424.976,5492.459,4490.100,4419.875,4306.017,5274.321,4880.130
534,3288.806,6165.058,5100.217,6562.451,6113.423,5284.600,4446.810,5497.842,4476.688,4408.031,4264.262,5274.438,4887.217
535,3301.742,6165.551,5088.567,6563.804,6096.894,5298.529,4448.881,5493.973,4488.725,4420.177,4277.869,5253.723,4866.594
536,3292.968,6150.884,5096.383,6559.255,6113.990,5285.714,4480.274,5489.794,4489.500,4427.344,4259.885,5269.831,4863.652
537,3284.694,6162.377,5109.100,6555.059,6101.154,5273.500,4465.845,5491.637,4530.775,4423.104,4262.147,5278.134,4866.739
538,3289.927,6158.304,5104.583,6533.412,6105.558,5262.771,4459.012,5489.308,4531.312,4408.104,4268.098,5270.429,4872.971
539,3282.750,6157.594,5121.583,6513.157,6105.327,5282.586,4445.250,5490.027,4528.337,4390.552,4268.065,5256.188,4852.159
540,3291.564,6143.739,5122.800,6567.039,6098.317,5307.414,4457.798,5489.986,4521.362,4437.365,4287.639,5269.804,4849.290
541,3281.798,6136.203,5123.717,6553.569,6107.423,5299.329,4438.607,5481.884,4506.800,4422.427,4266.885,5270.241,4855.971
542,3289.798,6158.739,5117.017,6552.529,6117.875,5267.986,4440.381,5477.253,4499.600,4404.323,4262.000,5272.982,4852.623
543,3275.427,6149.261,5088.417,6562.980,6083.596,5270.014,4415.393,5475.109,4480.825,4416.719,4275.885,5265.982,4826.000
544,3283.218,6168.333,5111.000,6558.451,6106.279,5272.372,4400.226,5463.733,4483.050,4388.198,4256.180,5256.294,4871.217
545,3271.629,6184.058,5103.883,6570.549,6079.625,5264.686,4432.714,5484.781,4474.788,4413.208,4255.000,5252.956,4833.594
546,3277.637,6147.753,5096.083,6568.804,6079.961,5300.900,4465.024,5475.568,4525.200,4417.552,4260.328,5251.143,4850.203
547,3274.597,6162.753,5117.317,6531.039,6108.952,5268.400,4463.798,5462.274,4510.150,4407.021,4275.279,5276.812,4825.435
548,3272.702,6156.319,5105.350,6567.059,6097.183,5273.443,4461.750,5459.685,4511.362,4406.406,4251.229,5262.964,4840.478
549,3271.161,6157.971,5092.750,6537.824,6077.154,5285.743,4469.857,5459.911,4516.888,4385.396,4267.295,5266.482,4832.319
550,3276.097,6142.072,5108.367,6552.176,6072.644,5279.843,4468.619,5450.192,4514.513,4419.573,4275.229,5258.491,4857.130
551,3273.573,6145.130,5102.650,6559.529,6088.269,5278.414,4485.119,5450.301,4507.825,4420.167,4279.885,5275.831,4846.072
552,3276.960,6153.000,5096.967,6556.706,6059.336,5279.657,4492.952,5445.801,4506.888,4431.365,4270.508,5286.402,4836.594
553,3267.016,6139.333,5113.133,6551.471,6089.000,5279.628,4498.988,5460.062,4470.337,4405.854,4272.803,5260.482,4840.319
554,3266.968,6145.696,5103.450,6513.608,6075.875,5261.329,4504.214,5467.479,4458.362,4410.979,4270.951,5257.259,4837.159
555,3271.411,6123.072,5094.067,6535.667,6062.490,5261.829,4473.964,5447.753,4470.237,4408.729,4281.459,5269.482,4842.638
556,3265.097,6157.319,5094.583,6556.706,6065.433,5288.157,4483.940,5452.404,4464.050,4417.219,4253.754,5256.625,4817.855
557,3264.637,6155.000,5094.317,6513.941,6079.423,5271.343,4468.000,5437.185,4448.300,4413.792,4258.394,5259.688,4825.783
558,3252.573,6151.609,5088.100,6541.726,6062.711,5273.343,4467.381,5430.432,4427.163,4410.438,4259.754,5264.991,4794.435
559,3261.468,6121.841,5069.533,6513.157,6070.298,5278.872,4446.833,5431.377,4426.000,4416.354,4256.213,5254.312,4805.855
560,3255.564,6165.391,5084.283,6556.569,6046.471,5266.557,4451.393,5427.219,4387.913,4429.156,4253.410,5234.973,4799.580
561,3272.637,6123.391,5096.000,6560.706,6051.490,5272.314,4440.548,5438.055,4394.388,4412.865,4260.000,5269.384,4801.580
562,3258.726,6137.623,5095.967,6514.726,6061.586,5276.714,4440.714,5425.753,4408.263,4402.698,4249.426,5259.179,4806.942
563,3264.121,6125.406,5090.267,6550.098,6070.683,5282.171,4420.810,5440.801,4379.800,4421.865,4248.082,5255.018,4809.565
564,3257.331,6132.841,5102.700,6513.686,6044.914,5271.786,4404.298,5442.849,4369.737,4415.615,4242.656,5269.804,4837.464
565,3255.677,6123.420,5081.200,6492.745,6072.308,5274.486,4395.060,5423.335,4376.513,4405.271,4263.000,5262.741,4813.072
566,3247.976,6131.102,5107.033,6469.921,6059.154,5286.000,4386.548,5430.404,4359.125,4411.500,4257.476,5261.438,4817.565
567,3266.460,6133.667,5079.917,6506.098,6059.942,5264.286,4393.012,5415.856,4369.288,4413.531,4259.377,5248.875,4800.507
568,3245.427,6139.275,5089.800,6475.882,6043.096,5266.372,4385.750,5426.075,4393.188,4387.552,4268.000,5260.741,4829.565
569,3245.621,6121.884,5062.533,6462.471,6041.981,5271.029,4394.095,5413.986,4415.550,4402.083,4242.738,5261.000,4823.565
570,3247.508,6149.841,5076.467,6446.921,6039.067,5269.386,4425.750,5412.226,4417.913,4393.833,4258.951,5257.527,4837.116
571,3255.710,6118.841,5092.917,6484.176,6060.664,5243.957,4430.274,5407.835,4433.688,4410.604,4246.983,5258.839,4806.029
572,3250.637,6135.377,5086.817,6470.314,6047.125,5260.014,4430.821,5413.144,4426.100,4402.698,4241.656,5256.929,4807.638
573,3245.556,6126.493,5076.283,6442.157,6031.952,5264.971,4427.131,5406.911,4411.487,4426.271,4246.869,5257.009,4802.043
574,3231.331,6125.304,5098.833,6485.392,6059.096,5279.643,4409.131,5414.425,4421.312,4400.083,4263.295,5254.134,4800.812
575,3253.056,6135.319,5080.217,6464.647,6042.365,5247.671,4438.048,5404.829,4432.388,4400.979,4253.803,5248.429,4795.739
576,3254.323,6128.406,5073.717,6462.804,6053.375,5239.843,4426.167,5429.329,4450.600,4403.740,4248.524,5266.688,4782.435
577,3239.919,6112.768,5073.967,6449.471,6020.683,5261.128,4461.298,5403.514,4462.438,4407.750,4258.065,5270.893,4806.406
578,3229.782,6116.130,5070.750,6459.196,6021.529,5265.429,4474.988,5400.603,4468.462,4422.708,4254.459,5260.839,4817.739
579,3240.242,6115.203,5065.783,6435.392,6027.904,5257.128,4465.202,5413.192,4448.438,4408.698,4241.131,5245.143,4782.087
580,3236.903,6101.275,5060.400,6467.961,6020.183,5263.586,4446.238,5407.171,4483.812,4418.312,4252.131,5261.536,4815.232
581,3238.323,6124.768,5082.700,6455.235,6030.250,5233.729,4431.548,5399.212,4459.875,4417.760,4240.065,5257.973,4800.261
582,3227.282,6121.304,5060.150,6473.098,6028.615,5256.471,4430.500,5394.151,4434.163,4407.312,4233.967,5281.348,4796.493
583,3232.250,6119.072,5058.167,6446.843,6008.827,5252.057,4430.417,5399.788,4439.812,4409.531,4269.688,5267.268,4793.493
584,3233.000,6097.884,5080.300,6424.726,5999.231,5266.900,4412.345,5391.973,4429.013,4409.938,4239.623,5275.482,4809.406
585,3234.492,6120.217,5083.000,6424.510,5992.664,5245.143,4397.119,5395.671,4407.900,4410.552,4234.853,5274.554,4812.870
586,3236.056,6099.015,5092.983,6444.274,5995.375,5257.257,4406.893,5394.863,4415.325,4409.812,4238.295,5251.384,4782.247
587,3218.298,6124.102,5071.750,6405.902,5998.221,5253.414,4396.095,5394.863,4401.000,4389.302,4240.213,5253.956,4797.580
588,3240.944,6104.188,5061.733,6407.471,5987.846,5258.529,4381.655,5387.815,4393.913,4413.073,4236.246,5266.669,4791.942
589,3230.653,6128.826,5073.183,6371.098,5989.817,5240.229,4367.321,5386.973,4380.550,4388.010,4250.328,5246.259,4808.464
590,3228.984,6104.725,5058.450,6374.098,5977.702,5235.957,4354.226,5380.267,4362.175,4419.688,4250.738,5258.500,4824.493
591,3231.137,6100.507,5069.283,6387.745,5964.683,5255.471,4359.345,5397.165,4354.737,4396.365,4243.721,5256.607,4816.348
592,3219.194,6107.319,5064.550,6387.274,5976.394,5240.943,4352.560,5391.932,4341.750,4416.469,4247.885,5262.375,4799.783
593,3228.903,6097.594,5061.367,6383.137,5977.019,5250.529,4342.405,5372.253,4346.837,4413.177,4241.377,5265.616,4774.913
594,3238.532,6101.681,5047.850,6363.353,5976.365,5235.643,4321.429,5381.733,4344.900,4396.302,4223.967,5270.375,4794.319
595,3225.879,6085.015,5070.233,6377.255,5964.885,5247.686,4318.524,5370.226,4311.425,4401.990,4239.771,5261.804,4806.391
596,3231.653,6107.928,5054.967,6377.902,5968.836,5268.657,4319.595,5373.068,4306.675,4399.385,4264.885,5255.723,4808.957
597,3215.492,6101.753,5060.717,6376.294,5962.692,5232.457,4308.155,5368.308,4307.625,4389.583,4220.492,5251.214,4821.304
598,3212.266,6096.362,5050.450,6399.333,5948.539,5245.614,4307.952,5353.911,4322.525,4394.365,4244.180,5248.812,4806.580
599,3208.210,6092.188,5051.117,6356.961,5943.942,5251.114,4312.536,5361.089,4331.325,4398.656,4228.721,5252.964,4813.319
600,3221.919,6083.217,5035.550,6362.333,5935.769,5263.357,4293.619,5355.281,4377.675,4398.250,4226.377,5239.831,4819.247
601,3208.210,6085.406,5056.033,6367.157,5943.154,5231.986,4297.619,5359.575,4369.513,4388.000,4235.836,5246.393,4852.304
602,3211.081,6098.304,5069.533,6360.000,5906.942,5233.657,4284.369,5369.445,4400.462,4385.896,4236.180,5240.402,4849.391
603,3216.556,6084.145,5052.900,6336.608,5938.394,5244.786,4299.940,5369.479,4387.425,4394.333,4234.738,5258.366,4844.391
604,3206.387,6068.638,5043.050,6388.079,5940.106,5242.043,4305.464,5356.288,4394.413,4397.635,4223.000,5252.411,4825.203
605,3207.718,6059.957,5027.150,6377.079,5940.077,5234.043,4342.024,5353.281,4402.225,4398.885,4243.983,5230.312,4851.710
606,3218.581,6075.507,5046.417,6357.451,5904.625,5264.586,4339.702,5363.404,4415.350,4397.823,4231.049,5253.366,4823.333
607,3203.524,6095.898,5061.367,6353.824,5928.096,5226.500,4344.452,5366.253,4422.225,4400.927,4255.688,5269.134,4817.029
608,3198.064,6050.870,5033.050,6332.804,5911.885,5239.443,4342.369,5371.391,4427.038,4423.792,4215.328,5237.973,4809.638
609,3203.621,6074.015,5025.183,6373.294,5908.731,5232.786,4334.012,5357.130,4404.612,4406.781,4236.508,5243.562,4781.739
