 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16
164,10060.635,5908.625,6567.250,5887.833,7561.000,9285.062,7877.588,6353.667,7549.567,6670.064,6785.500,6043.312,6225.286,6749.955,6260.324,5746.619
165,10075.077,5900.875,6539.562,5919.083,7518.423,9224.312,7848.647,6289.000,7571.514,6653.548,6784.923,6047.853,6244.381,6720.705,6258.559,5729.524
166,10063.096,5934.333,6552.188,5859.833,7557.154,9250.938,7883.971,6310.000,7576.622,6652.452,6768.039,6082.197,6199.357,6747.318,6280.324,5691.667
167,10073.327,5960.542,6599.125,5896.500,7594.077,9281.562,7861.353,6276.333,7587.757,6661.193,6767.539,6089.656,6240.405,6745.659,6247.618,5751.810
168,10085.250,5943.042,6582.844,5939.083,7584.423,9284.875,7853.676,6274.000,7540.648,6684.355,6792.269,6076.459,6228.905,6724.341,6275.235,5730.905
169,10095.115,5965.583,6556.281,5887.167,7586.039,9237.375,7892.941,6346.333,7560.324,6647.839,6791.539,6073.869,6201.190,6739.455,6279.382,5738.619
170,10078.615,5906.417,6602.000,5954.167,7590.692,9283.562,7869.971,6301.667,7571.162,6671.419,6832.423,6083.229,6223.357,6744.773,6275.735,5743.762
171,10128.962,5927.750,6597.719,5930.167,7597.308,9318.062,7855.118,6419.667,7564.324,6679.452,6812.731,6074.213,6202.738,6735.636,6282.088,5752.762
172,10127.730,5962.458,6579.344,5883.000,7594.461,9279.750,7865.412,6447.333,7574.189,6673.807,6823.539,6117.672,6187.214,6722.636,6289.029,5753.571
173,10137.673,5954.333,6593.688,5940.500,7631.615,9234.875,7867.029,6265.333,7572.162,6672.677,6800.308,6101.246,6226.167,6761.432,6277.147,5778.762
174,10131.865,5981.542,6616.375,5942.500,7593.231,9314.875,7880.265,6441.333,7585.027,6691.000,6817.539,6094.902,6130.976,6728.250,6275.676,5747.524
175,10165.270,5970.375,6592.844,5905.833,7590.308,9268.250,7866.882,6325.000,7573.622,6655.807,6821.500,6089.836,6163.929,6748.205,6277.294,5739.143
176,10129.692,5972.000,6612.406,5925.417,7643.885,9296.562,7893.088,6409.333,7559.973,6658.097,6803.885,6116.820,6109.714,6749.864,6270.853,5755.762
177,10146.404,5937.750,6618.344,5913.167,7640.423,9256.375,7838.471,6448.667,7591.919,6680.064,6767.923,6107.558,6163.452,6760.182,6309.441,5763.905
178,10176.500,5989.792,6613.469,5930.500,7608.077,9299.188,7854.618,6333.333,7553.189,6669.903,6801.154,6104.180,6101.048,6738.500,6291.676,5768.190
179,10182.000,5975.000,6645.562,5935.083,7627.615,9272.188,7890.059,6337.333,7553.000,6664.871,6805.885,6117.836,6096.476,6744.591,6301.353,5766.619
180,10202.904,6003.292,6619.969,5984.833,7619.423,9297.500,7876.647,6433.667,7575.433,6620.677,6795.923,6098.623,6082.762,6724.023,6308.647,5779.714
181,10154.480,6000.458,6616.781,5936.500,7652.269,9268.000,7866.353,6335.333,7565.567,6637.613,6795.577,6129.738,6089.429,6723.205,6291.647,5792.000
182,10181.365,6013.542,6651.156,5933.250,7611.500,9331.250,7803.118,6441.333,7561.297,6664.291,6751.423,6117.508,6098.976,6724.432,6248.853,5785.000
183,10213.808,6009.792,6624.844,5946.083,7644.192,9292.438,7848.529,6480.000,7546.459,6657.516,6792.231,6116.983,6061.190,6711.864,6265.706,5764.143
184,10171.885,6014.833,6634.812,5935.000,7639.423,9301.375,7813.382,6570.000,7576.514,6638.291,6817.923,6110.328,6027.976,6714.386,6290.471,5768.238
185,10212.462,5997.708,6623.906,5910.833,7601.808,9335.688,7873.618,6438.000,7571.162,6685.613,6851.423,6081.541,6075.238,6709.614,6300.176,5800.619
186,10221.577,6028.208,6641.625,5944.917,7678.692,9264.875,7845.941,6437.667,7568.973,6636.936,6816.385,6125.394,5999.667,6724.682,6265.412,5769.810
187,10186.980,6022.250,6664.250,5935.833,7678.961,9271.562,7842.500,6467.667,7534.648,6654.064,6778.269,6108.508,6036.071,6699.023,6276.294,5719.333
188,10200.250,6046.917,6682.250,5935.250,7660.115,9286.000,7853.882,6435.000,7560.433,6645.258,6787.885,6141.262,6020.476,6711.068,6264.412,5784.714
189,10179.135,6045.792,6657.969,5964.667,7657.615,9252.812,7819.294,6365.667,7536.514,6677.355,6816.192,6119.147,5975.667,6701.773,6292.824,5743.333
190,10204.692,6035.958,6661.094,5905.917,7647.692,9268.500,7845.647,6454.333,7542.378,6610.291,6787.885,6143.213,6020.071,6703.045,6279.382,5761.000
191,10186.808,6026.333,6664.844,5969.667,7662.846,9260.375,7814.529,6367.000,7548.324,6671.226,6804.654,6140.524,5968.976,6711.455,6291.971,5761.714
192,10239.885,6063.875,6671.688,5905.417,7625.846,9272.562,7821.765,6307.000,7550.541,6684.452,6796.269,6115.803,5993.262,6735.295,6282.529,5790.905
193,10205.038,6051.667,6678.938,5950.000,7654.423,9286.500,7802.412,6467.000,7563.216,6622.774,6811.154,6132.492,5891.333,6693.727,6278.853,5751.905
194,10243.750,6033.000,6679.281,5937.250,7599.154,9212.562,7817.706,6441.000,7553.729,6634.807,6801.269,6119.131,5935.976,6697.750,6275.971,5763.238
195,10209.000,6040.458,6651.438,5924.583,7615.154,9211.062,7768.235,6397.333,7542.297,6627.484,6804.115,6123.574,5918.452,6717.295,6264.324,5752.429
196,10191.712,6055.417,6681.250,5963.667,7658.423,9274.938,7848.029,6354.667,7513.514,6645.419,6810.192,6131.082,5942.976,6704.705,6309.676,5750.857
197,10171.135,6062.083,6707.188,5864.167,7631.000,9258.438,7789.824,6444.667,7550.324,6640.839,6830.500,6139.885,5887.810,6715.114,6298.000,5735.000
198,10189.154,6041.083,6670.844,5916.500,7605.885,9240.500,7785.529,6464.333,7520.135,6613.032,6807.461,6135.787,5927.262,6697.591,6310.529,5725.143
199,10196.712,6090.875,6663.469,5913.667,7642.885,9232.750,7786.735,6339.333,7531.541,6639.516,6771.461,6118.115,5859.595,6711.364,6291.000,5815.810
200,10215.538,6104.792,6659.281,5902.417,7690.500,9257.875,7810.441,6568.333,7520.703,6646.258,6817.654,6100.918,5930.976,6723.705,6307.471,5742.667
201,10189.135,6051.417,6671.094,5924.750,7631.615,9241.438,7808.882,6380.333,7527.027,6630.742,6803.808,6146.082,5827.952,6687.068,6276.147,5789.571
202,10186.558,6092.625,6651.719,5972.917,7685.923,9251.875,7770.147,6458.667,7544.567,6657.064,6785.269,6130.558,5887.929,6693.295,6292.029,5724.286
203,10163.596,6068.958,6666.344,5965.583,7648.115,9198.250,7836.441,6430.333,7526.378,6641.936,6785.961,6110.442,5867.738,6710.182,6291.529,5746.238
204,10196.385,6094.750,6693.312,5918.333,7671.077,9217.875,7817.000,6486.000,7502.433,6666.774,6782.461,6116.820,5805.357,6695.227,6264.941,5778.143
205,10164.962,6076.708,6674.125,5905.250,7627.654,9242.812,7801.706,6404.000,7536.648,6641.355,6810.461,6127.721,5783.429,6716.159,6265.029,5782.000
206,10167.385,6122.917,6710.281,5929.667,7652.769,9241.938,7823.794,6403.333,7538.541,6610.581,6833.461,6135.983,5796.714,6686.318,6272.529,5731.190
207,10167.558,6062.750,6717.812,5944.917,7675.385,9233.812,7804.882,6370.000,7483.189,6613.193,6823.039,6145.524,5836.952,6735.295,6284.824,5774.857
208,10156.865,6083.042,6639.062,5917.333,7583.885,9247.562,7771.912,6481.333,7508.378,6601.645,6815.115,6145.312,5777.238,6724.886,6303.559,5768.524
209,10153.980,6113.167,6668.625,5936.583,7663.654,9256.250,7836.971,6450.333,7473.729,6637.807,6796.615,6138.147,5763.595,6725.068,6293.676,5725.333
210,10186.270,6109.042,6691.906,5930.000,7618.923,9157.500,7835.647,6399.667,7460.973,6632.516,6818.115,6128.180,5728.143,6761.477,6277.118,5727.857
211,10172.270,6150.250,6655.125,5899.583,7646.461,9160.875,7815.118,6321.333,7488.027,6617.452,6797.500,6109.279,5685.810,6686.932,6302.294,5796.190
212,10176.173,6119.250,6708.531,5915.667,7609.577,9149.250,7766.853,6498.333,7438.027,6615.000,6790.269,6134.754,5749.095,6697.591,6309.500,5744.762
213,10156.230,6068.958,6659.312,5930.833,7629.115,9132.438,7766.294,6506.667,7474.486,6648.161,6801.077,6118.951,5728.524,6699.523,6268.441,5765.476
214,10167.654,6128.458,6677.125,5979.417,7644.308,9216.125,7815.441,6406.000,7448.676,6618.226,6799.192,6113.312,5684.167,6693.636,6303.353,5777.286
215,10130.192,6129.250,6669.875,5974.250,7617.961,9125.250,7828.676,6344.000,7472.622,6637.968,6793.077,6151.328,5679.810,6707.591,6291.618,5698.000
216,10134.038,6077.292,6688.344,5999.333,7612.154,9175.500,7795.059,6347.333,7462.973,6652.516,6745.192,6119.197,5634.167,6683.318,6288.882,5752.810
217,10142.538,6155.708,6743.188,5919.417,7654.154,9158.812,7793.853,6342.333,7467.405,6631.193,6789.808,6132.164,5691.952,6688.045,6279.941,5742.952
218,10157.942,6133.125,6696.719,5945.417,7649.654,9132.812,7761.882,6354.667,7467.352,6633.742,6788.115,6142.754,5697.048,6704.773,6300.382,5705.381
219,10157.885,6133.792,6712.500,5962.167,7636.077,9082.812,7819.971,6439.333,7467.784,6586.613,6819.115,6128.312,5633.667,6667.114,6275.735,5731.333
220,10114.462,6114.500,6657.094,5954.333,7597.385,9123.438,7766.824,6324.667,7481.567,6629.709,6790.808,6130.983,5633.714,6689.386,6277.971,5710.000
221,10143.750,6166.458,6689.375,5913.083,7622.269,9176.688,7737.588,6373.333,7451.405,6663.645,6788.654,6109.049,5662.762,6646.932,6308.529,5736.952
222,10109.615,6130.833,6718.156,5938.750,7653.115,9091.500,7736.588,6485.667,7442.271,6641.742,6796.885,6122.672,5638.571,6643.955,6294.353,5727.048
223,10109.750,6177.875,6696.688,5884.083,7594.577,9200.000,7748.588,6437.667,7456.135,6614.226,6764.808,6108.508,5629.381,6668.295,6298.118,5735.286
224,10085.385,6168.542,6704.812,5925.250,7593.385,9140.500,7764.824,6354.333,7454.648,6611.452,6811.269,6141.983,5569.262,6674.409,6273.441,5708.095
225,10155.500,6175.792,6714.031,5965.333,7566.039,9142.688,7760.353,6509.333,7431.703,6609.419,6816.269,6137.361,5573.619,6682.591,6273.500,5718.048
226,10114.154,6167.542,6711.562,5856.583,7620.769,9129.188,7792.118,6401.333,7437.352,6589.064,6759.192,6120.115,5556.571,6662.636,6271.559,5720.952
227,10111.558,6154.875,6712.094,5937.333,7615.385,9136.688,7765.794,6339.667,7454.784,6584.645,6777.615,6152.377,5597.857,6638.909,6277.294,5720.714
228,10119.827,6155.083,6691.969,5923.500,7626.731,9101.250,7777.324,6459.000,7450.811,6578.548,6813.154,6126.524,5597.405,6640.727,6259.265,5757.429
229,10101.615,6139.958,6685.688,5938.917,7612.731,9137.625,7784.588,6396.667,7472.433,6575.613,6782.539,6109.541,5571.357,6644.023,6290.118,5730.952
230,10115.827,6137.125,6685.656,5924.667,7599.923,9108.375,7793.941,6425.667,7418.973,6597.064,6783.923,6131.672,5568.452,6670.750,6290.059,5706.190
231,10111.962,6170.167,6680.031,5906.083,7612.846,9094.812,7736.706,6372.333,7432.729,6641.000,6757.039,6135.180,5557.262,6625.273,6282.059,5710.667
232,10115.692,6154.333,6716.875,5913.167,7550.192,9157.938,7725.118,6566.000,7434.811,6569.193,6777.885,6122.574,5567.214,6658.341,6272.912,5742.667
233,10130.654,6158.125,6678.375,5972.167,7630.308,9120.000,7751.618,6428.667,7457.865,6624.936,6790.000,6125.262,5530.667,6644.727,6278.941,5746.238
234,10088.462,6152.583,6670.000,5931.083,7573.615,9118.625,7756.647,6361.333,7421.378,6596.871,6788.115,6108.951,5523.238,6648.773,6288.265,5724.429
235,10063.442,6134.375,6714.719,5968.917,7591.308,9049.125,7730.971,6263.333,7404.433,6574.129,6807.461,6122.672,5559.810,6663.023,6249.912,5691.571
236,10121.846,6150.167,6675.719,5886.833,7616.692,9099.500,7758.912,6370.000,7447.027,6537.355,6754.808,6129.442,5562.667,6617.818,6266.176,5736.143
237,10103.385,6152.333,6688.406,5953.083,7612.731,9058.938,7686.382,6334.000,7427.243,6568.419,6770.539,6124.082,5512.738,6635.568,6240.029,5715.619
238,10107.923,6166.500,6696.312,5900.583,7565.461,9040.250,7749.529,6312.667,7424.567,6617.871,6816.961,6121.065,5493.357,6642.114,6281.412,5672.762
239,10123.788,6126.167,6689.094,5938.000,7613.423,9116.562,7677.853,6366.667,7425.648,6619.323,6810.115,6129.967,5553.500,6617.773,6280.794,5714.952
240,10079.712,6168.542,6701.906,5911.500,7598.346,9027.062,7712.882,6410.333,7430.811,6588.516,6779.885,6142.197,5541.119,6624.841,6271.382,5714.381
241,10061.154,6158.875,6679.000,5925.250,7576.731,9085.438,7760.147,6267.000,7405.271,6603.097,6787.154,6110.394,5502.452,6619.659,6284.824,5698.810
242,10088.962,6169.708,6684.719,5953.167,7625.731,9078.812,7727.529,6330.333,7432.838,6568.291,6785.461,6106.246,5491.524,6618.341,6276.147,5693.762
243,10117.404,6173.250,6696.406,5930.833,7570.077,9038.875,7730.235,6388.333,7390.433,6611.484,6783.577,6104.476,5472.643,6644.023,6268.735,5646.571
244,10090.058,6177.208,6644.656,5885.917,7571.461,9039.938,7762.412,6229.000,7357.000,6576.709,6823.115,6076.279,5473.381,6631.500,6262.088,5673.762
245,10068.615,6148.167,6719.219,5858.250,7633.885,9063.688,7750.294,6467.333,7378.162,6583.064,6769.231,6107.508,5458.119,6613.068,6279.029,5713.048
246,10056.538,6211.750,6663.938,5941.083,7537.923,8997.375,7718.206,6461.333,7393.946,6585.936,6766.077,6103.426,5486.357,6618.386,6300.265,5661.857
247,10099.654,6188.375,6696.688,5925.167,7531.692,8966.812,7734.471,6367.333,7379.459,6559.032,6753.808,6117.442,5437.357,6640.568,6259.588,5669.667
248,10073.865,6156.208,6692.188,5910.417,7577.692,9082.312,7722.118,6347.667,7361.729,6555.323,6807.308,6112.017,5427.857,6606.091,6242.618,5690.619
249,10088.423,6190.042,6692.281,5914.583,7575.346,8991.812,7715.794,6362.667,7357.297,6560.613,6775.846,6120.902,5440.071,6611.023,6263.471,5711.286
250,10054.942,6122.375,6682.156,5892.167,7590.192,8975.500,7718.912,6349.333,7369.757,6575.000,6789.115,6102.869,5444.190,6649.432,6263.912,5688.476
251,10046.615,6139.958,6658.875,5918.667,7562.692,8952.562,7685.029,6406.667,7331.433,6546.000,6813.269,6102.492,5409.476,6621.432,6284.676,5681.905
252,10065.038,6134.417,6669.594,5944.667,7563.577,9005.875,7707.500,6318.000,7333.757,6566.000,6751.577,6124.967,5416.048,6636.318,6243.559,5650.810
253,10033.654,6183.000,6656.344,5906.583,7556.654,8996.438,7683.588,6342.333,7327.838,6589.613,6767.423,6106.541,5346.190,6619.409,6243.412,5689.476
254,10091.230,6204.208,6686.062,5890.667,7529.808,8917.875,7706.059,6297.333,7312.324,6587.645,6760.885,6067.295,5394.524,6583.955,6255.500,5655.857
255,10057.020,6136.708,6648.875,5860.500,7620.192,8942.688,7700.559,6359.667,7328.378,6565.839,6773.577,6111.869,5442.190,6587.909,6304.912,5684.333
256,10036.923,6163.583,6661.969,5851.083,7517.269,8942.562,7708.176,6316.667,7332.514,6536.258,6761.385,6111.312,5407.857,6622.568,6239.676,5646.762
257,10075.077,6169.792,6695.406,5905.000,7556.961,8921.125,7710.647,6362.333,7346.595,6580.161,6813.692,6080.426,5324.714,6631.659,6253.794,5648.476
258,10034.020,6191.000,6665.188,5920.917,7597.385,8942.875,7707.647,6361.000,7325.216,6558.677,6730.000,6080.902,5368.881,6595.932,6231.088,5661.238
259,10018.154,6138.500,6662.031,5953.750,7520.000,8967.938,7702.235,6434.667,7331.514,6541.677,6715.423,6102.721,5355.000,6622.932,6272.500,5646.095
260,10056.980,6186.292,6685.656,5860.250,7536.192,8904.625,7677.441,6390.000,7302.838,6576.064,6754.654,6076.656,5327.333,6606.227,6239.912,5596.333
261,10014.615,6168.000,6656.469,5897.583,7516.423,8960.812,7708.853,6414.000,7322.703,6576.452,6787.923,6115.885,5318.524,6591.182,6265.853,5650.810
262,10024.135,6127.375,6656.406,5896.750,7546.231,8936.750,7704.118,6293.333,7313.378,6544.936,6752.539,6094.541,5319.095,6532.636,6261.824,5629.476
263,9995.442,6137.958,6691.156,5952.167,7551.923,8931.875,7668.706,6326.667,7302.000,6555.871,6758.961,6080.459,5285.571,6553.727,6251.176,5630.381
264,10029.500,6166.292,6649.000,5949.500,7525.577,8920.875,7654.500,6365.667,7281.622,6577.548,6777.346,6093.180,5315.500,6578.773,6244.235,5613.333
265,10011.038,6126.542,6651.219,5878.583,7490.077,8901.562,7630.941,6349.667,7286.648,6525.452,6790.269,6092.229,5332.595,6588.364,6233.706,5631.571
266,9977.192,6135.292,6626.469,5909.500,7499.385,8909.812,7679.088,6400.333,7272.703,6572.774,6792.500,6084.951,5293.643,6571.955,6260.824,5613.857
267,10010.846,6124.708,6659.500,5883.583,7524.423,8895.938,7693.471,6291.333,7270.000,6563.387,6770.808,6063.688,5311.952,6551.636,6252.676,5632.810
268,9981.212,6108.333,6630.094,5901.833,7542.269,8892.688,7620.706,6274.333,7244.811,6535.258,6787.269,6069.524,5296.786,6562.045,6246.971,5632.476
269,10010.904,6132.708,6616.625,5896.083,7515.423,8857.375,7608.765,6353.000,7222.567,6529.968,6765.500,6050.049,5290.905,6555.932,6232.588,5635.238
270,10009.173,6145.917,6614.219,5921.167,7521.769,8860.625,7696.529,6353.333,7197.622,6546.677,6758.231,6052.738,5272.619,6530.568,6252.912,5624.524
271,10012.173,6113.792,6631.625,5867.417,7538.769,8875.938,7633.882,6398.667,7156.108,6515.291,6731.308,6056.508,5283.310,6539.136,6219.382,5590.524
272,9980.423,6138.792,6648.375,5892.167,7433.808,8878.188,7621.382,6359.000,7150.162,6535.064,6781.115,6051.426,5231.357,6573.136,6238.441,5633.000
273,10014.462,6136.583,6650.750,5902.750,7455.192,8868.312,7658.029,6165.333,7172.811,6525.355,6716.308,6061.164,5247.690,6560.455,6242.588,5622.000
274,10001.750,6109.833,6628.094,5865.000,7470.423,8817.625,7646.294,6272.333,7159.973,6519.419,6760.615,6056.213,5253.548,6563.818,6221.147,5629.381
275,9956.962,6124.500,6607.875,5918.750,7489.923,8883.000,7676.294,6288.333,7200.243,6546.936,6723.077,6054.361,5243.952,6527.636,6252.706,5615.190
276,9951.538,6116.958,6575.844,5867.417,7460.769,8829.375,7620.029,6295.333,7176.324,6568.871,6726.577,6067.918,5225.810,6578.932,6197.971,5564.333
277,10007.404,6130.958,6570.219,5857.833,7467.500,8899.812,7648.824,6347.000,7141.027,6524.291,6742.346,6056.279,5271.286,6526.795,6188.029,5599.619
278,9963.962,6098.208,6583.219,5872.833,7477.115,8807.375,7673.676,6394.333,7104.595,6527.097,6760.577,6054.295,5203.333,6532.864,6238.824,5565.714
279,9979.654,6065.042,6577.438,5883.583,7464.192,8857.750,7672.529,6254.333,7062.757,6546.548,6753.269,6047.885,5202.548,6536.955,6217.412,5614.143
280,9963.000,6113.000,6573.719,5895.667,7488.846,8818.688,7616.824,6324.000,7077.729,6518.677,6762.423,6033.164,5196.690,6565.545,6240.471,5616.190
281,9954.020,6111.167,6549.062,5893.833,7454.423,8803.500,7625.588,6222.333,7097.622,6516.193,6754.461,6065.377,5203.381,6536.523,6200.147,5606.333
282,9956.270,6098.958,6566.750,5875.250,7458.192,8821.938,7640.235,6314.333,7090.865,6570.516,6692.000,6024.065,5178.881,6534.227,6239.824,5587.524
283,10013.577,6088.750,6547.344,5876.583,7481.808,8862.500,7651.735,6302.333,7089.433,6493.000,6662.115,6019.787,5142.238,6537.500,6195.294,5585.667
284,9946.500,6098.542,6542.938,5899.750,7439.577,8863.250,7633.088,6443.667,7061.459,6515.193,6671.000,6050.606,5145.143,6545.795,6224.412,5543.571
285,9954.096,6114.083,6537.688,5905.500,7440.385,8834.938,7622.088,6289.000,7040.352,6517.064,6714.461,6068.033,5144.119,6500.523,6208.412,5533.286
286,9945.770,6074.083,6528.094,5905.583,7460.808,8812.562,7661.559,6343.333,7026.054,6512.064,6722.154,6053.918,5181.071,6521.159,6234.824,5586.000
287,9941.250,6045.875,6546.250,5886.083,7388.231,8811.438,7627.471,6270.000,7011.541,6493.452,6716.115,6025.885,5132.857,6510.636,6223.059,5577.762
288,9946.788,6074.500,6549.781,5853.417,7480.923,8832.062,7613.235,6197.667,6987.162,6495.032,6720.961,6028.213,5155.190,6550.000,6243.824,5563.571
289,9903.980,6072.500,6552.344,5811.000,7470.615,8808.500,7644.588,6309.333,6970.973,6502.645,6718.577,6016.967,5101.786,6520.364,6207.882,5597.095
290,9899.096,6067.958,6567.625,5818.583,7478.577,8742.750,7609.265,6300.000,6949.108,6509.064,6713.731,6021.017,5111.119,6547.818,6205.971,5543.333
291,9898.480,6031.042,6542.375,5829.583,7434.846,8755.750,7617.529,6191.667,6967.892,6490.129,6764.269,6051.361,5138.452,6554.386,6204.353,5561.667
292,9933.577,6038.750,6533.562,5855.667,7410.885,8751.000,7599.971,6231.333,6938.162,6491.064,6742.500,6034.623,5104.000,6554.795,6222.118,5547.381
293,9919.000,6062.833,6519.062,5806.667,7427.154,8782.438,7681.471,6273.000,6895.352,6518.129,6689.077,6034.902,5075.571,6549.273,6242.500,5541.333
294,9896.308,6066.083,6491.781,5841.500,7415.961,8724.250,7612.706,6153.000,6882.459,6499.097,6768.423,6030.606,5028.881,6532.682,6242.882,5579.952
295,9904.480,6085.458,6499.969,5815.750,7398.885,8788.812,7599.324,6259.000,6887.378,6493.709,6730.923,5984.639,5079.905,6514.205,6190.912,5553.857
296,9902.442,6048.583,6509.031,5824.250,7397.115,8800.375,7640.118,6295.000,6860.729,6504.193,6726.846,6019.213,5069.857,6498.273,6200.676,5579.810
297,9894.230,6094.833,6464.844,5891.417,7437.461,8765.000,7607.971,6198.667,6822.135,6509.645,6681.846,6013.394,5074.571,6505.068,6233.441,5546.952
298,9922.442,6045.625,6513.969,5862.083,7407.154,8762.688,7579.853,6284.000,6796.648,6504.097,6724.461,5991.476,5071.643,6511.682,6218.353,5538.524
299,9945.212,6044.042,6525.125,5798.500,7332.385,8799.438,7576.559,6318.333,6825.811,6495.677,6707.346,5999.656,5057.810,6506.500,6214.265,5507.762
300,9906.462,6000.333,6505.844,5861.417,7402.308,8746.875,7568.941,6246.667,6792.973,6482.000,6749.346,5994.771,5059.214,6448.091,6180.765,5542.381
301,9883.154,5991.167,6479.312,5811.333,7398.769,8777.125,7565.882,6268.667,6755.648,6511.742,6694.231,5997.558,5055.810,6493.864,6198.559,5531.810
302,9871.770,6000.583,6499.031,5860.250,7406.885,8820.812,7585.382,6297.667,6747.486,6511.291,6677.923,5986.344,5045.595,6466.523,6174.676,5505.905
303,9858.538,5982.917,6477.000,5866.417,7362.346,8707.688,7575.971,6308.000,6760.081,6454.226,6739.000,5991.361,5035.095,6456.364,6164.882,5547.238
304,9895.135,5978.875,6472.656,5824.667,7383.731,8723.125,7567.794,6242.667,6744.784,6480.968,6688.346,6001.180,5036.048,6448.068,6167.441,5482.762
305,9893.154,5958.708,6439.062,5827.750,7372.615,8810.188,7568.529,6190.333,6701.162,6492.291,6699.077,5994.361,5007.167,6484.023,6209.676,5496.810
306,9853.904,5992.292,6481.219,5865.583,7363.846,8718.938,7586.235,6241.667,6664.567,6462.548,6694.077,5990.410,5024.714,6472.841,6161.147,5488.524
307,9853.096,6015.375,6417.500,5799.500,7384.423,8766.125,7586.147,6292.333,6678.271,6469.226,6690.769,6000.853,5026.619,6463.091,6210.471,5491.524
308,9856.077,6000.250,6377.906,5845.667,7378.885,8643.625,7605.176,6253.333,6638.000,6451.129,6645.808,5972.492,5035.214,6476.659,6182.971,5502.619
309,9900.942,5986.292,6423.625,5786.083,7343.615,8660.625,7566.559,6197.667,6608.433,6471.613,6673.846,5993.738,5009.119,6421.909,6165.882,5497.762
310,9868.173,5954.250,6395.312,5882.000,7365.923,8708.625,7580.029,6119.667,6623.757,6462.064,6705.654,5975.623,4999.667,6448.500,6156.941,5492.000
311,9847.115,5957.667,6431.594,5831.333,7340.192,8663.562,7602.176,6211.667,6675.271,6415.645,6667.000,5957.394,4974.286,6433.773,6192.971,5450.667
312,9898.423,5984.792,6405.844,5789.583,7344.885,8639.125,7584.529,6266.667,6647.000,6461.161,6683.423,5975.459,4958.667,6469.864,6172.971,5483.619
313,9827.885,5936.667,6443.125,5855.417,7317.846,8639.750,7565.559,6328.667,6625.648,6441.064,6641.885,5972.656,4993.214,6428.591,6153.971,5449.476
314,9839.365,5968.500,6410.094,5805.083,7308.654,8647.938,7560.147,6266.000,6587.216,6400.709,6705.961,5954.623,4997.881,6451.545,6158.765,5492.667
315,9812.538,5945.875,6401.844,5839.250,7295.923,8586.688,7593.765,6285.333,6608.784,6463.419,6730.885,5950.558,4941.667,6448.682,6179.853,5449.905
316,9868.000,5939.167,6413.250,5767.583,7274.923,8594.812,7549.382,6253.333,6576.567,6443.903,6694.731,5935.131,4962.595,6454.250,6185.412,5434.857
317,9830.020,5936.042,6382.844,5822.833,7312.269,8611.938,7576.029,6274.000,6576.378,6460.258,6663.577,5916.492,4953.167,6400.455,6196.618,5472.381
318,9843.942,5961.500,6342.281,5812.833,7313.346,8592.062,7558.265,6186.000,6565.703,6449.871,6666.385,5970.590,4915.048,6426.886,6162.676,5464.905
319,9839.480,5962.375,6343.688,5822.583,7319.461,8604.625,7573.412,6152.000,6531.838,6419.871,6679.577,5947.623,4952.619,6412.773,6140.441,5472.714
320,9824.385,5928.292,6374.375,5779.500,7313.539,8555.750,7557.529,6300.000,6505.757,6441.291,6638.308,5932.524,4956.071,6432.068,6141.588,5438.286
321,9817.115,5960.250,6327.000,5830.333,7281.577,8634.000,7537.588,6165.000,6533.595,6439.291,6623.654,5930.688,4866.405,6417.568,6137.382,5441.286
322,9802.000,5915.042,6328.906,5799.917,7282.077,8541.562,7570.735,6206.333,6554.216,6457.677,6642.077,5962.312,4941.381,6381.977,6117.882,5409.476
323,9812.885,5964.917,6309.156,5778.500,7317.231,8526.938,7572.294,6151.667,6518.622,6462.839,6677.308,5953.639,4992.429,6395.977,6172.059,5478.381
324,9804.230,5934.667,6270.844,5778.750,7282.346,8540.188,7560.118,6275.000,6504.108,6434.097,6675.269,5949.410,4888.929,6442.545,6160.647,5423.429
325,9825.192,5949.458,6286.125,5845.083,7290.077,8592.000,7532.324,6181.000,6538.108,6446.709,6622.577,5949.820,4889.786,6430.614,6176.059,5365.905
326,9844.020,5913.292,6291.156,5839.250,7289.808,8637.000,7559.059,6178.667,6473.919,6413.129,6648.385,5963.820,4899.476,6443.682,6146.265,5449.571
327,9821.077,5937.375,6285.125,5785.500,7261.385,8553.562,7557.618,6260.667,6518.892,6448.355,6674.500,5910.344,4908.071,6432.205,6136.588,5396.476
328,9790.885,5928.875,6269.906,5783.333,7238.961,8564.938,7566.441,6172.667,6460.027,6449.419,6658.077,5936.361,4890.381,6422.568,6173.912,5421.048
329,9794.615,5931.125,6250.031,5769.167,7284.923,8636.500,7529.412,6188.667,6439.919,6458.355,6678.308,5954.476,4947.905,6399.159,6167.971,5384.952
330,9771.788,5895.333,6206.344,5819.250,7260.039,8653.938,7511.706,6210.000,6442.811,6418.226,6676.115,5949.524,4875.024,6404.386,6135.618,5423.571
331,9778.462,5943.792,6229.625,5781.083,7209.731,8521.312,7510.088,6191.667,6387.567,6429.709,6692.385,5937.672,4853.119,6387.636,6125.824,5424.524
332,9811.558,5914.500,6256.500,5806.917,7278.961,8589.562,7489.176,6104.333,6373.567,6430.968,6648.577,5926.017,4900.500,6389.227,6113.647,5415.000
