 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16
333,9808.942,5914.167,6255.250,5761.083,7260.192,8577.500,7551.618,6167.667,6401.135,6414.000,6651.654,5939.131,4871.143,6401.364,6109.118,5411.810
334,9810.327,5907.292,6205.312,5753.667,7209.885,8562.812,7533.059,6197.333,6355.271,6430.709,6639.769,5939.787,4834.643,6398.500,6130.765,5427.762
335,9787.230,5869.042,6268.500,5773.083,7243.385,8562.812,7524.324,6138.667,6363.919,6409.291,6663.577,5907.672,4891.143,6387.295,6120.147,5391.810
336,9806.346,5915.833,6257.625,5835.250,7179.423,8570.188,7505.647,6262.333,6301.973,6387.613,6685.577,5924.869,4828.310,6401.295,6143.912,5378.333
337,9795.096,5907.667,6234.625,5790.333,7248.808,8587.500,7507.676,6246.333,6317.514,6442.871,6669.000,5908.361,4875.619,6364.000,6117.618,5421.571
338,9789.788,5918.292,6222.656,5786.583,7225.692,8555.438,7529.088,6246.333,6262.189,6426.677,6641.808,5914.410,4847.024,6382.682,6147.912,5387.000
339,9768.962,5908.083,6261.906,5780.667,7196.846,8554.875,7521.941,6050.333,6287.838,6438.355,6631.923,5906.328,4819.976,6365.273,6145.471,5396.333
340,9779.846,5877.958,6249.406,5776.250,7218.961,8538.375,7511.882,6079.333,6261.243,6428.419,6657.423,5902.049,4794.238,6410.318,6117.147,5364.190
341,9766.308,5884.917,6239.094,5851.333,7237.154,8560.062,7531.382,6211.000,6238.433,6417.548,6632.885,5931.065,4808.810,6377.409,6125.765,5393.048
342,9779.000,5904.167,6254.469,5771.750,7205.885,8495.938,7525.382,6167.000,6282.243,6402.613,6669.961,5913.853,4796.143,6377.795,6127.529,5380.190
343,9781.173,5904.167,6274.188,5784.167,7178.077,8519.438,7493.412,6147.333,6282.567,6433.355,6636.885,5901.869,4767.952,6410.818,6148.088,5356.667
344,9779.192,5874.625,6274.906,5792.583,7214.231,8519.062,7511.618,6232.000,6271.352,6416.871,6625.692,5914.328,4814.262,6382.068,6127.382,5346.952
345,9841.442,5877.542,6265.625,5733.750,7187.154,8470.375,7522.706,6236.333,6242.676,6432.742,6639.615,5893.115,4778.238,6371.886,6126.647,5379.952
346,9820.020,5866.083,6295.562,5783.167,7170.077,8525.438,7506.265,6231.333,6278.514,6410.839,6627.961,5897.033,4785.476,6356.159,6140.059,5368.429
347,9819.230,5861.042,6303.312,5747.667,7221.423,8474.688,7513.706,6228.667,6219.081,6432.032,6644.423,5938.147,4784.976,6372.705,6108.824,5347.762
348,9837.615,5852.792,6334.750,5738.083,7199.885,8501.062,7526.118,6267.333,6235.892,6408.839,6672.077,5888.147,4763.429,6369.318,6120.412,5377.714
349,9817.230,5850.042,6351.812,5752.167,7161.423,8473.125,7482.971,6239.333,6221.648,6401.097,6610.961,5889.902,4777.667,6372.295,6112.441,5317.381
350,9798.096,5849.167,6307.188,5787.583,7199.308,8466.750,7483.559,6270.667,6155.297,6382.097,6658.885,5883.065,4776.119,6335.091,6105.706,5351.429
351,9800.327,5831.875,6293.656,5773.000,7162.192,8544.000,7508.765,6195.333,6131.486,6393.807,6591.231,5856.082,4784.262,6353.455,6115.029,5375.810
352,9809.788,5828.167,6292.188,5785.750,7165.539,8420.938,7475.176,6254.667,6155.541,6411.323,6611.615,5843.213,4755.310,6380.568,6144.618,5390.619
353,9821.154,5866.958,6197.469,5689.750,7173.077,8397.250,7485.824,6330.000,6140.622,6399.839,6627.154,5852.672,4726.690,6356.250,6107.029,5370.619
354,9808.846,5874.750,6273.281,5776.000,7191.000,8425.312,7470.853,6262.333,6108.297,6390.968,6633.423,5868.459,4735.690,6349.045,6108.382,5366.952
355,9822.365,5844.042,6289.656,5802.667,7136.385,8422.688,7497.912,6267.333,6109.757,6412.129,6605.808,5867.935,4732.286,6325.977,6086.941,5379.095
356,9802.212,5852.250,6269.594,5747.667,7187.231,8442.188,7473.059,6172.667,6079.648,6359.161,6584.731,5857.000,4737.905,6310.636,6111.324,5348.476
357,9836.808,5815.833,6258.438,5789.500,7214.423,8397.500,7479.147,6206.000,6047.162,6371.387,6599.923,5854.935,4717.905,6318.477,6116.559,5323.571
358,9778.327,5799.458,6221.812,5770.750,7178.385,8395.875,7451.206,6218.333,6015.784,6392.291,6589.885,5872.558,4755.786,6313.614,6083.735,5365.952
359,9816.250,5823.500,6220.781,5708.500,7153.154,8364.062,7468.382,6237.667,6012.676,6375.839,6629.346,5833.935,4708.048,6312.432,6137.618,5342.810
360,9786.480,5816.417,6162.031,5778.250,7141.539,8404.000,7506.676,6297.667,5972.378,6354.645,6591.577,5859.771,4728.167,6308.841,6119.912,5320.571
361,9814.423,5805.750,6232.312,5769.417,7164.192,8329.750,7502.971,6311.333,5962.027,6363.936,6637.115,5869.442,4696.690,6350.091,6113.853,5324.333
362,9802.135,5773.875,6211.125,5765.667,7104.692,8317.438,7497.588,6163.333,5978.352,6351.193,6634.231,5853.131,4695.381,6335.864,6097.147,5315.333
363,9803.288,5802.500,6225.406,5733.917,7147.308,8333.562,7451.471,6229.667,5945.973,6384.097,6605.269,5839.442,4692.976,6320.795,6133.882,5326.476
364,9816.250,5799.000,6220.281,5802.000,7148.231,8255.875,7481.529,6114.667,5953.622,6341.064,6612.500,5825.721,4665.476,6323.114,6088.853,5251.095
365,9787.442,5826.792,6197.312,5733.417,7129.692,8314.312,7462.912,6208.000,5915.081,6416.548,6612.500,5861.836,4662.190,6322.318,6089.265,5314.000
366,9807.770,5762.625,6216.094,5771.000,7127.961,8336.000,7421.324,6232.333,5895.135,6354.548,6608.039,5820.082,4694.095,6291.955,6069.412,5266.048
367,9781.865,5767.250,6212.500,5780.500,7073.192,8263.500,7426.794,6180.667,5904.216,6320.129,6626.961,5840.574,4671.000,6287.114,6102.941,5273.381
368,9789.270,5766.208,6186.406,5772.667,7113.154,8287.250,7422.559,6220.000,5898.297,6352.936,6588.500,5833.787,4662.429,6257.000,6114.588,5279.429
369,9789.192,5766.500,6167.750,5797.917,7105.923,8273.312,7459.529,6274.333,5832.648,6384.774,6588.308,5823.213,4673.238,6277.886,6110.176,5301.238
370,9775.692,5781.042,6135.062,5693.750,7103.961,8305.000,7431.147,6213.667,5822.676,6348.548,6585.500,5831.606,4655.214,6300.341,6087.471,5294.905
371,9827.520,5742.208,6124.438,5727.167,7111.654,8262.375,7427.735,6249.333,5829.973,6348.903,6591.539,5814.279,4662.429,6285.841,6093.029,5282.286
372,9795.135,5770.167,6155.781,5771.500,7109.923,8196.000,7427.147,6292.000,5798.271,6352.161,6572.308,5812.524,4654.786,6259.545,6098.794,5314.810
373,9764.692,5765.458,6185.781,5742.833,7064.154,8296.188,7447.441,6287.667,5752.378,6363.516,6578.461,5838.771,4653.548,6279.977,6080.882,5295.524
374,9801.096,5749.375,6159.375,5744.667,7087.192,8205.750,7436.412,6256.333,5748.703,6394.161,6550.192,5834.180,4652.286,6287.091,6091.912,5260.048
375,9769.096,5720.042,6130.781,5672.833,7110.961,8302.688,7405.618,6120.667,5793.324,6346.516,6583.385,5814.688,4638.595,6287.545,6089.118,5261.762
376,9806.346,5718.458,6176.094,5805.583,7056.615,8177.688,7420.176,6216.000,5779.459,6369.097,6604.077,5824.180,4642.833,6285.250,6084.529,5223.381
377,9750.173,5732.958,6187.469,5742.833,7065.539,8182.312,7413.206,6230.333,5741.405,6329.613,6565.308,5807.935,4662.143,6276.205,6063.118,5268.762
378,9770.212,5703.667,6171.094,5754.000,7118.615,8187.188,7432.706,6210.333,5728.838,6345.355,6581.385,5812.426,4620.786,6272.636,6097.971,5229.190
379,9780.980,5708.375,6163.938,5695.917,7066.846,8250.625,7453.147,6187.000,5716.703,6324.871,6523.885,5802.033,4597.024,6305.705,6057.235,5236.000
380,9785.865,5704.333,6130.125,5763.250,7061.154,8195.188,7446.824,6124.000,5705.271,6281.742,6568.923,5819.262,4559.000,6303.795,6060.000,5206.143
381,9786.480,5708.417,6143.000,5735.750,7094.461,8123.438,7425.706,6161.333,5654.622,6325.871,6587.346,5786.885,4596.714,6298.659,6074.176,5235.619
382,9765.750,5719.500,6065.062,5716.667,7084.500,8125.000,7426.765,6211.000,5636.162,6328.774,6539.846,5777.246,4572.000,6263.341,6076.059,5247.286
383,9780.635,5693.000,6055.844,5778.333,7111.885,8137.562,7441.794,6130.667,5632.946,6329.484,6564.769,5789.131,4597.310,6266.864,6055.324,5258.524
384,9771.538,5735.042,6016.219,5723.667,7076.577,8052.500,7434.324,6248.667,5623.676,6350.355,6569.654,5784.639,4561.786,6290.955,6042.265,5219.524
385,9779.154,5705.000,6000.125,5690.000,7074.961,8103.375,7439.882,6220.667,5636.405,6301.581,6561.654,5788.000,4532.190,6271.727,6044.618,5288.952
386,9768.077,5732.583,5970.438,5718.750,7050.923,8112.375,7425.441,6141.667,5624.757,6352.709,6538.961,5837.705,4545.786,6236.795,6017.147,5238.905
387,9725.404,5700.667,5942.156,5712.417,7048.500,8148.562,7405.647,6372.000,5598.973,6346.323,6553.846,5802.098,4559.095,6236.977,6077.676,5261.000
388,9768.673,5660.250,5913.188,5684.000,7045.769,8101.812,7447.000,6191.000,5571.135,6294.387,6558.461,5768.328,4534.857,6246.114,6042.088,5211.190
389,9746.923,5654.250,5963.875,5688.667,7054.615,8068.562,7409.618,6273.333,5571.892,6323.419,6585.692,5769.328,4563.262,6218.023,6063.853,5226.476
390,9740.154,5668.167,6030.406,5719.500,7024.269,8033.125,7418.735,6327.333,5576.135,6302.871,6558.231,5764.558,4515.381,6209.818,6073.765,5222.667
391,9754.750,5709.125,6026.562,5647.750,7045.461,8055.250,7449.176,6245.667,5550.135,6333.161,6548.961,5771.197,4556.190,6260.614,6043.206,5253.905
392,9726.520,5667.375,5989.062,5672.500,7011.308,8051.812,7417.324,6238.667,5537.703,6322.291,6554.039,5780.869,4527.095,6225.136,6078.147,5194.524
393,9724.558,5643.625,5969.531,5705.250,7028.769,8158.500,7399.176,6239.667,5515.567,6314.291,6528.500,5776.065,4508.095,6241.841,6070.412,5215.619
394,9748.192,5626.625,5956.594,5684.167,6989.385,8151.375,7465.500,6255.000,5526.054,6325.613,6575.577,5774.967,4485.952,6270.568,6055.059,5245.952
395,9722.750,5647.958,5918.094,5746.333,7044.423,8068.250,7409.500,6240.000,5490.703,6342.129,6566.039,5755.885,4477.119,6275.841,6069.824,5232.190
396,9748.615,5653.125,5916.281,5691.833,6968.039,8076.062,7415.118,6219.667,5521.378,6302.129,6531.961,5755.229,4474.190,6237.818,6050.235,5198.667
397,9706.865,5628.833,5873.625,5755.000,6956.923,8064.125,7426.471,6276.000,5494.027,6268.452,6562.385,5752.033,4474.214,6253.955,6030.647,5185.524
398,9716.250,5621.292,5849.938,5690.000,7003.808,8127.625,7380.706,6317.667,5482.433,6297.709,6550.039,5754.131,4448.643,6247.886,6074.529,5161.857
399,9713.173,5615.292,5830.219,5706.750,6976.808,8070.375,7388.618,6217.333,5469.946,6301.291,6530.654,5738.229,4440.738,6266.477,6031.294,5183.619
400,9729.058,5636.542,5808.375,5704.417,6943.500,8078.750,7354.618,6183.667,5459.271,6260.258,6534.077,5749.377,4450.381,6218.568,6070.559,5169.810
401,9680.770,5621.250,5762.000,5722.417,6968.500,8075.062,7405.882,6286.667,5439.946,6316.613,6512.808,5753.344,4434.643,6224.682,6035.265,5174.714
402,9664.250,5606.417,5773.719,5704.167,6958.000,8035.938,7385.588,6175.667,5424.865,6287.581,6535.577,5748.262,4449.214,6208.045,6013.147,5150.048
403,9711.596,5614.125,5741.062,5674.583,6969.461,8044.125,7386.676,6287.667,5416.027,6269.516,6512.923,5747.574,4435.310,6233.568,6060.941,5197.905
404,9707.827,5567.208,5820.219,5681.583,7005.115,8012.375,7372.588,6248.333,5423.676,6300.129,6517.077,5763.558,4454.214,6219.455,6034.647,5164.667
405,9708.980,5628.208,5835.906,5708.167,6929.577,8018.688,7382.206,6196.667,5416.135,6282.291,6533.923,5752.426,4432.619,6177.182,6048.118,5137.810
406,9720.173,5606.042,5811.906,5699.750,6944.115,8043.562,7360.088,6101.333,5391.838,6271.387,6519.808,5757.049,4437.667,6192.909,6022.794,5141.095
407,9696.538,5627.000,5797.875,5702.917,6992.115,8040.562,7369.647,6275.667,5388.567,6260.161,6525.231,5762.672,4438.452,6177.659,6037.882,5195.857
408,9685.192,5538.000,5793.844,5705.333,6932.769,8009.125,7365.941,6234.667,5367.297,6287.936,6504.846,5750.721,4419.167,6195.227,6051.941,5149.143
409,9700.788,5577.625,5848.688,5659.750,6948.885,8083.625,7352.118,6224.333,5331.892,6263.484,6514.615,5744.000,4437.286,6202.000,5996.647,5149.810
410,9661.692,5562.750,5842.031,5649.750,6894.115,8043.188,7393.706,6206.000,5352.729,6282.548,6498.961,5743.426,4409.190,6203.045,5990.559,5140.667
411,9694.923,5615.958,5810.500,5701.667,6907.385,8055.250,7352.529,6172.333,5339.352,6247.226,6489.885,5759.262,4383.119,6194.477,6020.294,5144.000
412,9684.365,5601.833,5778.938,5663.750,6914.615,8061.562,7342.382,6112.333,5336.108,6257.548,6535.385,5718.328,4374.357,6203.977,6051.382,5114.714
413,9679.442,5527.958,5782.531,5686.333,6914.731,8043.000,7345.206,6202.333,5328.352,6224.291,6495.539,5741.476,4419.476,6193.932,6063.324,5139.095
414,9648.885,5586.000,5760.594,5676.917,6867.923,8055.812,7383.265,6168.667,5349.973,6256.226,6489.654,5758.639,4412.095,6184.114,6031.794,5122.571
415,9631.212,5562.833,5824.625,5651.917,6868.500,8006.625,7356.765,6154.333,5302.919,6277.291,6495.615,5723.098,4338.071,6176.659,6021.824,5151.143
416,9670.962,5588.042,5818.438,5624.167,6877.615,8002.625,7348.235,6087.333,5293.811,6285.581,6485.885,5737.229,4353.405,6182.295,6017.971,5123.286
417,9648.865,5561.917,5795.438,5655.917,6856.115,8009.875,7365.353,6216.333,5320.729,6281.097,6490.192,5728.065,4328.476,6164.114,6006.941,5070.190
418,9633.192,5533.875,5791.125,5671.750,6834.539,7981.375,7372.647,5990.000,5257.297,6281.709,6507.500,5712.442,4350.333,6183.705,6009.353,5133.857
419,9687.962,5537.000,5756.188,5655.500,6866.077,7931.812,7340.412,6139.000,5236.595,6233.807,6505.039,5705.262,4358.833,6175.909,6033.500,5120.762
420,9623.885,5553.542,5755.656,5661.667,6861.346,7949.000,7329.118,6093.333,5272.784,6286.774,6515.115,5704.000,4333.881,6157.068,6004.029,5117.571
421,9650.462,5544.917,5715.750,5653.583,6826.577,7954.250,7328.088,6070.667,5237.433,6242.839,6472.731,5725.558,4308.333,6172.000,5995.324,5055.476
422,9643.192,5564.083,5680.312,5664.500,6837.769,7940.938,7329.765,6148.000,5241.595,6200.484,6476.769,5709.869,4329.500,6138.591,6007.912,5089.238
423,9660.308,5543.458,5660.406,5622.167,6855.154,7860.062,7320.647,6171.000,5228.486,6244.548,6472.731,5710.262,4332.190,6163.341,6001.353,5102.619
424,9655.712,5529.750,5656.062,5654.667,6871.423,7920.000,7343.382,6254.333,5201.000,6244.484,6496.039,5713.558,4311.952,6172.614,5986.412,5096.095
425,9655.135,5517.125,5621.031,5638.083,6837.615,7926.875,7326.853,6240.667,5218.946,6277.774,6490.115,5701.147,4315.619,6160.955,6021.735,5072.429
426,9648.173,5484.208,5599.688,5658.583,6865.039,7850.312,7338.500,6197.000,5200.946,6221.193,6480.192,5685.803,4276.929,6140.205,5997.735,5122.333
427,9617.327,5514.458,5705.000,5642.917,6813.154,7888.000,7316.559,6066.667,5199.892,6278.258,6469.192,5714.459,4249.095,6181.227,5993.676,5074.190
428,9641.480,5478.208,5734.312,5651.333,6815.885,7912.000,7336.471,6261.333,5194.865,6286.064,6473.923,5684.853,4284.690,6137.614,5981.676,5065.238
429,9671.654,5497.250,5752.469,5666.583,6813.615,7875.062,7352.853,6213.667,5160.108,6281.774,6454.423,5702.410,4277.167,6135.045,5978.706,5061.381
430,9592.770,5511.167,5730.719,5720.167,6795.231,7857.000,7336.706,6083.667,5155.541,6278.839,6452.654,5679.017,4253.619,6147.932,5954.765,5063.619
431,9596.250,5473.583,5711.844,5673.417,6807.192,7869.062,7318.382,6106.667,5170.352,6244.677,6476.308,5686.262,4275.167,6128.591,5988.941,5083.667
432,9598.615,5473.833,5687.719,5634.250,6797.269,7790.812,7304.794,6074.333,5148.648,6258.807,6462.539,5688.328,4250.429,6085.477,6000.735,5073.667
433,9633.520,5504.833,5652.344,5646.750,6783.000,7778.375,7330.529,6234.000,5155.000,6275.807,6432.231,5699.131,4253.214,6117.068,5984.059,5036.095
434,9611.596,5478.125,5635.906,5659.583,6774.539,7811.750,7310.941,6126.000,5146.243,6298.968,6465.769,5688.836,4265.500,6072.500,5995.706,5058.476
435,9587.654,5480.167,5623.094,5656.250,6778.692,7743.938,7296.324,6192.000,5142.081,6262.193,6441.461,5681.967,4221.738,6073.159,5993.941,5060.619
436,9590.538,5458.292,5602.625,5652.167,6755.731,7765.188,7310.029,6218.333,5132.405,6226.807,6425.269,5686.328,4230.310,6114.318,5983.500,5051.333
437,9585.480,5491.750,5559.000,5626.083,6779.000,7770.750,7296.794,6107.667,5206.108,6273.000,6496.692,5682.033,4264.405,6100.068,5966.088,5059.905
438,9601.250,5453.333,5558.281,5581.000,6745.231,7756.062,7332.412,6152.667,5200.892,6292.774,6448.154,5681.656,4239.643,6066.909,5970.235,5046.429
439,9634.654,5467.042,5529.219,5656.083,6750.192,7792.688,7292.529,6164.333,5182.919,6265.097,6452.423,5694.574,4206.667,6100.000,5975.853,5026.429
440,9593.712,5446.458,5505.438,5631.833,6762.808,7691.375,7264.882,6170.333,5163.729,6268.581,6456.923,5653.869,4252.429,6074.159,5999.235,5037.714
441,9570.730,5416.625,5500.500,5683.750,6734.500,7720.125,7278.412,6097.667,5162.541,6235.000,6466.923,5661.558,4216.619,6080.295,5981.353,4995.857
442,9615.904,5442.583,5444.094,5613.500,6713.231,7733.812,7287.147,5981.000,5176.784,6248.516,6449.308,5662.639,4222.095,6076.068,5971.588,5012.095
443,9581.308,5422.250,5462.438,5628.583,6719.654,7708.562,7323.765,6130.333,5172.352,6247.323,6442.923,5679.541,4210.262,6040.568,5962.706,5046.429
444,9560.365,5429.667,5456.344,5633.667,6681.461,7697.375,7290.206,6108.333,5142.703,6262.807,6416.846,5670.017,4199.095,6049.841,5962.588,5036.000
445,9576.096,5447.958,5450.875,5616.167,6758.654,7711.000,7271.118,6178.333,5170.054,6274.323,6431.539,5672.541,4186.048,6045.841,5964.941,5066.095
446,9563.865,5469.167,5447.750,5619.000,6695.423,7710.750,7281.706,6044.333,5136.433,6245.742,6467.654,5650.131,4202.738,6073.568,5975.353,5003.857
447,9565.423,5406.292,5384.312,5625.167,6716.808,7711.250,7241.206,6092.333,5130.000,6259.064,6405.539,5638.377,4200.548,6075.068,5977.353,4974.476
448,9611.692,5412.708,5394.312,5636.583,6708.923,7664.375,7265.735,6076.000,5125.324,6213.484,6433.692,5634.705,4177.500,6046.182,5970.559,5007.381
449,9555.346,5426.208,5363.594,5624.333,6695.192,7671.812,7311.647,6092.667,5131.054,6242.709,6388.846,5621.229,4170.952,6038.750,5956.559,5008.048
450,9573.154,5413.542,5356.594,5688.917,6723.731,7675.375,7230.353,6196.333,5118.973,6257.742,6404.461,5650.738,4152.524,6050.205,5953.647,5012.381
451,9557.020,5387.292,5348.625,5608.917,6679.846,7663.875,7260.412,6055.000,5108.243,6283.903,6402.808,5638.442,4175.786,6050.182,5960.235,4990.905
452,9546.808,5401.000,5341.906,5614.000,6693.885,7672.625,7289.676,6144.333,5111.027,6252.548,6407.885,5633.295,4138.262,6076.023,5965.618,4995.810
453,9545.520,5392.458,5306.281,5617.083,6648.885,7618.000,7263.912,6179.000,5079.811,6263.387,6419.115,5643.508,4140.857,6051.045,5953.853,5009.857
454,9528.885,5392.667,5261.812,5542.667,6687.846,7667.312,7252.088,6183.000,5070.838,6235.709,6382.961,5625.754,4118.024,6035.523,5940.441,4997.571
455,9566.385,5354.958,5279.562,5581.167,6667.423,7562.188,7241.176,6101.667,5081.135,6268.839,6375.808,5616.098,4135.500,6019.068,5944.941,4980.857
456,9567.865,5332.667,5258.000,5548.250,6621.308,7621.375,7219.647,6085.667,5035.784,6241.516,6395.808,5640.787,4136.214,6029.045,5938.088,4965.524
457,9516.865,5386.750,5234.969,5596.333,6652.231,7591.375,7228.529,6108.000,5063.378,6240.742,6429.385,5629.983,4119.500,6041.841,5952.176,5014.619
458,9551.462,5383.125,5246.406,5619.917,6661.077,7539.188,7276.529,6056.667,5070.297,6252.323,6367.231,5645.672,4131.024,6023.159,5952.735,4972.524
459,9587.770,5411.167,5340.312,5558.917,6646.154,7616.750,7247.176,6060.000,5028.271,6256.032,6366.154,5623.312,4092.524,6028.205,5945.029,4977.524
460,9548.500,5374.083,5344.031,5585.167,6620.539,7579.875,7282.676,6080.333,5026.676,6272.226,6376.808,5657.656,4125.833,6023.409,5977.324,4969.476
461,9506.635,5395.500,5384.438,5624.833,6643.500,7537.625,7225.824,6033.333,5049.054,6229.097,6369.115,5617.017,4080.357,6054.023,5926.029,4971.190
462,9534.577,5387.333,5351.438,5562.167,6624.808,7550.062,7253.824,6121.000,5012.729,6221.323,6405.577,5599.935,4101.952,6043.455,5980.353,4982.905
463,9521.385,5383.458,5331.188,5601.167,6603.769,7532.688,7233.853,6159.000,5019.648,6233.936,6386.577,5619.541,4069.714,6040.409,5939.706,4982.714
464,9501.538,5372.958,5304.125,5593.583,6560.539,7510.062,7243.353,6180.667,5020.216,6200.355,6399.385,5591.524,4083.524,6062.659,5948.529,4964.476
465,9520.038,5370.417,5316.750,5650.000,6556.039,7482.750,7232.471,5972.667,5020.324,6237.161,6315.539,5617.065,4063.928,6040.591,5913.059,4944.095
466,9503.673,5319.500,5298.938,5612.583,6604.615,7520.250,7211.147,6183.333,4961.595,6220.903,6371.269,5607.082,4080.428,6018.227,5929.647,4978.905
467,9508.712,5361.667,5256.375,5545.417,6582.039,7551.562,7189.941,6036.000,4978.595,6205.936,6357.539,5625.459,4053.357,6017.523,5916.118,4933.238
468,9485.962,5344.375,5297.594,5608.667,6540.308,7498.750,7249.588,6072.000,4979.595,6193.032,6356.346,5601.344,4052.405,6008.432,5901.147,4953.952
469,9522.846,5382.792,5384.469,5599.417,6537.615,7497.875,7206.853,6086.333,4964.648,6194.484,6359.885,5595.361,4059.428,5985.955,5922.265,4947.667
470,9493.230,5322.458,5455.562,5583.417,6538.923,7509.500,7223.412,6073.000,5006.405,6197.903,6340.039,5616.803,4046.238,5988.068,5921.059,4941.143
471,9537.385,5364.875,5457.969,5554.750,6550.923,7517.750,7222.000,6017.667,4966.243,6193.258,6341.769,5604.361,4068.762,5985.136,5905.765,4923.381
472,9510.962,5322.917,5473.625,5586.583,6545.231,7448.375,7215.794,6188.000,4961.000,6229.936,6368.154,5590.459,4058.428,5985.886,5921.382,4963.524
473,9514.615,5330.500,5427.094,5570.000,6541.961,7471.250,7244.529,6005.667,4968.541,6232.807,6351.615,5561.754,4049.786,5979.545,5906.324,4961.429
474,9488.615,5325.375,5485.938,5552.917,6530.539,7442.562,7204.265,6082.333,4974.729,6196.129,6325.769,5582.983,4032.667,5968.818,5918.882,4949.952
475,9464.500,5332.208,5563.625,5613.667,6537.923,7485.125,7215.618,6072.000,5027.757,6221.064,6331.654,5567.754,4071.667,5992.091,5917.971,4951.762
476,9432.385,5294.667,5585.062,5541.500,6497.231,7457.625,7181.059,6065.000,5041.081,6230.387,6330.115,5597.246,4038.595,5950.727,5933.500,4927.238
477,9457.923,5330.792,5554.812,5586.167,6486.269,7460.125,7192.059,6015.000,5004.784,6225.032,6325.808,5592.131,4016.738,5974.727,5908.206,4911.286
478,9447.020,5330.833,5576.188,5562.583,6498.500,7392.250,7217.294,6161.333,5016.027,6251.226,6332.308,5584.131,4066.190,5957.750,5930.000,4936.190
479,9459.000,5339.667,5538.625,5590.333,6477.039,7402.562,7222.441,6050.667,5028.216,6223.000,6294.385,5590.902,4011.857,5935.795,5921.588,4928.381
480,9474.615,5344.750,5542.812,5535.583,6465.885,7432.438,7192.147,6078.000,4981.676,6207.452,6351.692,5573.017,3992.524,5961.705,5908.559,4925.762
481,9475.135,5315.292,5476.531,5590.500,6469.346,7394.938,7184.500,6001.667,4977.648,6249.613,6382.039,5565.935,4036.857,5950.636,5907.559,4877.810
482,9451.654,5321.792,5460.312,5568.000,6469.539,7394.375,7207.294,5971.667,4998.541,6222.774,6327.385,5582.820,4037.786,5962.659,5914.235,4908.048
483,9449.962,5321.292,5441.844,5522.500,6457.769,7359.375,7206.294,6109.333,5003.676,6222.258,6279.192,5547.115,3981.119,5974.727,5950.029,4887.333
484,9444.192,5276.333,5444.094,5538.333,6451.846,7361.375,7215.000,6038.000,4966.784,6225.452,6340.539,5576.246,3975.405,5991.636,5912.265,4917.048
485,9462.038,5306.833,5440.812,5596.250,6434.308,7347.438,7197.559,6084.000,4978.433,6220.581,6301.961,5554.229,3964.000,5970.318,5928.824,4930.238
486,9474.192,5295.125,5526.438,5560.167,6412.731,7362.062,7213.265,6007.667,5023.567,6239.774,6279.769,5567.098,3947.833,5954.432,5890.941,4896.095
487,9427.230,5300.583,5542.844,5579.167,6458.269,7297.312,7214.735,6021.667,5040.865,6233.064,6328.615,5558.394,3991.524,5985.023,5888.000,4898.238
488,9436.270,5271.417,5581.188,5581.083,6429.692,7365.750,7182.853,6094.333,5016.622,6213.774,6326.115,5562.951,3968.786,5959.545,5893.294,4925.143
489,9399.135,5284.750,5532.469,5549.750,6414.692,7378.250,7204.000,5960.000,5008.135,6249.742,6297.192,5575.885,3964.786,5922.864,5887.735,4925.857
490,9386.058,5287.042,5511.500,5550.333,6355.000,7333.812,7171.471,6170.000,5005.973,6222.709,6284.346,5550.558,3969.905,5938.136,5878.088,4874.048
491,9441.192,5264.417,5544.812,5561.417,6402.346,7325.125,7181.235,6062.000,5010.648,6217.323,6292.808,5539.459,3942.881,5952.568,5886.647,4911.667
492,9419.520,5249.333,5457.469,5554.750,6399.808,7325.500,7189.588,5997.000,4994.081,6210.871,6262.077,5531.885,3954.643,5942.568,5873.941,4903.143
493,9387.327,5284.500,5445.688,5529.417,6373.039,7294.500,7189.971,6077.000,4982.352,6217.097,6269.885,5520.410,3931.667,5925.568,5850.294,4878.524
494,9406.692,5283.833,5424.219,5518.000,6335.231,7290.000,7181.441,6037.000,4969.973,6204.226,6245.115,5528.935,3949.000,5911.500,5879.676,4879.810
495,9437.904,5221.792,5401.688,5470.333,6384.000,7241.375,7175.176,5986.333,4948.054,6189.258,6252.846,5528.885,3940.190,5925.864,5891.971,4849.429
496,9386.462,5271.292,5365.875,5530.500,6357.346,7261.062,7163.912,6090.667,4946.297,6164.839,6286.461,5502.590,3932.428,5918.091,5878.618,4852.571
497,9398.692,5257.875,5330.438,5495.583,6339.808,7287.750,7166.176,6020.000,4935.271,6164.193,6243.115,5533.476,3954.786,5901.636,5846.176,4907.762
498,9396.288,5225.083,5334.719,5543.083,6323.577,7241.938,7167.765,6038.000,4946.811,6169.903,6251.731,5532.721,3943.357,5928.250,5887.412,4872.476
499,9378.346,5207.333,5305.094,5547.583,6348.192,7230.875,7167.324,6011.667,4939.162,6187.032,6269.231,5515.935,3958.428,5886.818,5827.265,4871.381
500,9400.673,5224.417,5318.750,5534.333,6373.577,7242.438,7166.147,5947.667,4931.000,6185.387,6252.769,5512.279,3933.738,5925.818,5833.618,4851.381
501,9373.558,5218.792,5258.781,5521.500,6325.000,7216.250,7173.500,6112.000,4911.378,6109.291,6256.346,5521.820,3920.238,5893.273,5851.618,4847.524
