 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11
233,11262.865,11390.750,7760.438,7702.352,8239.650,7609.604,6029.833,6697.750,6499.231,6175.600,5375.364
234,11258.648,11393.393,7750.000,7676.271,8273.050,7603.017,6073.000,6668.875,6488.423,6213.800,5333.909
235,11298.297,11369.714,7778.875,7646.216,8236.000,7620.448,6013.167,6693.125,6428.577,6201.800,5317.000
236,11252.919,11403.286,7744.312,7666.243,8250.850,7616.517,6048.167,6653.625,6439.539,6205.000,5324.909
237,11261.648,11310.893,7817.375,7661.000,8236.850,7587.172,6006.167,6706.375,6416.385,6239.000,5306.636
238,11246.919,11329.107,7718.250,7637.297,8262.500,7615.983,5949.500,6711.750,6422.731,6174.600,5308.909
239,11248.648,11397.250,7724.250,7658.433,8207.350,7600.811,6012.417,6681.875,6453.539,6262.400,5284.000
240,11265.757,11290.321,7760.062,7631.243,8215.450,7582.000,6101.000,6673.000,6427.731,6233.000,5264.727
241,11180.297,11326.143,7728.188,7671.757,8189.850,7564.845,6031.833,6703.500,6406.000,6238.000,5290.909
242,11247.622,11266.500,7753.000,7682.514,8206.300,7539.948,5961.167,6701.375,6361.731,6196.200,5306.818
243,11199.541,11314.929,7717.938,7655.162,8203.600,7527.896,5964.000,6668.875,6379.769,6233.200,5279.909
244,11200.567,11250.321,7675.688,7660.567,8197.550,7551.914,5997.000,6638.375,6392.000,6174.600,5254.636
245,11202.973,11346.393,7752.188,7654.433,8160.900,7532.689,5997.750,6660.875,6356.461,6185.900,5211.000
246,11195.973,11238.250,7723.938,7601.216,8216.650,7545.707,5959.833,6664.625,6355.231,6225.400,5210.545
247,11221.324,11226.714,7748.312,7653.405,8163.900,7522.689,6032.833,6674.375,6320.808,6183.300,5227.727
248,11225.054,11250.429,7668.938,7630.648,8109.800,7542.552,5994.917,6630.875,6366.231,6223.700,5208.273
249,11203.757,11195.321,7663.000,7633.189,8105.750,7523.707,6075.667,6602.750,6300.077,6152.800,5159.727
250,11186.595,11240.964,7653.312,7614.729,8107.300,7531.069,5969.250,6637.625,6321.615,6208.600,5195.364
251,11156.919,11218.214,7737.812,7680.243,8148.900,7550.586,5951.167,6627.000,6333.423,6199.700,5172.091
252,11198.027,11192.071,7646.500,7647.595,8137.450,7521.138,5998.667,6636.750,6253.885,6200.400,5158.455
253,11149.729,11277.321,7669.000,7620.243,8102.750,7499.431,5952.750,6680.500,6246.846,6152.400,5136.455
254,11152.108,11219.571,7682.000,7600.378,8118.600,7520.104,5941.417,6664.625,6282.885,6207.600,5118.000
255,11144.271,11228.179,7604.312,7582.108,8127.700,7494.845,5959.000,6576.625,6200.500,6189.100,5162.727
256,11134.081,11214.714,7627.625,7637.027,8072.400,7508.396,5915.667,6626.375,6201.077,6221.400,5144.455
257,11141.433,11233.643,7652.750,7618.081,8051.550,7491.586,5957.250,6574.625,6221.154,6172.300,5157.182
258,11159.946,11187.464,7706.875,7597.378,8128.100,7492.138,5941.083,6556.875,6191.808,6255.600,5099.364
259,11152.676,11199.179,7628.812,7589.459,8114.550,7463.345,5998.417,6658.000,6198.731,6174.800,5092.636
260,11135.648,11156.643,7700.438,7627.054,8085.950,7481.052,5907.417,6601.250,6175.000,6190.600,5051.091
261,11112.216,11208.643,7639.750,7615.081,8098.050,7455.931,5951.417,6583.875,6229.192,6175.100,5036.364
262,11096.757,11270.750,7572.375,7604.243,8071.450,7492.431,5953.333,6542.625,6153.692,6213.500,5127.727
263,11112.216,11172.321,7666.125,7618.081,8077.000,7447.535,5980.750,6561.625,6167.577,6166.500,5083.636
264,11105.081,11181.393,7681.875,7622.054,8065.250,7447.586,5945.000,6507.500,6151.192,6166.100,5054.273
265,11114.514,11167.286,7602.375,7584.378,8016.100,7422.759,5964.167,6557.375,6110.808,6124.900,5043.636
266,11078.271,11177.250,7602.250,7611.000,8015.050,7417.793,5933.917,6589.125,6100.808,6180.900,5042.000
267,11107.324,11201.786,7634.375,7618.514,8009.800,7448.759,5952.583,6518.000,6139.077,6180.600,5005.364
268,11059.216,11226.857,7600.562,7600.784,8007.500,7438.293,5932.917,6632.500,6138.615,6188.200,5049.091
269,11092.081,11137.750,7631.375,7580.567,8023.000,7417.793,6011.667,6591.875,6122.000,6195.200,4967.455
270,11093.433,11135.821,7628.875,7590.946,8016.950,7444.931,5935.750,6554.250,6122.115,6133.300,5000.273
271,11056.054,11125.179,7564.688,7577.973,8030.700,7376.759,6006.083,6503.500,6072.500,6111.900,4983.000
272,11081.324,11163.250,7599.312,7589.973,8004.750,7387.414,5906.250,6574.375,6089.692,6122.600,4976.727
273,11089.892,11166.107,7667.188,7623.729,7932.250,7368.604,5919.833,6533.750,6086.269,6171.800,4959.000
274,11006.352,11168.607,7593.625,7563.433,7957.400,7363.431,5960.667,6551.875,6051.885,6132.800,4954.909
275,11020.622,11155.786,7565.875,7559.054,7948.000,7361.621,5909.083,6542.000,5999.077,6182.100,4975.273
276,10995.514,11103.679,7620.875,7553.703,7885.750,7356.189,5943.250,6577.750,6040.577,6086.900,4933.818
277,11032.352,11095.607,7568.000,7568.378,7956.650,7334.983,5937.500,6499.750,6030.731,6108.800,4958.000
278,10963.946,11173.393,7578.875,7575.595,7957.650,7371.379,5900.333,6498.375,6024.577,6126.500,4902.909
279,10974.676,11119.786,7554.375,7604.081,7956.000,7330.793,5923.917,6511.125,5994.692,6144.800,4884.818
280,11033.892,11188.321,7637.000,7573.378,7908.450,7324.448,5873.500,6504.000,6063.385,6164.100,4833.455
281,10978.000,11099.393,7559.438,7561.378,7881.900,7325.776,5909.583,6463.500,6018.577,6086.100,4835.000
282,10985.838,11112.143,7524.188,7573.000,7958.850,7346.431,5886.583,6458.500,5995.423,6111.900,4838.000
283,10935.189,11076.714,7581.625,7570.243,7896.800,7317.586,5894.500,6558.250,6002.039,6118.500,4895.727
284,10978.054,11072.000,7534.188,7554.000,7896.400,7321.035,5915.167,6519.625,5996.423,6099.200,4836.000
285,10969.595,11106.607,7615.125,7564.189,7936.400,7318.069,5937.083,6478.000,6014.577,6168.800,4835.182
286,10905.027,11089.214,7567.875,7571.081,7896.650,7290.552,5904.917,6532.750,5982.000,6117.600,4791.545
287,10941.676,11078.964,7556.688,7568.648,7861.550,7302.345,5916.917,6452.750,5925.769,6080.600,4815.727
288,10866.378,10998.357,7569.188,7549.324,7842.850,7298.396,5880.333,6454.250,5941.577,6078.000,4842.182
289,10932.054,11034.214,7528.875,7551.486,7854.500,7276.552,5853.917,6430.250,5929.346,6090.900,4807.727
290,10972.216,11062.143,7470.250,7527.378,7839.450,7257.948,5881.833,6499.625,5915.385,6075.900,4805.545
291,10881.622,11023.929,7551.000,7512.000,7867.800,7261.638,5859.083,6452.000,5871.231,6157.400,4785.455
292,10929.081,11092.321,7536.438,7506.757,7829.000,7219.983,5874.500,6436.250,5891.769,6087.500,4727.182
293,10931.622,11044.964,7481.250,7506.648,7842.350,7250.465,5886.000,6486.375,5918.731,6044.900,4793.636
294,10943.216,11042.679,7536.188,7551.676,7768.350,7260.104,5865.833,6501.500,5912.923,6072.000,4710.273
295,10873.973,11071.429,7549.500,7518.486,7809.750,7256.104,5870.083,6476.500,5891.923,6090.500,4768.000
296,10921.433,11038.536,7457.188,7523.378,7746.350,7274.000,5848.500,6429.250,5836.039,6096.400,4761.273
297,10907.108,11085.964,7480.062,7500.405,7816.600,7234.362,5895.500,6487.125,5788.615,6086.800,4720.636
298,10861.027,11075.857,7482.875,7525.243,7813.600,7206.293,5863.917,6443.250,5831.039,6114.300,4716.818
299,10856.135,11028.107,7464.875,7511.729,7798.650,7208.155,5906.750,6421.000,5808.077,6106.500,4751.818
300,10830.027,11000.679,7477.188,7537.000,7759.300,7195.069,5889.750,6447.500,5812.731,6063.400,4708.364
301,10828.703,11071.000,7505.500,7506.216,7817.350,7180.741,5834.083,6396.375,5855.808,6081.000,4723.091
302,10844.189,10982.964,7469.812,7517.405,7745.200,7210.017,5926.917,6377.250,5769.000,6117.600,4697.182
303,10818.784,11019.464,7497.688,7517.784,7732.400,7189.104,5840.583,6415.375,5791.385,6087.700,4778.636
304,10816.486,11003.429,7462.750,7493.162,7764.600,7202.724,5880.917,6415.500,5796.539,6011.900,4736.545
305,10815.811,11050.964,7509.625,7511.378,7758.350,7192.069,5895.250,6408.625,5763.769,6093.900,4738.636
306,10795.378,11046.179,7509.625,7491.703,7772.650,7169.138,5907.333,6435.500,5802.077,6064.200,4684.455
307,10814.676,11004.357,7495.938,7528.027,7693.600,7189.569,5780.333,6363.500,5798.577,6052.600,4635.364
308,10794.486,10988.714,7442.938,7501.784,7712.750,7169.535,5817.583,6458.625,5745.577,6091.800,4710.000
309,10779.757,10918.821,7457.250,7505.865,7683.900,7178.845,5855.250,6438.375,5778.192,6074.300,4696.182
310,10733.648,10978.214,7503.750,7493.729,7656.750,7172.569,5817.750,6400.750,5748.615,6063.300,4702.545
311,10750.486,10936.821,7476.000,7480.433,7710.700,7142.121,5809.500,6437.375,5776.692,6082.400,4645.364
312,10761.892,10967.393,7514.250,7509.838,7671.100,7134.535,5800.167,6449.250,5736.500,6023.700,4645.455
313,10786.081,11003.643,7517.938,7512.729,7702.150,7127.104,5837.917,6523.500,5769.385,6051.000,4636.545
314,10747.973,10949.357,7417.125,7501.676,7684.800,7099.793,5851.917,6385.000,5721.885,6034.800,4633.636
315,10758.541,10981.571,7461.750,7480.729,7667.000,7113.948,5811.000,6462.500,5709.308,6041.800,4613.636
316,10754.784,10956.714,7530.500,7461.757,7624.100,7129.604,5838.167,6420.875,5738.115,6030.400,4650.545
317,10725.324,10909.607,7499.875,7487.108,7639.000,7098.931,5849.500,6451.250,5749.039,5977.100,4634.182
318,10686.676,10933.179,7429.812,7478.324,7620.550,7088.586,5852.000,6362.375,5736.731,5981.800,4627.909
319,10681.459,10921.536,7438.250,7470.541,7619.450,7088.000,5841.333,6409.375,5699.577,6070.800,4594.182
320,10671.352,11004.750,7473.875,7458.081,7609.000,7069.638,5816.333,6402.250,5691.154,6013.000,4566.636
321,10689.838,10944.893,7477.875,7502.838,7584.600,7070.224,5834.333,6372.750,5679.808,6013.100,4599.455
322,10677.648,10961.464,7405.125,7498.541,7567.250,7081.345,5843.667,6324.500,5675.846,5936.900,4578.182
323,10652.946,10880.964,7433.312,7469.189,7601.850,7070.293,5821.667,6315.375,5729.654,6029.200,4566.818
324,10692.595,10912.143,7432.625,7482.486,7494.200,7055.655,5758.250,6369.250,5689.231,6003.300,4545.545
325,10655.162,10903.321,7463.312,7458.271,7607.150,7076.896,5849.750,6402.250,5682.615,6041.500,4593.636
326,10643.054,10887.464,7427.062,7468.676,7570.850,7055.759,5831.583,6356.750,5721.885,5981.900,4521.636
327,10624.405,10879.071,7441.000,7453.135,7581.750,7042.000,5777.333,6294.375,5704.961,5972.200,4583.818
328,10682.405,10880.964,7453.125,7467.243,7577.000,7066.931,5868.000,6275.875,5663.231,5945.700,4550.000
329,10652.352,10868.821,7417.875,7456.757,7516.200,7035.224,5844.333,6398.500,5691.654,6024.500,4541.727
330,10668.514,10928.607,7443.250,7467.378,7524.800,7056.638,5805.583,6277.125,5682.692,5984.100,4555.091
331,10588.595,10826.107,7432.438,7433.811,7568.700,7040.931,5816.250,6318.625,5686.808,5992.300,4520.545
332,10653.703,10891.643,7427.688,7438.135,7503.100,7032.017,5757.167,6375.000,5660.731,6036.800,4531.545
333,10642.324,10880.679,7380.000,7449.027,7497.100,7019.948,5809.833,6314.875,5672.308,6013.500,4530.636
334,10587.729,10810.286,7458.688,7457.541,7520.150,7027.759,5801.750,6280.125,5619.615,5993.700,4531.545
335,10613.000,10823.750,7436.812,7463.433,7467.500,7021.328,5759.833,6279.625,5636.615,5980.600,4524.455
336,10602.946,10848.250,7403.500,7456.352,7470.450,7021.931,5761.500,6303.000,5660.769,5990.000,4513.091
337,10616.054,10849.821,7412.625,7426.189,7450.450,7016.311,5764.750,6305.375,5639.500,5945.300,4500.182
338,10601.838,10817.250,7398.062,7433.324,7487.300,7015.414,5757.417,6317.250,5619.192,5993.100,4510.909
339,10572.271,10822.464,7422.625,7445.648,7454.250,6980.155,5831.083,6257.625,5601.461,5958.500,4479.182
340,10541.189,10831.143,7435.875,7447.946,7439.950,6978.207,5746.333,6276.125,5620.269,5998.700,4519.364
341,10584.946,10808.643,7397.875,7421.378,7413.650,6972.879,5809.333,6326.750,5606.692,5967.200,4494.545
342,10581.946,10825.250,7434.438,7453.433,7405.100,6979.672,5763.167,6364.125,5621.231,5966.300,4532.455
343,10543.838,10759.179,7346.938,7473.135,7424.250,6953.552,5784.250,6321.750,5575.961,5913.300,4481.636
344,10537.784,10830.214,7430.875,7462.729,7429.800,6977.293,5835.500,6238.000,5631.385,6002.600,4490.909
345,10540.486,10790.893,7384.000,7434.567,7379.550,6943.811,5787.750,6251.875,5556.615,5905.600,4437.636
346,10524.567,10820.321,7379.875,7382.405,7363.050,6941.741,5734.083,6216.000,5570.577,5911.300,4521.545
347,10496.729,10796.571,7461.875,7385.703,7376.100,6932.517,5777.833,6307.250,5579.461,5984.600,4481.636
348,10492.027,10764.286,7346.000,7412.216,7345.400,6956.293,5770.583,6262.875,5557.154,5905.500,4469.000
349,10465.271,10800.143,7368.562,7441.892,7334.650,6942.465,5761.500,6274.625,5573.000,5941.900,4443.636
350,10477.433,10764.607,7349.938,7442.162,7304.200,6922.741,5788.917,6199.000,5593.615,5930.100,4453.818
351,10440.729,10768.857,7367.688,7433.189,7324.000,6909.431,5759.833,6294.125,5550.692,5943.100,4461.273
352,10445.243,10790.571,7416.938,7406.027,7314.250,6903.224,5739.000,6249.625,5557.885,5925.400,4474.182
353,10462.757,10726.071,7384.438,7400.271,7236.850,6895.311,5712.167,6219.750,5562.269,5894.700,4466.182
354,10452.243,10739.571,7395.188,7439.216,7229.150,6894.655,5774.083,6242.500,5560.077,5884.900,4472.545
355,10412.811,10791.786,7347.438,7427.919,7234.950,6902.224,5690.333,6136.250,5546.808,5867.700,4441.364
356,10430.189,10753.893,7373.688,7408.919,7271.550,6884.672,5742.167,6263.500,5531.231,5877.100,4446.636
357,10398.189,10724.429,7321.500,7398.729,7212.600,6875.965,5721.000,6243.000,5525.923,5904.400,4425.909
358,10391.352,10735.429,7397.125,7376.838,7206.700,6872.569,5751.833,6213.500,5478.192,5862.200,4455.273
359,10392.865,10643.714,7392.875,7436.919,7183.050,6813.224,5754.250,6245.625,5517.423,5815.400,4450.455
360,10392.378,10773.893,7373.312,7426.108,7149.250,6870.362,5734.833,6276.375,5504.846,5920.300,4472.909
361,10398.459,10721.607,7372.938,7353.838,7127.250,6837.448,5720.417,6125.000,5515.654,5856.900,4442.182
362,10360.324,10706.393,7404.688,7405.946,7204.950,6837.896,5770.417,6198.750,5528.692,5888.000,4427.727
363,10351.459,10676.714,7367.562,7389.514,7129.500,6837.138,5691.500,6166.750,5464.077,5869.500,4468.273
364,10377.297,10692.536,7368.938,7400.892,7141.400,6859.017,5781.167,6134.250,5511.154,5919.800,4447.545
365,10351.000,10635.357,7431.750,7418.459,7128.900,6827.224,5766.750,6164.250,5517.154,5874.000,4389.000
366,10354.811,10709.036,7418.938,7414.108,7088.500,6854.465,5706.917,6178.250,5494.385,5868.700,4435.455
367,10389.946,10654.929,7333.500,7393.676,7099.950,6859.483,5728.333,6154.500,5462.885,5875.900,4419.545
368,10321.865,10637.036,7356.125,7392.676,7050.450,6845.172,5703.167,6184.750,5478.115,5833.600,4418.364
369,10345.919,10674.536,7329.000,7421.459,7050.050,6833.259,5672.917,6126.125,5468.385,5876.500,4434.273
370,10313.811,10605.000,7348.750,7364.297,7029.550,6809.328,5735.583,6098.125,5476.615,5845.500,4398.455
371,10328.000,10639.464,7356.938,7369.595,7022.350,6816.293,5712.083,6136.250,5434.423,5913.700,4390.636
372,10297.189,10678.893,7261.438,7384.135,6975.600,6811.776,5696.250,6123.500,5406.154,5897.800,4459.818
373,10310.973,10640.357,7306.688,7425.892,7026.850,6812.224,5677.250,6143.625,5429.577,5798.200,4449.000
374,10350.973,10586.214,7340.438,7393.135,6972.100,6770.965,5725.500,6103.750,5483.846,5805.000,4438.000
375,10248.946,10601.357,7371.250,7406.405,6969.500,6784.638,5779.583,6119.625,5458.923,5787.800,4407.909
376,10235.946,10596.536,7276.188,7410.297,6938.550,6795.345,5717.917,6090.750,5435.923,5856.500,4444.545
377,10196.000,10587.750,7334.750,7382.811,6947.600,6772.155,5695.667,6039.000,5397.885,5805.700,4464.545
378,10236.973,10603.143,7292.750,7401.919,6890.750,6777.879,5694.000,6116.500,5432.385,5803.400,4419.364
379,10259.703,10597.536,7356.812,7392.352,6893.350,6748.396,5699.833,6078.375,5406.731,5826.400,4387.091
380,10253.324,10556.214,7363.438,7389.162,6854.450,6787.362,5693.083,6106.625,5401.500,5839.200,4403.727
381,10215.216,10561.143,7360.375,7351.676,6856.500,6764.793,5670.667,6015.125,5446.885,5807.000,4448.545
382,10166.108,10550.179,7319.188,7404.352,6811.300,6789.000,5701.500,6073.250,5437.000,5800.500,4445.273
383,10229.676,10557.429,7392.125,7389.919,6805.000,6758.172,5662.167,6057.875,5411.077,5786.600,4429.182
384,10166.054,10527.679,7325.750,7333.378,6783.300,6723.035,5736.583,6086.375,5382.385,5790.500,4419.818
385,10174.216,10547.893,7350.750,7384.054,6762.200,6738.517,5737.250,6055.250,5363.269,5744.100,4479.545
386,10183.135,10582.179,7358.125,7361.216,6766.450,6710.638,5700.417,6060.500,5376.039,5828.700,4395.273
387,10156.216,10513.964,7295.688,7403.081,6743.900,6715.948,5679.083,6087.750,5355.539,5831.100,4420.818
388,10184.378,10513.643,7319.500,7359.162,6710.650,6703.965,5722.583,6001.750,5353.692,5727.700,4395.545
389,10147.216,10513.464,7358.125,7352.648,6696.700,6696.155,5697.250,5971.375,5338.385,5775.600,4413.455
390,10127.729,10506.286,7357.750,7364.054,6658.050,6702.828,5610.500,6051.000,5399.731,5825.000,4353.818
391,10131.865,10543.321,7330.938,7389.352,6654.250,6720.000,5651.750,5969.750,5359.500,5711.100,4428.273
392,10140.216,10468.286,7352.250,7355.352,6655.650,6708.086,5664.917,6007.125,5320.154,5752.700,4408.364
393,10137.108,10506.750,7300.125,7353.216,6625.550,6682.776,5699.583,6082.750,5356.692,5719.600,4366.545
394,10082.405,10482.500,7319.125,7357.243,6617.950,6675.965,5678.500,6169.750,5347.923,5761.600,4395.455
395,10129.216,10493.107,7353.562,7360.352,6577.050,6684.862,5658.750,6024.125,5352.692,5733.800,4391.727
396,10103.135,10512.429,7356.750,7364.946,6595.500,6687.362,5691.167,6063.375,5367.577,5748.400,4434.455
397,10100.595,10491.250,7323.625,7357.459,6577.450,6684.862,5613.167,6009.750,5298.231,5725.600,4440.091
398,10079.486,10463.786,7384.625,7360.892,6551.250,6684.224,5598.667,6035.000,5313.308,5713.200,4394.273
399,10118.595,10496.857,7386.562,7359.405,6492.400,6684.207,5593.833,6017.125,5300.731,5765.400,4413.727
400,10080.162,10433.357,7353.875,7375.919,6524.300,6661.207,5671.500,5960.750,5349.577,5738.100,4434.273
401,10059.486,10436.857,7358.875,7353.729,6524.800,6667.535,5613.000,6007.500,5341.846,5686.900,4393.182
402,10119.433,10434.607,7315.188,7347.648,6475.700,6669.879,5659.083,5984.750,5361.961,5720.500,4370.182
403,10099.108,10425.286,7346.625,7326.108,6481.850,6655.172,5606.333,5994.000,5337.654,5722.300,4336.364
404,10072.271,10456.893,7340.000,7332.541,6398.650,6649.604,5607.583,5919.875,5318.808,5718.500,4385.545
405,10087.081,10443.036,7337.750,7373.271,6439.200,6659.086,5635.583,5931.125,5325.731,5676.000,4444.000
406,10088.486,10469.750,7307.062,7333.811,6418.350,6653.138,5618.333,5896.000,5320.961,5729.700,4373.818
407,10008.216,10396.571,7269.875,7350.162,6379.350,6664.793,5587.833,5875.500,5348.346,5736.000,4367.091
408,10042.865,10412.893,7319.250,7318.676,6349.650,6630.052,5576.333,5941.250,5341.539,5667.900,4419.818
409,10029.243,10385.643,7309.375,7337.973,6340.200,6630.948,5649.583,5957.125,5329.154,5655.900,4408.909
410,10007.595,10398.643,7333.062,7339.919,6310.600,6646.069,5592.583,5936.375,5327.654,5685.600,4383.818
411,9978.243,10353.929,7372.938,7349.243,6304.050,6611.017,5641.083,5913.250,5343.731,5671.000,4433.909
412,9966.622,10379.679,7381.562,7334.703,6282.150,6601.345,5654.250,5978.500,5315.192,5642.500,4388.727
413,9971.027,10397.643,7332.250,7330.297,6253.400,6640.828,5578.083,5864.375,5331.308,5658.300,4413.455
414,9993.162,10402.179,7388.312,7348.378,6261.600,6589.931,5644.500,5854.625,5358.808,5684.200,4401.000
415,9952.729,10354.429,7352.938,7319.324,6256.100,6603.000,5620.667,5904.125,5334.308,5661.200,4383.364
416,9950.433,10382.607,7330.500,7330.595,6206.850,6609.069,5567.417,5876.750,5319.731,5672.500,4427.727
417,9966.703,10370.214,7282.375,7303.729,6166.850,6566.362,5616.917,5913.875,5315.154,5672.200,4396.182
418,9904.648,10357.679,7324.938,7349.135,6178.550,6572.896,5568.917,5860.375,5304.461,5656.400,4386.909
419,9882.433,10296.929,7321.938,7320.189,6147.450,6604.172,5608.500,5937.750,5324.923,5687.800,4419.455
420,9925.081,10291.321,7306.312,7326.892,6088.800,6549.793,5579.917,5825.625,5303.269,5678.600,4376.091
421,9897.108,10343.750,7293.125,7294.946,6134.950,6543.052,5570.167,5884.000,5284.539,5682.800,4386.000
422,9894.648,10350.536,7297.438,7324.189,6108.100,6545.483,5590.750,5816.500,5261.192,5616.300,4392.909
423,9898.703,10297.250,7264.062,7330.622,6115.650,6508.500,5559.750,5842.000,5250.769,5606.000,4365.727
424,9842.622,10320.214,7307.250,7300.216,6045.800,6511.828,5579.417,5837.375,5229.192,5654.300,4389.818
425,9835.973,10280.143,7264.000,7310.189,6037.950,6492.793,5565.417,5888.625,5204.039,5610.500,4383.091
426,9830.973,10227.036,7292.750,7294.162,6038.000,6498.948,5574.333,5856.000,5186.000,5622.300,4374.545
427,9819.378,10241.107,7291.375,7273.378,6011.900,6503.983,5590.750,5812.750,5219.769,5598.500,4375.636
428,9828.054,10284.571,7247.312,7269.919,5981.000,6452.345,5535.417,5836.000,5191.385,5600.600,4360.455
429,9760.135,10236.071,7234.188,7280.784,5955.300,6451.931,5529.000,5790.000,5218.961,5618.700,4397.091
430,9778.271,10244.357,7269.312,7317.784,5965.300,6466.483,5570.000,5759.125,5184.692,5558.000,4363.182
431,9789.676,10206.571,7270.188,7243.000,5970.500,6441.465,5559.917,5785.125,5183.077,5591.900,4375.182
432,9766.081,10198.429,7224.500,7265.135,5950.100,6452.948,5511.750,5804.625,5141.039,5612.200,4379.636
433,9767.729,10207.214,7230.312,7248.622,5914.600,6435.672,5522.667,5814.375,5115.808,5600.900,4353.091
434,9746.838,10214.250,7209.625,7260.162,5882.950,6421.604,5528.833,5791.000,5181.846,5612.400,4367.455
435,9702.486,10197.714,7296.938,7268.459,5857.550,6421.965,5513.750,5838.625,5163.192,5595.000,4374.455
436,9739.378,10233.107,7168.312,7254.486,5862.250,6425.983,5504.750,5792.250,5183.269,5584.100,4351.455
437,9700.216,10182.643,7176.312,7300.000,5808.050,6429.535,5492.167,5749.875,5203.000,5621.900,4335.727
438,9719.838,10176.964,7203.438,7258.486,5850.100,6435.276,5520.667,5790.625,5200.692,5559.400,4353.818
439,9731.027,10165.643,7251.938,7255.703,5821.400,6411.172,5516.750,5734.000,5199.769,5599.700,4389.091
440,9679.081,10205.964,7273.188,7272.541,5795.300,6411.138,5480.917,5736.125,5219.731,5625.400,4379.091
441,9671.000,10153.893,7217.000,7283.027,5820.700,6379.241,5512.583,5720.875,5174.385,5515.200,4349.818
442,9634.378,10137.857,7304.438,7268.729,5808.450,6402.052,5502.750,5728.375,5200.539,5607.600,4364.273
443,9643.541,10114.000,7279.625,7284.324,5782.350,6389.362,5551.750,5764.875,5218.692,5518.200,4413.727
444,9626.243,10175.857,7325.500,7286.216,5737.300,6378.414,5511.417,5731.250,5148.769,5548.800,4349.636
445,9625.027,10119.143,7304.625,7256.541,5735.950,6383.259,5531.583,5771.750,5194.115,5520.700,4384.000
446,9588.946,10164.357,7344.625,7273.622,5696.150,6371.448,5486.750,5726.250,5208.154,5558.000,4396.818
447,9650.757,10076.714,7299.625,7303.973,5723.100,6345.655,5490.833,5739.500,5186.115,5560.500,4312.000
448,9577.811,10073.286,7221.125,7262.433,5704.050,6332.276,5464.250,5721.625,5130.346,5613.700,4392.273
449,9546.757,10076.286,7175.125,7244.703,5656.600,6357.431,5531.417,5696.875,5165.423,5578.700,4340.273
450,9537.811,10087.000,7221.562,7246.729,5673.700,6315.155,5485.333,5742.500,5124.500,5566.600,4330.273
451,9519.162,10084.214,7193.125,7251.648,5650.650,6326.311,5450.833,5694.875,5123.077,5587.100,4336.727
452,9509.297,10022.750,7198.750,7274.216,5648.800,6274.207,5509.667,5671.625,5120.577,5534.700,4359.091
453,9508.838,10052.857,7271.562,7259.000,5651.050,6326.362,5451.000,5672.875,5091.615,5575.000,4345.545
454,9498.946,10035.500,7196.562,7235.378,5652.550,6264.017,5423.583,5700.500,5047.385,5539.400,4387.727
455,9517.838,10021.250,7218.125,7245.352,5614.650,6265.224,5456.083,5672.375,5035.231,5547.700,4394.455
456,9482.514,10057.143,7176.750,7258.162,5608.000,6283.189,5447.917,5676.125,5043.808,5552.200,4381.909
457,9494.000,9992.071,7168.250,7247.784,5591.350,6239.207,5459.833,5679.125,5068.692,5514.100,4300.455
458,9446.648,9961.393,7222.250,7253.703,5630.550,6214.896,5454.333,5663.875,5052.077,5483.600,4389.182
459,9483.405,9983.786,7201.812,7269.243,5582.550,6226.293,5432.750,5634.500,5086.769,5500.200,4345.818
460,9410.567,9972.464,7172.625,7187.946,5553.650,6241.845,5425.000,5644.625,5089.000,5485.600,4341.909
461,9387.729,9999.750,7198.375,7212.108,5607.100,6219.448,5462.750,5617.875,5083.885,5530.400,4341.545
462,9471.162,9895.250,7191.062,7274.081,5565.250,6210.379,5433.083,5625.625,5089.154,5426.700,4309.545
463,9365.514,9962.214,7177.188,7206.243,5554.850,6188.724,5435.750,5610.125,5056.923,5467.300,4374.182
464,9380.135,9985.786,7189.938,7227.378,5546.250,6205.672,5367.750,5656.125,5080.769,5499.300,4392.000
465,9385.108,9992.179,7162.812,7206.729,5532.050,6192.345,5422.833,5572.000,5086.000,5504.900,4381.545
466,9344.271,9959.821,7111.375,7215.648,5500.400,6166.483,5402.000,5597.750,5026.692,5449.000,4377.000
467,9323.216,10008.679,7115.938,7246.973,5489.850,6153.811,5370.250,5605.625,5012.269,5507.700,4325.909
468,9368.567,9957.214,7156.875,7235.405,5507.050,6176.759,5357.583,5621.750,5016.077,5434.200,4373.545
469,9350.189,9904.429,7191.250,7215.622,5457.450,6163.224,5410.417,5658.625,5013.115,5453.600,4368.091
470,9299.271,9927.857,7178.438,7200.162,5446.900,6149.672,5364.250,5582.875,5000.115,5528.500,4369.364
471,9315.243,9888.500,7168.125,7219.567,5471.900,6130.276,5431.083,5624.500,5073.692,5496.000,4307.273
472,9303.135,9917.429,7143.062,7215.000,5452.050,6122.655,5362.667,5545.375,5047.539,5482.800,4346.091
473,9272.433,9933.679,7162.062,7224.514,5511.900,6105.328,5364.083,5552.125,5056.077,5442.900,4346.545
474,9294.919,9841.786,7130.750,7219.622,5455.400,6137.793,5358.417,5583.125,5042.961,5433.200,4376.091
475,9251.216,9857.464,7156.875,7239.892,5449.900,6116.517,5363.417,5521.875,5064.923,5436.700,4351.364
476,9233.946,9902.321,7163.125,7203.243,5433.050,6107.811,5349.583,5529.250,5086.539,5423.900,4332.182
