 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6
49,4532.846,3839.438,4273.226,3034.529,3130.676,4588.500
50,4523.692,3849.375,4318.645,3038.735,3136.459,4614.667
51,4538.692,3849.875,4277.226,3030.235,3141.919,4569.167
52,4514.769,3834.250,4290.323,3058.588,3152.892,4590.972
53,4547.500,3853.844,4286.581,3040.823,3160.216,4581.361
54,4523.385,3854.875,4278.807,3057.353,3140.297,4577.417
55,4536.769,3849.531,4263.129,3038.882,3139.513,4601.556
56,4499.269,3841.938,4283.419,3025.500,3144.216,4584.861
57,4488.500,3833.938,4309.807,3023.177,3137.487,4600.417
58,4518.885,3868.938,4272.419,3031.647,3145.919,4609.056
59,4518.615,3856.844,4322.323,3038.647,3151.973,4565.333
60,4530.731,3842.188,4305.807,3036.588,3145.378,4576.750
61,4489.039,3849.094,4299.258,3055.618,3164.513,4622.806
62,4512.692,3838.750,4293.387,3037.823,3138.297,4571.833
63,4529.461,3849.156,4297.581,3034.500,3137.406,4584.861
64,4534.269,3837.125,4300.484,3068.853,3170.541,4584.000
65,4520.846,3872.062,4312.419,3065.441,3171.243,4591.778
66,4517.269,3870.688,4288.097,3063.147,3190.324,4612.639
67,4503.692,3924.344,4294.291,3065.029,3182.541,4585.750
68,4527.308,3914.188,4311.291,3062.471,3184.351,4613.694
69,4521.769,3933.344,4293.774,3077.765,3171.135,4600.389
70,4501.539,4000.812,4314.193,3075.029,3190.000,4565.417
71,4547.192,4034.375,4292.193,3098.235,3183.594,4584.361
72,4537.654,4050.375,4280.097,3099.118,3208.135,4615.750
73,4512.077,4082.969,4297.839,3091.853,3207.568,4596.250
74,4516.269,4095.469,4303.645,3093.353,3202.973,4590.417
75,4533.346,4097.844,4296.129,3095.618,3202.351,4605.583
76,4491.000,4103.062,4309.742,3104.147,3197.865,4599.694
77,4491.192,4092.094,4290.161,3097.147,3206.189,4599.278
78,4529.846,4100.938,4297.677,3088.235,3202.216,4593.389
79,4519.077,4081.312,4297.709,3087.647,3210.378,4612.583
80,4514.461,4080.156,4285.000,3085.059,3182.135,4587.556
81,4503.539,4074.344,4292.226,3071.823,3195.865,4615.333
82,4504.154,4052.938,4300.161,3068.471,3179.487,4625.167
83,4509.731,4063.594,4299.871,3071.353,3188.622,4584.750
84,4490.846,4064.938,4303.936,3067.853,3200.432,4574.528
85,4506.808,4069.469,4329.323,3058.147,3194.297,4592.694
86,4502.154,4061.031,4304.807,3081.823,3178.811,4610.472
87,4488.923,4051.312,4299.968,3055.618,3191.000,4593.861
88,4504.308,4058.156,4291.839,3062.412,3183.676,4595.750
89,4498.961,4012.625,4293.323,3066.912,3176.513,4624.806
90,4479.077,4049.812,4308.000,3056.677,3171.649,4598.861
91,4482.423,4030.250,4322.839,3050.441,3187.351,4613.111
92,4485.385,4026.156,4302.291,3040.735,3178.594,4608.889
93,4515.115,4020.219,4318.161,3065.647,3173.432,4620.444
94,4494.923,4039.469,4291.516,3078.059,3167.594,4601.694
95,4488.692,4009.812,4325.258,3052.588,3176.513,4590.333
96,4494.192,4023.500,4304.161,3048.441,3177.081,4581.833
97,4510.923,4019.281,4316.484,3053.177,3164.865,4587.500
98,4533.577,4005.125,4292.032,3033.618,3161.216,4573.944
99,4526.692,3985.906,4317.387,3078.912,3179.324,4595.694
100,4501.461,4016.906,4308.355,3055.500,3163.919,4607.861
101,4482.577,4015.125,4353.323,3058.177,3161.892,4626.056
102,4486.231,3986.656,4284.709,3059.559,3174.027,4599.972
103,4456.231,3971.781,4305.484,3058.059,3155.973,4604.778
104,4470.423,3964.406,4331.516,3045.177,3161.000,4581.694
105,4473.461,3990.156,4302.903,3053.471,3172.378,4610.694
106,4478.154,3992.688,4308.355,3048.706,3173.513,4596.806
107,4484.615,3974.375,4303.226,3030.265,3150.784,4590.611
108,4493.039,3984.625,4305.291,3076.088,3156.243,4625.250
109,4483.615,4016.656,4303.645,3038.294,3139.459,4574.167
110,4500.654,4257.344,4312.355,3121.118,3181.513,4582.361
111,4606.846,4638.500,4298.903,3160.441,3227.324,4577.694
112,4681.769,4906.938,4322.323,3249.941,3245.757,4603.639
113,4776.461,5114.688,4335.516,3325.412,3252.108,4609.472
114,4897.923,5238.688,4393.613,3446.206,3246.406,4620.333
115,4933.000,5364.844,4414.161,3542.471,3308.541,4597.806
116,5015.346,5395.969,4498.645,3670.529,3339.081,4603.306
117,5038.885,5455.594,4564.064,3812.882,3389.919,4605.833
118,5079.654,5481.438,4626.548,3888.941,3437.703,4614.806
119,5173.500,5497.969,4672.581,4049.323,3506.243,4607.833
120,5192.961,5487.219,4707.355,4118.147,3589.594,4619.000
121,5204.154,5521.062,4719.129,4244.971,3679.081,4588.222
122,5282.461,5507.562,4760.291,4333.971,3843.324,4617.833
123,5327.346,5516.531,4811.936,4409.147,3969.297,4637.250
124,5385.731,5523.906,4814.387,4517.412,4146.973,4628.028
125,5411.846,5519.250,4846.000,4561.588,4304.000,4659.917
126,5526.000,5535.062,4859.807,4654.706,4454.838,4703.500
127,5615.154,5538.875,4871.645,4703.412,4561.784,4759.333
128,5709.846,5472.375,4889.968,4764.500,4611.243,4833.056
129,5819.808,5544.000,4922.484,4829.441,4673.271,4888.778
130,5913.577,5543.969,4893.871,4866.059,4716.189,4983.278
131,6006.000,5550.625,4927.226,4933.265,4768.162,5035.778
132,6092.577,5590.562,4921.516,4932.441,4809.027,5126.556
133,6155.346,5515.250,4944.064,4997.118,4787.486,5220.056
134,6280.731,5543.969,4957.742,4982.265,4820.892,5272.083
135,6353.231,5524.312,4961.226,4999.676,4820.081,5342.028
136,6410.769,5553.406,4956.355,5018.765,4852.757,5395.722
137,6428.423,5559.688,4967.291,5007.382,4862.027,5429.667
138,6465.885,5521.094,4973.452,4998.794,4847.271,5477.167
139,6537.654,5542.562,4956.613,5023.412,4883.081,5509.250
140,6524.000,5507.562,4987.839,5008.118,4885.892,5559.694
141,6533.731,5529.562,4970.129,5037.706,4904.324,5591.917
142,6547.231,5553.188,4997.452,5048.500,4925.919,5614.389
143,6556.115,5505.125,4993.387,5053.735,4888.324,5644.722
144,6604.308,5500.062,4997.484,5047.382,4894.297,5650.417
145,6569.500,5504.875,5031.032,5039.382,4893.567,5638.444
146,6600.115,5519.812,5011.968,5042.588,4920.973,5635.694
147,6636.500,5531.750,4947.839,5050.794,4932.514,5641.472
148,6629.846,5569.906,4995.968,5070.912,4938.865,5664.500
149,6623.115,5512.938,5008.097,5087.235,4903.459,5678.056
150,6662.539,5538.250,5005.516,5035.765,4917.919,5695.944
151,6652.269,5494.594,5010.032,5070.765,4918.000,5675.611
152,6682.308,5493.125,4955.871,5046.853,4916.243,5690.806
153,6640.346,5486.250,4953.000,5053.176,4918.595,5680.528
154,6629.885,5518.969,5002.548,5059.765,4937.757,5704.944
155,6692.846,5499.219,4982.516,5087.000,4922.514,5700.750
156,6670.731,5505.500,4983.226,5051.147,4967.000,5687.583
157,6654.731,5506.312,4987.226,5058.294,4967.378,5712.167
158,6668.154,5482.406,4960.097,5097.765,4944.352,5733.250
159,6660.923,5507.250,4961.516,5078.853,4937.108,5710.139
160,6683.539,5495.344,4965.291,5051.088,4926.433,5730.361
161,6662.000,5447.875,4972.645,5080.265,4937.973,5708.417
162,6660.654,5497.438,4937.839,5057.941,4951.514,5703.361
163,6651.731,5517.719,4957.936,5062.765,4976.514,5709.694
164,6642.961,5481.188,4956.839,5067.029,4908.459,5727.167
165,6673.461,5469.750,4946.839,5060.971,4913.352,5726.111
166,6694.039,5491.625,4959.645,5047.971,4950.054,5674.278
167,6671.000,5479.219,4923.419,5045.912,4915.676,5690.222
168,6647.385,5481.500,4949.645,5061.941,4946.000,5706.250
169,6638.077,5473.594,4947.097,5017.912,4939.162,5694.917
170,6684.115,5464.000,4938.645,5054.441,4917.243,5678.639
171,6629.731,5470.844,4979.742,5082.500,4942.865,5703.167
172,6643.269,5459.750,4912.226,5071.706,4934.541,5670.111
173,6680.308,5458.875,4927.871,5065.353,4921.973,5696.917
174,6649.654,5428.438,4940.193,5068.824,4932.027,5667.778
175,6652.961,5436.500,4905.548,5069.765,4932.027,5675.722
176,6654.461,5430.062,4921.291,5076.882,4929.946,5685.083
177,6679.385,5454.062,4899.613,5082.412,4938.352,5679.417
178,6636.731,5434.062,4912.032,5062.794,4943.297,5691.083
179,6615.539,5431.906,4899.968,5069.676,4926.567,5682.917
180,6681.039,5404.375,4914.903,5078.000,4917.919,5671.889
181,6645.385,5427.906,4903.516,5060.853,4900.486,5652.583
182,6628.808,5422.094,4895.548,5047.000,4913.514,5697.167
183,6617.000,5424.844,4886.355,5043.176,4923.297,5677.667
184,6658.961,5407.531,4891.645,5067.265,4925.243,5666.583
185,6643.615,5412.531,4943.064,5061.029,4930.703,5675.056
186,6650.346,5420.344,4899.161,5049.559,4924.703,5680.417
187,6652.539,5441.250,4888.161,5048.412,4938.243,5655.556
188,6660.692,5387.719,4898.677,5043.529,4915.973,5653.917
189,6678.808,5389.188,4876.193,5045.529,4913.297,5695.000
190,6633.846,5411.062,4891.000,5054.059,4921.135,5647.000
191,6638.115,5389.594,4890.677,5044.000,4910.946,5661.444
192,6640.961,5420.906,4901.226,5039.647,4934.973,5651.306
193,6670.346,5369.156,4890.903,5059.088,4938.433,5666.389
194,6640.308,5378.312,4875.291,5015.941,4920.378,5660.111
195,6648.808,5357.906,4862.903,5045.118,4905.838,5640.361
196,6625.423,5403.406,4871.936,5019.412,4905.433,5615.972
197,6600.654,5369.906,4849.258,5044.176,4900.081,5655.944
198,6654.231,5346.812,4868.968,5062.882,4943.405,5661.028
199,6630.461,5343.656,4843.129,5053.147,4925.352,5626.306
200,6614.192,5402.094,4822.355,5058.500,4938.729,5624.000
201,6617.885,5373.688,4855.193,5022.088,4897.352,5621.139
202,6611.154,5336.375,4804.032,5035.088,4908.486,5643.806
203,6642.846,5377.312,4771.291,5070.588,4913.648,5599.056
204,6643.115,5362.500,4806.129,5038.118,4916.729,5582.333
205,6593.654,5343.094,4798.064,5055.941,4899.324,5597.750
206,6625.885,5335.844,4809.129,5038.147,4919.595,5565.528
207,6630.500,5334.219,4778.193,5047.559,4898.784,5598.417
208,6616.923,5336.000,4781.484,5022.265,4902.486,5585.306
209,6582.615,5339.281,4789.709,5035.765,4927.405,5554.639
210,6601.231,5338.688,4798.709,5045.441,4910.865,5553.611
211,6617.539,5303.625,4807.903,5032.529,4887.595,5589.667
212,6592.269,5347.281,4785.323,5025.853,4908.271,5540.750
213,6626.308,5318.438,4764.742,5044.118,4912.676,5543.583
214,6623.039,5300.531,4777.097,5044.382,4917.162,5558.389
215,6609.731,5319.562,4782.613,5040.206,4924.703,5537.056
216,6625.692,5328.656,4760.419,5037.471,4902.459,5536.000
217,6573.231,5292.562,4785.323,5010.471,4890.973,5493.833
218,6600.654,5316.625,4777.064,5020.853,4924.352,5504.667
219,6600.615,5272.281,4762.258,5025.176,4888.811,5506.278
220,6591.154,5273.969,4763.548,5044.765,4888.946,5500.611
221,6608.385,5321.625,4788.323,5033.735,4892.378,5490.833
222,6586.692,5242.562,4729.226,4986.441,4900.000,5440.250
223,6611.308,5311.594,4763.645,5037.971,4900.919,5463.972
224,6623.692,5293.688,4730.484,5033.971,4895.703,5459.500
225,6599.269,5263.812,4722.097,5030.059,4897.162,5419.611
226,6597.692,5258.844,4728.032,5005.971,4879.054,5430.306
227,6566.692,5257.188,4688.936,5036.706,4898.135,5431.667
228,6558.346,5269.375,4740.484,5023.882,4893.054,5418.000
229,6593.308,5288.188,4725.064,5031.500,4864.054,5440.472
230,6603.692,5251.906,4697.000,4999.588,4853.595,5458.833
231,6612.885,5250.469,4732.742,5037.029,4868.433,5436.972
232,6599.231,5254.406,4683.387,4999.441,4864.729,5393.889
233,6570.769,5289.438,4688.387,5007.471,4901.567,5391.556
234,6647.154,5207.125,4724.291,5019.500,4874.622,5360.944
235,6607.000,5236.562,4699.000,5021.206,4879.352,5378.778
236,6603.423,5229.062,4711.387,5012.088,4909.000,5358.222
237,6592.269,5231.156,4717.936,5015.824,4908.352,5377.250
238,6612.654,5224.375,4707.516,5019.529,4890.054,5367.028
239,6555.731,5203.156,4699.742,5002.382,4869.081,5350.389
240,6575.961,5230.812,4714.645,5005.824,4879.459,5344.833
241,6557.808,5190.438,4703.807,5015.412,4867.703,5380.278
242,6573.077,5200.406,4675.161,5040.382,4887.000,5314.861
243,6594.846,5234.344,4675.161,5022.912,4872.378,5344.667
244,6598.039,5225.531,4637.226,5013.176,4876.838,5330.000
245,6579.692,5169.844,4625.161,5022.647,4904.622,5339.417
246,6571.961,5177.500,4673.613,5014.882,4867.919,5319.583
247,6531.077,5190.938,4647.484,4990.088,4872.324,5312.056
248,6568.308,5196.188,4640.677,4965.794,4879.946,5294.028
249,6556.461,5141.000,4641.452,5005.265,4834.297,5275.722
250,6566.577,5176.625,4639.807,4990.676,4884.838,5309.528
251,6542.192,5206.188,4674.936,4996.412,4827.729,5279.000
252,6517.039,5173.625,4671.548,5015.706,4832.271,5248.639
253,6553.615,5158.250,4693.742,5000.853,4837.027,5259.583
254,6544.692,5198.125,4659.452,5001.235,4878.811,5264.750
255,6503.077,5136.531,4653.774,4970.882,4873.892,5258.139
256,6537.846,5128.625,4673.355,4971.941,4836.297,5236.750
257,6531.269,5119.344,4624.226,4962.412,4843.865,5221.333
258,6521.500,5154.625,4646.677,4972.412,4868.622,5214.694
259,6524.231,5139.844,4632.419,4997.412,4845.459,5231.750
260,6552.039,5142.844,4605.452,4998.971,4862.271,5233.361
261,6555.923,5146.750,4624.387,4971.941,4834.541,5199.917
262,6545.500,5139.719,4574.709,4996.147,4840.541,5243.583
263,6557.461,5143.094,4588.903,4957.853,4852.271,5209.083
264,6533.115,5114.188,4589.871,4968.765,4850.595,5210.139
265,6484.808,5114.406,4596.193,4982.412,4835.892,5194.111
266,6467.654,5071.312,4600.323,4961.176,4843.514,5187.417
267,6501.423,5102.844,4583.323,4973.324,4848.405,5157.361
268,6493.885,5135.969,4590.258,4950.059,4857.703,5189.861
269,6515.346,5073.000,4583.161,4965.706,4872.946,5138.778
270,6510.615,5082.188,4577.226,4993.176,4841.703,5146.389
271,6473.039,5084.094,4582.645,4969.882,4839.027,5157.556
272,6481.539,5049.094,4580.032,4948.588,4866.622,5159.583
273,6531.885,5088.344,4568.258,4993.941,4874.243,5148.361
274,6534.000,5055.094,4557.323,4996.559,4831.567,5153.833
275,6481.577,5081.531,4532.484,4958.676,4834.838,5166.528
276,6490.423,5042.500,4542.613,4951.529,4839.108,5148.694
277,6505.308,5044.062,4548.291,4956.029,4863.919,5109.278
278,6497.154,5072.656,4548.871,4925.176,4854.081,5084.639
279,6488.692,5013.219,4555.129,4959.971,4835.946,5111.722
280,6492.923,5028.156,4556.161,4960.971,4815.838,5074.861
281,6516.461,5013.500,4553.903,4952.647,4815.946,5104.611
282,6492.500,5000.281,4554.097,4951.147,4857.757,5085.250
283,6484.385,5003.406,4521.871,4925.206,4828.054,5072.556
284,6452.769,4981.219,4523.387,4939.059,4817.189,5063.250
285,6463.461,5004.719,4537.807,4960.000,4830.919,5043.861
286,6477.346,4974.031,4525.097,4951.765,4796.378,5056.556
287,6466.192,4990.375,4517.968,4946.176,4863.108,5038.472
288,6476.039,4975.812,4522.323,4962.471,4845.784,5066.667
289,6489.308,4986.500,4547.258,4969.971,4832.054,5050.528
290,6500.769,4966.719,4528.613,4948.618,4834.486,5036.889
291,6443.885,4991.250,4526.129,4923.088,4852.108,5055.778
292,6485.231,4955.969,4526.968,4947.765,4845.514,5030.250
293,6453.846,4968.031,4508.129,4945.853,4835.595,4991.472
294,6464.423,4947.500,4550.709,4965.353,4805.027,5034.750
295,6471.846,4959.812,4498.355,4927.294,4837.622,5037.167
296,6428.769,4914.781,4506.936,4956.647,4826.541,5017.194
297,6471.769,4955.781,4473.645,4975.706,4824.622,5031.417
298,6439.769,4942.750,4509.258,4945.294,4828.595,5025.556
299,6418.500,4908.812,4465.774,4939.794,4835.216,4993.472
300,6446.769,4959.625,4494.000,4940.412,4851.946,4993.333
301,6418.000,4901.625,4489.516,4936.206,4825.541,4998.861
302,6427.154,4945.500,4494.161,4921.882,4817.919,5014.139
303,6443.192,4897.125,4502.097,4931.500,4801.648,4990.944
304,6410.000,4916.781,4484.516,4920.000,4827.459,4970.639
305,6424.346,4892.656,4514.936,4950.588,4805.892,4950.750
306,6392.885,4902.062,4497.226,4911.735,4801.000,4953.361
307,6408.000,4860.156,4474.161,4930.588,4807.352,4953.250
308,6440.385,4882.281,4466.291,4936.294,4777.703,4962.944
309,6396.577,4879.344,4474.484,4911.588,4843.865,4934.333
310,6388.308,4870.438,4518.613,4899.765,4806.459,4927.861
311,6389.154,4863.594,4482.516,4906.941,4791.567,4939.556
312,6364.000,4858.531,4479.291,4920.588,4803.216,4913.444
313,6364.808,4842.500,4470.677,4928.382,4791.838,4928.667
314,6417.461,4859.531,4474.161,4917.794,4823.973,4919.972
315,6393.461,4865.156,4522.677,4937.618,4831.919,4916.861
316,6387.154,4857.656,4520.871,4932.059,4789.892,4945.111
317,6394.615,4857.625,4522.548,4903.647,4793.892,4905.417
318,6387.577,4859.719,4532.291,4916.765,4801.595,4895.500
319,6343.692,4845.312,4524.774,4919.559,4817.784,4891.917
320,6330.692,4834.562,4538.452,4930.118,4791.838,4862.778
321,6362.654,4813.250,4517.581,4918.059,4799.811,4886.861
322,6383.154,4810.250,4526.064,4917.735,4807.271,4906.056
323,6352.654,4832.219,4523.291,4913.353,4800.324,4916.306
324,6382.769,4812.250,4500.161,4902.853,4787.405,4875.361
325,6375.231,4812.312,4489.516,4909.618,4792.514,4871.639
326,6358.885,4791.656,4502.774,4896.706,4750.784,4863.778
327,6370.846,4805.719,4477.742,4902.765,4788.243,4892.972
328,6342.077,4793.719,4474.129,4906.147,4796.811,4887.500
329,6338.500,4810.469,4466.548,4929.912,4790.567,4857.972
330,6350.615,4783.281,4513.291,4898.882,4780.595,4873.000
331,6333.615,4802.188,4461.452,4892.000,4774.676,4885.278
332,6302.115,4777.531,4491.355,4912.382,4777.378,4858.806
333,6315.615,4773.469,4467.000,4916.412,4807.865,4842.472
334,6317.154,4781.344,4484.709,4898.882,4758.108,4823.833
335,6328.923,4790.188,4458.936,4899.235,4763.919,4838.722
336,6323.961,4748.906,4481.581,4887.382,4754.324,4825.167
337,6321.231,4772.562,4451.323,4893.912,4735.946,4840.111
338,6327.654,4757.219,4428.871,4923.618,4796.027,4802.389
339,6320.231,4778.469,4445.000,4891.353,4755.189,4847.528
340,6309.000,4726.594,4456.419,4875.529,4787.108,4818.389
341,6325.731,4767.844,4496.613,4890.824,4759.378,4838.667
342,6265.692,4743.406,4477.807,4890.235,4747.324,4812.333
343,6315.769,4735.875,4447.709,4870.882,4750.243,4805.667
344,6319.615,4749.688,4448.936,4880.941,4756.892,4796.000
345,6310.577,4767.000,4436.936,4878.235,4741.433,4807.722
346,6299.115,4736.656,4472.936,4879.765,4765.973,4820.167
347,6323.692,4730.281,4449.000,4849.735,4754.297,4793.694
348,6284.500,4742.750,4431.193,4875.029,4753.973,4811.139
349,6291.115,4705.250,4417.000,4895.029,4728.027,4807.028
350,6327.808,4747.656,4454.161,4906.559,4740.243,4791.111
351,6287.269,4710.844,4420.226,4857.794,4762.162,4808.389
352,6324.808,4720.719,4445.452,4872.941,4779.946,4817.889
353,6277.692,4713.312,4424.709,4858.059,4728.622,4792.417
354,6302.731,4725.438,4441.291,4863.912,4734.108,4805.806
355,6329.000,4706.469,4459.968,4869.559,4739.919,4780.667
356,6316.577,4712.594,4448.355,4851.529,4728.297,4786.417
357,6319.615,4704.969,4467.193,4865.824,4742.703,4776.944
358,6310.769,4708.531,4465.807,4872.147,4734.838,4769.111
359,6272.154,4716.000,4438.709,4862.441,4759.838,4778.806
360,6290.308,4694.875,4409.581,4855.618,4740.622,4760.111
361,6280.269,4709.531,4466.258,4859.618,4750.703,4761.139
362,6322.461,4691.469,4416.839,4895.647,4716.729,4787.389
363,6280.461,4695.875,4415.645,4839.794,4736.297,4763.361
364,6303.269,4678.344,4434.516,4852.441,4734.838,4759.833
365,6296.077,4678.656,4416.387,4862.794,4744.459,4755.639
366,6292.231,4669.844,4433.774,4847.059,4740.973,4752.361
367,6285.769,4673.906,4443.387,4864.235,4730.811,4737.889
368,6279.461,4676.500,4411.548,4872.618,4743.433,4740.444
369,6270.731,4645.031,4417.000,4863.382,4737.081,4752.194
370,6249.692,4691.031,4425.193,4863.118,4744.622,4770.417
371,6271.000,4654.219,4420.226,4860.706,4710.514,4728.278
372,6245.115,4673.562,4454.419,4862.588,4722.352,4730.333
373,6304.000,4674.500,4416.291,4849.294,4713.243,4763.583
374,6251.846,4670.125,4432.871,4846.882,4701.595,4741.278
375,6237.308,4679.000,4428.419,4859.382,4716.892,4768.528
376,6260.539,4671.531,4407.871,4845.029,4731.378,4737.667
377,6278.615,4638.906,4403.000,4862.500,4702.433,4726.111
378,6233.192,4645.031,4428.161,4841.412,4719.352,4768.139
379,6216.885,4653.312,4420.677,4868.824,4731.189,4767.139
380,6240.461,4630.812,4406.807,4851.118,4706.271,4740.556
381,6231.385,4627.562,4411.193,4834.382,4706.892,4738.667
382,6263.039,4634.594,4392.226,4858.559,4702.865,4749.722
383,6226.769,4607.312,4409.323,4834.500,4714.838,4749.278
384,6249.231,4614.188,4394.129,4827.971,4680.000,4718.778
385,6222.577,4618.312,4425.097,4805.353,4719.838,4713.167
386,6281.885,4596.938,4404.323,4828.971,4699.271,4737.139
387,6270.769,4632.281,4391.903,4845.147,4723.108,4739.361
388,6262.961,4627.969,4422.613,4844.059,4686.784,4736.056
389,6233.731,4643.125,4421.258,4840.971,4702.352,4708.111
390,6248.577,4604.969,4379.323,4825.971,4705.216,4707.111
391,6291.115,4628.906,4393.645,4808.118,4714.081,4732.889
392,6259.846,4613.406,4393.774,4815.912,4708.189,4689.583
393,6295.885,4627.938,4414.161,4830.794,4692.486,4714.639
394,6236.731,4588.000,4370.291,4823.853,4675.000,4712.278
395,6236.923,4626.750,4386.291,4814.971,4711.595,4722.583
396,6278.346,4607.438,4390.355,4824.029,4682.973,4702.917
397,6297.269,4610.156,4378.968,4803.294,4694.027,4713.444
398,6299.692,4612.250,4381.161,4812.324,4674.135,4739.278
399,6253.923,4604.906,4373.193,4804.206,4683.352,4713.056
400,6302.115,4594.219,4394.709,4806.647,4673.108,4741.083
401,6268.308,4585.094,4371.452,4811.824,4683.567,4709.667
402,6302.961,4614.781,4370.936,4810.088,4703.081,4722.500
403,6272.769,4604.031,4379.516,4821.147,4683.027,4710.528
404,6291.731,4586.656,4413.709,4777.765,4633.514,4691.250
405,6254.539,4580.938,4395.161,4814.882,4697.271,4702.694
406,6264.769,4588.125,4405.226,4805.618,4694.027,4728.306
407,6306.423,4610.531,4363.936,4783.206,4701.919,4690.111
408,6332.885,4576.156,4387.807,4800.382,4677.378,4692.833
409,6289.539,4565.688,4382.645,4807.088,4658.946,4685.250
410,6301.846,4587.594,4379.677,4809.941,4652.135,4717.083
411,6288.192,4561.656,4369.548,4783.824,4648.027,4675.917
412,6320.308,4597.125,4388.323,4805.941,4664.352,4705.333
413,6212.461,4560.219,4374.645,4783.676,4660.892,4708.167
414,6248.231,4576.875,4379.291,4810.912,4647.784,4690.306
415,6241.308,4566.188,4374.516,4788.176,4660.405,4683.556
416,6213.539,4578.938,4396.129,4788.235,4648.595,4715.111
417,6275.308,4586.812,4384.677,4794.118,4665.459,4679.306
418,6202.500,4574.188,4403.774,4788.471,4653.135,4712.056
419,6237.269,4576.656,4383.484,4799.912,4625.162,4692.694
420,6258.308,4569.812,4380.419,4801.676,4643.271,4669.028
421,6273.692,4562.906,4388.355,4797.088,4647.567,4690.861
422,6279.961,4569.719,4406.000,4797.471,4667.838,4720.000
423,6231.423,4558.969,4373.839,4816.324,4641.243,4665.000
424,6230.115,4566.688,4377.387,4786.412,4658.757,4695.056
425,6231.654,4546.875,4371.226,4805.882,4648.486,4683.361
426,6201.461,4555.031,4400.936,4778.353,4622.838,4698.417
427,6257.077,4551.000,4356.677,4809.529,4621.378,4688.667
428,6241.269,4522.719,4366.484,4784.324,4652.352,4698.250
429,6254.308,4552.719,4380.258,4811.794,4624.405,4696.722
430,6257.923,4525.844,4354.807,4772.794,4636.405,4711.000
431,6248.461,4535.625,4403.936,4805.647,4620.216,4684.639
432,6235.385,4522.344,4393.936,4792.147,4624.352,4717.111
433,6304.731,4528.438,4392.000,4782.118,4620.676,4698.278
434,6258.154,4528.281,4374.774,4775.971,4630.271,4667.694
435,6258.654,4506.000,4361.419,4776.735,4625.514,4683.722
