 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6
436,6275.115,4513.812,4373.064,4783.706,4628.216,4734.167
437,6231.808,4529.219,4378.548,4778.294,4629.352,4691.167
438,6219.231,4572.250,4387.968,4762.529,4633.541,4686.083
439,6241.769,4515.938,4395.516,4795.941,4611.297,4704.278
440,6235.461,4510.656,4370.968,4773.529,4626.676,4708.083
441,6273.961,4540.438,4363.581,4783.735,4604.811,4690.028
442,6249.385,4543.688,4345.613,4743.294,4631.378,4700.667
443,6240.308,4524.562,4379.742,4761.353,4622.567,4683.833
444,6257.308,4500.344,4381.807,4770.324,4596.676,4700.806
445,6221.808,4508.219,4362.323,4750.882,4602.486,4682.444
446,6261.423,4519.719,4374.129,4783.500,4602.324,4697.639
447,6249.077,4516.469,4388.000,4765.471,4630.676,4718.361
448,6220.654,4502.344,4368.258,4758.088,4574.811,4691.528
449,6262.769,4513.375,4360.677,4763.265,4590.595,4685.250
450,6234.539,4507.562,4373.355,4757.353,4573.676,4683.694
451,6254.192,4504.375,4365.032,4753.118,4575.054,4679.806
452,6285.154,4507.031,4347.258,4739.088,4603.648,4679.528
453,6242.692,4512.625,4361.807,4760.706,4584.433,4666.083
454,6237.808,4507.688,4365.839,4744.735,4587.486,4681.722
455,6260.154,4498.562,4380.452,4777.353,4590.946,4677.694
456,6226.846,4477.312,4361.258,4743.265,4588.054,4674.583
457,6277.192,4495.594,4357.968,4745.500,4580.757,4673.250
458,6275.231,4500.156,4377.161,4759.471,4563.405,4679.583
459,6302.269,4433.812,4387.387,4739.265,4580.108,4693.583
460,6231.885,4475.188,4358.355,4768.265,4570.648,4682.167
461,6302.077,4494.594,4397.709,4731.706,4558.000,4699.389
462,6274.308,4471.594,4375.291,4750.176,4556.784,4670.889
463,6271.192,4481.938,4356.097,4739.824,4570.405,4676.944
464,6278.769,4455.875,4380.581,4733.412,4544.729,4704.333
465,6267.385,4470.812,4410.774,4724.029,4577.729,4645.056
466,6289.769,4475.969,4354.613,4721.000,4538.595,4667.750
467,6301.039,4480.156,4394.484,4739.618,4534.000,4674.472
468,6279.115,4485.531,4349.709,4770.029,4559.784,4652.361
469,6293.077,4455.312,4362.355,4734.147,4551.865,4665.583
470,6269.846,4473.281,4346.774,4709.441,4552.811,4653.389
471,6272.692,4441.812,4378.677,4710.382,4543.729,4651.306
472,6295.269,4443.625,4364.613,4729.941,4555.352,4678.806
473,6294.846,4424.062,4369.000,4714.765,4532.027,4680.306
474,6316.077,4460.281,4389.484,4718.059,4536.297,4681.000
475,6276.961,4486.094,4376.871,4730.500,4561.541,4688.917
476,6302.154,4446.312,4360.613,4693.059,4540.703,4654.750
477,6260.039,4467.031,4383.226,4736.353,4544.459,4678.333
478,6282.731,4457.844,4347.548,4690.059,4542.352,4667.694
479,6271.500,4431.281,4392.581,4707.882,4521.919,4682.722
480,6257.731,4457.906,4343.742,4709.382,4533.757,4660.278
481,6267.000,4441.719,4362.064,4721.000,4485.108,4670.833
482,6268.846,4440.000,4351.355,4695.647,4524.054,4657.778
483,6269.308,4457.125,4350.774,4728.676,4522.297,4666.722
484,6247.885,4433.156,4395.291,4706.059,4521.973,4665.722
485,6237.000,4426.094,4343.581,4718.471,4500.081,4685.944
486,6246.308,4467.938,4369.581,4729.500,4493.271,4645.917
487,6235.808,4431.938,4362.193,4702.029,4494.433,4678.278
488,6269.539,4441.625,4347.548,4703.353,4475.892,4652.833
489,6222.423,4415.719,4372.807,4701.971,4497.838,4679.833
490,6238.731,4439.469,4350.129,4693.353,4467.027,4645.333
491,6258.385,4450.969,4347.742,4718.500,4477.919,4677.278
492,6241.808,4428.875,4369.452,4716.441,4519.838,4667.333
493,6203.077,4403.562,4363.291,4700.676,4474.946,4656.806
494,6247.615,4407.750,4361.193,4681.206,4470.676,4656.333
495,6241.423,4401.094,4381.936,4677.794,4471.352,4673.472
496,6249.039,4403.969,4357.291,4684.500,4474.648,4691.306
497,6283.692,4439.562,4373.452,4723.118,4444.892,4679.694
498,6255.961,4422.500,4363.323,4690.882,4432.162,4660.861
499,6235.577,4422.344,4357.677,4685.118,4443.541,4663.167
500,6242.539,4411.406,4376.548,4703.412,4420.324,4663.139
501,6245.346,4399.000,4367.709,4675.529,4451.486,4665.333
502,6258.385,4414.562,4337.323,4677.059,4446.459,4672.556
503,6220.461,4392.406,4350.709,4670.912,4421.973,4672.667
504,6218.308,4414.656,4350.064,4700.882,4431.811,4682.667
505,6243.961,4409.094,4367.742,4693.765,4411.135,4646.500
506,6241.154,4412.281,4361.548,4672.765,4430.459,4655.167
507,6241.385,4396.125,4359.032,4690.971,4464.973,4664.167
508,6197.423,4406.656,4374.129,4673.882,4412.919,4654.250
509,6168.077,4380.719,4344.000,4676.588,4417.135,4659.500
510,6203.039,4394.719,4357.323,4685.441,4432.811,4672.528
511,6227.500,4402.406,4357.000,4686.118,4436.541,4661.389
512,6215.500,4403.031,4346.032,4676.765,4391.405,4656.000
513,6199.192,4388.406,4331.613,4679.176,4418.189,4679.361
514,6229.615,4400.781,4370.936,4678.706,4428.054,4630.472
515,6214.308,4379.812,4347.129,4692.824,4418.541,4667.778
516,6180.077,4421.125,4345.419,4664.912,4404.919,4666.917
517,6140.192,4380.469,4373.548,4673.882,4394.297,4649.667
518,6177.808,4376.969,4374.161,4681.265,4397.216,4655.194
519,6131.692,4373.156,4354.387,4663.441,4386.189,4676.417
520,6169.346,4340.625,4351.871,4670.088,4379.027,4673.389
521,6170.000,4363.812,4338.709,4653.235,4358.189,4651.083
522,6157.577,4380.469,4371.419,4668.912,4380.838,4658.528
523,6110.615,4382.906,4338.871,4647.059,4381.189,4662.833
524,6147.000,4353.344,4345.774,4661.794,4355.811,4641.056
525,6140.192,4391.312,4379.291,4662.735,4354.541,4655.444
526,6145.269,4388.438,4373.064,4657.618,4343.271,4669.306
527,6128.654,4356.625,4387.839,4671.294,4342.108,4667.056
528,6151.115,4333.312,4378.419,4633.618,4363.271,4655.778
529,6111.654,4348.562,4372.097,4654.941,4350.811,4644.528
530,6137.769,4348.844,4361.936,4629.294,4323.081,4663.250
531,6088.423,4353.969,4374.323,4657.235,4353.919,4646.222
532,6093.885,4373.281,4369.387,4632.235,4320.541,4669.500
533,6095.500,4366.031,4355.387,4630.265,4323.135,4685.472
534,6067.769,4366.688,4349.968,4648.088,4317.757,4652.639
535,6073.346,4343.125,4348.807,4609.441,4325.676,4662.528
536,6083.346,4313.594,4343.742,4614.265,4314.378,4663.694
537,6072.615,4337.625,4373.226,4650.647,4313.514,4663.222
538,6079.769,4344.375,4370.161,4654.412,4324.757,4654.694
539,6116.692,4353.219,4352.193,4640.147,4296.459,4645.167
540,6078.269,4342.344,4345.742,4627.441,4273.838,4666.278
541,6074.846,4324.281,4381.968,4640.412,4280.135,4663.389
542,6057.500,4342.594,4353.677,4646.324,4288.352,4649.611
543,6115.269,4344.719,4350.387,4636.706,4280.243,4649.472
544,6134.308,4349.406,4358.355,4634.853,4256.352,4671.500
545,6092.539,4326.781,4349.936,4610.500,4242.567,4653.556
546,6087.039,4334.469,4361.291,4595.294,4219.892,4676.028
547,6115.231,4349.906,4334.161,4629.235,4271.865,4644.917
548,6144.500,4319.156,4357.032,4627.441,4273.595,4649.833
549,6121.269,4313.812,4349.000,4657.382,4235.189,4641.194
550,6115.885,4316.781,4360.129,4620.441,4239.865,4642.639
551,6102.731,4335.344,4371.193,4608.941,4232.729,4662.444
552,6101.039,4320.625,4358.774,4581.000,4210.486,4669.500
553,6086.192,4316.969,4365.355,4638.618,4230.973,4660.833
554,6057.231,4299.281,4356.839,4612.206,4213.243,4627.417
555,6071.154,4335.375,4361.968,4617.529,4216.378,4658.611
556,6123.423,4310.344,4341.161,4608.441,4206.567,4666.611
557,6070.500,4295.594,4365.484,4617.265,4212.648,4663.917
558,6060.500,4323.938,4365.226,4602.088,4221.838,4658.278
559,6054.539,4309.781,4376.355,4609.618,4188.324,4672.194
560,6052.846,4318.281,4347.645,4583.735,4185.405,4653.083
561,6126.231,4291.562,4358.968,4629.500,4180.946,4622.472
562,6091.769,4301.094,4332.645,4602.471,4191.352,4682.472
563,6077.423,4300.938,4359.548,4590.059,4195.054,4653.806
564,6092.231,4295.219,4344.871,4574.441,4161.973,4634.694
565,6124.577,4294.500,4381.032,4585.765,4187.459,4660.889
566,6071.769,4303.562,4346.742,4589.147,4165.567,4633.972
567,6069.500,4310.219,4346.129,4584.206,4188.000,4661.389
568,6084.192,4276.406,4371.677,4581.382,4200.216,4686.778
569,6105.731,4283.344,4339.839,4601.294,4152.189,4640.056
570,6060.923,4303.000,4327.452,4617.618,4157.946,4638.944
571,6072.039,4289.469,4348.807,4578.265,4154.757,4672.778
572,6072.308,4329.469,4347.839,4578.265,4133.135,4650.667
573,6050.154,4273.688,4345.161,4584.824,4116.486,4656.667
574,6059.654,4288.062,4356.677,4581.029,4111.433,4673.917
575,6099.308,4284.625,4337.484,4594.118,4142.595,4657.500
576,6031.192,4262.688,4349.968,4605.529,4155.648,4658.139
577,6027.769,4282.344,4365.807,4608.324,4134.946,4650.278
578,5985.769,4265.781,4365.839,4594.382,4089.324,4641.611
579,6001.192,4258.906,4371.323,4575.088,4113.378,4627.611
580,5983.423,4275.188,4336.484,4550.176,4128.297,4667.472
581,5996.039,4297.219,4344.774,4545.529,4111.514,4669.694
582,6011.115,4291.406,4364.258,4586.971,4104.919,4646.111
583,5999.000,4264.906,4339.419,4580.853,4101.162,4631.167
584,6021.039,4261.906,4355.323,4599.471,4121.567,4641.556
585,5992.500,4266.062,4370.097,4587.647,4105.838,4647.917
586,5994.692,4282.594,4336.936,4585.529,4101.919,4661.611
587,5999.077,4248.156,4353.871,4575.647,4053.811,4655.611
588,5987.077,4262.438,4348.355,4598.324,4065.919,4647.778
589,5997.231,4241.219,4349.452,4575.265,4074.865,4640.028
590,5953.423,4261.938,4350.807,4566.824,4102.027,4634.250
591,6023.923,4262.281,4343.129,4592.412,4091.189,4667.528
592,5992.961,4256.594,4357.839,4572.088,4055.946,4651.639
593,5974.539,4241.781,4352.936,4582.206,4062.594,4620.167
594,5948.461,4239.312,4327.129,4581.941,4054.919,4651.556
595,5943.077,4251.562,4345.452,4578.941,4055.946,4641.833
596,5982.923,4248.250,4361.807,4564.559,4049.594,4648.139
597,5979.115,4247.125,4342.484,4572.088,4032.000,4653.444
598,5978.346,4230.688,4324.452,4573.912,4046.378,4650.194
599,5977.885,4238.625,4334.129,4586.235,4033.594,4627.694
600,5988.769,4243.375,4342.193,4580.588,4046.324,4656.750
601,5969.500,4233.688,4366.193,4578.765,4024.216,4637.611
602,5939.769,4217.125,4352.032,4563.324,4000.649,4645.139
603,5884.192,4239.969,4361.387,4553.324,4058.459,4644.889
604,5942.269,4218.531,4367.064,4543.500,4023.649,4661.917
605,5953.308,4239.812,4357.484,4545.882,4015.892,4639.056
606,5989.039,4219.812,4327.291,4552.088,4007.108,4644.028
607,5966.577,4215.094,4331.097,4571.176,4015.406,4649.306
608,5973.692,4212.031,4350.064,4571.765,3996.703,4644.806
609,5969.731,4240.094,4362.484,4528.265,3997.649,4641.833
610,5973.500,4215.938,4330.903,4525.618,3996.108,4633.972
611,5972.192,4239.750,4356.774,4550.941,4006.135,4631.778
612,6003.423,4246.938,4374.839,4554.235,4019.622,4648.361
613,5991.654,4240.406,4352.839,4539.559,3990.216,4661.972
614,6060.692,4220.438,4309.323,4546.529,3992.324,4639.083
615,6056.808,4216.875,4371.581,4566.706,3979.162,4676.583
616,6005.346,4181.062,4348.419,4534.647,3957.838,4667.472
617,5990.269,4197.281,4362.581,4543.294,3988.054,4688.639
618,5958.961,4222.750,4342.291,4533.559,3970.784,4658.417
619,5952.731,4204.656,4339.807,4535.588,3955.162,4647.889
620,5956.346,4203.000,4359.419,4536.941,3968.378,4651.611
621,5969.308,4230.375,4358.645,4540.294,3957.054,4653.361
622,5931.769,4209.000,4340.291,4534.735,3985.162,4655.194
623,5913.231,4241.094,4389.419,4545.176,3969.297,4652.417
624,5955.192,4202.188,4328.387,4569.294,3957.919,4647.417
625,5979.231,4178.375,4334.129,4533.618,3955.676,4644.083
626,5981.269,4223.156,4350.613,4532.824,3977.324,4631.500
627,5967.115,4197.688,4358.774,4528.412,3961.757,4660.444
628,5946.308,4210.469,4334.742,4555.059,3956.892,4620.139
629,5956.308,4195.500,4354.129,4542.235,3951.162,4641.111
630,5974.308,4189.562,4359.774,4546.559,3970.324,4647.306
631,5950.461,4205.000,4351.613,4548.559,4015.730,4678.500
632,5915.808,4200.750,4379.129,4578.471,4003.378,4679.500
633,5990.500,4205.531,4375.097,4545.088,3982.703,4637.611
634,6035.615,4237.812,4390.032,4556.324,4039.784,4650.111
635,5996.539,4240.625,4376.419,4552.735,4028.081,4672.778
636,6033.000,4250.594,4399.419,4571.882,4059.108,4673.861
637,6075.385,4239.344,4409.226,4584.265,4009.216,4676.917
638,6043.115,4245.469,4372.291,4570.382,4047.594,4686.694
639,6021.461,4224.938,4415.000,4580.441,4029.027,4640.778
640,6052.154,4235.125,4389.548,4545.441,4052.487,4664.583
641,6083.039,4210.438,4386.000,4566.971,4025.027,4646.139
642,6050.308,4234.781,4380.355,4559.235,4025.946,4653.167
643,6122.000,4225.438,4379.226,4575.265,4025.649,4657.444
644,6062.731,4230.812,4378.032,4569.059,4034.676,4666.694
645,6093.808,4231.188,4364.613,4598.029,4037.946,4655.833
646,6103.692,4191.156,4390.129,4584.118,4012.973,4628.333
647,6115.308,4221.344,4379.903,4575.206,4024.216,4673.917
648,6087.539,4250.375,4371.323,4553.559,4032.730,4653.667
649,6083.500,4231.844,4394.742,4584.029,4005.487,4649.167
650,6112.154,4223.031,4387.807,4576.500,4013.189,4662.500
651,6092.461,4235.375,4380.064,4548.735,3995.351,4632.000
652,6135.346,4234.062,4349.742,4557.941,4010.541,4675.028
653,6135.385,4217.094,4363.419,4566.794,4002.406,4666.167
654,6157.077,4232.781,4392.839,4560.676,4009.351,4663.778
655,6109.539,4225.500,4377.161,4544.471,3991.270,4659.722
656,6152.615,4200.594,4384.581,4548.588,3982.054,4634.694
657,6131.846,4225.688,4377.129,4558.765,3993.054,4663.056
658,6169.423,4221.719,4393.387,4530.588,3964.513,4667.944
659,6119.385,4217.219,4392.291,4553.029,4001.568,4670.222
660,6154.385,4231.781,4372.452,4539.176,3951.324,4667.833
661,6070.385,4218.250,4374.323,4529.853,3963.541,4645.278
662,6087.731,4204.469,4378.677,4548.794,3964.568,4661.472
663,6094.500,4201.938,4348.581,4532.971,3944.811,4669.667
664,6108.192,4199.562,4381.193,4517.324,3949.838,4660.444
665,6045.154,4207.406,4363.258,4533.529,3953.541,4664.694
666,6070.115,4205.781,4340.129,4533.029,3949.568,4632.611
667,6065.346,4174.406,4344.548,4534.824,3943.892,4647.833
668,6017.192,4186.125,4357.936,4547.765,3941.135,4667.944
669,6055.115,4219.312,4378.807,4520.382,3922.811,4659.917
670,6040.769,4208.406,4362.903,4534.118,3922.108,4662.639
671,6093.654,4199.219,4373.581,4539.324,3953.892,4638.750
672,6053.269,4167.125,4363.064,4513.206,3929.594,4648.111
673,6049.923,4179.344,4367.161,4508.176,3907.730,4655.278
674,6073.423,4171.438,4365.129,4518.088,3919.757,4633.889
675,6015.808,4195.438,4371.613,4526.353,3926.730,4680.500
676,6027.231,4182.812,4348.484,4519.824,3925.216,4654.222
677,6035.885,4156.094,4358.968,4528.176,3906.351,4646.889
678,6062.269,4152.812,4362.839,4543.735,3912.459,4640.000
679,6057.539,4211.875,4354.613,4502.471,3900.216,4641.667
680,6055.077,4195.812,4372.903,4512.176,3918.838,4655.083
681,6066.615,4188.438,4364.677,4510.794,3925.622,4640.278
682,6022.808,4170.625,4378.032,4504.853,3899.838,4646.389
683,6013.308,4196.031,4362.032,4503.441,3866.351,4655.222
684,5999.154,4181.469,4340.226,4493.588,3916.324,4641.694
685,6023.961,4184.844,4341.097,4490.588,3894.243,4683.806
686,5991.423,4171.844,4361.516,4502.029,3899.730,4654.944
687,5997.846,4155.062,4370.452,4510.294,3888.973,4641.306
688,5960.654,4175.312,4371.645,4525.000,3881.838,4646.750
689,5979.039,4176.781,4354.064,4522.471,3906.541,4656.556
690,5965.961,4178.125,4354.903,4498.206,3910.081,4652.333
691,5974.077,4157.594,4338.677,4503.618,3897.459,4659.611
692,5947.423,4200.750,4361.516,4514.118,3896.378,4662.528
693,5939.461,4163.156,4353.581,4502.735,3860.513,4677.694
694,5971.654,4167.656,4362.032,4494.235,3861.189,4669.528
695,5905.423,4124.719,4368.355,4476.882,3873.703,4653.333
696,5916.500,4169.406,4355.548,4480.794,3854.757,4656.111
697,5890.192,4166.562,4370.677,4508.853,3867.216,4657.528
698,5894.923,4179.625,4374.452,4469.588,3871.676,4658.944
699,5899.577,4177.312,4356.355,4455.412,3888.919,4656.778
700,5865.077,4138.125,4354.193,4474.882,3848.703,4638.806
701,5837.808,4140.719,4367.484,4482.735,3876.378,4646.194
702,5829.846,4143.438,4371.936,4479.824,3850.568,4634.528
703,5894.808,4183.719,4364.323,4481.647,3870.784,4633.694
704,5851.039,4166.531,4356.677,4501.206,3883.000,4644.194
705,5852.731,4159.938,4366.581,4503.912,3865.216,4662.278
706,5874.808,4154.625,4362.129,4485.441,3848.027,4659.222
707,5891.461,4157.281,4354.903,4458.706,3850.081,4668.972
708,5885.423,4169.125,4374.064,4497.206,3835.594,4639.583
709,5853.461,4172.062,4347.291,4471.235,3865.513,4661.028
710,5868.731,4185.344,4355.032,4487.176,3845.054,4657.444
711,5863.000,4146.281,4336.548,4478.471,3857.892,4635.389
712,5843.692,4158.531,4364.161,4481.824,3851.135,4652.528
713,5829.000,4152.719,4388.323,4476.735,3883.000,4647.778
714,5806.539,4148.875,4345.903,4469.824,3844.000,4647.556
715,5822.039,4148.844,4371.968,4468.382,3809.406,4653.194
716,5851.615,4155.750,4374.645,4468.029,3825.351,4671.972
717,5885.808,4144.625,4338.355,4468.794,3849.676,4653.194
718,5870.769,4149.000,4340.548,4463.588,3838.487,4662.889
719,5889.385,4158.375,4361.323,4497.765,3848.784,4644.917
720,5895.423,4162.156,4371.323,4456.265,3826.432,4631.806
721,5875.269,4124.312,4361.903,4479.324,3840.081,4645.833
722,5833.961,4135.562,4351.613,4459.500,3828.973,4644.361
723,5885.846,4144.062,4366.291,4454.059,3849.730,4636.639
724,5857.885,4146.000,4352.032,4492.382,3834.378,4652.472
725,5850.808,4145.438,4378.258,4475.265,3821.919,4648.778
726,5850.192,4144.969,4358.516,4475.765,3837.865,4655.083
727,5867.654,4149.562,4354.936,4457.059,3837.622,4673.333
728,5891.269,4125.125,4366.226,4457.647,3838.297,4663.111
729,5836.961,4148.812,4345.097,4452.588,3828.406,4643.639
730,5893.192,4170.812,4364.387,4432.059,3855.919,4645.778
731,5858.923,4128.625,4346.516,4473.294,3836.811,4651.472
732,5859.461,4125.125,4324.097,4442.412,3834.892,4652.194
733,5874.731,4142.781,4360.161,4477.471,3845.622,4624.528
734,5871.615,4129.094,4327.968,4435.765,3867.541,4661.250
735,5903.308,4128.250,4353.193,4494.265,3850.946,4651.361
736,5883.115,4152.656,4386.484,4476.029,3836.459,4653.722
737,5885.654,4127.156,4362.323,4437.088,3843.459,4645.028
738,5908.808,4148.844,4358.742,4449.324,3823.081,4635.861
739,5957.192,4132.906,4377.000,4422.676,3826.784,4639.389
740,5930.769,4127.531,4344.129,4453.853,3821.594,4640.167
741,5940.346,4132.875,4389.742,4472.941,3819.784,4641.917
742,5925.115,4148.469,4349.871,4453.029,3822.135,4652.583
743,5931.577,4112.562,4354.484,4442.265,3803.135,4656.389
744,5879.615,4125.750,4336.097,4451.206,3821.432,4648.944
745,5850.769,4114.312,4333.645,4425.647,3834.541,4669.583
746,5867.077,4139.281,4377.452,4430.147,3808.297,4658.083
747,5885.000,4115.344,4341.581,4449.882,3786.892,4630.889
748,5911.269,4144.406,4363.903,4417.147,3807.730,4655.361
749,5902.692,4133.844,4350.968,4442.088,3824.135,4644.472
750,5893.231,4129.094,4374.807,4440.324,3845.568,4669.944
751,5947.961,4127.219,4348.936,4422.588,3803.649,4668.889
752,5953.115,4110.062,4347.323,4430.794,3805.108,4649.972
753,5934.269,4118.500,4372.677,4437.500,3832.459,4644.778
754,5950.115,4128.531,4336.774,4447.118,3826.135,4647.500
755,5906.231,4128.625,4366.613,4417.088,3827.108,4637.389
756,5893.346,4106.312,4343.807,4438.765,3815.865,4644.306
757,5882.808,4138.844,4351.968,4445.471,3868.865,4655.917
758,5877.923,4132.969,4353.968,4443.559,3860.216,4685.861
759,5878.769,4133.250,4356.709,4455.059,3850.730,4662.861
760,5902.192,4119.938,4353.000,4436.971,3858.216,4666.944
761,5888.269,4140.406,4327.193,4435.824,3821.513,4647.778
762,5897.192,4120.438,4377.323,4443.412,3864.351,4642.972
763,5938.615,4106.531,4359.742,4458.088,3862.838,4658.444
764,5907.654,4133.219,4331.516,4411.294,3848.730,4653.750
765,5900.846,4107.594,4361.871,4408.941,3832.892,4656.000
766,5853.577,4112.094,4342.807,4421.029,3814.622,4658.500
767,5857.077,4129.875,4367.000,4459.382,3832.811,4665.778
768,5878.077,4089.312,4350.936,4443.382,3832.649,4667.500
769,5824.308,4128.062,4351.129,4405.471,3854.676,4652.278
770,5829.039,4116.812,4357.645,4402.176,3797.270,4636.278
771,5821.846,4128.719,4364.419,4424.735,3825.703,4633.167
772,5801.846,4118.125,4355.807,4406.235,3857.811,4653.889
773,5794.846,4127.344,4378.484,4403.353,3821.594,4661.583
774,5825.923,4126.500,4365.097,4412.824,3789.865,4685.972
775,5780.231,4147.688,4360.452,4406.588,3839.946,4669.472
776,5788.000,4105.594,4351.258,4419.647,3782.703,4648.222
777,5750.692,4122.844,4350.645,4431.647,3807.216,4634.056
778,5716.461,4113.125,4376.193,4388.294,3797.297,4643.917
779,5778.269,4116.781,4374.484,4418.029,3794.919,4675.167
780,5742.461,4117.438,4388.613,4416.382,3813.351,4650.306
781,5688.269,4135.531,4365.484,4411.647,3802.676,4671.778
782,5720.654,4117.062,4379.548,4387.118,3800.162,4691.583
783,5713.731,4127.406,4340.064,4407.118,3792.892,4660.750
784,5690.923,4103.094,4360.581,4380.618,3809.622,4653.861
785,5689.346,4111.031,4358.613,4413.794,3801.973,4666.222
786,5668.654,4141.250,4361.193,4414.676,3791.108,4674.250
787,5672.731,4108.062,4374.452,4394.324,3809.973,4683.972
788,5685.385,4100.562,4367.807,4427.882,3777.838,4673.611
789,5630.423,4125.562,4365.032,4395.412,3777.919,4659.722
790,5669.539,4102.438,4376.871,4394.676,3815.027,4661.194
791,5642.346,4105.844,4375.097,4412.088,3781.513,4630.139
792,5654.769,4122.625,4360.064,4406.676,3791.703,4670.333
793,5629.769,4050.625,4341.936,4398.353,3772.513,4683.389
794,5646.500,4104.125,4368.613,4415.412,3792.757,4680.083
795,5576.385,4082.781,4380.774,4366.647,3775.162,4658.472
796,5615.269,4107.594,4376.258,4387.794,3769.081,4653.778
797,5602.692,4098.844,4368.807,4393.735,3796.676,4690.000
798,5625.423,4075.750,4380.645,4391.676,3801.946,4646.833
799,5591.577,4123.625,4361.387,4382.853,3784.784,4665.583
800,5630.346,4105.781,4360.936,4388.235,3812.432,4672.556
